SOA Code,SOA Name,2015 Default Urban/Rural,Urban,mixed urban/rural,Rural,20 minutes   (Yes / No),30 minutes  (Yes / No),BELFAST,DERRY,ANTRIM,ARMAGH,BALLYMENA,BALLYMONEY,BANBRIDGE,BANGOR,CARRICKFERGUS,COLERAINE,COOKSTOWN,CRAIGAVON,DOWNPATRICK,DUNGANNON,ENNISKILLEN,HOLYWOOD,LARNE,LIMAVADY,LISBURN,LURGAN,NEWRY,NEWTOWNARDS,OMAGH,PORTADOWN,STRABANE
95GG50S3,Woodstock_3,Urban,7,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95GG51S1,Woodvale_1,Urban,6,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,20-30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min
95GG51S2,Woodvale_2,Urban,6,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,20-30min,20-30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,20-30min,>30min,0-20min,>30min,>30min,>30min
95GG51S3,Woodvale_3,Urban,6,-,-,Y,Y,0-20min,>60min,20-30min,>30min,20-30min,>30min,20-30min,20-30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,20-30min,>30min,0-20min,>30min,>30min,>30min
95HH01W1,Blackhead,Rural,-,-,6,Y,Y,30-45min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH02S1,Bluefield_1,Urban,4,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH02S2,Bluefield_2,Urban,4,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH03W1,Boneybefore,Urban,6,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH04S1,Burleigh Hill_1,Urban,5,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH04S2,Burleigh Hill_2,Urban,4,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH05W1,Clipperstown,Urban,7,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH06S1,Eden_1,Mixed urban/rural,4,1,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH06S2,Eden_2,Urban,6,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH07W1,Gortalee,Urban,5,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95HH08W1,Greenisland,Urban,7,1,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95HH09W1,Killycrot,Urban,5,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH10W1,Knockagh,Urban,6,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95HH11W1,Love Lane,Urban,4,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH12W1,Milebush,Urban,5,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH13W1,Northland,Urban,5,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH14W1,Sunnylands,Urban,6,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH15W1,Victoria,Urban,6,-,-,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH16W1,Whitehead,Rural,-,-,6,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95HH17W1,Woodburn,Mixed urban/rural,3,1,2,Y,Y,20-30min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min
95II01S1,Ballyhanwood_1,Urban,5,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II01S2,Ballyhanwood_2,Mixed urban/rural,2,3,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II02S1,Beechill_1,Urban,2,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II02S2,Beechill_2,Urban,2,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II02S3,Beechill_3,Urban,3,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,20-30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II03S1,Cairnshill_1,Urban,5,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95II03S2,Cairnshill_2,Urban,6,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II04S1,Carrowreagh_1,Urban,5,1,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II04S2,Carrowreagh_2,Urban,6,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II05S1,Carryduff East_1,Urban,3,1,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min
95II05S2,Carryduff East_2,Urban,4,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min
95II06S1,Carryduff West_1,Mixed urban/rural,3,1,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min
95II06S2,Carryduff West_2,Urban,4,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min
95II07W1,Cregagh,Urban,8,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II08W1,Downshire,Urban,6,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II09S1,Dundonald_1,Urban,4,1,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II09S2,Dundonald_2,Urban,5,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II10W1,Enler,Urban,9,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II11W1,Galwally,Urban,8,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II12W1,Gilnahirk,Urban,7,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II13W1,Graham's Bridge,Urban,10,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,0-20min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II14W1,Hillfoot,Urban,6,1,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II15S1,Knockbracken_1,Urban,4,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II15S2,Knockbracken_2,Urban,5,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II16W1,Lisnasharragh,Urban,5,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II17W1,Lower Braniel,Urban,8,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II18W1,Minnowburn,Urban,7,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,20-30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II19S1,Moneyreagh_1,Mixed urban/rural,-,2,3,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95II19S2,Moneyreagh_2,Rural,-,-,6,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min
95II20W1,Newtownbreda,Urban,8,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95II21W1,Tullycarnet,Urban,8,-,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II22W1,Upper Braniel,Urban,7,1,-,Y,Y,0-20min,>60min,>30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,0-20min,>30min,>30min,>30min
95II23W1,Wynchurch,Urban,7,-,-,Y,Y,0-20min,>60min,20-30min,>30min,>30min,>30min,>30min,20-30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min
95JJ01W1,Agivey,Rural,-,-,6,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ02W1,Atlantic,Urban,8,-,-,Y,Y,>60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ03S1,Ballysally_1,Urban,5,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ03S2,Ballysally_2,Urban,4,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ04S1,Castlerock_1,Rural,-,-,4,Y,Y,>60min,45-60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ04S2,Castlerock_2,Rural,-,-,4,Y,Y,>60min,45-60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ05W1,Central,Urban,6,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ06W1,Churchland,Urban,7,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ07W1,Cross Glebe,Urban,8,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ08S1,Dundooan_1,Rural,-,1,3,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ08S2,Dundooan_2,Mixed urban/rural,1,2,-,Y,Y,>60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ09W1,Dunluce,Rural,-,-,7,Y,Y,>60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ10W1,Garvagh,Rural,-,-,6,N,Y,>60min,45-60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ11S1,Hopefield_1,Urban,4,-,-,Y,Y,>60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ11S2,Hopefield_2,Urban,3,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ12W1,Kilrea,Rural,-,-,7,N,Y,45-60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ13S1,Knocklynn_1,Urban,3,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ13S2,Knocklynn_2,Urban,5,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ14W1,Macosquin,Rural,-,-,6,Y,Y,>60min,45-60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ15W1,Mount Sandel,Urban,5,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ16W1,Portstewart,Urban,7,-,-,Y,Y,>60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ17W1,Ringsend,Rural,-,-,5,Y,Y,>60min,45-60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ18W1,Royal Portrush,Urban,4,-,-,Y,Y,>60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ19S1,Strand_1,Urban,4,-,-,Y,Y,>60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ19S2,Strand_2,Urban,2,-,-,Y,Y,>60min,>60min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ20S1,The Cuts_1,Mixed urban/rural,3,1,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ20S2,The Cuts_2,Urban,5,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ21W1,University,Urban,5,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95JJ22W1,Waterside,Urban,7,-,-,Y,Y,>60min,45-60min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK01W1,Ardboe,Rural,-,-,4,N,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK02W1,Coagh,Rural,-,-,4,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK03W1,Dunnamore,Rural,-,-,5,Y,Y,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK04W1,Gortalowry,Urban,6,-,-,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK05W1,Killycolpy,Rural,-,-,5,N,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK06W1,Killymoon,Urban,6,-,-,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK07W1,Lissan,Rural,-,1,4,Y,Y,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK08W1,Moneymore,Rural,-,-,3,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK09W1,Newbuildings,Urban,3,-,-,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK10W1,Oaklands,Rural,-,-,5,Y,Y,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK11W1,Oldtown,Urban,7,-,-,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK12W1,Pomeroy,Rural,-,-,5,N,Y,>60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,20-30min,>30min,>30min,20-30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK13W1,Sandholes,Rural,-,1,4,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK14W1,Stewartstown,Rural,-,-,5,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
95KK15W1,The Loop,Rural,-,-,6,Y,Y,45-60min,>60min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,0-20min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min,>30min
