MSOA11CD,Proportion,Extent,Score
E02000809,0,0.040787819065618486,0
E02000810,0,0,0
E02000812,0.16666666666666666,0,0
E02000813,0,0,0
E02000814,0,0.04292502693582158,0
E02000815,0.5,0.24840921796835858,0
E02000816,0.2,0.057137285297639444,0
E02000817,0.75,0,0
E02000818,0.75,0,0
E02000819,0.2,0,0
E02000820,0.16666666666666666,0,0
E02000821,1,0,0
E02000822,0.4,0,0
E02000823,0.2,0,0
E02000824,0.2,0,0
E02000825,0.6,0,0
E02000826,0.2,0,0
E02000827,0.16666666666666666,0,0
E02000828,0.75,0,0
E02000829,0.6,0,0
E02000830,0,0,0
E02000831,0,0,0
E02000832,0.4,0,0
E02000833,0,0,0
E02000834,0,0,0
E02000835,0,0,0
E02000836,0,0,0
E02000837,0,0,0
E02000838,0,0,0
E02000839,0.2,0,0
E02000840,0.2,0,0
E02000841,0.2,0,0
E02000842,0,0,0
E02000843,0,0,0
E02000844,0,0,0
E02000845,0,0,0
E02000846,0,0,0
E02000847,0,0,0
E02000848,0,0,0
E02000849,0,0,0
E02000850,0,0,0
E02000851,0.2,0.03932970415405357,0
E02000852,0,0,0
E02000853,0,0,0
E02000854,0,0,0
E02000855,0,0,0
E02000856,0,0,0
E02000857,0,0,0
E02000858,0.6,0.24908078204090847,0
E02000859,0,0,0
E02000860,0.2,0.015471340393417674,0
E02000861,0,0,0
E02000863,0,0,0
E02000864,0.5,0,0
E02000865,0.5,0,0
E02000866,0,0,0
E02000867,0,0,0
E02000868,0.25,0,0
E02000869,0.5,0,0
E02000870,0,0,0
E02000871,0.4,0,0
E02000872,0.5,0,0
E02000873,0.2,0,0
E02000874,0.75,0,0
E02000875,0.4,0,0
E02000876,0.5,0,0
E02000877,0.4,0,0
E02000878,0.6,0.16135085086402848,0
E02000879,0.25,0,0
E02000880,0.25,0,0
E02000881,0.75,0,0
E02000882,0.75,0,0
E02000883,1,0,0
E02000884,0.2,0.021941238913810206,0
E02000885,0.75,0,0
E02000886,0.25,0,0
E02000887,0.5,0,0
E02000888,0.2,0.025194437238355374,0
E02000889,0,0.04260398981324277,0
E02000890,0,0,0
E02000891,0.125,0.027952114124214965,0
E02000893,0.25,0.041766122142542765,0
E02000894,0,0,0
E02000895,0,0,0
E02000896,0,0,0
E02000897,0.4,0.1855029458432245,0
E02000898,0,0,0
E02000899,0,0,0
E02000900,0.2,0.09887368061014468,0
E02000901,0,0,0
E02000902,0.2,0.04280766194641792,0
E02000903,0.4,0,0
E02000904,0,0,0
E02000905,0,0,0
E02000906,0.2,0.1081912722056714,0
E02000907,0.8333333333333334,0,0
E02000908,0,0,0
E02000909,0,0,0
E02000910,0,0,0
E02000911,0.4,0,0
E02000912,0.2,0.1323211372771048,0
E02000913,0,0,0
E02000914,0.6,0,0
E02000915,0,0,0
E02000916,0.2,0,0
E02000917,0,0,0
E02000918,0.2,0.085047298131147,0
E02000919,0,0,0
E02000920,0.2,0,0
E02000921,0.3333333333333333,0.07396808143386296,0
E02000922,0,0,0
E02000923,0,0,0
E02000924,0,0,0
E02000925,0.25,0,0
E02000926,0,0,0
E02000927,0,0,0
E02000928,0,0,0
E02000929,0.75,0,0
E02000930,0,0,0
E02000931,0,0,0
E02000932,0,0,0
E02000933,0,0,0
E02000934,0,0,0
E02000935,0.25,0,0
E02000936,0,0,0
E02000937,0,0,0
E02000938,0,0,0
