dz11_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Access_decile,Housing_decile,Crime_decile
S01002939,4605,4693,4327,6032,4960,4661,665,5813,8,8,7,10,8,2,8,9
S01002940,4038,4471,3276,3999,3745,3810,1892,4995,7,7,6,7,6,3,6,8
S01002941,3838,4266,3539,5020,4767,5133,460,4550,6,7,6,8,8,1,8,7
S01002942,3943,3535,3669,5589,3639,3041,1303,5849,7,6,6,9,6,3,5,9
S01002943,5252,5439,5412,5677,4536,4536,1227,4983,9,9,9,9,7,2,7,8
S01002944,3972,3891,3482,4512,3133,4287,3311,2517,7,6,6,7,5,6,7,4
S01002945,4941,4852,5540,5221,3935,5253,1173,4687,8,8,9,9,7,2,9,8
S01002946,3914,4609,3635,4713,5137,4355,363,5223,7,8,6,8,8,1,7,9
S01002947,4530,4927,4960,3186,4393,4805,1318,4171,7,8,8,5,7,3,8,7
S01002948,4131,4252,4874,3006,4024,5476,1012,5074,7,7,8,5,7,2,9,8
S01002949,3207,3314,3497,5962,3647,4375,211,5304,5,6,6,10,6,1,7,9
S01002950,3905,4427,4426,4351,3203,5581,557,4657,7,7,7,7,5,1,9,8
S01002951,5609,5263,5152,5533,5777,5800,2036,5454,9,9,8,9,9,4,9,9
S01002952,4019,4252,3966,4609,4105,4802,722,5163,7,7,7,8,7,2,8,8
S01002953,4582,3892,4274,5513,4436,4564,1984,4482,8,6,7,9,7,4,8,7
S01002954,3988,3743,4845,3335,3130,4218,1504,4902,7,6,8,6,5,3,7,8
S01002955,3898,4059,4020,3829,4399,4960,908,3527,6,7,7,6,7,2,8,6
S01002956,3794,3204,3621,3551,3645,4588,3146,3644,6,5,6,6,6,5,8,6
S01002957,4828,4608,4995,5120,3859,5278,1546,4959,8,8,8,8,6,3,9,8
S01002958,5164,5792,6030,6360,5338,5150,282,6158,8,9,10,10,9,1,8,10
S01002959,4396,4252,4424,5418,4558,5080,764,5638,7,7,7,9,8,2,8,9
S01002960,4501,4185,4877,6141,5726,5214,437,4582,7,7,8,10,9,1,9,8
S01002961,4117,4537,3640,2951,2858,5383,5021,2833,7,7,6,5,5,8,9,5
S01002962,2822,2768,3575,3159,2198,3424,796,5276,5,5,6,5,4,2,6,9
S01002963,2580,2548,2266,2304,2347,4036,3173,4513,4,4,4,4,4,5,7,7
S01002964,4471,5340,4978,5719,4416,3405,306,4703,7,9,8,9,7,1,6,8
S01002965,4531,4834,5269,5285,5224,4059,451,3097,7,8,9,9,9,1,7,5
S01002966,2809,4167,2250,3171,2316,3982,907,4274,5,7,4,5,4,2,7,7
S01002967,4466,4805,4675,5244,4064,4235,605,6180,7,8,8,9,7,1,7,10
S01002968,4733,4820,5328,5067,4211,5355,687,5734,8,8,9,8,7,2,9,9
S01002969,5910,5614,5906,5643,5674,6425,1756,6467,10,9,10,9,9,3,10,10
S01002970,5236,5007,4521,5986,5123,6092,1872,5386,9,8,7,10,8,3,10,9
S01002971,5735,5613,5575,5452,5232,5811,2362,4169,9,9,9,9,9,4,9,7
S01002972,2817,2732,2666,2721,2450,3787,5431,1024,5,5,5,5,4,9,6,2
S01002973,5428,5132,5861,4209,5571,5702,3308,1678,9,8,10,7,9,6,9,3
S01002974,4525,4618,5129,5303,5051,2144,564,4488,7,8,8,9,8,1,4,7
S01002975,2636,2172,2737,2694,2847,3959,5262,746,5,4,5,5,5,9,7,2
S01002976,886,824,790,2367,537,2435,3084,929,2,2,2,4,1,5,4,2
S01002977,4017,3257,3648,4147,3374,5098,4685,3157,7,6,6,7,6,8,8,5
S01002978,4898,4523,4959,4960,2978,5915,3247,4307,8,7,8,8,5,5,10,7
S01002979,4315,4147,3619,4447,3373,5197,3211,4689,7,7,6,7,6,5,8,8
S01002980,3259,3094,3781,4081,1062,3070,3939,5559,6,5,6,7,2,7,5,9
S01002981,6192,6281,6117,6208,5750,6417,1668,6452,10,10,10,10,9,3,10,10
S01002982,6264,6151,6191,6387,5301,6072,2259,6487,10,10,10,10,9,4,10,10
S01002983,3122,3275,3087,2866,1340,3984,5475,4069,5,6,5,5,3,9,7,7
S01002984,5316,5870,4570,4478,4773,5651,2219,5650,9,10,8,7,8,4,9,9
S01002985,6495,6152,6371,6332,6054,6081,5193,6101,10,10,10,10,10,8,10,10
S01002986,3284,3403,3918,4245,1068,1863,4139,2938,6,6,7,7,2,7,3,5
S01002987,4196,4356,4649,4304,2426,3927,1871,4586,7,7,8,7,4,3,7,8
S01002988,4446,4828,4605,3716,5563,3849,632,6440,7,8,8,6,9,1,6,10
S01002989,2437,2273,3525,3780,470,1888,4713,3951,4,4,6,6,1,8,3,7
S01002990,5860,6276,6467,6376,2089,973,5963,4613,10,10,10,10,4,10,2,8
S01002991,6207,6486,6493,6183,6418,6159,1103,6303,10,10,10,10,10,2,10,10
S01002992,5979,5992,6215,6461,3594,1805,4451,3335,10,10,10,10,6,7,3,6
S01002993,5536,6182,6439,6473,5812,5373,486,3594,9,10,10,10,9,1,9,6
S01002994,6349,6366,6450,6353,5613,1047,4548,3191,10,10,10,10,9,7,2,5
S01002995,6248,6498,6500,6492,5210,416,6233,1421,10,10,10,10,9,10,1,3
S01002996,6385,6447,6501,6053,5617,1835,3385,5615,10,10,10,10,9,6,3,9
S01002997,6269,5833,6446,6216,5497,750,4898,3921,10,9,10,10,9,8,2,7
S01002998,3424,3027,3929,4697,2480,3388,1256,5397,6,5,7,8,4,2,6,9
S01002999,6342,6478,6498,6401,5947,1257,4965,1753,10,10,10,10,10,8,2,3
S01003000,5294,5994,5676,5767,5143,4410,551,6487,9,10,9,9,8,1,7,10
S01003001,4060,4269,4366,3969,2159,3235,2270,5415,7,7,7,7,4,4,5,9
S01003002,2779,2507,2613,2985,2391,3155,3500,3178,5,4,5,5,4,6,5,5
S01003003,3638,4208,4146,3898,4866,4414,197,6266,6,7,7,6,8,1,7,10
S01003004,4256,4454,4534,5280,3002,4842,950,5297,7,7,7,9,5,2,8,9
S01003005,4810,5803,5738,5063,5399,3576,214,6106,8,9,9,8,9,1,6,10
S01003006,5531,5372,5726,5016,4571,5225,1982,5800,9,9,9,8,8,4,9,9
S01003007,4128,4918,4636,4496,1933,5249,1290,4869,7,8,8,7,3,2,9,8
S01003008,5873,6070,6445,4480,4156,6041,2464,5616,10,10,10,7,7,4,10,9
S01003009,3520,3196,3665,3142,2434,4898,4218,3019,6,5,6,5,4,7,8,5
S01003010,5009,5183,5377,5974,4632,5280,631,6096,8,8,9,10,8,1,9,10
S01003011,5552,5984,6213,5920,4001,6124,970,6299,9,10,10,10,7,2,10,10
S01003012,5130,4995,6015,5315,5610,4987,558,6165,8,8,10,9,9,1,8,10
S01003013,5389,5871,5849,6345,5890,3942,637,3657,9,10,9,10,10,1,7,6
S01003014,5599,5888,5322,6393,5846,6466,913,5778,9,10,9,10,9,2,10,9
S01003015,4874,4587,5173,4890,5550,5813,1179,3064,8,8,8,8,9,2,9,5
S01003016,6102,6017,5800,5931,6187,5814,1902,6048,10,10,9,10,10,3,9,10
S01003017,5391,4189,4615,4696,5858,5352,5508,4542,9,7,8,8,10,9,9,7
