dz11_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Access_decile,Housing_decile,Crime_decile
S01005767,5329,5104,4674,6321,5029,4946,1674,6487,9,8,8,10,8,3,8,10
S01005768,2027,2213,2001,2029,1595,3110,6150,479,4,4,4,4,3,10,5,1
S01005769,1142,927,1118,1765,984,2065,5371,646,2,2,2,3,2,9,4,1
S01005770,1659,1679,1397,1359,2214,2934,5873,790,3,3,3,3,4,10,5,2
S01005771,5863,5563,4489,5683,5585,5801,4241,5850,10,9,7,9,9,7,9,9
S01005772,5517,4803,4983,5204,4498,5528,5724,3050,9,8,8,8,7,9,9,5
S01005773,5631,5399,5005,4579,5044,5831,3521,5863,9,9,8,8,8,6,9,10
S01005774,3293,3317,3340,3415,2197,1739,3100,3874,6,6,6,6,4,5,3,6
S01005775,1952,1842,1556,2498,1619,2747,5018,2387,4,3,3,4,3,8,5,4
S01005776,4280,3587,3139,5403,3674,4437,5847,3388,7,6,5,9,6,9,7,6
S01005777,3372,3074,3536,3241,2901,4291,2189,4379,6,5,6,5,5,4,7,7
S01005778,2135,2376,1372,2317,2747,3109,3612,2594,4,4,3,4,5,6,5,4
S01005779,4044,4337,4187,4396,4474,4860,641,4141,7,7,7,7,7,1,8,7
S01005780,6014,6249,5699,5786,5249,6442,1954,6060,10,10,9,9,9,4,10,10
S01005781,2204,2160,2230,1088,2599,2370,6211,2002,4,4,4,2,4,10,4,4
S01005782,1518,1051,1416,1625,2476,2532,5201,1358,3,2,3,3,4,8,4,3
S01005783,4192,4445,4332,6048,3206,4628,836,3945,7,7,7,10,5,2,8,7
S01005784,4661,3633,4062,3691,5438,6271,4285,4459,8,6,7,6,9,7,10,7
S01005785,5460,5475,5003,5219,5136,5494,2393,4103,9,9,8,9,8,4,9,7
S01005786,2795,2693,2967,3341,2943,1695,1158,4150,5,5,5,6,5,2,3,7
S01005787,4417,3721,4207,4321,3318,3305,5268,3133,7,6,7,7,6,9,6,5
S01005788,2220,1764,1871,3343,2460,3897,3251,2709,4,3,3,6,4,5,6,5
S01005789,3871,4163,3673,3706,4081,2170,1126,5799,6,7,6,6,7,2,4,9
S01005790,2821,2379,2650,3010,2229,2330,5222,3023,5,4,5,5,4,9,4,5
S01005791,4351,4239,3397,5076,3144,3026,4021,4662,7,7,6,8,5,7,5,8
S01005792,1565,1224,1873,1355,1385,2268,3532,3280,3,2,3,3,3,6,4,6
S01005793,3331,3000,3579,4680,2522,2436,2093,2770,6,5,6,8,4,4,4,5
S01005794,4746,4545,4059,3595,3831,5359,4165,5714,8,7,7,6,6,7,9,9
S01005795,2015,1962,1957,2573,1371,3334,3926,1789,4,4,4,4,3,7,6,3
S01005796,3748,4366,3772,4471,3173,4476,923,2888,6,7,6,7,5,2,7,5
S01005797,5670,5298,5585,5349,5515,6243,1964,5727,9,9,9,9,9,4,10,9
S01005798,2533,2198,2156,2329,2532,3182,5538,3188,4,4,4,4,4,9,5,5
S01005799,2585,2343,2897,1567,2416,3400,5112,2262,4,4,5,3,4,8,6,4
S01005800,2848,3709,2055,2381,2354,3557,4171,2534,5,6,4,4,4,7,6,4
S01005801,3112,3379,3385,3104,2564,3150,1205,4246,5,6,6,5,4,2,5,7
S01005802,4761,5374,5223,5057,4726,5678,424,5831,8,9,9,8,8,1,9,9
S01005803,2158,1705,2076,3230,1841,3595,2370,4894,4,3,4,5,3,4,6,8
S01005804,4672,5160,5164,4658,4000,2010,850,5547,8,8,8,8,7,2,4,9
S01005805,5134,4923,4858,5756,4306,4788,1657,6183,8,8,8,9,7,3,8,10
S01005806,1180,1520,1432,1427,373,1346,2509,2360,2,3,3,3,1,4,3,4
S01005807,1801,1991,1510,1854,1701,1736,4719,1457,3,4,3,3,3,8,3,3
S01005808,1832,1739,1720,2409,1735,2243,2781,2044,3,3,3,4,3,5,4,4
S01005809,3526,3321,4021,2885,2575,2901,2699,4386,6,6,7,5,4,5,5,7
S01005810,2839,2596,3229,3076,2626,3341,1789,2415,5,4,5,5,5,3,6,4
S01005811,2255,2072,2620,3209,1628,1419,5822,357,4,4,5,5,3,9,3,1
S01005812,4787,4636,4266,5520,3587,5100,2334,4693,8,8,7,9,6,4,8,8
S01005813,2791,2914,3075,2719,2148,3315,1616,3960,5,5,5,5,4,3,6,7
S01005814,1256,1601,1333,1883,534,1282,1844,2506,2,3,3,3,1,3,2,4
S01005815,2346,2477,1940,2622,2367,2624,2915,2927,4,4,3,5,4,5,5,5
S01005816,3397,3352,3748,2868,3701,2370,1956,2454,6,6,6,5,6,4,4,4
S01005817,5722,5406,5484,6129,5425,5895,1685,6487,9,9,9,10,9,3,10,10
S01005818,6289,6188,6175,6080,5536,5815,2860,4996,10,10,10,10,9,5,9,8
S01005819,1321,1881,1487,1848,544,1172,1640,1910,3,3,3,3,1,3,2,3
S01005820,2812,2431,2659,3543,2546,2760,2451,4042,5,4,5,6,4,4,5,7
S01005821,3535,2947,3307,4096,3932,2617,1885,5906,6,5,6,7,7,3,5,10
S01005822,2929,2479,3054,2481,2767,3746,3767,2945,5,4,5,4,5,6,6,5
S01005823,3525,3869,3371,2843,3511,4723,1938,3259,6,6,6,5,6,3,8,6
S01005824,6017,6373,5973,5998,5902,6037,1241,6166,10,10,10,10,10,2,10,10
S01005825,3133,2491,3127,2970,3146,3408,3250,4224,5,4,5,5,5,5,6,7
S01005826,5893,6329,5936,6158,5872,5577,953,6460,10,10,10,10,10,2,9,10
S01005827,4995,4165,4714,5696,5690,4295,1578,6193,8,7,8,9,9,3,7,10
S01005828,3025,3155,2301,3504,2343,3345,4226,3134,5,5,4,6,4,7,6,5
S01005829,5328,5207,4614,4128,4895,5866,3858,4720,9,9,8,7,8,6,10,8
S01005830,1905,1948,1054,2470,3234,3028,2676,4540,3,3,2,4,5,5,5,7
S01005831,4342,4462,4127,4595,5242,5317,1007,3267,7,7,7,8,9,2,9,6
S01005832,1068,922,1031,1441,646,1978,5109,2272,2,2,2,3,1,8,4,4
S01005833,2742,3259,2427,3114,2553,3843,1628,2404,5,6,4,5,4,3,6,4
S01005834,2227,1638,1920,1647,4090,1982,6035,2622,4,3,3,3,7,10,4,5
S01005835,5791,6215,5788,5775,5896,5620,1348,3748,9,10,9,9,10,3,9,6
S01005836,6165,6051,6179,5826,5574,6280,2029,6173,10,10,10,9,9,4,10,10
S01005837,5809,6241,5078,5704,5083,6034,2122,5681,9,10,8,9,8,4,10,9
S01005838,2560,2771,2406,3285,1454,4325,1994,5420,4,5,4,6,3,4,7,9
S01005839,4373,3801,3999,4474,3161,3034,4162,5005,7,6,7,7,5,7,5,8
S01005840,2940,2426,2677,2672,3015,4533,4618,2993,5,4,5,5,5,8,7,5
S01005841,3815,3356,3317,3399,3663,3793,4705,2912,6,6,6,6,6,8,6,5
S01005842,2296,1943,2303,2066,2878,3930,2730,3284,4,3,4,4,5,5,7,6
S01005843,3955,4935,5006,4661,4936,4403,66,6081,7,8,8,8,8,1,7,10
S01005844,4062,3928,3352,3170,4679,4497,3254,3840,7,7,6,5,8,6,7,6
S01005845,5951,5170,5778,5778,5925,6371,2796,4849,10,8,9,9,10,5,10,8
S01005846,2280,2179,1848,1792,2925,2399,5102,2815,4,4,3,3,5,8,4,5
S01005847,3447,2803,2792,3398,3359,4558,5004,4931,6,5,5,6,6,8,8,8
S01005848,1340,1379,1614,2937,497,1526,1717,2309,3,3,3,5,1,3,3,4
S01005849,3095,2815,2785,2727,3281,4717,2813,4305,5,5,5,5,6,5,8,7
S01005850,1389,1325,1812,2767,264,3048,5316,1403,3,3,3,5,1,9,5,3
S01005851,2051,1934,1639,2088,2867,4416,4042,1344,4,3,3,4,5,7,7,3
S01005852,3702,3757,2946,3707,4157,3970,2588,3020,6,6,5,6,7,4,7,5
S01005853,2384,2533,2254,1165,4172,2258,2963,2758,4,4,4,2,7,5,4,5
S01005854,1567,1490,1865,2578,869,1213,1903,2766,3,3,3,4,2,3,2,5
S01005855,531,633,301,964,811,1015,4881,525,1,1,1,2,2,8,2,1
S01005856,2479,1973,2260,2626,2441,2481,4869,3787,4,4,4,5,4,8,4,6
S01005857,1477,1118,1290,1369,2109,2453,5344,2411,3,2,2,3,4,9,4,4
S01005858,2129,2613,2244,1911,1414,1295,2511,2883,4,5,4,3,3,4,2,5
S01005859,3948,4252,3231,4328,4589,4003,2087,1819,7,7,5,7,8,4,7,3
S01005860,1870,1775,1863,1128,2313,2390,5098,1926,3,3,3,2,4,8,4,3
S01005861,6080,6387,6067,6367,5992,6403,1215,5886,10,10,10,10,10,2,10,10
S01005862,3877,3290,3055,3558,4782,4581,3672,4137,6,6,5,6,8,6,8,7
S01005863,3888,4126,3879,3257,4327,3856,1868,1942,6,7,6,6,7,3,6,3
S01005864,2651,2190,2944,1781,3004,4649,3037,3742,5,4,5,3,5,5,8,6
S01005865,1120,979,990,2189,505,2959,5054,2047,2,2,2,4,1,8,5,4
S01005866,4100,4893,4447,3904,4751,4888,3301,69,7,8,7,7,8,6,8,1
S01005867,2766,3742,2570,2794,1869,4343,2057,1900,5,6,4,5,3,4,7,3
S01005868,6353,6310,6105,5573,5782,5326,3122,6487,10,10,10,9,9,5,9,10
S01005869,326,285,428,844,191,696,2641,1428,1,1,1,2,1,5,2,3
S01005870,2143,2440,1864,2228,2695,4033,4617,257,4,4,3,4,5,8,7,1
S01005871,4339,3968,3593,3885,4657,3699,4534,2474,7,7,6,6,8,7,6,4
S01005872,4915,4130,4154,4362,5017,4947,4619,3998,8,7,7,7,8,8,8,7
S01005873,3578,3129,3279,3319,3812,3039,2837,4696,6,5,6,6,6,5,5,8
S01005874,263,219,597,606,50,1446,3040,1021,1,1,1,1,1,5,3,2
S01005875,4160,3796,4275,3338,3389,5147,2565,5562,7,6,7,6,6,4,8,9
S01005876,5775,4687,5390,5843,5962,6292,2955,5925,9,8,9,9,10,5,10,10
S01005877,3149,2553,2816,3919,3650,3368,2380,3882,5,4,5,7,6,4,6,6
S01005878,5498,5654,5514,5984,5579,3863,1000,6067,9,9,9,10,9,2,6,10
S01005879,3845,3016,3407,3705,3710,2293,4907,4442,6,5,6,6,6,8,4,7
S01005880,504,664,231,678,1321,949,4160,644,1,2,1,2,3,7,2,1
S01005881,1990,1688,2110,2974,1787,2261,1926,2866,4,3,4,5,3,3,4,5
S01005882,5530,6183,6137,5699,6208,6411,497,4965,9,10,10,9,10,1,10,8
S01005883,3469,3002,3021,3815,2727,3446,4906,3754,6,5,5,6,5,8,6,6
S01005884,5871,5199,4706,5372,5659,5887,5618,4565,10,8,8,9,9,9,10,8
S01005885,5977,5575,5366,6160,6104,5962,2340,5785,10,9,9,10,10,4,10,9
S01005886,6018,5750,6260,6397,5258,6084,1819,5046,10,9,10,10,9,3,10,8
S01005887,4157,3692,3386,3327,4167,4339,4613,5042,7,6,6,6,7,8,7,8
S01005888,1848,1877,1771,1850,1540,2376,2576,4121,3,3,3,3,3,4,4,7
S01005889,1782,2048,1615,493,4093,4173,5592,1030,3,4,3,1,7,9,7,2
S01005890,5705,5941,5604,6341,5732,4593,1038,6324,9,10,9,10,9,2,8,10
S01005891,595,690,589,615,347,1671,2992,3135,1,2,1,1,1,5,3,5
S01005892,731,555,479,1709,1198,887,4413,1260,2,1,1,3,2,7,2,2
S01005893,2857,2575,2485,3440,1954,2853,4980,3390,5,4,4,6,4,8,5,6
S01005894,3384,2658,3174,3834,2970,3774,4280,3604,6,5,5,6,5,7,6,6
S01005895,5571,5167,5179,5464,6088,6150,1873,5319,9,8,8,9,10,3,10,9
S01005896,5327,5228,4320,4703,5100,6075,3654,4486,9,9,7,8,8,6,10,7
S01005897,4390,4005,3842,4126,3937,4541,5423,1831,7,7,6,7,7,9,7,3
S01005898,3916,3182,3905,3950,3762,2949,2628,4671,7,5,7,7,6,5,5,8
S01005899,1725,1116,1376,1744,4401,2372,5853,1420,3,2,3,3,7,9,4,3
S01005900,6070,5036,5642,5187,6158,6206,4454,5542,10,8,9,8,10,7,10,9
S01005901,5364,5421,4988,4894,5265,5307,1898,5148,9,9,8,8,9,3,9,8
S01005902,5600,5230,5439,5124,6093,6278,1905,4713,9,9,9,8,10,3,10,8
S01005903,3005,2455,2435,3329,3553,4254,3378,4177,5,4,4,6,6,6,7,7
S01005904,3323,3052,2530,2991,4404,2869,4704,2692,6,5,4,5,7,8,5,5
S01005905,4187,3822,4097,3380,5088,2681,1919,5177,7,6,7,6,8,3,5,8
S01005906,2108,1955,1783,2924,1951,3081,3049,2651,4,4,3,5,3,5,5,5
S01005907,2485,2609,2326,2180,2543,2466,3473,1924,4,5,4,4,4,6,4,3
S01005908,2310,1890,1970,2175,3577,2492,5167,1748,4,3,4,4,6,8,4,3
S01005909,5059,4285,4644,5313,5330,4579,2671,4176,8,7,8,9,9,5,8,7
S01005910,5490,4790,5962,4864,6090,6057,1435,6195,9,8,10,8,10,3,10,10
S01005911,3000,2776,3165,1731,3979,3675,2450,4037,5,5,5,3,7,4,6,7
S01005912,3143,2490,3002,2960,3423,3016,3361,4462,5,4,5,5,6,6,5,7
S01005913,97,112,118,328,113,755,4342,217,1,1,1,1,1,7,2,1
S01005914,1913,1493,1947,2225,3355,2034,5654,207,3,3,3,4,6,9,4,1
S01005915,2793,2256,2033,2780,4021,2650,5993,2795,5,4,4,5,7,10,5,5
S01005916,5195,6217,5913,3992,6076,6405,737,2707,8,10,10,7,10,2,10,5
S01005917,511,606,478,932,463,1270,1517,1699,1,1,1,2,1,3,2,3
S01005918,4077,2703,3883,3424,4641,3584,6042,4272,7,5,6,6,8,10,6,7
S01005919,5818,6290,5345,5243,5870,6068,1502,6487,9,10,9,9,10,3,10,10
S01005920,2894,2373,2231,2431,3706,2798,5683,4282,5,4,4,4,6,9,5,7
S01005921,3087,3519,2803,3236,2653,2601,4313,721,5,6,5,5,5,7,4,2
S01005922,4104,3139,3211,4401,4904,4468,4170,4697,7,5,5,7,8,7,7,8
S01005923,3073,2557,2758,3371,4007,3213,2072,4363,5,4,5,6,7,4,5,7
S01005924,5724,5891,5873,5461,5946,6185,1063,6333,9,10,10,9,10,2,10,10
S01005925,5754,6327,5627,5910,5951,5939,897,6338,9,10,9,10,10,2,10,10
S01005926,3421,2943,3483,2483,4688,3705,5477,817,6,5,6,4,8,9,6,2
S01005927,5779,5891,5274,4337,5351,5543,3489,4568,9,10,9,7,9,6,9,8
S01005928,822,787,831,1374,806,721,3200,894,2,2,2,3,2,5,2,2
S01005929,2953,2759,2522,2975,3220,2787,3127,3357,5,5,4,5,5,5,5,6
S01005930,3792,3304,3715,2668,4008,3869,3397,4186,6,6,6,5,7,6,6,7
S01005931,3288,3523,2770,2973,4034,3520,1917,3705,6,6,5,5,7,3,6,6
S01005932,344,283,573,640,149,962,4996,653,1,1,1,1,1,8,2,2
S01005933,5538,5625,5251,6089,5888,6347,1223,4566,9,9,9,10,10,2,10,8
S01005934,2356,2170,1980,1552,2754,4353,6089,3603,4,4,4,3,5,10,7,6
S01005935,3173,2134,3233,3391,2850,2947,4837,5052,5,4,5,6,5,8,5,8
S01005936,1322,1827,1202,1320,1020,1203,2165,2154,3,3,2,3,2,4,2,4
S01005937,5540,6205,4897,6395,5895,6373,879,5921,9,10,8,10,10,2,10,10
S01005938,1441,1458,1497,1746,1045,892,5605,696,3,3,3,3,2,9,2,2
S01005939,468,434,435,1015,422,489,4677,793,1,1,1,2,1,8,1,2
S01005940,2344,2126,1825,2181,3761,2634,4910,1646,4,4,3,4,6,8,5,3
S01005941,5899,6329,6019,6450,6223,5665,807,5952,10,10,10,10,10,2,9,10
S01005942,1402,1142,820,1711,2493,4121,4341,4159,3,2,2,3,4,7,7,7
S01005943,2783,2764,2324,2702,3495,2841,2465,3198,5,5,4,5,6,4,5,5
S01005944,2574,2262,2339,1558,3976,2287,6162,1731,4,4,4,3,7,10,4,3
S01005945,2622,2218,2460,3053,2555,2470,3772,2429,5,4,4,5,4,6,4,4
S01005946,1748,2258,1798,1601,1853,1543,4494,166,3,4,3,3,3,7,3,1
S01005947,310,409,307,721,82,1194,5284,1218,1,1,1,2,1,9,2,2
S01005948,1666,1850,2016,2095,1237,928,2338,838,3,3,4,4,2,4,2,2
S01005949,1634,1114,1680,2643,2202,3205,1706,2895,3,2,3,5,4,3,5,5
S01005950,1296,1377,889,1531,1961,2574,1992,3340,2,3,2,3,4,4,4,6
S01005951,597,487,480,738,774,863,6482,1427,1,1,1,2,2,10,2,3
S01005952,1098,1150,817,1419,1266,2541,5990,352,2,2,2,3,2,10,4,1
S01005953,3145,3121,2830,2368,2730,2296,5740,2691,5,5,5,4,5,9,4,5
S01005954,766,704,910,1303,784,858,2716,384,2,2,2,3,2,5,2,1
S01005955,3359,3713,3259,4710,3147,3111,3851,201,6,6,6,8,5,6,5,1
S01005956,1347,1369,1137,1784,1706,1624,2775,1191,3,3,2,3,3,5,3,2
S01005957,492,378,631,820,354,1931,4986,687,1,1,1,2,1,8,3,2
S01005958,1141,1563,950,843,1199,1386,3925,837,2,3,2,2,2,7,3,2
S01005959,311,334,309,291,639,1275,4840,435,1,1,1,1,1,8,2,1
S01005960,1605,1801,2094,1805,397,1844,3121,5378,3,3,4,3,1,5,3,9
S01005961,807,849,941,986,574,1435,3683,845,2,2,2,2,1,6,3,2
S01005962,1437,1726,1067,1752,1017,1887,4303,2263,3,3,2,3,2,7,3,4
S01005963,2009,1466,1792,3758,1971,1529,3561,2854,4,3,3,6,4,6,3,5
S01005964,1008,893,963,1349,1008,824,4541,1265,2,2,2,3,2,7,2,2
S01005965,505,813,587,270,428,1077,3138,803,1,2,1,1,1,5,2,2
S01005966,747,837,1024,869,301,1559,3079,1386,2,2,2,2,1,5,3,3
S01005967,610,432,649,652,1113,1364,5942,286,1,1,1,2,2,10,3,1
S01005968,3358,3702,4463,2009,4930,5045,692,2271,6,6,7,4,8,2,8,4
S01005969,2826,2808,3042,2432,2604,3431,2158,2850,5,5,5,4,5,4,6,5
S01005970,1553,1600,1231,1393,1762,1010,4509,2816,3,3,2,3,3,7,2,5
S01005971,2037,1769,1808,3044,2092,550,2861,4101,4,3,3,5,4,5,1,7
S01005972,2675,2868,2764,1818,2646,1150,4775,1459,5,5,5,3,5,8,2,3
S01005973,2765,2656,2376,2301,2984,2930,5428,1891,5,5,4,4,5,9,5,3
S01005974,1004,1302,563,1255,1182,1170,3949,2364,2,3,1,2,2,7,2,4
S01005975,743,730,748,910,536,829,3946,2489,2,2,2,2,1,7,2,4
S01005976,5484,5136,5346,4602,5998,3682,2295,5021,9,8,9,8,10,4,6,8
S01005977,2518,2625,2409,3431,2224,2789,2729,1105,4,5,4,6,4,5,5,2
S01005978,4690,4471,4599,4197,5780,5770,1327,3723,8,7,8,7,9,3,9,6
S01005979,1457,1692,1362,2011,763,1293,2607,3915,3,3,3,4,2,5,2,7
S01005980,5169,5637,5145,4494,4564,4908,1423,5605,8,9,8,7,8,3,8,9
S01005981,2606,3144,2622,2021,2990,1195,1422,3531,5,5,5,4,5,3,2,6
S01005982,573,365,494,1244,1249,1689,2139,1368,1,1,1,2,2,4,3,3
S01005983,4603,4569,4462,5424,4924,4125,880,5154,8,8,7,9,8,2,7,8
S01005984,5449,5836,5318,4933,6364,5433,1511,2837,9,9,9,8,10,3,9,5
S01005985,2023,2237,1737,2164,2512,923,2203,2566,4,4,3,4,4,4,2,4
S01005986,5674,5938,6073,5347,6154,6468,1242,3059,9,10,10,9,10,2,10,5
S01005987,1286,1417,1797,749,996,1689,3488,1007,2,3,3,2,2,6,3,2
S01005988,686,1026,584,1297,401,887,1943,1315,2,2,1,2,1,3,2,3
S01005989,5725,6291,5931,5658,5601,5618,929,5797,9,10,10,9,9,2,9,9
S01005990,130,121,92,160,874,1488,2289,764,1,1,1,1,2,4,3,2
S01005991,1715,1787,1316,2166,1640,1519,3422,3297,3,3,3,4,3,6,3,6
S01005992,381,426,337,630,521,1128,2571,726,1,1,1,1,1,4,2,2
S01005993,4696,5647,4449,4225,4242,1774,1433,4050,8,9,7,7,7,3,3,7
S01005994,2083,2040,2265,1660,1856,1059,2957,4009,4,4,4,3,3,5,2,7
S01005995,161,133,114,116,1671,884,3540,770,1,1,1,1,3,6,2,2
S01005996,4939,5170,5272,4524,3651,5079,1490,5334,8,8,9,7,6,3,8,9
S01005997,1426,1507,1071,2412,1494,1462,4223,689,3,3,2,4,3,7,3,2
S01005998,31,18,102,137,69,1117,2256,76,1,1,1,1,1,4,2,1
S01005999,5175,5689,4376,5632,4893,5322,1528,5001,8,9,7,9,8,3,9,8
S01006000,358,259,439,896,316,1013,3552,835,1,1,1,2,1,6,2,2
S01006001,3390,3336,3618,4749,2712,3374,1477,2484,6,6,6,8,5,3,6,4
S01006002,1871,1358,1717,2231,3448,1072,2998,2379,3,3,3,4,6,5,2,4
S01006003,1119,1226,581,1725,1310,2694,4379,2103,2,2,1,3,3,7,5,4
S01006004,4720,4204,5011,5281,4103,5992,1664,3385,8,7,8,9,7,3,10,6
S01006005,1800,1461,1809,2452,2384,1041,2415,2199,3,3,3,4,4,4,2,4
S01006006,5056,5264,4638,5024,4719,6138,2025,3077,8,9,8,8,8,4,10,5
S01006007,493,393,429,655,1256,625,4019,629,1,1,1,2,2,7,1,1
S01006008,522,371,540,1119,365,842,4464,2599,1,1,1,2,1,7,2,4
S01006009,4410,5005,4565,4042,3842,1113,2096,2337,7,8,8,7,6,4,2,4
S01006010,6235,6212,5904,5121,6016,5744,3242,4767,10,10,10,8,10,5,9,8
S01006011,1043,1024,1077,956,1164,1411,2513,2165,2,2,2,2,2,4,3,4
S01006012,490,742,367,479,779,1417,3232,438,1,2,1,1,2,5,3,1
S01006013,6386,6450,6475,6370,6205,6383,2142,5160,10,10,10,10,10,4,10,8
S01006014,1007,889,1190,836,935,1098,4220,1868,2,2,2,2,2,7,2,3
S01006015,5838,5120,4831,4948,5584,6027,5052,6017,9,8,8,8,9,8,10,10
S01006016,5895,5640,4844,5988,5525,5525,3913,4227,10,9,8,10,9,7,9,7
S01006017,2042,2194,2380,2168,1980,947,1330,2774,4,4,4,4,4,3,2,5
S01006018,4964,4742,4616,5622,4397,5819,1584,5592,8,8,8,9,7,3,9,9
S01006019,2128,2175,1942,1252,3018,2613,5677,1162,4,4,3,2,5,9,5,2
S01006020,5968,5470,5595,3746,5864,5634,5024,5724,10,9,9,6,10,8,9,9
S01006021,4491,3682,3994,3261,4791,3397,5509,4052,7,6,7,6,8,9,6,7
S01006022,1081,782,1156,1754,1065,1003,4495,843,2,2,2,3,2,7,2,2
S01006023,6418,6452,5715,5436,6331,6357,4026,6008,10,10,9,9,10,7,10,10
S01006024,952,853,614,909,1907,1527,4614,2482,2,2,1,2,3,8,3,4
S01006025,2007,2212,1521,1380,2091,2172,5721,3630,4,4,3,3,4,9,4,6
S01006026,1673,1432,1686,1249,1684,1550,4205,5180,3,3,3,2,3,7,3,8
S01006027,5825,4929,5177,5145,5652,4991,6132,3230,9,8,8,8,9,10,8,5
S01006028,4074,3695,3220,4897,4346,2230,6094,1075,7,6,5,8,7,10,4,2
S01006029,5297,4815,3838,5081,5436,4103,6105,3868,9,8,6,8,9,10,7,6
S01006030,5970,5441,5091,4801,6008,5224,5736,3819,10,9,8,8,10,9,9,6
S01006031,2798,2624,2454,1896,3020,3053,4466,4527,5,5,4,3,5,7,5,7
S01006032,1535,1798,1104,946,2366,811,6227,1707,3,3,2,2,4,10,2,3
S01006033,3785,3966,4408,5084,2435,2463,1569,1752,6,7,7,8,4,3,4,3
S01006034,873,1144,913,687,396,1162,5111,2009,2,2,2,2,1,8,2,4
S01006035,2827,3014,2329,2690,3041,1798,3428,2349,5,5,4,5,5,6,3,4
S01006036,4551,4853,4784,5241,3618,4912,1041,3765,7,8,8,9,6,2,8,6
S01006037,3395,2977,3009,3530,3241,1292,4257,4147,6,5,5,6,5,7,2,7
S01006038,4555,3956,4140,2679,4738,4975,6100,3567,8,7,7,5,8,10,8,6
S01006039,3505,3142,3267,3099,3612,2662,4092,2779,6,5,6,5,6,7,5,5
S01006040,281,262,477,1059,141,1428,2163,274,1,1,1,2,1,4,3,1
S01006041,624,511,378,838,1584,1056,6484,529,1,1,1,2,3,10,2,1
S01006042,2618,2611,1935,2691,2573,2588,3882,4782,5,5,3,5,4,6,4,8
S01006043,3769,3057,3290,2706,4338,4140,5903,3250,6,5,6,5,7,10,7,5
S01006044,2810,2717,2910,916,4959,2976,5805,1648,5,5,5,2,8,9,5,3
S01006045,4440,3964,3968,4312,3258,2113,5064,4454,7,7,7,7,6,8,4,7
S01006046,3726,3471,3856,4794,2033,789,5260,2150,6,6,6,8,4,9,2,4
S01006047,1442,1602,1128,1704,1153,1235,3123,4279,3,3,2,3,2,5,2,7
S01006048,6073,5246,5057,6234,5706,5497,4948,5265,10,9,8,10,9,8,9,9
S01006049,2373,1660,2135,2394,3187,3698,4433,4319,4,3,4,4,5,7,6,7
S01006050,2497,2267,2343,2256,2662,2209,4640,2182,4,4,4,4,5,8,4,4
S01006051,3341,2935,3187,4399,2828,1283,3972,2237,6,5,5,7,5,7,2,4
S01006052,5580,4916,4725,4384,5580,2457,6015,5169,9,8,8,7,9,10,4,8
S01006053,4383,3952,4111,3292,4204,3859,3549,4715,7,7,7,6,7,6,6,8
S01006054,4437,3830,3682,4479,3658,1683,6128,4109,7,6,6,7,6,10,3,7
S01006055,4794,4481,4164,5214,3907,2460,6161,1431,8,7,7,9,7,10,4,3
S01006056,5969,6138,5688,5693,5469,5361,2073,5113,10,10,9,9,9,4,9,8
S01006057,1089,1002,1318,1328,626,574,6382,662,2,2,3,3,1,10,1,2
S01006058,422,668,517,269,206,880,5078,969,1,2,1,1,1,8,2,2
S01006059,1158,1194,803,1124,1095,1310,5891,3541,2,2,2,2,2,10,3,6
S01006060,1128,818,1076,742,2110,1586,5139,2003,2,2,2,2,4,8,3,4
S01006061,187,268,147,554,308,242,6330,66,1,1,1,1,1,10,1,1
S01006062,397,412,314,343,830,1138,5643,621,1,1,1,1,2,9,2,1
S01006063,47,76,97,141,13,639,4914,289,1,1,1,1,1,8,1,1
S01006064,830,800,713,1110,1000,1121,6241,513,2,2,2,2,2,10,2,1
S01006065,721,891,918,774,475,775,5381,177,2,2,2,2,1,9,2,1
S01006066,1607,1576,1594,1649,1891,693,4727,732,3,3,3,3,3,8,2,2
S01006067,5002,5940,5300,5017,5348,5872,559,3817,8,10,9,8,9,1,10,6
S01006068,3878,3267,3084,4436,3936,4204,3143,5229,6,6,5,7,7,5,7,9
S01006069,5644,6265,6044,6236,6186,6387,714,3339,9,10,10,10,10,2,10,6
S01006070,5311,6306,5753,6430,5464,6016,447,3627,9,10,9,10,9,1,10,6
S01006071,6047,6169,6045,5730,6361,6399,1393,5705,10,10,10,9,10,3,10,9
S01006072,4982,5140,5807,5528,5837,5641,588,2644,8,8,9,9,9,1,9,5
S01006073,5289,4443,4964,5340,5140,4258,3053,4906,9,7,8,9,8,5,7,8
S01006074,4698,5670,5580,6325,5465,5110,101,5577,8,9,9,10,9,1,8,9
S01006075,1065,1352,911,971,613,2575,3749,2792,2,3,2,2,1,6,4,5
S01006076,1327,1372,1837,1561,546,2517,2602,1921,3,3,3,3,1,4,4,3
S01006077,2331,3612,2952,2148,1598,3154,657,1969,4,6,5,4,3,2,5,4
S01006078,3556,3991,3639,3482,4813,4927,471,5029,6,7,6,6,8,1,8,8
S01006079,2056,2265,2013,1539,1854,3222,3778,1867,4,4,4,3,3,6,5,3
S01006080,4708,3814,3853,4020,4676,5076,6374,3496,8,6,6,7,8,10,8,6
S01006081,4897,5358,5414,6010,5611,5025,347,4528,8,9,9,10,9,1,8,7
