soa_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Access_rank,Environment_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Access_decile,Environment_decile,Crime_decile
95II09S1,786,755,753,669,669,782,434,553,9,9,9,8,8,9,5,7
95II09S2,811,790,785,737,537,780,493,825,10,9,9,9,7,9,6,10
95II10W1,246,254,289,159,166,625,270,448,3,3,4,2,2,8,4,6
95II11W1,861,769,822,787,871,536,764,632,10,9,10,9,10,7,9,8
95II12W1,877,844,834,822,849,750,709,504,10,10,10,10,10,9,8,6
95II13W1,350,331,380,243,217,769,292,406,4,4,5,3,3,9,4,5
95II14W1,882,863,864,856,869,574,737,657,10,10,10,10,10,7,9,8
95II15S1,886,882,882,869,853,466,863,809,10,10,10,10,10,6,10,10
95II15S2,866,843,782,847,861,581,820,432,10,10,9,10,10,7,10,5
95II16W1,417,425,431,391,210,669,291,627,5,5,5,5,3,8,4,8
95II17W1,590,525,489,586,475,671,329,480,7,6,6,7,6,8,4,6
95II18W1,166,245,130,130,140,697,184,185,2,3,2,2,2,8,3,3
95II19S1,839,870,848,857,858,240,802,689,10,10,10,10,10,3,10,8
95II19S2,681,706,608,650,797,197,614,568,8,8,7,8,9,3,7,7
95II20W1,706,622,754,630,644,633,318,350,8,7,9,8,8,8,4,4
95II21W1,193,208,270,299,33,675,216,502,3,3,4,4,1,8,3,6
95II22W1,632,624,534,626,440,565,382,501,8,8,6,8,5,7,5,6
95II23W1,705,641,614,725,633,706,351,405,8,8,7,9,8,8,4,5
95JJ01W1,499,569,455,676,601,63,380,796,6,7,6,8,7,1,5,9
95JJ02W1,334,339,274,516,399,429,326,40,4,4,4,6,5,5,4,1
95JJ03S1,64,43,73,101,58,594,177,84,1,1,1,2,1,7,2,1
95JJ03S2,368,247,370,524,187,748,513,396,5,3,5,6,3,9,6,5
95JJ04S1,536,409,615,652,481,188,549,552,7,5,7,8,6,3,7,7
95JJ04S2,634,576,592,749,616,232,654,375,8,7,7,9,7,3,8,5
95JJ05W1,115,114,148,97,207,879,31,55,2,2,2,2,3,10,1,1
95JJ06W1,133,136,116,183,185,747,142,47,2,2,2,3,3,9,2,1
95JJ07W1,116,104,141,89,138,813,154,151,2,2,2,1,2,10,2,2
95JJ08S1,437,504,350,553,539,238,127,452,5,6,4,7,7,3,2,6
95JJ08S2,773,707,732,800,697,440,826,572,9,8,9,9,8,5,10,7
95JJ09W1,616,609,629,810,602,95,617,546,7,7,8,10,7,2,7,7
95JJ10W1,347,307,320,413,373,175,587,516,4,4,4,5,5,2,7,6
95JJ11S1,580,414,482,679,525,408,751,628,7,5,6,8,6,5,9,8
95JJ11S2,750,649,777,790,632,482,713,416,9,8,9,9,8,6,9,5
95JJ12W1,409,323,372,562,476,246,537,394,5,4,5,7,6,3,7,5
95JJ13S1,699,573,606,793,576,573,803,403,8,7,7,9,7,7,10,5
95JJ13S2,847,737,739,833,780,597,854,838,10,9,9,10,9,7,10,10
95JJ14W1,501,454,424,604,560,206,419,623,6,6,5,7,7,3,5,7
95JJ15W1,642,625,559,633,607,805,179,244,8,8,7,8,7,10,3,3
95JJ16W1,302,225,400,352,353,589,164,42,4,3,5,4,4,7,2,1
95JJ17W1,435,485,426,654,546,43,392,867,5,6,5,8,7,1,5,10
95JJ18W1,236,248,327,419,288,506,42,5,3,3,4,5,4,6,1,1
95JJ19S1,841,808,786,802,840,457,734,589,10,10,9,10,10,6,9,7
95JJ19S2,862,821,880,862,830,555,758,276,10,10,10,10,10,7,9,4
95JJ20S1,767,705,705,758,690,578,735,470,9,8,8,9,8,7,9,6
95JJ20S2,598,486,477,666,470,648,503,500,7,6,6,8,6,8,6,6
95JJ21W1,346,287,291,314,357,759,279,333,4,4,4,4,5,9,4,4
95JJ22W1,783,684,751,858,761,616,425,445,9,8,9,10,9,7,5,5
95KK01W1,136,158,147,156,216,26,793,882,2,2,2,2,3,1,9,10
95KK02W1,405,417,387,378,386,186,644,759,5,5,5,5,5,3,8,9
95KK03W1,233,343,299,262,432,5,362,780,3,4,4,3,5,1,5,9
95KK04W1,340,306,363,246,300,399,500,341,4,4,5,3,4,5,6,4
95KK05W1,252,234,306,436,389,15,710,886,3,3,4,5,5,1,8,10
95KK06W1,244,227,228,236,271,418,440,233,3,3,3,3,4,5,5,3
95KK07W1,436,601,349,430,553,81,428,857,5,7,4,5,7,1,5,10
95KK08W1,390,395,502,351,283,229,669,228,5,5,6,4,4,3,8,3
95KK09W1,312,304,351,287,352,416,145,150,4,4,4,4,4,5,2,2
95KK10W1,504,586,552,590,516,57,376,822,6,7,7,7,6,1,5,10
95KK11W1,278,308,252,176,296,484,397,275,4,4,3,2,4,6,5,4
95KK12W1,180,198,251,199,336,13,489,801,3,3,3,3,4,1,6,9
95KK13W1,477,563,425,493,515,146,405,590,6,7,5,6,6,2,5,7
95KK14W1,248,300,156,275,433,185,289,643,3,4,2,4,5,3,4,8
95KK15W1,395,453,451,462,345,48,783,880,5,6,6,6,4,1,9,10
95KK16W1,383,359,336,303,449,469,545,155,5,5,4,4,6,6,7,2
95LL01S1,576,599,402,610,595,210,789,749,7,7,5,7,7,3,9,9
95LL01S2,527,531,432,435,679,158,849,665,6,6,5,5,8,2,10,8
95LL02S1,591,638,700,422,376,307,504,523,7,8,8,5,5,4,6,6
95LL02S2,213,272,286,220,253,882,1,50,3,4,4,3,3,10,1,1
95LL03W1,163,192,170,155,111,540,174,207,2,3,2,2,2,7,2,3
95LL04W1,298,285,257,271,248,372,633,440,4,4,3,4,3,5,8,5
95LL05S1,778,781,727,756,810,275,867,766,9,9,9,9,10,4,10,9
95LL05S2,509,468,392,476,610,235,742,686,6,6,5,6,7,3,9,8
95LL06S1,704,681,737,684,388,401,830,794,8,8,9,8,5,5,10,9
95LL06S2,358,361,305,307,212,643,539,468,5,5,4,4,3,8,7,6
95LL07W1,194,139,208,234,147,836,315,231,3,2,3,3,2,10,4,3
95LL08S1,119,115,115,138,65,694,410,465,2,2,2,2,1,8,5,6
95LL08S2,152,180,250,165,36,739,79,261,2,3,3,2,1,9,1,3
95LL09S1,99,126,91,77,106,870,165,89,2,2,2,1,2,10,2,1
95LL09S2,144,133,100,107,233,844,328,217,2,2,2,2,3,10,4,3
95LL10S1,593,632,386,513,683,336,839,566,7,8,5,6,8,4,10,7
95LL10S2,559,615,576,587,588,58,827,790,7,7,7,7,7,1,10,9
95LL11S1,622,571,564,518,642,230,697,799,7,7,7,6,8,3,8,9
95LL11S2,736,719,688,783,722,214,857,772,9,9,8,9,9,3,10,9
95LL12S1,129,130,196,69,151,368,541,101,2,2,3,1,2,5,7,2
95LL12S2,34,41,50,19,27,600,237,419,1,1,1,1,1,7,3,5
95LL13S1,342,282,395,343,229,684,719,79,4,4,5,4,3,8,9,1
95LL13S2,55,65,71,36,29,705,413,26,1,1,1,1,1,8,5,1
95LL14S1,31,34,23,16,57,715,335,726,1,1,1,1,1,9,4,9
95LL14S2,255,219,151,232,315,640,580,853,3,3,2,3,4,8,7,10
95LL15S1,554,556,535,442,541,785,107,254,7,7,7,5,7,9,2,3
95LL15S2,605,645,384,443,490,695,687,785,7,8,5,5,6,8,8,9
95LL16S1,685,648,610,509,799,382,799,464,8,8,7,6,9,5,9,6
95LL16S2,524,488,602,406,359,309,731,471,6,6,7,5,5,4,9,6
95LL17W1,424,406,337,371,370,605,444,557,5,5,4,5,5,7,5,7
95LL18S1,700,651,605,581,635,707,538,454,8,8,7,7,8,8,7,6
95LL18S2,735,777,525,565,769,518,796,815,9,9,6,7,9,6,9,10
95LL19S1,792,716,686,705,737,580,881,715,9,9,8,8,9,7,10,9
95LL19S2,746,669,722,729,698,358,862,652,9,8,9,9,8,5,10,8
95LL20W1,228,242,154,146,230,770,563,446,3,3,2,2,3,9,7,6
95LL21W1,377,301,348,240,435,761,430,272,5,4,4,3,5,9,5,4
95LL22W1,173,178,128,114,199,765,458,292,2,2,2,2,3,9,6,4
95LL23W1,174,205,159,157,100,846,146,387,2,3,2,2,2,10,2,5
95LL24S1,636,653,626,641,593,131,813,763,8,8,8,8,7,2,10,9
95LL24S2,385,418,503,477,421,21,694,724,5,5,6,6,5,1,8,9
95LL25S1,712,659,729,612,746,329,822,366,8,8,9,7,9,4,10,5
95LL25S2,830,824,745,814,803,369,883,732,10,10,9,10,10,5,10,9
95LL26S1,92,161,114,54,127,828,11,36,2,2,2,1,2,10,1,1
95LL26S2,752,692,594,631,770,650,784,668,9,8,7,8,9,8,9,8
95MM01S1,88,73,64,143,96,397,422,371,1,1,1,2,2,5,5,5
95MM01S2,546,439,533,370,527,665,662,285,7,5,6,5,6,8,8,4
95MM01S3,429,500,262,329,471,410,681,738,5,6,3,4,6,5,8,9
95MM02S1,438,360,322,380,513,635,459,570,5,5,4,5,6,8,6,7
95MM02S2,788,744,731,644,802,442,879,711,9,9,9,8,10,5,10,8
95MM03W1,344,411,391,409,489,17,649,807,4,5,5,5,6,1,8,10
95MM04W1,125,110,78,116,292,800,98,498,2,2,1,2,4,9,2,6
95MM05W1,44,27,40,24,85,764,227,466,1,1,1,1,1,9,3,6
95MM06S1,164,123,138,191,239,543,250,220,2,2,2,3,3,7,3,3
95MM06S2,84,56,83,73,107,720,193,284,1,1,1,1,2,9,3,4
95MM07W1,195,173,145,204,191,624,466,496,3,2,2,3,3,8,6,6
95MM08S1,58,50,24,34,213,791,314,192,1,1,1,1,3,9,4,3
95MM08S2,610,547,442,414,785,595,780,383,7,7,5,5,9,7,9,5
95MM09S1,364,289,290,342,544,212,775,708,5,4,4,4,7,3,9,8
95MM09S2,401,476,365,467,502,76,418,744,5,6,5,6,6,1,5,9
95MM10S1,10,2,6,13,75,622,122,562,1,1,1,1,1,7,2,7
95MM10S2,49,25,27,46,144,620,285,583,1,1,1,1,2,7,4,7
95MM11W1,37,22,34,38,93,563,128,702,1,1,1,1,2,7,2,8
95MM12S1,306,217,226,502,443,273,524,294,4,3,3,6,5,4,6,4
95MM12S2,35,14,56,92,56,345,239,139,1,1,1,2,1,4,3,2
95MM12S3,132,92,125,103,256,398,486,472,2,2,2,2,3,5,6,6
95MM13S1,603,629,441,521,790,250,730,451,7,8,5,6,9,3,9,6
95MM13S2,39,20,42,76,63,598,267,112,1,1,1,1,1,7,3,2
95MM13S3,147,109,218,181,87,477,373,152,2,2,3,3,1,6,5,2
95MM13S4,149,94,140,111,387,297,506,342,2,2,2,2,5,4,6,4
95MM13S5,760,661,752,865,776,269,829,829,9,8,9,10,9,4,10,10
95MM14S1,493,440,542,533,289,716,153,461,6,5,7,6,4,9,2,6
95MM14S2,86,95,85,88,188,881,21,35,1,2,1,1,3,10,1,1
95MM15S1,584,475,521,425,786,296,852,582,7,6,6,5,9,4,10,7
95MM15S2,686,558,613,618,779,322,869,754,8,7,7,7,9,4,10,9
95MM16S1,110,105,113,117,155,237,403,328,2,2,2,2,2,3,5,4
95MM16S2,529,513,371,647,673,245,495,411,6,6,5,8,8,3,6,5
95MM17S1,676,567,494,603,713,544,821,762,8,7,6,7,9,7,10,9
95MM17S2,137,119,94,82,301,613,307,510,2,2,2,1,4,7,4,6
95MM18S1,283,255,245,433,262,141,691,622,4,3,3,5,3,2,8,7
95MM18S2,447,415,329,459,519,374,582,397,6,5,4,6,6,5,7,5
95MM19S1,565,575,415,438,344,745,769,703,7,7,5,5,4,9,9,8
95MM19S2,475,434,394,507,327,626,592,395,6,5,5,6,4,8,7,5
95MM20S1,245,218,166,170,311,772,659,485,3,3,2,2,4,9,8,6
95MM20S2,339,322,238,346,223,833,461,443,4,4,3,4,3,10,6,5
95MM21S1,241,329,149,291,170,351,501,647,3,4,2,4,2,4,6,8
95MM21S2,657,674,458,660,658,335,861,575,8,8,6,8,8,4,10,7
95MM22S1,411,324,397,357,518,660,271,260,5,4,5,5,6,8,4,3
95MM22S2,669,484,590,632,692,586,611,535,8,6,7,8,8,7,7,7
95MM23W1,104,98,66,118,363,817,18,173,2,2,1,2,5,10,1,2
95MM24W1,45,23,22,60,108,731,349,390,1,1,1,1,2,9,4,5
95MM25S1,29,17,55,31,54,577,219,91,1,1,1,1,1,7,3,2
95MM25S2,25,10,62,42,39,564,181,94,1,1,1,1,1,7,3,2
95MM25S3,151,87,184,219,136,449,454,230,2,1,3,3,2,6,6,3
95MM25S4,365,226,385,317,517,348,588,430,5,3,5,4,6,4,7,5
95MM26S1,123,93,118,99,235,502,366,290,2,2,2,2,3,6,5,4
95MM26S2,451,410,278,494,590,478,814,327,6,5,4,6,7,6,10,4
95MM27S1,28,42,9,27,232,883,61,19,1,1,1,1,3,10,1,1
95MM27S2,441,416,501,464,366,733,59,253,5,5,6,6,5,9,1,3
95MM28W1,26,37,14,41,201,853,13,12,1,1,1,1,3,10,1,1
95MM29W1,101,99,77,121,186,822,85,105,2,2,1,2,3,10,1,2
95MM30W1,46,24,19,74,194,835,45,368,1,1,1,1,3,10,1,5
95NN01S1,178,169,123,388,266,162,346,190,2,2,2,5,3,2,4,3
95NN01S2,301,350,281,384,383,66,371,533,4,4,4,5,5,1,5,6
95NN02W1,510,522,332,540,612,396,568,299,6,6,4,7,7,5,7,4
95NN03S1,587,551,707,444,430,463,352,335,7,7,8,5,5,6,4,4
95NN03S2,413,491,288,415,341,328,642,764,5,6,4,5,4,4,8,9
95NN04W1,59,81,47,59,83,481,157,30,1,1,1,1,1,6,2,1
95NN05W1,295,319,324,233,269,376,331,168,4,4,4,3,4,5,4,2
95NN06S1,225,197,254,284,149,331,404,389,3,3,3,4,2,4,5,5
95NN06S2,407,377,438,356,446,204,718,401,5,5,5,4,6,3,9,5
95NN07S1,280,351,264,203,243,385,455,191,4,4,3,3,3,5,6,3
95NN07S2,177,209,150,224,250,360,317,29,2,3,2,3,3,5,4,1
95NN08S1,659,607,665,712,686,222,542,415,8,7,8,8,8,3,7,5
95NN08S2,619,595,649,537,608,224,676,344,7,7,8,7,7,3,8,4
95NN09S1,675,789,871,866,811,20,703,821,8,9,10,10,10,1,8,10
95NN09S2,566,544,591,727,672,112,220,666,7,7,7,9,8,2,3,8
95NN10S1,322,376,330,192,567,276,248,99,4,5,4,3,7,4,3,2
95NN10S2,707,687,611,741,670,326,624,654,8,8,7,9,8,4,8,8
95NN11S1,355,438,434,223,279,209,605,278,4,5,5,3,4,3,7,4
95NN11S2,640,713,599,639,662,114,725,747,8,9,7,8,8,2,9,9
95NN12W1,352,345,410,316,362,183,572,250,4,4,5,4,5,3,7,3
95NN13W1,656,720,618,709,788,85,666,745,8,9,7,8,9,1,8,9
95NN14S1,329,369,302,390,361,134,393,347,4,5,4,5,5,2,5,4
95NN14S2,579,739,812,731,417,33,474,635,7,9,10,9,5,1,6,8
95NN15W1,384,356,404,489,274,271,395,314,5,4,5,6,4,4,5,4
95NN16S1,732,754,746,653,828,195,616,733,9,9,9,8,10,3,7,9
95NN16S2,738,766,836,738,735,155,655,662,9,9,10,9,9,2,8,8
95NN17W1,216,179,268,197,244,375,448,118,3,3,4,3,3,5,6,2
95NN18S1,243,297,260,269,277,465,130,46,3,4,3,4,4,6,2,1
95NN18S2,667,686,607,484,689,321,745,491,8,8,7,6,8,4,9,6
95NN19S1,776,696,788,752,798,341,768,695,9,8,9,9,9,4,9,8
95NN19S2,846,857,840,881,870,278,774,625,10,10,10,10,10,4,9,8
95NN20W1,490,635,471,512,599,70,472,536,6,8,6,6,7,1,6,7
95NN21W1,349,328,360,385,448,460,290,39,4,4,5,5,6,6,4,1
95NN22W1,470,523,496,551,622,94,246,474,6,6,6,7,7,2,3,6
95NN23S1,379,393,405,560,379,75,222,758,5,5,5,7,5,1,3,9
95NN23S2,353,299,339,301,483,225,558,447,4,4,4,4,6,3,7,6
95OO01W1,320,372,401,402,412,22,284,887,4,5,5,5,5,1,4,10
95OO02W1,489,634,639,558,680,24,228,723,6,8,8,7,8,1,3,9
95OO03W1,392,412,463,434,407,107,324,520,5,5,6,5,5,2,4,6
95OO04W1,328,336,357,344,463,49,482,704,4,4,5,4,6,1,6,8
95OO05W1,169,141,280,152,150,497,108,122,2,2,4,2,2,6,2,2
95OO06W1,538,550,547,429,558,148,596,760,7,7,7,5,7,2,7,9
95OO07W1,426,559,558,437,605,27,264,683,5,7,7,5,7,1,3,8
95OO08W1,526,554,469,424,674,180,439,558,6,7,6,5,8,3,5,7
95OO09W1,351,433,548,289,583,14,353,550,4,5,7,4,7,1,4,7
95OO10W1,175,118,197,178,175,290,673,529,2,2,3,2,2,4,8,6
95OO11W1,82,75,79,62,116,516,199,186,1,1,1,1,2,6,3,3
95OO12W1,356,241,333,393,429,268,600,648,4,3,4,5,5,4,7,8
95OO13W1,635,603,663,635,314,546,547,489,8,7,8,8,4,7,7,6
95OO14W1,508,441,492,458,551,196,606,751,6,5,6,6,7,3,7,9
95OO15W1,218,194,328,137,209,489,182,215,3,3,4,2,3,6,3,3
95OO16W1,445,520,572,546,326,82,520,356,5,6,7,7,4,1,6,4
95OO17W1,522,553,435,582,531,136,723,617,6,7,5,7,6,2,9,7
95OO18W1,618,583,694,614,356,445,452,339,7,7,8,7,4,5,6,4
95OO19W1,629,600,634,563,753,236,502,268,8,7,8,7,9,3,6,4
95OO20W1,514,511,570,392,445,384,192,540,6,6,7,5,5,5,3,7
95OO21W1,348,354,366,206,520,572,263,78,4,4,5,3,6,7,3,1
95OO22W1,308,237,352,231,411,147,782,778,4,3,4,3,5,2,9,9
95PP01W1,651,671,655,557,665,145,767,769,8,8,8,7,8,2,9,9
95PP02W1,421,443,724,745,498,3,557,776,5,5,9,9,6,1,7,9
95PP03W1,314,341,465,532,477,2,511,598,4,4,6,6,6,1,6,7
95PP04W1,601,612,662,688,589,78,553,830,7,7,8,8,7,1,7,10
95PP05W1,459,505,646,658,419,54,203,691,6,6,8,8,5,1,3,8
95PP06S1,428,321,515,407,350,491,517,273,5,4,6,5,4,6,6,4
95PP06S2,713,666,681,470,805,535,544,525,9,8,8,6,10,7,7,6
95PP07W1,498,509,651,596,528,36,571,841,6,6,8,7,6,1,7,10
95PP08W1,567,591,820,746,503,30,494,816,7,7,10,9,6,1,6,10
95PP09W1,83,97,135,52,53,820,57,80,1,2,2,1,1,10,1,1
95PP10W1,486,446,628,568,495,73,532,770,6,6,8,7,6,1,6,9
95PP11W1,324,266,362,207,299,753,363,183,4,3,5,3,4,9,5,3
95PP12W1,506,490,711,685,591,29,354,824,6,6,8,8,7,1,4,10
95PP13W1,202,156,277,172,267,227,562,206,3,2,4,2,3,3,7,3
95PP14S1,357,342,428,621,368,31,507,782,5,4,5,7,5,1,6,9
95PP14S2,457,537,490,461,467,97,716,378,6,7,6,6,6,2,9,5
95PP15W1,688,679,720,719,550,194,738,761,8,8,9,9,7,3,9,9
95PP16W1,648,725,678,734,581,88,754,719,8,9,8,9,7,1,9,9
95PP17W1,259,177,342,226,272,302,583,377,3,2,4,3,4,4,7,5
95PP18W1,626,578,644,665,514,177,689,671,8,7,8,8,6,2,8,8
95PP19W1,249,220,393,295,257,65,348,739,3,3,5,4,3,1,4,9
95PP20W1,325,325,341,182,431,709,276,66,4,4,4,3,5,8,4,1
95PP21W1,311,271,632,491,310,11,316,865,4,4,8,6,4,1,4,10
95PP22W1,551,445,550,602,415,527,521,257,7,5,7,7,5,6,6,3
95PP23W1,469,506,523,544,408,93,564,705,6,6,6,7,5,2,7,8
95QQ01W1,128,140,136,310,97,364,48,166,2,2,2,4,2,5,1,2
95QQ02W1,649,694,659,763,538,150,473,700,8,8,8,9,7,2,6,8
95QQ03W1,113,135,168,215,74,266,78,108,2,2,2,3,1,3,1,2
95QQ04W1,286,277,344,292,154,373,235,650,4,4,4,4,2,5,3,8
95QQ05W1,766,797,767,829,791,190,805,682,9,9,9,10,9,3,10,8
95QQ06W1,297,334,311,455,320,71,398,282,4,4,4,6,4,1,5,4
95QQ07W1,247,274,283,229,333,612,33,110,3,4,4,3,4,7,1,2
95QQ08W1,135,160,88,211,200,291,143,321,2,2,1,3,3,4,2,4
95QQ09W1,553,503,466,656,596,431,273,255,7,6,6,8,7,5,4,3
95QQ10W1,419,557,573,710,473,28,119,539,5,7,7,8,6,1,2,7
95QQ11W1,665,712,622,694,682,171,435,728,8,8,7,8,8,2,5,9
95QQ12W1,432,460,354,474,534,439,69,495,5,6,4,6,6,5,1,6
95QQ13W1,573,700,668,767,552,41,321,748,7,8,8,9,7,1,4,9
95QQ14S1,687,677,713,697,524,260,790,534,8,8,9,8,6,3,9,6
95QQ14S2,620,753,682,674,543,103,309,587,7,9,8,8,7,2,4,7
95QQ15W1,396,402,524,398,263,570,52,326,5,5,6,5,3,7,1,4
95RR01S1,543,470,382,482,592,483,806,484,7,6,5,6,7,6,10,6
95RR01S2,500,543,422,584,494,179,388,588,6,7,5,7,6,3,5,7
95RR02W1,362,353,263,520,374,286,700,208,5,4,3,6,5,4,8,3
95RR03W1,65,62,75,64,76,647,311,6,1,1,1,1,1,8,4,1
95RR04W1,189,137,139,217,340,298,733,428,3,2,2,3,4,4,9,5
95RR05S1,701,682,509,724,684,475,860,494,8,8,6,9,8,6,10,6
95RR05S2,121,131,155,267,52,601,296,27,2,2,2,3,1,7,4,1
95RR06W1,309,333,248,468,304,84,794,717,4,4,3,6,4,1,9,9
95RR07W1,418,502,309,527,377,159,831,621,5,6,4,6,5,2,10,7
95RR08W1,400,482,310,550,493,61,685,862,5,6,4,7,6,1,8,10
95RR09S1,260,257,187,272,323,231,787,547,3,3,3,4,4,3,9,7
95RR09S2,658,714,784,670,303,202,833,850,8,9,9,8,4,3,10,10
95RR10W1,40,45,30,95,62,653,188,8,1,1,1,2,1,8,3,1
95RR11W1,449,552,538,629,367,46,477,614,6,7,7,8,5,1,6,7
95RR12W1,332,390,209,308,428,628,556,81,4,5,3,4,5,8,7,1
95RR13W1,206,190,144,258,442,700,242,33,3,3,2,3,5,8,3,1
95RR14W1,242,263,199,445,278,60,766,656,3,3,3,5,4,1,9,8
95RR15W1,354,280,353,376,371,154,856,800,4,4,4,5,5,2,10,9
95SS01S1,674,818,780,784,738,108,223,370,8,10,9,9,9,2,3,5
95SS01S2,716,793,670,699,772,161,848,563,9,9,8,8,9,2,10,7
95SS02S1,831,807,749,826,731,576,640,585,10,10,9,10,9,7,8,7
95SS02S2,880,877,868,859,857,488,887,678,10,10,10,10,10,6,10,8
95SS03S1,730,796,736,843,865,126,389,852,9,9,9,10,10,2,5,10
95SS03S2,755,871,847,875,841,137,325,631,9,10,10,10,10,2,4,8
95SS04S1,463,430,403,400,382,499,554,561,6,5,5,5,5,6,7,7
95SS04S2,495,480,540,514,281,419,306,571,6,6,7,6,4,5,4,7
95SS04S3,661,704,667,552,529,281,671,492,8,8,8,7,6,4,8,6
95SS05S1,528,530,433,412,572,703,236,246,6,6,5,5,7,8,3,3
95SS05S2,805,804,801,781,719,380,818,473,10,10,9,9,9,5,10,6
95SS06S1,33,40,63,33,47,300,198,34,1,1,1,1,1,4,3,1
95SS06S2,38,21,72,50,38,510,197,159,1,1,1,1,1,6,3,2
95SS06S3,16,8,54,9,35,631,83,53,1,1,1,1,1,8,1,1
95SS07S1,140,103,205,133,189,293,361,141,2,2,3,2,3,4,5,2
95SS07S2,621,593,620,475,427,395,578,736,7,7,7,6,5,5,7,9
95SS07S3,465,456,486,263,664,378,305,391,6,6,6,3,8,5,4,5
95SS08S1,789,828,859,796,851,138,846,832,9,10,10,9,10,2,10,10
95SS08S2,653,715,640,589,708,122,696,687,8,9,8,7,8,2,8,8
95SS09S1,813,868,884,887,879,220,498,455,10,10,10,10,10,3,6,6
95SS09S2,758,805,813,835,827,169,561,685,9,10,10,10,10,2,7,8
95SS10S1,581,492,566,574,765,582,258,87,7,6,7,7,9,7,3,1
95SS10S2,818,802,764,692,855,562,877,312,10,10,9,8,10,7,10,4
95SS11S1,673,685,710,714,695,176,807,234,8,8,8,9,8,2,10,3
95SS11S2,604,782,630,680,703,52,741,301,7,9,8,8,8,1,9,4
95SS12W1,742,733,680,675,777,550,487,331,9,9,8,8,9,7,6,4
95SS13S1,299,344,500,249,128,751,105,75,4,4,6,3,2,9,2,1
95SS13S2,227,265,282,238,95,661,80,392,3,3,4,3,2,8,1,5
95SS14S1,145,120,167,154,109,691,175,277,2,2,2,2,2,8,2,4
95SS14S2,612,514,568,620,512,406,594,459,7,6,7,7,6,5,7,6
95SS15S1,840,800,796,761,862,402,872,681,10,9,9,9,10,5,10,8
95SS15S2,799,848,858,852,852,217,457,554,9,10,10,10,10,3,6,7
95SS16S1,397,394,347,167,715,737,620,104,5,5,4,2,9,9,7,2
95SS16S2,48,57,41,28,143,687,90,25,1,1,1,1,2,8,2,1
95SS17S1,550,581,529,519,393,479,255,372,7,7,6,6,5,6,3,5
95SS17S2,310,357,313,253,181,575,304,298,4,5,4,3,3,7,4,4
95SS18S1,231,224,246,260,173,529,148,315,3,3,3,3,2,6,2,4
95SS18S2,300,273,378,285,329,718,58,77,4,4,5,4,4,9,1,1
95SS19S1,637,596,689,648,491,430,243,441,8,7,8,8,6,5,3,5
95SS19S2,304,284,409,283,165,443,125,599,4,4,5,4,2,5,2,7
95SS20W1,771,746,661,744,657,652,693,544,9,9,8,9,8,8,8,7
95SS21S1,795,841,842,848,623,241,873,669,9,10,10,10,7,3,10,8
95SS21S2,679,759,637,564,730,189,692,577,8,9,8,7,9,3,8,7
95SS22S1,814,849,795,837,569,493,622,633,10,10,9,10,7,6,7,8
95SS22S2,807,776,734,757,782,433,828,646,10,9,9,9,9,5,10,8
95SS23S1,823,822,828,849,835,262,811,612,10,10,10,10,10,3,10,7
95SS23S2,644,657,652,645,509,213,627,626,8,8,8,8,6,3,8,8
95SS24S1,808,816,803,701,838,325,864,595,10,10,10,8,10,4,10,7
95SS24S2,800,711,781,657,792,471,810,727,9,8,9,8,9,6,10,9
95SS25W1,85,76,162,68,59,638,54,95,1,1,2,1,1,8,1,2
95SS26S1,72,70,89,67,55,511,120,162,1,1,1,1,1,6,2,2
95SS26S2,367,302,321,302,330,591,674,353,5,4,4,4,4,7,8,4
95SS27W1,386,380,368,328,316,673,113,493,5,5,5,4,4,8,2,6
95SS28W1,192,238,203,205,134,793,72,148,3,3,3,3,2,9,1,2
95SS29S1,32,28,49,35,71,446,96,92,1,1,1,1,1,6,2,2
95SS29S2,17,26,18,14,51,462,55,157,1,1,1,1,1,6,1,2
95SS30S1,890,888,886,883,839,571,643,888,10,10,10,10,10,7,8,10
95SS30S2,874,866,819,828,842,569,816,532,10,10,10,10,10,7,10,6
95TT01W1,625,564,577,678,660,153,702,742,8,7,7,8,8,2,8,9
95TT02W1,461,419,460,481,485,156,540,877,6,5,6,6,6,2,7,10
95TT03S1,443,332,470,508,403,359,570,305,5,4,6,6,5,5,7,4
95TT03S2,578,580,450,545,555,287,591,663,7,7,6,7,7,4,7,8
95TT04W1,480,471,527,354,548,143,707,831,6,6,6,4,7,2,8,10
95TT05S1,796,702,766,774,789,532,615,528,9,8,9,9,9,6,7,6
95TT05S2,219,170,239,194,184,657,297,367,3,2,3,3,3,8,4,5
95TT06W1,586,479,583,595,634,163,749,840,7,6,7,7,8,2,9,10
95TT07W1,633,680,539,559,718,152,599,858,8,8,7,7,9,2,7,10
95TT08W1,577,592,600,555,505,133,533,833,7,7,7,7,6,2,6,10
95TT09S1,374,442,497,377,469,18,534,884,5,5,6,5,6,1,6,10
95TT09S2,703,654,701,717,743,168,776,848,8,8,8,9,9,2,9,10
95TT10W1,224,187,219,245,237,320,463,374,3,3,3,3,3,4,6,5
95TT11S1,517,473,399,599,613,157,663,878,6,6,5,7,7,2,8,10
95TT11S2,531,510,541,594,685,72,462,885,6,6,7,7,8,1,6,10
95TT12W1,427,494,389,401,450,132,628,659,5,6,5,5,6,2,8,8
