lsoa_code,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_score,Income_score,Employment_score,Education_score,Health_score,Crime_score,Housing_score,Access_score,Environment_score
W01000955,7,6,6,7,8,9,4,7,9,1333,1080,1013,1258,1393,1671,587,1241,1530,12.01285441,12.89481451,14.33477698,7.154043266,9.456789239,5.031389906,3.033848743,26.50130049,9.763817742
W01000956,9,9,8,7,9,8,8,4,10,1646,1589,1350,1331,1588,1494,1386,708,1825,6.747731356,4.17433715,7.862797619,4.188600573,8.183062799,1.03373631,5.57047136,7.267943847,22.34568022
W01000957,1,1,1,1,2,6,4,10,3,132,109,63,139,248,1094,618,1748,458,49.20402309,61.56829417,71.32894628,45.11431786,56.89058857,31.95565162,12.60498594,25.36302922,2.012057799
W01000958,1,1,1,1,1,5,4,6,4,76,74,79,52,69,909,723,1057,628,56.14608562,68.59106491,67.44673598,69.79532281,74.43734222,25.00754424,16.76542283,21.87914307,13.37903569
W01000959,6,5,5,5,5,8,8,8,4,1092,933,806,926,807,1487,1481,1523,593,15.55743822,16.18127453,19.45590143,19.42820781,16.35012399,26.27654898,5.676776116,5.768287183,5.135226462
W01000960,2,2,2,2,2,5,6,5,4,348,372,216,276,365,915,1135,792,702,34.63626515,36.47567036,47.99288627,36.88585527,42.86089718,22.53497747,16.61798899,11.77662545,19.84715463
W01000961,2,2,2,2,1,6,4,4,6,307,286,353,315,150,1064,662,625,984,36.61386697,42.10677159,37.60651017,55.38871678,40.05003548,14.98713304,13.23058189,23.83841224,25.11361402
W01000962,1,1,1,1,1,4,3,4,4,55,82,75,20,43,714,482,613,738,60.59242597,66.78650661,68.35759902,77.33561591,87.0042587,21.42188144,22.15792824,30.83805976,25.54285354
W01000963,1,1,1,1,1,5,3,7,4,124,112,159,122,84,773,450,1172,685,49.93398648,61.05532396,54.22891317,66.35665307,59.42362294,23.07993831,20.38901622,32.34058471,11.05385837
W01000964,1,1,1,1,1,6,3,6,3,115,191,171,76,26,1061,540,1056,384,50.93637755,50.52272512,52.76823098,84.0651139,68.12647919,35.78908007,13.29408765,28.34223161,13.40032181
W01000965,3,4,3,3,2,5,6,6,7,522,622,526,432,203,858,1073,1054,1269,27.49722579,25.22017523,28.92034206,49.27364159,33.23098725,9.260285678,18.05830191,13.04110997,13.44295324
W01000966,3,3,3,4,3,5,5,6,4,523,548,403,610,420,830,889,961,626,27.46544795,28.01829189,34.74223369,33.8443347,25.65142688,25.07820305,18.80028779,17.26380838,15.51800592
W01000967,1,2,1,1,1,5,9,2,3,182,224,132,181,107,778,1589,278,548,44.91251257,47.23877076,57.90005176,61.91674263,51.61808514,28.01829189,20.24517879,4.17433715,42.70808098
W01000968,4,4,4,4,3,6,8,2,6,751,728,720,751,452,1131,1498,206,1131,21.7047914,21.72571022,21.97169651,32.24374578,21.0328108,11.8561404,11.8561404,5.509945658,48.97168944
W01000969,9,9,8,8,9,9,5,8,10,1672,1599,1403,1368,1664,1711,903,1442,1808,6.245082982,4.032187327,6.992300432,3.129029752,7.563447683,1.246178208,2.497386376,16.91380784,6.372152331
W01000970,4,5,4,4,4,3,5,3,9,722,828,697,612,599,495,795,504,1705,22.34090832,18.8542141,22.69392407,26.05397245,25.57898773,2.57706238,30.25463241,19.76275255,29.85921952
W01000971,5,5,4,4,4,5,6,4,7,872,845,744,729,711,841,961,756,1300,19.41781601,18.39982095,21.2414922,22.25161265,21.69514609,8.715368243,18.50593218,15.51800592,20.88490343
W01000973,2,3,2,2,3,6,7,2,5,372,383,296,207,445,1065,1230,365,868,33.53685183,35.84551956,41.37658934,32.58448099,48.87191327,17.79900292,13.20945221,9.96468978,36.88585527
W01000974,7,7,6,5,6,4,8,1,7,1174,1248,1144,813,1096,759,1518,189,1237,14.32563669,9.63689749,11.59871558,12.5638784,19.26274271,9.8366593,20.79661341,5.209683494,50.73766357
W01000975,1,1,2,1,1,7,5,9,6,143,140,206,31,82,1310,769,1714,997,48.39585449,56.74992938,48.97168944,66.78650661,81.87366161,14.69240728,8.542307098,20.50473737,2.45765164
W01000976,2,2,2,3,2,3,4,10,5,346,318,219,527,350,417,614,1805,906,34.72129437,39.8474007,47.7071876,37.79025816,28.87856309,16.83949567,34.00026175,25.50677602,1.2838725
W01000977,3,2,3,2,2,6,3,9,7,392,311,397,307,343,975,434,1667,1281,33.01069617,40.3230225,35.067698300000004,38.22479987,40.59928857,9.047815703,15.1934091,33.13033422,3.08818965
W01000978,3,4,4,2,4,1,7,7,7,527,625,625,213,695,146,1237,1196,1285,27.35544277,25.11361402,25.11361402,22.75781155,48.28217847,8.97742632,55.92357389,9.8366593,10.59689586
W01000979,7,6,6,6,6,9,7,5,9,1332,1033,1139,963,1091,1685,1228,830,1667,12.01816016,13.89541994,11.69738445,12.66678535,15.47135354,3.08818965,2.8446603,10.0014012,18.80028779
W01000980,5,5,5,4,5,9,6,3,8,934,880,801,626,850,1656,957,429,1396,18.2905175,17.49165426,19.59487193,18.26786666,25.07820305,7.105400874,3.238292557,15.61159555,33.38279753
W01000981,1,1,1,1,2,9,2,3,4,60,58,36,5,355,1592,370,533,763,59.71386395,72.69002746,79.87296817,37.48482202,96.58840834,20.67941814,4.13159988,36.5921215,28.62947051
W01000982,7,5,6,6,7,8,10,3,6,1302,935,1068,1106,1189,1476,1795,520,1008,12.52854822,16.13325862,13.14617939,10.72924135,12.35943557,14.44594026,5.844825524,1.40996818,29.17262226
W01000983,9,7,9,7,8,10,8,6,10,1639,1333,1571,1229,1346,1863,1401,1063,1751,6.87889211,8.149139897,4.432441973,7.929852263,9.983038166,1.973152029,0.565844174,7.024558133,13.251731
W01000984,8,6,7,7,7,10,6,7,10,1507,1071,1330,1303,1251,1832,1097,1260,1797,9.184259031,13.08308016,8.200043031,9.582716769,8.663313034,1.384693678,0.94682739,12.54335214,9.420936219
W01000985,10,10,10,8,9,10,7,4,10,1785,1846,1801,1421,1696,1898,1316,586,1899,4.034439,0.773988583,1.334227845,2.69709631,6.703999096,0.13118929,0.143152778,8.439092028,26.53897353
W01000986,6,6,6,4,6,10,4,7,5,1135,1085,1065,689,970,1728,737,1222,931,14.92728069,12.79088455,13.20945221,15.30881137,22.95054572,16.22939088,2.273125154,21.45208434,10.11188836
W01000987,4,3,4,3,3,4,6,3,7,581,543,681,446,409,762,1109,399,1206,25.96181343,28.22021893,23.21006295,34.42131042,32.53549439,10.40914222,20.70866102,12.29845542,34.95869757
W01000989,9,8,9,9,8,9,5,9,6,1683,1517,1663,1548,1526,1544,931,1678,1013,6.092857357,5.224603869,3.14265925,5.090667667,4.766514503,14.33477698,4.825112652,16.22939088,2.939059999
W01000990,3,3,2,1,5,8,4,8,8,408,419,242,123,791,1483,706,1352,1429,32.53053986,33.89619301,45.62731917,19.87535763,59.26664322,6.577016076,5.73774302,22.40860635,7.829343465
W01000991,1,1,1,1,1,6,2,7,1,5,11,10,1,12,1002,312,1164,85,77.48358129,92.26542343,92.93182169,91.61779085,100,66.14470187,14.5800493,40.25447139,11.20821925
W01000992,1,1,1,1,1,1,4,8,5,46,93,30,41,36,151,590,1463,892,62.85413519,64.51593795,82.29556553,79.87296817,78.03246671,17.1883586,55.25692358,26.38865021,6.045025472
W01000993,2,1,1,1,2,4,6,5,5,194,178,166,92,239,716,1088,863,943,43.81544623,51.95713044,53.36561654,45.88817545,64.71333642,15.94219119,22.0956833,12.72875125,17.928287
W01000994,2,2,2,1,2,4,4,5,4,232,353,244,61,275,640,744,899,671,40.93729158,37.60651017,45.45504425,42.93768773,71.86375268,23.53863231,24.58809012,21.2414922,17.0132657
W01000995,4,4,4,3,4,3,8,3,5,632,689,598,428,604,450,1476,541,841,24.61467776,22.95054572,26.09091928,25.87012335,33.43362445,18.50593218,32.34058471,5.844825524,28.30148875
W01000996,5,5,4,4,4,6,4,10,8,816,852,637,592,665,1116,641,1720,1427,20.46574071,18.21529619,24.69223868,23.73805083,26.31385538,6.608696165,12.156794,24.55347847,2.378387514
W01000997,7,6,5,5,6,6,7,7,8,1216,1014,927,908,1067,1018,1238,1328,1409,13.83643106,14.31260865,16.32592662,13.167251,16.79008728,6.895797894,14.22414839,9.818427272,8.234041149
W01000998,8,9,10,7,7,9,2,6,7,1412,1634,1789,1164,1158,1610,199,1040,1252,10.77776529,3.541469538,1.485958756,11.32467359,11.20821925,9.564684855,3.876830602,49.68251161,13.74360654
W01000999,3,3,3,3,2,8,5,8,7,518,489,487,443,270,1364,783,1502,1326,27.64764663,30.52206883,30.61190983,43.32553393,32.68276832,8.268089597,7.629634003,20.1022353,5.449578816
W01001000,7,6,6,6,6,9,8,6,7,1335,1028,1034,1059,1089,1695,1399,1102,1171,11.98392502,14.00447488,13.87367086,12.70807739,13.33652245,11.07309692,2.710472165,7.056861139,12.44099476
W01001001,4,4,4,5,3,8,5,5,5,723,578,610,902,463,1481,896,911,904,22.32289618,26.84260013,25.65142688,31.7182994,16.93863201,16.88901043,5.768287183,17.08814235,16.71617313
W01001002,2,2,2,1,3,7,4,7,4,272,217,262,113,482,1246,684,1152,708,38.33668301,47.89725852,43.96002124,30.83805976,60.88684517,22.34568022,9.673089008,23.11240052,11.44172057
W01001003,8,9,8,6,9,8,4,5,4,1459,1569,1402,1052,1669,1473,620,930,581,10.06532714,4.4612999,7.008423627,3.061003148,13.48566384,26.72826993,5.890871084,25.29149131,16.25348685
W01001004,3,3,3,2,6,5,9,1,4,555,571,549,285,960,894,1661,76,743,26.60925693,27.11160172,27.97811835,15.54136765,42.18108115,21.271459,17.13819589,3.169942501,68.12647919
W01001005,8,8,8,6,8,10,10,2,8,1504,1410,1363,1046,1367,1740,1764,262,1372,9.200584134,6.87975343,7.646210385,7.579976416,13.61427359,7.49745128,2.116129414,1.805316728,43.96002124
W01001006,9,10,9,7,8,9,7,7,10,1709,1728,1604,1244,1470,1580,1168,1204,1885,5.610780081,2.273125154,3.961440519,5.937009012,9.709337565,0.299247062,4.303027509,11.13090931,10.44657053
W01001007,5,4,5,3,5,6,5,2,8,822,725,938,499,813,1037,905,371,1504,20.29257334,21.81764705,16.0614222,19.26274271,30.07805358,5.419454706,13.80854676,16.86423972,36.53382223
W01001008,10,10,8,8,9,10,6,6,9,1728,1763,1517,1448,1609,1835,1007,1121,1635,5.325560985,1.818183744,5.224603869,3.890910657,6.278211786,3.527601721,0.909681005,14.46823753,12.05613882
W01001009,4,5,5,2,3,2,3,6,6,606,903,811,360,474,276,491,1103,995,25.31852168,16.91380784,19.31776559,31.20458947,37.18338891,14.73750461,42.86089718,30.43257739,12.42057783
W01001010,3,3,2,2,6,8,5,3,8,489,395,311,352,983,1374,914,398,1351,28.69131315,35.17721806,40.3230225,15.00996146,37.66759654,7.84606446,7.464523956,16.64249576,35.01313336
W01001011,8,7,7,5,7,7,8,5,9,1428,1247,1193,919,1316,1214,1388,929,1610,10.57683675,9.654986131,10.65352213,8.439092028,16.52022221,3.876830602,10.26003508,7.235343226,16.2776081
W01001012,8,8,8,6,7,5,3,7,9,1367,1451,1387,1021,1246,933,437,1301,1633,11.48757559,6.231385007,7.25163776,9.673089008,14.15802576,3.555345722,16.18127453,32.9801758,8.698003413
W01001013,4,4,3,3,5,9,4,7,9,721,693,489,423,925,1659,661,1271,1564,22.38041676,22.82187699,30.52206883,16.37434686,33.68945763,4.533603524,3.197258154,23.8719636,9.224737433
W01001014,2,3,2,1,4,3,6,4,2,380,423,360,175,758,387,1004,719,338,33.32696751,33.68945763,37.18338891,20.82600578,52.30124852,38.54029138,35.62058786,14.53525934,22.0026306
W01001015,2,2,2,1,3,5,3,5,5,322,373,293,163,521,770,452,821,933,35.71933336,36.41766515,41.59322035,29.13038293,53.73164034,16.18127453,20.47575245,32.24374578,19.04395814
W01001016,6,6,4,4,6,6,4,5,8,988,1106,705,646,1117,1120,732,822,1380,17.33705787,12.35943557,22.4401341,12.13662769,24.38119723,7.366023882,12.07623465,21.60369666,19.01675583
W01001017,7,6,6,5,7,5,10,7,2,1150,1065,1001,836,1226,781,1771,1325,220,14.69744775,13.20945221,14.60247703,10.03817131,18.63926336,47.61273794,20.15930613,1.715448607,8.285132741
W01001018,2,3,2,1,3,3,7,6,3,334,511,240,177,392,400,1233,1088,419,35.10274954,29.55630816,45.800894220000004,35.34248178,52.07126536,33.89619301,34.90439031,9.909732283,12.72875125
W01001019,2,2,2,2,2,5,2,10,7,287,294,270,193,330,937,285,1738,1226,37.63335379,41.52078307,43.32553393,39.05425583,50.30977671,10.03817131,16.08534275,42.18108115,2.142221065
W01001020,3,3,2,2,4,7,5,2,5,427,418,291,275,737,1244,871,336,889,31.34348181,33.94816852,41.73878295,21.45208434,42.93768773,17.26380838,9.709337565,17.72177985,38.66770977
W01001021,3,3,3,3,4,2,4,3,1,397,499,450,482,750,264,591,514,22,32.77816209,30.07805358,32.34058471,21.06250676,30.83805976,85.98223871,43.79975096,26.35122239,29.42770037
W01001022,1,1,1,2,1,5,2,3,4,118,131,84,297,92,936,305,475,718,50.48572429,58.04794672,66.35665307,64.71333642,41.30483007,22.03360636,16.10928821,40.73867605,31.15845255
W01001023,2,3,1,2,2,5,3,3,2,299,415,182,370,375,951,421,557,365,37.1147281,34.104803510000004,51.50617166,36.30209176,36.5921215,36.88585527,15.75269793,33.79259304,27.65923145
W01001024,2,2,2,2,2,2,4,8,5,336,362,365,281,361,209,657,1350,767,35.06746321,37.06391319,36.88585527,37.12357347,42.48074373,20.56281701,48.67365012,24.00666062,7.862797619
W01001025,4,4,4,2,3,4,10,5,5,655,738,658,361,400,613,1890,819,890,24.0707681,21.42188144,23.97291234,34.90439031,37.12357347,17.23863094,25.54285354,0.239085365,19.09845949
W01001026,3,3,4,2,4,6,6,4,6,517,443,626,194,620,1123,1055,738,1078,27.68003082,32.68276832,25.07820305,25.29149131,50.20403733,12.93651834,12.01599977,13.42162765,21.42188144
W01001027,8,6,6,6,8,9,6,3,10,1354,1088,1081,1136,1497,1670,991,417,1742,11.67026295,12.72875125,12.87399091,5.525062158,11.75678959,2.090067329,3.047421938,14.82796542,34.00026175
W01001028,7,6,5,6,9,8,7,3,2,1226,1145,951,1064,1597,1438,1310,498,243,13.6538794,11.5790325,15.75269793,4.060547095,13.23058189,45.54102041,6.4349932,8.542307098,30.12207136
W01001029,9,8,7,9,10,10,3,9,10,1603,1505,1252,1537,1758,1803,513,1640,1862,7.536473803,5.404407434,9.564684855,1.882627019,4.928020028,0.578035958,1.309036392,29.47048978,3.458387784
W01001030,8,7,5,6,10,9,10,6,5,1433,1198,914,1001,1744,1693,1733,1038,856,10.4709494,10.55922232,16.64249576,2.064034743,14.60247703,18.11051436,2.737247234,2.20757998,13.78687964
W01001031,10,10,9,9,10,10,4,10,10,1767,1722,1654,1558,1861,1890,734,1732,1901,4.299057621,2.352026726,3.265689555,0.590234209,4.620668979,0.107280967,0.239085365,21.54293175,2.22067408
W01001032,9,8,9,8,9,8,6,9,10,1669,1409,1580,1427,1535,1370,1043,1638,1759,6.311900317,6.895797894,4.303027509,4.957506903,6.608696165,1.869723911,7.53042581,13.67884916,3.486048369
W01001033,5,5,4,6,5,4,10,1,6,912,806,755,994,888,687,1793,137,1084,18.76983811,19.45590143,20.91440891,17.28901342,14.76008648,12.811633,23.01515102,1.435270485,57.1745142
W01001034,3,3,2,3,3,2,7,2,5,401,409,243,523,518,370,1324,245,775,32.72136547,34.42131042,45.54102041,29.25733436,29.04613627,20.33137326,36.5921215,8.302188524,45.36938827
W01001035,2,2,2,2,5,1,3,4,2,326,309,382,302,809,106,567,746,371,35.61339315,40.46074074,35.90209788,19.37292041,40.94935405,36.53382223,62.09296668,27.26674138,21.18167549
W01001036,10,9,9,9,10,10,7,7,5,1734,1588,1595,1566,1760,1805,1260,1274,848,5.163281951,4.188600573,4.088941875,1.856828037,4.504654793,18.32055757,1.2838725,9.420936219,9.17151787
W01001037,9,10,9,6,9,9,6,6,6,1635,1751,1550,1035,1666,1570,1099,1059,981,6.969462323,1.973152029,4.737271318,3.101794962,13.85194233,15.05568638,4.44686641,12.50235451,13.33652245
W01001038,5,5,5,3,7,6,4,4,6,924,951,860,563,1188,1057,612,594,1071,18.50569928,15.75269793,18.00620772,10.74821017,27.4229346,13.08308016,13.37903569,25.57898773,26.23930299
W01001039,8,7,7,5,7,9,6,8,9,1439,1273,1194,880,1180,1686,1116,1468,1619,10.41085403,9.189244045,10.63463122,10.90052655,17.49165426,3.750496479,2.831206201,12.156794,5.9678191289999996
W01001040,7,7,7,6,7,8,4,6,7,1312,1151,1163,1025,1218,1524,675,1039,1265,12.3820223,11.46128644,11.22758741,10.18584244,14.07015691,9.331547422,5.120363936,23.40664078,13.76523291
W01001041,10,10,7,8,9,10,7,7,9,1721,1720,1273,1506,1691,1851,1269,1195,1550,5.483812028,2.378387514,9.189244045,2.764053509,5.38937,4.737271318,0.712573862,9.260285678,10.6157558
W01001042,3,4,3,3,4,1,9,7,6,526,630,408,385,743,94,1674,1184,1100,27.37551008,24.93710184,34.47448763,21.271459,35.73277874,12.48188307,64.32021926,2.993177151,10.82424227
W01001043,3,3,2,1,3,2,7,8,4,406,564,322,190,394,285,1271,1473,680,32.59085047,27.38378674,39.57996851,35.23217413,50.62994327,23.24270947,42.18108115,9.224737433,5.890871084
W01001044,4,3,3,3,5,8,5,6,5,671,496,511,556,914,1442,782,1114,799,23.68496396,30.21036045,29.55630816,16.64249576,27.69885136,19.65069609,6.372152331,20.13075301,12.19717974
W01001045,3,4,2,4,6,3,9,1,2,510,585,290,635,1132,464,1613,144,276,27.970134,26.57670838,41.81191117,11.83623587,24.76193398,42.86089718,31.67112147,3.834642077,56.19574015
W01001046,3,3,2,3,7,2,7,9,3,524,516,234,555,1295,321,1250,1620,504,27.45607088,29.34235962,46.32962009,8.802389596,27.73853964,29.85921952,39.6465356,9.600762832,3.736502094
W01001047,8,6,5,6,9,8,8,8,6,1364,1050,829,1107,1587,1527,1444,1383,1136,11.50059147,13.5284539,18.82723514,4.202872846,12.33909088,11.75678959,5.075833898,6.340796165,7.316931583
W01001048,9,7,7,6,7,7,10,8,7,1529,1156,1324,1082,1278,1256,1865,1518,1322,8.924499359,11.36362311,8.302188524,9.100749472,12.85318615,8.336338079,9.492698234,0.541479975,5.209683494
W01001049,2,2,2,2,1,5,6,4,5,267,265,261,242,156,835,1063,675,878,38.4759559,43.72003268,44.04057714,54.60905295,45.62731917,17.54259467,18.6660226,13.251731,23.40664078
W01001050,3,3,3,2,4,4,10,6,2,479,438,387,334,672,715,1726,1113,221,28.95697689,32.93034005,35.62058786,23.50556335,38.79583799,47.51867456,22.12678471,2.299395615,12.21739923
W01001051,5,3,4,4,5,6,9,9,6,771,474,612,674,784,1039,1563,1538,993,21.22182207,31.20458947,25.57898773,20.0737529,23.43956772,14.78269055,13.76523291,4.548091565,4.913290755
W01001052,3,2,2,3,5,7,7,6,7,466,258,255,445,857,1311,1192,998,1178,29.90297166,44.28395165,44.529929,18.08439332,32.58448099,10.93876378,8.525072388,10.67242858,14.66989173
W01001053,9,9,8,9,9,10,5,10,10,1706,1544,1410,1610,1709,1790,771,1862,1896,5.695009599,4.825112652,6.87975343,2.523914388,3.876830602,0.167098439,1.473276211,20.44680402,0.578035958
W01001054,10,9,10,8,10,10,5,10,9,1779,1697,1792,1398,1823,1735,886,1878,1718,4.144203121,2.683728229,1.447932084,1.058627867,7.073029671,2.404778549,2.181414122,17.33950649,0.383738694
W01001055,1,2,2,1,1,5,7,6,5,188,194,211,43,173,867,1280,1104,909,44.27744704,50.20403733,48.47708142,52.53355459,77.33561591,16.76542283,17.82480166,9.06544676,12.40017901
W01001056,5,5,5,4,4,9,8,8,4,949,838,820,669,578,1638,1371,1399,748,17.98760818,18.5858381,19.07119267,26.84260013,23.60491322,21.12201394,3.486048369,7.513932636,7.056861139
W01001057,3,3,3,1,4,8,7,3,4,431,459,395,115,680,1388,1229,510,657,31.28083353,31.90798482,35.17721806,23.24270947,60.55354539,24.00666062,7.235343226,9.983038166,29.59933773
W01001058,8,7,6,5,7,6,9,8,8,1381,1199,1072,802,1281,1099,1646,1342,1451,11.31844422,10.54040866,13.06208549,9.047815703,19.56701057,6.231385007,12.50235451,3.375605061,7.997102971
W01001059,9,8,6,9,9,10,9,8,7,1642,1351,1111,1612,1643,1730,1609,1347,1319,6.839958459,7.84606446,12.25789162,3.416959178,3.848696322,8.387657671,2.246884665,3.890910657,7.913070266
W01001060,10,10,9,10,10,7,7,10,9,1844,1777,1693,1788,1817,1294,1242,1790,1714,3.134689148,1.638697285,2.737247234,1.133464582,1.498648297,2.45765164,8.819833447,9.74564334,1.473276211
W01001061,5,5,4,4,6,5,4,4,2,801,824,699,756,1087,913,719,670,279,20.74518818,18.96244752,22.63021355,12.7494437,20.88490343,42.63205195,16.66702867,22.0026306,23.57174889
W01001062,8,7,7,8,9,1,10,5,6,1419,1292,1269,1406,1672,172,1822,946,1070,10.69115175,8.854760887,9.260285678,3.020283553,6.94399855,13.10409401,52.65059348,1.071083755,15.87094814
W01001063,4,5,5,4,4,1,9,4,2,690,767,839,640,764,79,1709,696,364,23.1432888,20.56281701,18.55917194,20.65021239,24.58809012,36.94505488,67.44673598,2.523914388,22.72584562
W01001064,1,2,1,1,2,8,4,5,5,186,225,115,74,297,1338,753,770,791,44.44471207,47.14622138,60.55354539,41.30483007,68.59106491,19.87535763,8.064550894,20.97353366,20.47575245
W01001065,5,5,6,5,4,1,10,3,2,814,771,1067,856,703,191,1760,422,373,20.49233919,20.44680402,13.167251,22.50331953,18.11051436,36.41766515,50.52272512,1.856828037,33.74096752
W01001066,4,4,4,4,4,6,8,4,3,733,607,654,692,652,1109,1417,715,432,22.08943141,25.76051518,24.1082036,24.17614884,22.85397675,33.23098725,12.29845542,6.76775448,22.12678471
W01001067,2,1,2,1,2,9,4,3,4,195,145,193,100,321,1587,714,390,725,43.80219068,56.05925444,50.30977671,39.6465356,63.17964342,21.81764705,4.202872846,22.15792824,35.45332101
W01001068,5,5,5,4,5,9,6,3,5,925,811,919,603,836,1689,1041,430,879,18.48989263,19.31776559,16.52022221,18.63926336,25.90677579,17.51711036,2.790891063,13.72200048,33.33208269
W01001069,2,2,2,2,3,2,9,3,1,265,250,200,310,481,382,1603,482,120,38.61771037,44.945829,49.57961067,30.88355781,40.39177854,59.74083366,35.90209788,3.975572482,30.83805976
W01001070,2,2,2,3,3,1,6,3,2,266,312,194,520,433,102,1046,492,218,38.58979469,40.25447139,50.20403733,33.18060567,29.17262226,47.80202672,62.81168358,13.61427359,30.38796191
W01001071,3,4,4,4,4,4,7,1,2,548,620,690,593,667,747,1164,19,298,26.90138822,25.29149131,22.91831099,23.67138569,26.27654898,41.23329398,21.15182537,11.20821925,87.53281942
W01001072,10,9,9,9,9,10,10,4,8,1770,1604,1665,1709,1534,1874,1851,706,1355,4.242512461,3.961440519,3.115408326,4.972264529,2.523914388,7.779253294,0.432159348,0.712573862,22.40860635
W01001073,2,2,1,2,2,6,5,2,2,216,216,169,225,345,1031,921,234,259,41.77499877,47.99288627,53.00532654,38.0998051,47.14622138,44.20254034,13.93897988,16.47149422,46.32962009
W01001075,10,9,9,10,9,8,10,6,8,1759,1567,1547,1725,1600,1399,1815,1116,1519,4.426504956,4.49019408,4.78115005,4.018020546,2.312542106,5.194772792,7.056861139,1.158464362,12.156794
W01001076,7,6,7,6,6,2,6,5,7,1189,1143,1296,1100,1128,225,1065,837,1166,14.13954297,11.61841552,8.784958966,11.91595753,12.48188307,11.1695318,47.14622138,13.20945221,18.61253522
W01001077,7,6,7,6,7,7,5,4,5,1202,960,1211,968,1231,1185,864,686,850,13.99671648,15.54136765,10.31583704,9.946356019,15.35513489,18.26786666,10.80521067,17.90237198,23.04752185
W01001078,9,8,8,8,9,8,9,5,9,1671,1360,1486,1451,1599,1501,1610,874,1614,6.288056602,7.696011334,5.692002698,4.032187327,6.231385007,3.820596415,5.464655679,3.876830602,17.6448152
W01001079,3,2,2,3,3,2,8,3,3,388,364,348,418,403,318,1425,513,409,33.07298716,36.94505488,37.91357746,34.74223369,33.94816852,34.42131042,39.8474007,6.640419952,29.47048978
W01001080,3,2,3,3,3,4,9,2,2,442,355,410,493,540,574,1553,329,275,30.7890174,37.48482202,34.36825588,28.34223161,30.34343281,42.93768773,26.99592987,4.693476138,39.11931652
W01001081,1,1,1,1,2,6,6,1,2,142,98,170,121,255,1034,990,110,265,48.50027898,63.55358581,52.88647325,44.529929,59.58168144,43.72003268,13.87367086,14.85063633,61.39602977
W01001082,10,8,8,9,10,9,10,7,9,1768,1526,1463,1620,1734,1652,1834,1306,1567,4.295359336,5.090667667,6.045025472,2.19449333,3.736502094,4.49019408,3.293119225,0.922056469,8.611375373
W01001083,10,10,10,10,10,10,2,6,10,1726,1902,1906,1903,1882,1767,259,1027,1798,5.404766335,0.095336118,0.047618663,0.335419762,0.08339747,1.372066835,1.766758814,44.20254034,14.02634806
W01001084,10,10,9,9,10,10,7,6,6,1786,1740,1715,1688,1871,1757,1193,1134,980,4.031358302,2.116129414,2.444421968,0.468541854,2.804321592,15.07858297,1.89553737,10.65352213,11.79647843
W01001085,9,10,10,10,10,10,2,8,10,1708,1895,1795,1898,1880,1802,225,1394,1809,5.647111357,0.179080624,1.40996818,0.359566539,0.143152778,1.23362716,1.321628669,47.14622138,7.137817702
W01001086,10,10,10,10,10,10,8,3,6,1832,1781,1856,1900,1890,1724,1469,527,1066,3.405320382,1.587671658,0.651322693,0.239085365,0.11923202199999999,13.18834193,2.325696116,5.952408911,28.87856309
W01001087,10,9,10,10,10,9,10,1,8,1735,1637,1738,1844,1802,1615,1802,142,1376,5.139845257,3.499891147,2.142221065,1.321628669,0.798600463,7.431643705,3.806559326,1.321628669,56.47116564
W01001088,5,4,4,5,5,8,5,2,8,874,677,660,945,916,1485,929,353,1439,19.33007651,23.34092798,23.90556397,16.59350831,15.89467131,6.419266879,5.707239367,16.2776081,37.60651017
W01001089,10,10,10,10,9,10,8,1,9,1724,1756,1736,1783,1718,1780,1432,109,1665,5.467066699,1.908454971,2.168342347,2.404778549,1.562201232,3.115408326,1.600417456,6.529577608,61.56829417
W01001090,9,10,10,10,10,8,3,5,5,1695,1853,1799,1806,1738,1492,568,894,826,5.858220801,0.688053817,1.35944692,2.142221065,1.271300871,18.90826715,5.600794044,27.22785825,17.13819589
W01001091,10,9,9,8,8,10,10,6,7,1740,1623,1643,1381,1504,1738,1780,993,1200,5.000919555,3.694569954,3.416959178,5.419454706,7.349648137,10.52161038,2.142221065,1.600417456,14.78269055
W01001092,5,4,4,4,6,8,6,6,6,878,681,684,620,1028,1362,1009,1093,986,19.30241008,23.21006295,23.11240052,14.00447488,25.29149131,14.94154407,7.662798723,14.42366458,12.6255673
W01001093,3,3,2,3,4,7,4,4,3,476,386,364,504,725,1249,712,733,491,29.00576627,35.6766149,36.94505488,21.81764705,29.85921952,30.43257739,9.618823065,22.2203421,21.57329414
W01001094,2,1,2,3,1,8,5,5,4,291,190,288,452,130,1358,923,890,764,37.43143051,50.62994327,41.95886887,58.19679884,32.24374578,20.65021239,7.729271974,16.42286925,17.23863094
W01001095,1,1,1,1,1,5,6,5,3,105,60,124,102,127,851,1070,888,383,51.75094608,72.13589267,59.11072766,58.64922406,62.81168358,35.84551956,18.24156641,13.10409401,17.28901342
W01001096,5,4,4,4,5,4,7,3,5,785,700,762,588,897,626,1278,535,815,20.93924753,22.59842435,20.70866102,17.06315637,26.46368906,19.20785115,25.07820305,9.100749472,28.54703556
