lsoa_code,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_score,Income_score,Employment_score,Education_score,Health_score,Crime_score,Housing_score,Access_score,Environment_score
W01001816,4,2,3,5,4,4,8,2,4,582,329,565,891,749,754,1419,216,623,25.95555717,39.11931652,27.3447054,21.09224111,17.21348103,25.18459994,20.94395229,6.735854697,47.99288627
W01001817,5,5,6,2,6,7,8,1,8,831,842,1054,291,1041,1178,1472,84,1487,20.16281502,18.47935844,13.44295324,13.72200048,41.73878295,5.676776116,10.93876378,5.906240112,66.35665307
W01001818,7,4,7,6,6,5,9,2,8,1190,740,1265,1122,1144,852,1679,314,1367,14.13424402,21.36159436,9.331547422,11.59871558,12.03606054,7.579976416,18.21529619,2.925550583,40.11797908
W01001819,10,9,9,10,10,9,9,6,9,1823,1649,1540,1819,1776,1572,1648,1145,1658,3.589048212,3.334325165,4.883860476,1.651471399,1.108491945,3.210928156,4.418026576,3.3480769,11.5790325
W01001820,9,8,8,9,10,9,6,3,8,1623,1382,1430,1659,1785,1536,1134,424,1497,7.235316997,7.333284043,6.561192379,1.536758981,3.197258154,5.525062158,4.94275874,11.79647843,33.63806283
W01001821,9,9,10,7,10,8,8,2,10,1654,1538,1756,1246,1876,1348,1438,235,1726,6.632101163,4.913290755,1.908454971,0.407936279,9.673089008,2.299395615,7.896300505,6.4349932,46.24065074
W01001822,8,6,7,8,10,8,8,1,6,1344,994,1220,1468,1773,1446,1455,56,1129,11.92797857,14.76008648,10.14883568,1.689836365,5.9678191289999996,11.8960012,6.309482689,6.169097234,73.2578432
W01001823,9,10,10,10,10,5,10,1,7,1699,1888,1859,1872,1879,775,1888,64,1234,5.810992122,0.263131163,0.614650136,0.371649441,0.456407956,9.891442261,20.33137326,0.263131163,71.06613527
W01001824,5,7,6,6,9,1,9,1,4,856,1174,1033,957,1697,43,1670,6,752,19.7566963,11.01542947,13.89541994,2.683728229,15.61159555,21.00315314,77.33561591,3.047421938,95.80910361
W01001825,5,7,5,6,9,3,7,1,2,884,1150,890,1121,1570,570,1188,1,203,19.1882954,11.48086897,17.23863094,4.44686641,12.05613882,49.27364159,27.15028864,10.74821017,100
W01001826,9,10,10,9,9,5,9,2,8,1701,1741,1737,1683,1706,923,1573,292,1373,5.773814029,2.10309468,2.155277998,2.563763864,2.87159213,7.480981725,16.42286925,4.403620208,41.6658865
W01001827,10,9,10,10,10,9,8,3,10,1811,1680,1847,1815,1867,1628,1338,467,1800,3.758437365,2.912049097,0.761692513,0.517141559,1.158464362,1.346833926,3.624852494,8.064550894,31.53016557
W01001828,9,9,10,9,9,7,8,1,9,1656,1695,1720,1653,1715,1166,1449,117,1533,6.622406616,2.710472165,2.378387514,2.444421968,3.279400301,4.98703163,11.1695318,6.262592264,60.22500665
W01001829,4,5,8,5,4,1,7,1,3,634,770,1418,780,647,26,1150,52,550,24.57822361,20.47575245,6.751799058,24.3468953,20.18789474,27.93801486,84.0651139,11.48086897,74.43734222
W01001830,2,3,3,2,5,1,4,1,5,368,539,441,344,799,78,688,41,852,33.77927259,28.38304676,32.78147746,19.65069609,38.16221757,18.21529619,67.6710923,22.98282568,78.03246671
W01001831,5,5,7,7,6,1,7,1,3,812,899,1313,1148,1050,31,1268,112,469,20.51641997,17.0132657,8.490641664,13.5284539,11.52008412,31.4366726,81.87366161,9.278080426,61.05532396
W01001832,3,7,8,8,1,1,3,1,3,514,1195,1505,1354,89,36,481,59,406,27.867142050000002,10.6157558,5.404407434,65.31590514,7.7959379,34.58121232,79.87296817,30.88355781,72.41129127
W01001833,4,4,4,7,9,1,7,1,3,622,696,618,1177,1564,68,1274,11,488,24.81978823,22.72584562,25.36302922,4.533603524,10.95790626,30.56694547,70.04393004,9.17151787,92.26542343
W01001834,3,4,5,4,5,1,5,1,3,531,690,823,665,854,74,878,60,390,27.25833796,22.91831099,18.98958564,18.16284561,23.73805083,35.45332101,68.59106491,17.54259467,72.13589267
W01001835,1,1,1,1,3,6,4,1,1,89,144,25,149,563,1033,582,31,95,54.06867984,56.19574015,84.5296231,27.4229346,55.52126953,64.12615199,13.89541994,26.69028581,81.87366161
W01001836,6,7,8,7,10,1,8,2,3,1140,1305,1512,1271,1771,24,1456,273,538,14.82945269,8.628674898,5.299351273,1.715448607,9.224737433,28.42393448,85.00370726,6.153551612,43.09204228
W01001837,4,6,8,5,4,1,3,1,5,703,1066,1388,805,628,85,505,65,916,22.89850055,13.18834193,7.235343226,25.00754424,19.48362844,16.59350831,66.14470187,29.81570145,70.80629339
W01001838,6,7,9,6,8,1,8,2,5,1095,1276,1636,1010,1421,35,1428,225,770,15.54028173,9.136106453,3.513742261,6.703999096,14.40141045,20.47575245,80.25942595,6.592850666,47.14622138
W01001839,5,6,9,4,7,1,6,1,4,827,1064,1596,633,1220,51,1110,49,760,20.21906951,13.23058189,4.074740103,10.14883568,24.83184112,20.76725856,74.74191664,12.27816457,75.3634391
W01001840,7,6,6,6,6,10,8,2,4,1164,1015,995,1084,1002,1778,1368,252,744,14.5202672,14.29046167,14.73750461,14.5800493,12.811633,21.2414922,1.625930262,7.563447683,44.77856546
W01001841,9,8,8,9,8,10,10,3,8,1673,1391,1464,1669,1404,1833,1808,543,1475,6.237404816,7.186528772,6.029563456,6.976188531,3.061003148,5.860163804,0.934438594,1.246178208,28.22021893
W01001842,10,9,10,10,10,10,10,3,6,1758,1531,1819,1777,1809,1762,1768,394,1113,4.442076148,5.016594307,1.108491945,1.23362716,1.638697285,12.21739923,1.831057962,1.753920527,35.23217413
W01001843,9,10,10,10,9,10,8,1,4,1700,1820,1796,1830,1638,1733,1365,181,720,5.777652675,1.096015787,1.397327457,3.486048369,0.971625018,21.97169651,2.20757998,7.613069558,51.61808514
W01001844,9,7,8,8,8,10,10,2,8,1616,1286,1518,1522,1405,1748,1853,331,1437,7.345882109,8.959862582,5.209683494,6.960087909,5.150098598,6.450730281,2.012057799,0.688053817,38.98937866
W01001846,10,10,10,10,10,10,6,2,10,1745,1727,1793,1799,1845,1734,1053,275,1875,4.80066479,2.286256634,1.435270485,0.786291231,1.35944692,0.420044625,2.19449333,13.46429863,42.93768773
W01001847,10,10,10,10,10,10,9,2,10,1836,1884,1828,1893,1848,1858,1544,230,1799,3.351893815,0.311298309,0.99644941,0.749403012,0.203063738,1.35944692,0.626867826,4.825112652,46.68897951
W01001848,10,10,10,10,10,8,10,3,9,1810,1780,1730,1740,1737,1477,1819,446,1672,3.762267713,1.600417456,2.246884665,2.155277998,2.116129414,3.020283553,5.829497466,1.108491945,32.53549439
W01001849,10,10,9,10,10,9,7,3,10,1794,1802,1711,1797,1836,1635,1231,503,1779,3.990878312,1.321628669,2.497386376,0.897312197,1.384693678,1.613170322,3.527601721,9.946356019,29.90282008
W01001850,10,10,10,10,10,10,10,2,8,1860,1901,1878,1839,1862,1741,1896,298,1523,2.800338698,0.107280967,0.383738694,0.578035958,0.860245632,5.135226462,2.10309468,0.167098439,41.23329398
W01001851,9,10,9,9,10,7,9,2,7,1703,1726,1629,1560,1812,1194,1576,333,1259,5.751877301,2.299395615,3.610934325,1.196015058,4.591610525,9.438855743,10.63463122,4.360455168,38.86017076
W01001852,10,10,10,10,10,9,10,1,8,1800,1891,1854,1753,1897,1548,1743,169,1520,3.963058124,0.227071887,0.67580359,0.155122492,1.947251364,5.179871751,4.766514503,2.077047353,53.00532654
W01001853,10,10,10,9,10,9,10,3,10,1828,1830,1754,1583,1874,1599,1841,415,1746,3.511767685,0.971625018,1.93431196,0.432159348,4.260050667,2.038031588,4.032187327,0.835567734,34.104803510000004
W01001854,10,9,9,9,10,9,10,2,9,1741,1664,1686,1614,1814,1661,1724,239,1597,5.000179509,3.129029752,2.831206201,1.1709744499999999,3.820596415,4.060547095,3.169942501,2.325696116,45.88817545
W01001855,1,1,3,1,3,1,4,1,3,140,106,476,111,522,6,674,27,462,48.58065304,62.09296668,31.11240799,29.08822102,61.225046,31.7655743,95.80910361,23.43956772,83.60980053
W01001856,1,2,2,1,2,1,3,1,2,108,239,251,57,364,7,545,34,304,51.62403988,45.88817545,44.86204518,36.94505488,72.97218312,40.80868785,95.05534084,28.13923525,80.65248832
W01001857,1,1,1,1,2,2,4,1,1,66,99,99,99,198,240,576,15,166,57.41101438,63.36585466,63.36585466,49.78587499,63.36585466,53.36561654,45.800894220000004,26.91913723,89.7776098
W01001858,7,7,8,8,10,3,7,1,3,1316,1284,1382,1470,1806,391,1235,146,547,12.32502731,8.995003481,7.333284043,1.271300871,5.937009012,28.05853572,35.39783463,9.873166772,55.92357389
W01001859,7,7,7,7,10,2,9,1,6,1229,1281,1337,1281,1767,202,1621,57,1020,13.55908132,9.047815703,8.081443825,1.766758814,9.047815703,14.18004552,49.3751797,3.722516218,72.97218312
W01001860,7,7,8,9,10,1,9,1,4,1246,1293,1499,1568,1800,145,1678,36,658,13.42333447,8.837290537,5.494839087,1.346833926,4.475742452,23.97291234,56.05925444,2.939059999,79.87296817
W01001861,6,8,8,9,9,1,8,1,2,1121,1357,1526,1648,1623,108,1484,24,261,15.18989362,7.745920349,5.090667667,3.694569954,3.3480769,44.04057714,61.74185853,5.722486137,85.00370726
W01001862,2,3,5,3,4,1,3,1,2,327,521,765,414,598,9,430,39,359,35.4078288,29.13038293,20.62104368,26.09091928,34.15725312,37.24336032,93.61810566,33.33208269,78.75109204
W01001863,5,5,6,7,3,3,10,1,4,829,789,994,1194,535,523,1746,69,644,20.17330614,19.93186758,14.76008648,28.54703556,10.63463122,24.44995495,29.04613627,2.038031588,69.79532281
W01001864,8,8,8,7,8,5,9,3,5,1521,1416,1482,1225,1482,920,1627,464,870,9.06150675,6.783720978,5.753010031,5.753010031,10.05657844,17.74749208,16.49584531,3.63877909,31.67112147
W01001865,8,8,8,7,6,7,8,1,4,1373,1342,1497,1187,1146,1243,1487,166,587,11.45021409,7.997102971,5.525062158,11.55936625,10.76719464,26.50130049,9.727483289,5.676776116,53.36561654
W01001866,2,2,2,2,2,7,5,2,1,304,275,315,346,342,1152,875,335,115,36.85029443,42.93768773,40.05003548,38.28755291,38.03756153,60.55354539,11.44172057,17.61921745,38.73168466
W01001867,1,1,2,1,1,4,4,2,1,103,104,361,51,56,668,656,269,183,52.17211499,62.44951788,37.12357347,73.2578432,74.74191664,51.39480009,23.63812544,24.0404585,43.40389422
W01001868,3,2,3,3,2,7,8,2,3,455,306,522,561,289,1168,1468,343,438,30.26941685,40.66887672,29.08822102,41.88527265,27.50143078,32.93034005,11.13090931,5.9678191289999996,38.22479987
W01001869,3,3,4,1,4,2,7,1,3,416,530,753,161,687,196,1276,61,456,31.86789081,28.75367959,20.97353366,23.01515102,53.97893287,32.05128261,49.99400585,9.136106453,71.86375268
W01001870,3,3,5,3,4,1,8,1,2,535,536,944,564,709,111,1489,147,195,27.14968598,28.50592862,15.91841898,22.3142816,27.38378674,50.09878185,61.225046,5.646353159,55.78868904
W01001871,1,1,1,1,1,2,4,1,1,54,34,147,79,118,307,645,23,107,61.19654754,80.65248832,55.78868904,60.06248054,67.44673598,61.91674263,40.59928857,24.4155504,85.48776945
W01001872,2,2,3,3,4,1,7,1,3,335,293,536,472,714,37,1209,70,387,35.07680625,41.59322035,28.50592862,22.15792824,31.29714189,35.62058786,79.49289669,10.3531137,69.54937406
W01001873,1,1,2,1,3,1,5,1,2,162,132,264,146,443,104,845,124,293,46.58472599,57.90005176,43.79975096,32.68276832,55.92357389,41.59322035,62.44951788,18.39982095,59.11072766
W01001874,1,1,1,1,1,1,2,1,1,12,24,42,24,137,124,360,127,34,71.36688762,85.00370726,77.68140227,57.1745142,85.00370726,80.65248832,59.11072766,37.18338891,58.64922406
W01001875,3,3,4,4,2,7,5,1,1,498,464,751,631,379,1183,825,157,179,28.34915788,31.67112147,21.0328108,36.07267275,24.90196138,51.84355911,10.84328963,18.93534138,54.48164032
W01001876,1,1,1,1,1,1,4,1,3,74,70,105,124,174,159,581,88,528,56.39209787,69.54937406,62.27055137,52.41710826,59.11072766,28.83685987,54.22891317,26.72826993,65.52032129
W01001877,8,8,8,6,5,9,9,1,7,1342,1341,1451,1040,928,1642,1566,86,1258,11.937952020000001,8.013946418,6.231385007,16.30175467,13.74360654,9.456789239,3.430760423,4.504654793,65.93468603
W01001878,6,4,6,5,4,9,9,3,3,965,742,985,862,641,1598,1672,501,478,17.74491292,21.30146488,14.96432726,24.55347847,17.95423125,31.02059449,4.04636284,3.020283553,29.99026994
W01001879,1,1,2,1,2,8,7,2,1,180,163,272,95,205,1445,1190,308,52,45.0694147,53.73164034,43.16960975,49.07190035,64.12615199,74.43734222,6.325134098,10.71028816,40.52991033
W01001880,1,1,1,1,1,8,3,1,4,61,33,175,28,52,1390,566,163,618,59.4230239,81.05238497,52.30124852,74.43734222,83.16332597,25.36302922,7.202788748,27.30569035,53.73164034
W01001881,1,1,1,1,2,8,4,3,1,165,107,187,160,287,1342,607,397,177,46.3246145,61.91674263,50.95462962,42.03270134,54.1035834,52.07126536,7.997102971,25.76051518,35.067698300000004
W01001882,7,6,8,6,5,10,10,1,6,1232,1109,1342,1117,921,1766,1729,43,1004,13.53564237,12.29845542,7.997102971,16.47149422,12.13662769,14.53525934,1.779604271,2.260001168,77.33561591
W01001883,1,1,1,2,1,3,4,2,2,126,128,167,260,83,427,682,316,217,49.57704589,58.49742467,53.24489169,66.57057565,44.12141618,47.89725852,33.48456394,23.17746271,39.982292
W01001884,1,1,1,1,1,9,2,4,1,13,4,59,8,30,1682,361,577,132,71.18095507,97.39504697,72.41129127,82.29556553,94.32549874,57.90005176,2.88506988,37.12357347,26.88083684
W01001885,3,2,4,4,3,7,2,1,2,402,314,711,591,462,1235,325,50,264,32.69295363,40.11797908,22.25161265,31.7655743,26.35122239,43.79975096,9.873166772,39.38141544,75.05057853
W01001886,1,1,1,1,1,6,3,1,2,97,110,155,101,95,1128,501,172,254,52.67250473,61.39602977,54.73717535,64.12615199,62.99492767,44.61250953,11.91595753,29.99026994,52.65059348
W01001887,10,10,10,10,10,8,10,3,7,1864,1896,1889,1878,1906,1462,1887,519,1181,2.612801955,0.167098439,0.251105122,0.047618663,0.383738694,10.88143175,6.06049789,0.275163496,29.21493931
W01001888,8,7,7,8,9,9,6,3,6,1483,1149,1323,1491,1584,1617,1068,444,1145,9.586883025,11.50046819,8.319256963,4.24574288,5.615970391,11.5790325,3.778510821,13.14617939,32.63357215
W01001889,7,7,5,7,9,7,8,2,5,1323,1172,917,1323,1683,1227,1491,223,855,12.26335161,11.05385837,16.56905365,2.87159213,8.319256963,18.1366651,10.01977891,5.615970391,47.33169406
W01001890,9,10,9,8,9,8,8,2,8,1681,1785,1656,1512,1561,1389,1356,300,1455,6.130798786,1.536758981,3.238292557,4.577095054,5.299351273,6.169097234,7.219060227,7.762580783,41.09088586
W01001891,7,6,6,7,8,7,8,2,6,1322,1027,1023,1238,1510,1233,1509,358,960,12.28011183,14.02634806,14.11404937,5.329318386,9.818427272,15.54136765,9.909732283,5.344316597,37.30348851
W01001892,10,10,10,10,10,8,8,2,9,1771,1890,1840,1791,1846,1363,1343,274,1622,4.236011653,0.239085365,0.847903374,0.773988583,1.460600657,3.708538842,7.646210385,7.980271851,43.01473552
W01001893,7,6,7,7,7,6,7,3,5,1265,987,1159,1234,1154,1041,1299,447,836,13.23947571,14.91878343,11.30522354,11.40263869,9.891442261,18.63926336,13.72200048,8.732746194,32.4866119
W01001894,10,10,9,9,9,8,9,2,9,1732,1770,1680,1603,1688,1418,1559,277,1623,5.266996148,1.728265431,2.912049097,2.804321592,3.975572482,3.694569954,6.751799058,4.606135163,42.78436216
W01001895,2,3,1,2,7,7,4,4,3,345,453,77,367,1260,1329,574,666,539,34.73378054,32.19547879,67.89765871,9.420936219,36.76791123,28.38304676,8.217035808,26.99592987,23.7046941
W01001896,10,10,10,10,10,6,10,3,6,1793,1866,1809,1750,1883,990,1879,537,974,3.991808855,0.529307547,1.23362716,0.323355873,1.986113308,15.21644328,14.85063633,0.371649441,28.46489501
W01001897,8,9,9,9,9,8,1,5,8,1404,1617,1621,1651,1699,1439,74,885,1483,10.98181711,3.778510821,3.722516218,2.657015355,3.306846338,5.73774302,6.419266879,68.59106491,17.36479466
W01001898,3,4,3,4,3,9,1,9,5,502,599,541,735,530,1543,45,1693,908,28.19168561,26.05397245,28.30148875,28.75367959,21.51260939,16.79008728,4.839785546,76.6592588,2.737247234
W01001899,4,5,4,3,4,4,3,4,7,667,846,725,436,686,672,409,688,1218,23.76914854,18.37336946,21.81764705,23.04752185,33.03011976,10.18584244,23.50556335,34.42131042,22.98282568
W01001900,3,3,2,2,4,3,6,8,6,485,440,366,377,731,442,960,1365,991,28.74899314,32.83099135,36.82680765,21.63413942,36.18709621,14.82796542,32.73206993,15.54136765,7.613069558
W01001901,9,8,8,9,6,9,4,8,9,1579,1515,1508,1590,1083,1621,695,1382,1561,7.887460279,5.254473686,5.359324594,12.83240019,4.160082568,4.577095054,3.722516218,22.75781155,7.333284043
W01001902,3,3,3,3,3,8,2,10,5,515,556,436,474,437,1520,338,1812,867,27.82594768,27.69885136,33.03011976,32.9801758,31.20458947,17.82480166,5.179871751,38.54029138,1.196015058
W01001903,8,8,8,9,9,4,2,8,8,1479,1518,1384,1680,1719,578,377,1440,1413,9.68334234,5.209683494,7.300590742,2.391579246,2.912049097,6.831687083,26.84260013,36.18709621,6.403551304
W01001904,8,10,10,10,10,3,1,7,8,1474,1783,1733,1868,1752,459,147,1267,1469,9.754369629,1.562201232,2.20757998,1.960198051,0.504982001,5.952408911,31.90798482,55.78868904,9.295888951
W01001905,8,10,10,10,10,5,1,8,9,1434,1729,1787,1828,1749,845,56,1414,1536,10.46072909,2.260001168,1.511344843,1.999081895,0.99644941,4.94275874,18.39982095,73.2578432,6.815687264
W01001906,6,8,8,10,9,2,1,7,10,1038,1356,1455,1738,1532,218,24,1313,1831,16.4055613,7.762580783,6.169097234,5.001808219,2.142221065,0.959222862,47.80202672,85.00370726,8.490641664
W01001907,6,8,10,10,7,2,1,7,10,1064,1503,1777,1865,1178,242,12,1298,1868,15.98720232,5.434511829,1.638697285,10.93876378,0.541479975,0.504982001,45.62731917,91.61779085,8.750137285
W01001908,6,5,6,5,5,8,4,4,6,998,847,963,834,920,1458,722,611,1069,17.10995172,18.34694836,15.47135354,16.49584531,18.69281301,13.12512707,6.122491855,21.90995285,25.61517878
W01001909,4,4,3,4,5,7,3,6,6,653,612,519,577,782,1333,443,1050,1016,24.13365102,25.57898773,29.21493931,20.13075301,26.88083684,14.26833599,8.149139897,32.68276832,13.5284539
W01001910,2,2,2,2,5,1,9,4,1,350,371,375,268,775,101,1555,592,126,34.52454356,36.53382223,36.30209176,20.33137326,43.48252239,58.80203198,62.99492767,4.664325612,26.31385538
W01001911,3,2,3,3,2,2,8,4,6,452,361,465,478,367,304,1424,651,1030,30.3558591,37.12357347,31.62404012,36.76791123,31.02059449,13.96079083,40.80868785,6.656298268,24.21019688
W01001912,6,9,8,6,9,10,1,1,4,1131,1543,1492,1014,1552,1761,150,98,762,14.98400772,4.839785546,5.600794044,4.708065268,14.31260865,20.70866102,1.84393939,55.38871678,63.55358581
W01001913,9,9,10,10,8,9,8,1,4,1621,1635,1776,1887,1369,1651,1379,141,636,7.273820554,3.527601721,1.651471399,7.54693082,0.275163496,24.72705993,3.306846338,7.382411294,56.61012518
W01001914,10,9,9,7,8,10,8,4,9,1723,1653,1660,1306,1506,1909,1488,606,1662,5.482730495,3.279400301,3.183596272,5.38937,8.611375373,3.15629683,0.011895426,5.661559607,25.79699322
W01001915,10,10,10,10,10,10,10,5,8,1872,1862,1722,1833,1775,1849,1909,825,1480,2.306508687,0.578035958,2.352026726,1.664252612,0.934438594,5.783574489,0.737120075,0.011895426,18.93534138
W01001916,10,10,10,10,9,10,10,8,10,1907,1881,1880,1883,1713,1908,1907,1471,1863,0.87958971,0.347489982,0.359566539,2.470888926,0.323355873,0.565844174,0.023797008,0.035704751,5.921619417
W01001917,5,6,5,4,4,5,7,3,7,920,1043,777,630,722,814,1232,528,1188,18.59608469,13.67884916,20.2738744,21.90995285,24.93710184,10.74821017,19.23528055,9.928036862,28.83685987
W01001918,10,10,9,10,10,10,10,8,10,1894,1734,1718,1861,1827,1896,1788,1392,1905,1.764669649,2.19449333,2.404778549,1.008871662,0.590234209,0.059538749,0.167098439,1.498648297,7.170280284
W01001919,10,10,10,10,9,10,10,8,10,1902,1856,1836,1836,1705,1853,1789,1421,1836,1.412910446,0.651322693,0.897312197,2.57706238,0.897312197,0.897312197,0.688053817,1.485958756,6.703999096
W01001920,10,9,9,10,10,10,9,10,10,1874,1665,1697,1724,1790,1907,1660,1810,1782,2.291582883,3.115408326,2.683728229,1.473276211,2.325696116,1.574932919,0.035704751,3.183596272,1.221082957
W01001921,9,6,7,7,9,10,10,7,10,1585,1063,1227,1256,1556,1825,1856,1308,1783,7.839048541,13.251731,10.01977891,4.649764191,9.492698234,1.562201232,1.03373631,0.651322693,8.576815309
W01001922,5,10,10,9,2,1,3,1,5,897,1872,1908,1630,232,99,464,77,924,18.97393717,0.456407956,0.023797008,46.50859797,3.597024574,16.39859526,63.36585466,31.67112147,67.89765871
W01001923,3,4,5,5,2,7,2,2,4,553,758,782,923,285,1261,197,222,620,26.66227561,20.82600578,20.13075301,42.18108115,16.42286925,25.29149131,9.403030645,49.889705,47.4249943
W01001924,1,1,1,2,1,3,3,2,1,68,115,92,264,20,425,402,374,97,57.14509693,60.55354539,64.71333642,87.0042587,43.79975096,63.74286188,33.58678262,34.79615897,36.35980586
W01001925,5,5,5,7,5,8,4,1,5,908,921,793,1173,846,1491,689,103,928,18.84612742,16.47149422,19.81898618,18.37336946,11.03463589,16.30175467,5.615970391,22.95054572,62.62988789
W01001926,8,9,9,8,6,8,2,9,8,1500,1572,1602,1501,1005,1484,381,1571,1415,9.259269302,4.418026576,3.989713134,14.51289703,5.464655679,6.799698567,5.722486137,35.95881573,4.432441973
W01001927,5,4,5,5,5,10,4,4,6,903,654,879,863,777,1723,720,622,1112,18.91893481,24.1082036,17.51711036,20.2738744,17.928287,12.23763651,2.338857653,21.97169651,25.22017523
W01001928,1,1,1,1,3,6,4,3,1,70,77,5,150,524,1016,622,478,82,56.96697634,67.89765871,96.58840834,29.00412837,55.38871678,66.78650661,14.26833599,25.22017523,31.02059449
W01001929,3,4,4,5,2,1,4,3,1,488,724,761,849,323,140,677,536,84,28.69473903,21.84837451,20.73794113,39.51359352,18.29419703,66.35665307,56.74992938,23.34092798,28.50592862
W01001930,6,7,8,8,5,3,1,7,8,1074,1294,1396,1474,860,402,149,1177,1417,15.7798886,8.819833447,7.105400874,18.00620772,5.87551232,6.76775448,34.79615897,55.52126953,10.95790626
W01001931,1,2,2,2,1,1,5,5,1,163,343,285,294,61,45,830,875,16,46.56525146,38.22479987,42.18108115,71.86375268,41.52078307,89.19554059,76.6592588,18.80028779,17.61921745
W01001932,5,8,9,10,9,1,1,9,10,952,1421,1690,1796,1537,40,11,1569,1869,17.94692165,6.703999096,2.777468371,4.928020028,1.397327457,0.492828869,78.38897285,92.26542343,4.4612999
