Data Zone,Local Authority Code,Local Authority Name,Intermediate Geography name,Nearest settlement*,Total Population (SAPE 2010),"Best-fit Working Age Population** (men 16-64, women 16-60 SAPE 2010)",Overall SIMD 2012 Score,Overall SIMD 2012 Rank,Income domain 2012 rate (%),Number of Income Deprived People 2012,Income domain 2012 rank,Employment domain 2012 rate (%),Number of Employment Deprived People 2012 ,Employment domain 2012 rank,Health domain 2012 score,Health domain 2012 rank,"Education, Skills and Training domain 2012 score","Education, Skills and Training domain 2012 rank","Housing domain score 2004, 2006, 2009 & 2012","Housing domain rank 2004, 2006, 2009 & 2012",Geographic Access domain 2012 score,Geographic Access domain 2012 rank,SIMD Crime 2012 score,SIMD Crime 2012 rank,Decile,Quintile,Vigintile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005144,340,Perth & Kinross,Perth & Kinross - Pitlochry,Pitlochry,"1,190",666,6.71,"5,508",5,55,"5,281",5,35,"5,449",-0.39,"4,284",-0.81,"5,306",11.07,"4,595",13.38,"3,700",352,"2,726",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005145,340,Perth & Kinross,"Perth & Kinross - Blair Atholl, Strathardle and Glenshee",Pitlochry,756,403,9.92,"4,758",5,40,"5,126",3,15,"6,005",-0.99,"5,675",-0.38,"4,218",12.11,"4,310",62.91,351,126,"5,092",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005146,340,Perth & Kinross,Perth & Kinross - Rannoch and Aberfeldy,Aberfeldy,906,597,13.52,"3,937",6,55,"4,876",7,40,"4,697",-0.93,"5,562",-0.32,"4,044",14.83,"3,527",80.20,117,68,"5,867",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005147,340,Perth & Kinross,"Perth & Kinross - Blair Atholl, Strathardle and Glenshee",Pitlochry,"1,025",630,13.03,"4,041",5,50,"5,182",4,25,"5,611",-0.97,"5,636",-0.07,"3,365",17.45,"2,842",81.78,97,132,"5,016",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005148,350,Renfrewshire,Renfrewshire - Lochwinnoch,Lochwinnoch,876,524,9.56,"4,835",7,55,"4,639",7,35,"4,360",-0.34,"4,159",-0.63,"4,877",15.26,"3,412",20.50,"2,613",167,"4,556",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005149,350,Renfrewshire,Renfrewshire - Lochwinnoch,Lochwinnoch,604,367,15.09,"3,595",11,65,"3,366",11,40,"3,334",0.10,"2,933",-1.22,"5,957",17.17,"2,914",31.01,"1,540",239,"3,706",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005150,350,Renfrewshire,Renfrewshire - Lochwinnoch,Lochwinnoch,673,424,15.83,"3,441",10,65,"3,628",11,45,"3,151",-0.32,"4,092",-0.05,"3,305",19.81,"2,336",31.80,"1,488",202,"4,117",6,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005151,350,Renfrewshire,Renfrewshire - Lochwinnoch,Lochwinnoch,689,441,18.35,"3,011",13,90,"2,911",13,55,"2,664",-0.44,"4,433",-0.10,"3,449",17.13,"2,922",37.26,"1,152",226,"3,843",5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005152,350,Renfrewshire,Renfrewshire - Renfrewshire Rural South & Howwood,Glasgow,"1,438",863,13.05,"4,035",7,95,"4,630",5,45,"5,143",0.27,"2,474",-0.62,"4,845",10.16,"4,832",46.87,725,341,"2,823",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005153,350,Renfrewshire,Renfrewshire - Renfrewshire Rural South & Howwood,Glasgow,851,561,7.65,"5,258",6,55,"4,652",7,35,"4,617",-0.64,"4,946",-0.72,"5,104",5.35,"5,832",17.82,"2,977",,"6,107",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005154,350,Renfrewshire,Renfrewshire - Renfrewshire Rural South & Howwood,Lochwinnoch,614,378,10.31,"4,665",5,30,"5,109",6,25,"4,863",-0.92,"5,544",-1.51,"6,254",9.72,"4,959",61.53,379,253,"3,561",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005155,350,Renfrewshire,Renfrewshire - Renfrewshire Rural South & Howwood,Glasgow,767,489,10.37,"4,653",8,60,"4,176",10,50,"3,511",-0.49,"4,559",-0.48,"4,494",12.87,"4,097",6.37,"5,103",246,"3,640",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005156,350,Renfrewshire,Renfrewshire - Paisley Glenburn West,Glasgow,668,381,29.75,"1,628",20,135,"1,525",19,70,"1,662",0.53,"1,796",0.46,"2,094",26.29,"1,443",31.53,"1,509",327,"2,929",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005157,350,Renfrewshire,Renfrewshire - Paisley Glenburn West,Glasgow,877,506,33.72,"1,308",18,160,"1,840",21,110,"1,268",0.90,988,0.78,"1,341",26.83,"1,383",38.30,"1,092",213,"3,976",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005158,350,Renfrewshire,Renfrewshire - Paisley Foxbar,Glasgow,734,483,17.25,"3,188",9,70,"3,800",11,55,"3,298",0.13,"2,850",-0.12,"3,500",8.59,"5,220",49.53,647,144,"4,844",5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005159,350,Renfrewshire,Renfrewshire - Johnstone South West,Glasgow,841,487,29.06,"1,679",20,165,"1,616",17,85,"1,835",0.51,"1,842",0.50,"1,996",20.74,"2,147",34.22,"1,334",371,"2,587",3,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005160,350,Renfrewshire,Renfrewshire - Paisley Glenburn East,Glasgow,960,497,38.45,997,24,230,"1,061",23,115,959,1.25,485,0.51,"1,973",42.91,520,16.92,"3,105",382,"2,503",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005161,350,Renfrewshire,Renfrewshire - Paisley Glenburn West,Glasgow,"1,058",704,23.81,"2,221",14,145,"2,763",16,115,"2,025",0.75,"1,289",-0.09,"3,414",13.73,"3,857",30.02,"1,603",334,"2,869",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005162,350,Renfrewshire,Renfrewshire - Paisley Foxbar,Glasgow,908,555,35.68,"1,179",21,190,"1,431",23,130,975,0.65,"1,525",0.58,"1,814",23.43,"1,747",45.08,789,396,"2,406",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005163,350,Renfrewshire,Renfrewshire - Paisley Glenburn West,Glasgow,606,368,32.05,"1,433",22,130,"1,331",18,65,"1,718",0.81,"1,173",0.67,"1,566",28.06,"1,259",22.58,"2,353",426,"2,218",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005164,350,Renfrewshire,Renfrewshire - Johnstone South West,Glasgow,909,552,22.05,"2,427",14,125,"2,788",14,75,"2,531",0.58,"1,683",0.28,"2,517",16.67,"3,053",27.52,"1,828",234,"3,774",4,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005165,350,Renfrewshire,Renfrewshire - Paisley Foxbar,Glasgow,715,423,25.47,"2,034",16,115,"2,207",16,65,"2,029",0.51,"1,846",-0.16,"3,590",23.27,"1,765",42.39,895,350,"2,742",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005166,350,Renfrewshire,Renfrewshire - Johnstone South West,Glasgow,906,511,37.23,"1,096",23,210,"1,163",24,125,818,0.77,"1,246",0.89,"1,115",28.13,"1,253",10.87,"4,153",496,"1,834",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005167,350,Renfrewshire,Renfrewshire - Paisley Glenburn East,Glasgow,626,390,43.08,768,26,160,899,25,100,721,1.35,370,0.61,"1,716",51.95,304,5.13,"5,341",977,496,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005168,350,Renfrewshire,Renfrewshire - Paisley South West,Glasgow,783,534,14.33,"3,764",7,55,"4,560",10,55,"3,438",0.27,"2,475",-0.52,"4,602",8.88,"5,153",38.33,"1,089",109,"5,336",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005169,350,Renfrewshire,Renfrewshire - Paisley Foxbar,Glasgow,537,338,14.13,"3,816",7,35,"4,638",9,30,"3,852",0.03,"3,144",-0.32,"4,058",17.45,"2,843",47.73,701,,"6,005",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005170,350,Renfrewshire,Renfrewshire - Paisley Glenburn East,Glasgow,815,490,8.19,"5,142",6,45,"4,947",6,30,"4,938",-0.64,"4,943",-0.42,"4,349",4.78,"5,949",19.14,"2,788",293,"3,214",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005171,350,Renfrewshire,Renfrewshire - Paisley Glenburn West,Glasgow,904,459,37.74,"1,049",23,210,"1,155",23,105,"1,019",0.99,840,0.91,"1,070",35.70,760,16.27,"3,202",406,"2,344",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005172,350,Renfrewshire,Renfrewshire - Paisley Dykebar,Glasgow,"1,878","1,373",7.78,"5,233",3,60,"5,880",4,60,"5,644",-0.29,"4,031",-0.68,"5,023",6.67,"5,587",37.29,"1,151",154,"4,726",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005173,350,Renfrewshire,Renfrewshire - Johnstone South West,Glasgow,697,449,13.12,"4,023",8,60,"4,039",12,55,"2,963",-0.07,"3,426",-0.34,"4,110",12.20,"4,283",9.46,"4,429",252,"3,581",7,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005174,350,Renfrewshire,Renfrewshire - Paisley Foxbar,Glasgow,707,400,43.08,769,26,185,832,29,115,466,0.91,972,0.47,"2,085",26.48,"1,415",38.21,"1,098",250,"3,589",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005175,350,Renfrewshire,Renfrewshire - Paisley South East,Glasgow,765,463,6.14,"5,642",4,30,"5,469",5,20,"5,574",-0.68,"5,046",-1.24,"5,987",13.77,"3,844",27.72,"1,800",81,"5,679",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005176,350,Renfrewshire,Renfrewshire - Paisley Foxbar,Glasgow,634,411,55.45,340,30,190,526,36,145,126,1.17,568,0.87,"1,143",34.06,849,30.01,"1,604",476,"1,934",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005177,350,Renfrewshire,Renfrewshire - Johnstone South East,Glasgow,861,579,55.96,328,32,275,363,34,195,212,0.98,856,1.23,535,32.93,909,15.76,"3,289",870,658,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005178,350,Renfrewshire,Renfrewshire - Johnstone South West,Glasgow,887,555,33.26,"1,338",20,180,"1,534",21,115,"1,244",0.70,"1,405",0.96,970,28.56,"1,215",22.07,"2,422",186,"4,318",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005179,350,Renfrewshire,Renfrewshire - Paisley Glenburn East,Glasgow,881,603,15.82,"3,443",9,75,"3,969",10,60,"3,444",0.67,"1,489",-0.21,"3,736",14.50,"3,605",15.61,"3,321",247,"3,628",6,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005180,350,Renfrewshire,Renfrewshire - Paisley South West,Glasgow,847,553,8.31,"5,124",5,45,"5,151",6,35,"4,839",-0.76,"5,231",-1.03,"5,717",6.48,"5,630",35.67,"1,244",187,"4,304",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005181,350,Renfrewshire,Renfrewshire - Paisley South,Glasgow,"1,044",695,5.41,"5,835",3,30,"5,958",4,30,"5,782",-0.23,"3,805",-1.06,"5,763",3.31,"6,207",21.51,"2,484",,"6,229",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005182,350,Renfrewshire,Renfrewshire - Paisley Foxbar,Glasgow,700,444,60.00,240,33,230,320,37,165,107,1.12,638,0.77,"1,369",32.54,932,38.55,"1,079",974,498,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005183,350,Renfrewshire,Renfrewshire - Johnstone South East,Glasgow,825,515,33.55,"1,315",22,180,"1,346",22,110,"1,146",0.62,"1,581",0.76,"1,386",27.51,"1,315",16.39,"3,186",517,"1,735",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005184,350,Renfrewshire,Renfrewshire - Johnstone South West,Glasgow,830,476,72.10,75,42,350,55,34,160,202,1.84,101,1.81,87,25.84,"1,493",6.63,"5,046",915,584,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005185,350,Renfrewshire,Renfrewshire - Paisley Dykebar,Glasgow,487,264,25.75,"2,002",16,75,"2,345",17,45,"1,904",0.48,"1,923",0.53,"1,937",29.08,"1,185",30.59,"1,567",150,"4,778",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005186,350,Renfrewshire,Renfrewshire - Paisley South East,Glasgow,685,372,20.55,"2,663",16,105,"2,342",15,55,"2,333",0.64,"1,560",-0.28,"3,944",19.28,"2,434",9.67,"4,387",152,"4,750",5,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005187,350,Renfrewshire,Renfrewshire - Paisley South East,Glasgow,970,543,18.45,"2,993",12,120,"3,001",13,75,"2,648",0.22,"2,604",-0.06,"3,339",20.58,"2,181",21.13,"2,536",194,"4,208",5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005188,350,Renfrewshire,Renfrewshire - Paisley South West,Glasgow,947,627,5.49,"5,808",3,25,"6,028",5,30,"5,464",-1.07,"5,796",-1.71,"6,363",2.03,"6,384",36.72,"1,181",,"6,300",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005189,350,Renfrewshire,Renfrewshire - Johnstone South East,Glasgow,859,508,32.45,"1,398",22,195,"1,246",20,105,"1,428",0.96,900,0.64,"1,644",21.31,"2,054",10.53,"4,229",304,"3,112",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005190,350,Renfrewshire,Renfrewshire - Elderslie and Phoenix,Glasgow,917,568,8.02,"5,180",3,30,"5,921",5,30,"5,204",-0.38,"4,260",-0.87,"5,423",6.98,"5,526",41.94,921,68,"5,874",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005191,350,Renfrewshire,Renfrewshire - Johnstone North West,Glasgow,827,498,53.63,394,33,275,309,27,130,605,1.04,756,1.64,169,25.24,"1,560",14.88,"3,426",648,"1,210",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005192,350,Renfrewshire,Renfrewshire - Paisley South,Glasgow,"1,045",656,7.88,"5,215",5,55,"5,046",7,50,"4,355",-0.50,"4,586",-0.96,"5,608",9.90,"4,907",14.45,"3,512",280,"3,321",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005193,350,Renfrewshire,Renfrewshire - Paisley South West,Glasgow,812,465,5.44,"5,824",3,25,"5,846",5,25,"5,483",-1.03,"5,739",-1.34,"6,087",6.56,"5,612",29.25,"1,660",114,"5,261",9,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005194,350,Renfrewshire,Renfrewshire - Paisley Dykebar,Glasgow,561,318,17.53,"3,151",11,60,"3,424",13,40,"2,845",0.01,"3,197",0.02,"3,127",20.91,"2,120",26.52,"1,923",266,"3,439",5,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005195,350,Renfrewshire,Renfrewshire - Paisley Dykebar,Hawkhead,916,566,8.38,"5,101",3,30,"5,919",6,40,"4,756",-0.32,"4,101",-0.96,"5,606",7.75,"5,376",39.06,"1,046",68,"5,870",8,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005196,350,Renfrewshire,Renfrewshire - Paisley West,Glasgow,759,483,45.65,663,32,245,367,23,110,"1,006",0.94,926,0.75,"1,418",26.62,"1,404",31.26,"1,521",825,745,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005197,350,Renfrewshire,Renfrewshire - Paisley South East,Glasgow,737,459,32.71,"1,380",20,150,"1,538",24,110,939,0.74,"1,302",0.45,"2,113",35.16,781,3.89,"5,616",655,"1,185",3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005198,350,Renfrewshire,Renfrewshire - Kilbarchan,Glasgow,820,517,7.85,"5,219",5,45,"5,042",7,40,"4,459",-0.68,"5,048",-0.71,"5,089",7.61,"5,405",19.69,"2,708",163,"4,614",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005199,350,Renfrewshire,Renfrewshire - Paisley East,Glasgow,752,482,30.84,"1,524",19,140,"1,771",19,90,"1,651",0.62,"1,600",0.61,"1,727",30.89,"1,046",26.62,"1,914",773,848,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005200,350,Renfrewshire,Renfrewshire - Paisley South West,Glasgow,547,358,7.50,"5,307",4,20,"5,529",6,25,"4,840",-0.55,"4,706",-0.62,"4,858",17.56,"2,809",20.41,"2,622",171,"4,503",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005201,350,Renfrewshire,Renfrewshire - Paisley West,Glasgow,816,486,38.17,"1,018",24,195,"1,095",21,100,"1,260",1.34,384,0.59,"1,773",27.61,"1,311",22.06,"2,423",542,"1,639",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005202,350,Renfrewshire,Renfrewshire - Elderslie and Phoenix,Glasgow,809,493,35.76,"1,174",22,175,"1,319",23,110,"1,036",0.91,977,0.60,"1,761",26.74,"1,391",26.39,"1,934",444,"2,104",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005203,350,Renfrewshire,Renfrewshire - Johnstone South East,Glasgow,859,523,14.03,"3,831",9,80,"3,754",10,50,"3,656",0.20,"2,676",-0.21,"3,729",14.29,"3,670",10.01,"4,318",438,"2,145",6,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005204,350,Renfrewshire,Renfrewshire - Paisley South West,Glasgow,519,343,7.24,"5,372",3,15,"5,953",6,25,"4,848",-0.94,"5,570",-0.84,"5,365",15.25,"3,418",30.25,"1,588",218,"3,923",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005205,350,Renfrewshire,Renfrewshire - Paisley South,Glasgow,917,617,7.86,"5,218",7,65,"4,493",5,25,"5,496",-0.06,"3,395",-0.74,"5,144",11.97,"4,334",8.76,"4,571",270,"3,404",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005206,350,Renfrewshire,Renfrewshire - Elderslie and Phoenix,Glasgow,913,594,7.59,"5,280",6,55,"4,888",7,40,"4,559",-0.44,"4,446",-1.07,"5,774",7.40,"5,449",14.55,"3,497",226,"3,848",9,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005207,350,Renfrewshire,Renfrewshire - Johnstone North West,Glasgow,868,482,51.78,437,29,250,604,32,155,285,1.46,290,1.06,792,24.95,"1,591",10.96,"4,137",485,"1,885",1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005208,350,Renfrewshire,Renfrewshire - Paisley South East,Glasgow,464,286,57.84,278,35,160,236,34,95,215,1.49,273,0.71,"1,493",30.84,"1,051",8.61,"4,594",1039,428,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005209,350,Renfrewshire,Renfrewshire - Johnstone South East,Glasgow,831,514,23.87,"2,216",17,140,"2,088",17,85,"1,893",0.50,"1,886",0.26,"2,561",26.72,"1,394",7.70,"4,796",304,"3,119",4,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005210,350,Renfrewshire,Renfrewshire - Paisley South East,Glasgow,910,407,36.52,"1,135",25,230,947,25,105,758,0.97,879,0.43,"2,156",25.08,"1,577",1.98,"6,071",321,"2,979",2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005211,350,Renfrewshire,Renfrewshire - Johnstone North West,Glasgow,684,405,42.56,788,29,195,623,25,105,715,1.07,702,0.81,"1,271",21.58,"2,007",2.52,"5,944",671,"1,125",2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005212,350,Renfrewshire,Renfrewshire - Paisley South West,Glasgow,543,356,10.37,"4,654",5,30,"5,058",9,30,"3,911",-0.33,"4,144",-0.55,"4,667",7.91,"5,346",21.62,"2,476",365,"2,625",8,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005213,350,Renfrewshire,Renfrewshire - Kilbarchan,Glasgow,875,529,12.05,"4,247",8,70,"4,093",9,50,"3,729",0.04,"3,105",-0.42,"4,343",13.68,"3,870",14.49,"3,505",191,"4,255",7,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S01005214,350,Renfrewshire,Renfrewshire - Paisley South East,Glasgow,723,505,56.16,324,29,210,565,34,175,200,1.90,80,0.70,"1,521",34.34,838,3.96,"5,600",1240,276,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
