lsoa01_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_and_Access_rank,Crime_rank,Environment_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_and_Access_decile,Crime_decile,Environment_decile
E01010672,19995,27073,23498,14239,23789,8382,9132,13584,7,9,8,5,8,3,3,5
E01010673,3490,2199,6748,6034,4315,12764,12239,450,2,1,3,2,2,4,4,1
E01010674,4337,2766,6881,2244,3037,24349,11704,6372,2,1,3,1,1,8,4,2
E01010675,11389,7454,10626,4476,23233,25084,13369,16424,4,3,4,2,8,8,5,6
E01010676,1531,1310,5601,1521,853,13914,21460,175,1,1,2,1,1,5,7,1
E01010677,4115,1955,8953,5764,2807,24104,6476,2673,2,1,3,2,1,8,2,1
E01010678,15892,16388,13469,10413,21387,5396,20714,27505,5,6,5,4,7,2,7,9
E01010679,420,764,1024,248,4642,17778,4019,30,1,1,1,1,2,6,2,1
E01010680,742,3238,646,770,812,21529,4272,1267,1,1,1,1,1,7,2,1
E01010681,30775,31813,29520,22854,26319,21003,21343,30051,10,10,10,8,9,7,7,10
E01010682,4238,6293,6396,3103,1281,23414,12337,1702,2,2,2,1,1,8,4,1
E01010683,28100,27457,27253,18390,24743,22464,23987,19806,9,9,9,6,8,7,8,7
E01010684,18287,23009,19063,8839,15378,21006,21204,10019,6,8,6,3,5,7,7,4
E01010685,18587,25481,22879,13986,21673,11512,8397,8353,6,8,8,5,7,4,3,3
E01010686,22173,25813,21307,15430,19270,11105,20296,19781,7,8,7,5,6,4,7,7
E01010687,29875,30993,28919,21535,27605,20152,19483,25635,10,10,9,7,9,7,6,8
E01010688,11895,17117,15546,9167,11237,25101,5905,2924,4,6,5,3,4,8,2,1
E01010689,19874,21015,24536,16789,20127,29058,11266,4986,7,7,8,6,7,9,4,2
E01010690,13391,15354,15110,9239,15635,22386,7112,7105,5,5,5,3,5,7,3,3
E01010691,32338,32140,31244,25950,32344,27834,26170,30512,10,10,10,8,10,9,9,10
E01010692,28461,29455,25581,19067,31922,18849,22279,19088,9,10,8,6,10,6,7,6
E01010693,31904,31830,30488,19940,32368,21251,32473,31772,10,10,10,7,10,7,10,10
E01010694,30812,28241,30989,22843,32127,13841,27756,31644,10,9,10,8,10,5,9,10
E01010695,24705,23035,25328,12664,31798,27119,19294,12148,8,8,8,4,10,9,6,4
E01010696,31350,27949,31487,18942,31597,29283,28312,26212,10,9,10,6,10,10,9,9
E01010697,31868,29742,30095,20128,32396,27433,31636,29511,10,10,10,7,10,9,10,10
E01010698,26246,27029,27282,16876,27992,25136,19653,10260,9,9,9,6,9,8,7,4
E01010699,17878,14410,18995,12230,15682,17539,29204,13425,6,5,6,4,5,6,9,5
E01010700,1748,1881,7692,3001,293,13131,7954,397,1,1,3,1,1,5,3,1
E01010701,1331,1094,5715,1947,268,16237,23537,157,1,1,2,1,1,5,8,1
E01010702,2033,1573,7979,2446,728,13798,15577,376,1,1,3,1,1,5,5,1
E01010703,7084,7373,12232,4661,4164,17057,9071,4002,3,3,4,2,2,6,3,2
E01010704,8945,11631,13858,7415,7624,16354,5940,2640,3,4,5,3,3,6,2,1
E01010705,16732,19362,15328,13529,14147,12728,12695,18832,6,6,5,5,5,4,4,6
E01010706,25015,24646,29224,14510,25985,6494,31864,22198,8,8,9,5,8,2,10,7
E01010707,22650,24090,20019,16143,26265,13111,17712,19109,7,8,7,5,9,5,6,6
E01010708,13117,11238,17476,10130,9616,22306,16676,6750,5,4,6,4,3,7,6,3
E01010709,23257,27482,27028,16688,18695,9241,26520,12390,8,9,9,6,6,3,9,4
E01010710,136,427,781,146,1798,20949,1549,72,1,1,1,1,1,7,1,1
E01010711,162,367,102,55,1359,19931,8584,1964,1,1,1,1,1,7,3,1
E01010712,2397,1492,6472,4027,2130,25408,7825,209,1,1,2,2,1,8,3,1
E01010713,2433,3739,3682,1604,1197,11943,4639,7060,1,2,2,1,1,4,2,3
E01010714,7766,9578,11900,6418,7157,29526,7380,817,3,3,4,2,3,10,3,1
E01010715,5544,6998,4143,2778,4013,23991,8896,11472,2,3,2,1,2,8,3,4
E01010716,7598,13284,9849,4501,9145,14347,5831,1718,3,5,4,2,3,5,2,1
E01010717,7987,10426,11753,6384,4064,27395,13878,1251,3,4,4,2,2,9,5,1
E01010718,2162,2988,2147,858,1068,24297,9443,10724,1,1,1,1,1,8,3,4
E01010719,2763,2205,4985,4763,1813,19582,8430,1035,1,1,2,2,1,7,3,1
E01010720,2459,3443,4363,1665,515,14163,8241,6460,1,2,2,1,1,5,3,2
E01010721,1580,3718,1162,2669,1182,5917,4787,7083,1,2,1,1,1,2,2,3
E01010722,2843,3981,5222,4621,3036,8218,540,4965,1,2,2,2,1,3,1,2
E01010723,1879,1825,5388,2135,1592,21649,7467,233,1,1,2,1,1,7,3,1
E01010724,4755,3339,5156,3823,3338,24211,6261,13552,2,2,2,2,2,8,2,5
E01010725,8308,11047,8612,4296,7519,27429,13148,2894,3,4,3,2,3,9,5,1
E01010726,22411,24883,20317,13958,12659,21319,21285,28123,7,8,7,5,4,7,7,9
E01010727,14603,17154,17128,12563,24747,3574,24123,5021,5,6,6,4,8,2,8,2
E01010728,4181,4278,8919,2055,6396,16616,5718,956,2,2,3,1,2,6,2,1
E01010729,17028,14353,19443,7357,24002,9125,15860,31449,6,5,6,3,8,3,5,10
E01010730,65,289,62,329,213,15357,4432,2709,1,1,1,1,1,5,2,1
E01010731,3621,5614,8941,3028,12990,12343,40,743,2,2,3,1,4,4,1,1
E01010732,195,337,589,1207,2325,19676,1130,90,1,1,1,1,1,7,1,1
E01010733,449,411,1295,228,4869,19770,2881,684,1,1,1,1,2,7,1,1
E01010734,2149,4352,6205,2517,436,14328,7422,258,1,2,2,1,1,5,3,1
E01010735,107,41,740,1034,48,20875,243,9970,1,1,1,1,1,7,1,4
E01010736,1983,3259,4315,3943,2303,19757,2181,3,1,2,2,2,1,7,1,1
E01010737,654,803,2408,1701,1239,17034,4140,37,1,1,1,1,1,6,2,1
E01010738,2262,2733,5468,3898,2536,15721,3784,106,1,1,2,2,1,5,2,1
E01010739,82,183,1307,606,114,22295,98,1711,1,1,1,1,1,7,1,1
E01010740,2876,2799,9205,3763,4201,17078,1493,293,1,1,3,2,2,6,1,1
E01010741,9426,13078,12000,9802,13754,19776,2941,2008,3,5,4,4,5,7,1,1
E01010742,2249,2376,4262,1483,3289,17840,6564,1068,1,1,2,1,2,6,3,1
E01010743,1059,1417,2055,1449,2430,10285,7243,530,1,1,1,1,1,4,3,1
E01010744,4106,3135,10088,8961,3636,11394,7187,222,2,1,4,3,2,4,3,1
E01010745,3307,5324,7703,6727,2362,12914,776,842,2,2,3,3,1,4,1,1
E01010746,13779,16354,14732,13939,15558,14367,3978,12737,5,6,5,5,5,5,2,4
E01010747,9060,8859,11667,9418,12216,18590,2572,6365,3,3,4,3,4,6,1,2
E01010748,2569,3594,3378,2747,3074,23055,4595,804,1,2,2,1,1,8,2,1
E01010749,5989,8935,7523,5830,6349,24480,3364,1147,2,3,3,2,2,8,2,1
E01010750,12342,18355,15296,10899,7208,19216,5597,7712,4,6,5,4,3,6,2,3
E01010751,9133,12210,10495,5172,9094,17124,8209,5246,3,4,4,2,3,6,3,2
E01010752,9892,14552,12775,11835,14867,19689,2980,1269,4,5,4,4,5,7,1,1
E01010753,23777,25802,20601,16112,14530,24409,23345,22060,8,8,7,5,5,8,8,7
E01010754,17136,19648,20470,11025,15765,21080,14448,6773,6,7,7,4,5,7,5,3
E01010755,1936,3005,3764,2127,691,26361,3895,1688,1,1,2,1,1,9,2,1
E01010756,14656,18535,17497,11223,12601,13616,15401,5580,5,6,6,4,4,5,5,2
E01010757,16714,16037,17094,18145,13046,27120,6951,14102,6,5,6,6,5,9,3,5
E01010758,26840,29384,24360,18965,19256,12424,29147,27664,9,10,8,6,6,4,9,9
E01010759,9172,9358,8147,6524,8590,19389,13444,8094,3,3,3,3,3,6,5,3
E01010760,18233,24496,20290,10087,16733,9911,16486,14335,6,8,7,4,6,4,6,5
E01010761,11306,10955,13775,8498,12954,25689,4018,9860,4,4,5,3,4,8,2,4
E01010762,11532,9892,16493,12603,8992,21497,5881,7694,4,4,6,4,3,7,2,3
E01010763,11234,16863,14344,11359,6432,27379,2007,9366,4,6,5,4,2,9,1,3
E01010764,26805,30068,27580,20413,29906,5450,25723,22820,9,10,9,7,10,2,8,8
E01010765,15863,14670,15709,9917,16371,19647,25686,8709,5,5,5,4,6,7,8,3
E01010766,30411,30182,29265,18434,30669,16096,29683,29998,10,10,10,6,10,5,10,10
E01010767,18228,16575,16417,9109,25642,29313,25660,8253,6,6,6,3,8,10,8,3
E01010768,30762,32044,30331,23048,31235,12064,30081,25998,10,10,10,8,10,4,10,9
E01010769,23766,22324,22901,10256,29380,28202,27002,12356,8,7,8,4,10,9,9,4
E01010770,31322,32403,31717,25977,32162,10817,27383,30377,10,10,10,8,10,4,9,10
E01010771,31727,31984,29183,18250,31719,26337,29667,31718,10,10,9,6,10,9,10,10
E01010772,30923,32416,31821,25486,31708,8640,31684,27032,10,10,10,8,10,3,10,9
E01010773,30241,27360,29772,22359,31047,18505,28779,22465,10,9,10,7,10,6,9,7
E01010774,31144,28965,29372,24382,27377,26408,30964,21862,10,9,10,8,9,9,10,7
E01010775,23182,25691,21653,13269,13080,26569,27900,18976,8,8,7,5,5,9,9,6
E01010776,5631,8992,8140,4837,4890,10196,6929,1352,2,3,3,2,2,4,3,1
E01010777,346,1748,369,394,1728,18715,1848,711,1,1,1,1,1,6,1,1
E01010778,4309,6572,6218,7923,5117,6774,4676,551,2,3,2,3,2,3,2,1
E01010779,6162,8081,8855,4301,3161,23358,4195,5113,2,3,3,2,1,8,2,2
E01010780,8813,11987,8609,4882,15561,24676,10594,1464,3,4,3,2,5,8,4,1
E01010781,5454,8918,8358,5002,731,22425,7643,4523,2,3,3,2,1,7,3,2
E01010782,1793,5014,1810,2112,1255,19125,3343,1396,1,2,1,1,1,6,2,1
E01010783,11586,13941,12738,9986,5597,29255,12785,6151,4,5,4,4,2,10,4,2
E01010784,6428,11139,9690,3911,7035,26662,3315,894,2,4,3,2,3,9,2,1
E01010785,17872,18417,21024,11766,28768,25099,13771,3558,6,6,7,4,9,8,5,2
E01010786,17474,21656,11968,4289,30924,26652,18466,20697,6,7,4,2,10,9,6,7
E01010787,18078,17754,18052,10963,23472,30236,8119,13701,6,6,6,4,8,10,3,5
E01010788,13896,16961,14252,6159,29335,28686,5899,5817,5,6,5,2,10,9,2,2
E01010789,8248,9069,9625,6577,13260,23085,6176,1957,3,3,3,3,5,8,2,1
E01010790,28665,27441,27460,18836,28845,14456,25556,27653,9,9,9,6,9,5,8,9
E01010791,13543,8733,10314,10931,21056,24322,18788,13770,5,3,4,4,7,8,6,5
E01010792,3667,2127,4890,4447,4381,23119,14666,1416,2,1,2,2,2,8,5,1
E01010793,10265,5833,14930,9440,14507,24965,17466,2509,4,2,5,3,5,8,6,1
E01010794,7605,11056,9964,8822,8662,12485,311,13178,3,4,4,3,3,4,1,5
E01010795,18632,21828,20467,17018,18223,20244,12574,6004,6,7,7,6,6,7,4,2
E01010796,5058,8868,5664,5021,7040,16320,472,5277,2,3,2,2,3,6,1,2
E01010797,23177,30613,25649,16597,18298,11849,11404,19952,8,10,8,6,6,4,4,7
E01010798,11678,13973,11431,8907,17910,24475,5995,4696,4,5,4,3,6,8,2,2
E01010799,5547,7415,8036,3189,4361,20663,1023,12850,2,3,3,1,2,7,1,4
E01010800,243,569,603,276,240,22158,1047,10331,1,1,1,1,1,7,1,4
E01010801,8300,10267,11276,7201,13392,23885,397,8421,3,4,4,3,5,8,1,3
E01010802,1965,5304,2950,1306,1734,17199,168,8212,1,2,1,1,1,6,1,3
E01010803,2104,2551,7184,3065,699,20377,7038,100,1,1,3,1,1,7,3,1
E01010804,4811,2093,7591,4050,4199,18890,23459,3646,2,1,3,2,2,6,8,2
E01010805,11258,9101,11455,4861,20590,24788,5601,19531,4,3,4,2,7,8,2,7
E01010806,8859,7436,8645,5307,15810,16236,7444,10491,3,3,3,2,5,5,3,4
E01010807,1311,1221,3125,1004,1249,20823,8280,1708,1,1,1,1,1,7,3,1
E01010808,2310,1904,8835,5574,456,19503,9406,86,1,1,3,2,1,7,3,1
E01010809,2860,1941,7450,5085,1657,17153,15473,189,1,1,3,2,1,6,5,1
E01010810,7438,4456,10012,3369,10021,22046,18051,5589,3,2,4,2,4,7,6,2
E01010811,2608,2155,7822,4376,1608,19772,9427,17,1,1,3,2,1,7,3,1
E01010812,2554,2827,7578,2425,1438,20230,9096,144,1,1,3,1,1,7,3,1
E01010813,823,1001,4782,1240,476,22646,4967,29,1,1,2,1,1,7,2,1
E01010814,2478,5549,3419,2322,3746,22236,1017,857,1,2,2,1,2,7,1,1
E01010815,5142,8191,6200,4393,5559,19272,5056,1017,2,3,2,2,2,6,2,1
E01010816,17061,23148,19022,15168,13517,7074,9148,19341,6,8,6,5,5,3,3,6
E01010817,2894,2826,4573,3093,1217,15307,8054,4795,1,1,2,1,1,5,3,2
E01010818,14356,15720,13862,8362,12976,15168,12950,19307,5,5,5,3,4,5,4,6
E01010819,80,345,412,96,42,12550,1320,11296,1,1,1,1,1,4,1,4
E01010820,234,357,632,1491,30,18897,432,13128,1,1,1,1,1,6,1,5
E01010821,305,521,804,1234,169,10947,698,14271,1,1,1,1,1,4,1,5
E01010822,238,871,605,362,36,19515,1057,8139,1,1,1,1,1,7,1,3
E01010823,105,60,572,365,998,15925,3366,1105,1,1,1,1,1,5,2,1
E01010824,139,674,190,25,7464,9737,1596,235,1,1,1,1,3,3,1,1
E01010825,10747,17463,17897,8225,5703,24356,2372,6185,4,6,6,3,2,8,1,2
E01010826,278,653,697,1515,875,16691,471,1691,1,1,1,1,1,6,1,1
E01010827,10188,12813,15788,13399,7096,27932,2706,2895,4,4,5,5,3,9,1,1
E01010828,4355,6124,6931,3383,4475,25323,2136,1555,2,2,3,2,2,8,1,1
E01010829,3339,4559,3885,2555,6219,22713,2981,1388,2,2,2,1,2,7,1,1
E01010830,2561,3972,5388,4512,1927,24995,2099,168,1,2,2,2,1,8,1,1
E01010831,1830,1419,5482,2443,3357,18847,3877,177,1,1,2,1,2,6,2,1
E01010832,4033,3335,12120,2891,5106,22414,3029,654,2,2,4,1,2,7,1,1
E01010833,1398,891,4803,1559,2857,18292,5986,247,1,1,2,1,1,6,2,1
E01010834,11674,20241,29324,6794,19026,16891,1348,1170,4,7,10,3,6,6,1,1
E01010835,6332,3764,12347,9181,4079,19511,21577,728,2,2,4,3,2,7,7,1
E01010836,8021,8558,18768,11232,5748,16340,6628,451,3,3,6,4,2,6,3,1
E01010837,3679,2216,7867,7313,2552,14520,16897,411,2,1,3,3,1,5,6,1
E01010838,3150,2213,9188,4787,2929,18151,7023,155,1,1,3,2,1,6,3,1
E01010839,3146,3883,12254,2420,4550,18881,1378,62,1,2,4,1,2,6,1,1
E01010840,711,555,4026,945,412,18041,11436,296,1,1,2,1,1,6,4,1
E01010841,792,793,3107,1440,753,15993,10693,136,1,1,1,1,1,5,4,1
E01010842,284,94,1794,718,389,19055,9693,424,1,1,1,1,1,6,3,1
E01010843,468,331,4020,1204,76,14592,11920,60,1,1,2,1,1,5,4,1
E01010844,2811,2793,6737,936,4224,16374,2555,3989,1,1,3,1,2,6,1,2
E01010845,1231,2486,2802,378,492,20320,1484,12482,1,1,1,1,1,7,1,4
E01010846,9827,11772,10706,11106,4915,23970,5493,9049,4,4,4,4,2,8,2,3
E01010847,10097,15660,12414,11623,9727,25258,949,6232,4,5,4,4,3,8,1,2
E01010848,14359,16755,17552,14164,14722,29850,3954,5740,5,6,6,5,5,10,2,2
E01010849,15938,18514,16023,13239,12247,23843,9957,10617,5,6,5,5,4,8,4,4
E01010850,1042,1332,2228,1921,167,21390,2060,8833,1,1,1,1,1,7,1,3
E01010851,12950,17972,14817,9278,8721,24802,9970,5659,4,6,5,3,3,8,4,2
E01010852,6126,8027,10200,6469,5392,20902,2004,1940,2,3,4,2,2,7,1,1
E01010853,14430,19388,17855,12022,12760,23253,1708,17157,5,6,6,4,4,8,1,6
E01010854,15493,17690,16818,10054,17096,17874,22910,4247,5,6,6,4,6,6,8,2
E01010855,16224,20516,16763,9024,20918,7408,22527,9766,5,7,6,3,7,3,7,4
E01010856,10858,14805,12164,4214,13966,26247,16298,2508,4,5,4,2,5,9,6,1
E01010857,18254,19136,22396,11753,22945,6912,28190,8683,6,6,7,4,8,3,9,3
E01010858,23410,22166,22004,10049,27191,25052,27875,15302,8,7,7,4,9,8,9,5
E01010859,24580,26411,24447,16175,20504,13151,23044,20971,8,9,8,5,7,5,8,7
E01010860,23052,26649,26400,13897,23100,15347,17855,11289,8,9,9,5,8,5,6,4
E01010861,25852,28569,22960,20014,18498,17854,28139,16569,8,9,8,7,6,6,9,6
E01010862,19983,21957,25857,10913,18110,7034,31665,13354,7,7,8,4,6,3,10,5
E01010863,24761,27861,19772,15622,19533,21429,20510,25538,8,9,7,5,7,7,7,8
E01010864,5810,7408,7911,3050,2331,20285,7487,7954,2,3,3,1,1,7,3,3
E01010865,9983,18896,14148,9369,7133,4257,8832,4371,4,6,5,3,3,2,3,2
E01010866,13110,16958,15773,10712,10285,13766,15374,4636,5,6,5,4,4,5,5,2
E01010867,8340,8969,9401,5322,4989,15727,8833,14702,3,3,3,2,2,5,3,5
E01010868,2617,4478,1950,2966,3462,19433,1133,7618,1,2,1,1,2,6,1,3
E01010869,7586,9444,9598,7292,5191,26225,3998,3963,3,3,3,3,2,9,2,2
E01010870,16020,17699,18171,12166,12266,19481,13534,9331,5,6,6,4,4,6,5,3
E01010871,9817,13650,11998,12319,12505,26070,2178,2137,4,5,4,4,4,9,1,1
E01010872,1915,3547,1888,1373,1881,21706,2567,5582,1,2,1,1,1,7,1,2
E01010873,18278,19085,19941,12449,12128,30214,11581,15474,6,6,7,4,4,10,4,5
E01010874,3006,3826,3328,1453,1597,17190,9797,8691,1,2,2,1,1,6,4,3
E01010875,29307,27364,25753,26647,27535,30879,23135,14248,10,9,8,9,9,10,8,5
E01010876,26743,27741,24278,20776,24237,31493,19311,11490,9,9,8,7,8,10,6,4
E01010877,12478,15010,12666,12920,12196,23967,17823,1827,4,5,4,4,4,8,6,1
E01010878,9895,12481,12161,12031,12256,27067,8567,548,4,4,4,4,4,9,3,1
E01010879,22046,22201,19474,20380,27680,21283,13529,10338,7,7,6,7,9,7,5,4
E01010880,3226,3120,1767,3318,4148,25140,5034,11421,1,1,1,2,2,8,2,4
E01010881,18010,15371,12755,19602,20944,28818,15785,12016,6,5,4,7,7,9,5,4
E01010882,18945,17982,14264,14369,28732,26385,20969,8216,6,6,5,5,9,9,7,3
E01010883,20408,26894,23265,20043,28223,2240,27743,8804,7,9,8,7,9,1,9,3
E01010884,12613,12506,10618,14017,17440,12605,11802,8318,4,4,4,5,6,4,4,3
E01010885,16109,18760,13435,10767,19450,27209,12942,7994,5,6,5,4,6,9,4,3
E01010886,8146,11831,6652,4318,13163,7453,7610,11251,3,4,3,2,5,3,3,4
E01010887,24630,26888,22000,23715,28771,9221,30156,9911,8,9,7,8,9,3,10,4
E01010888,15498,15740,9328,18205,28739,32178,16731,3448,5,5,3,6,9,10,6,2
E01010889,5032,4110,2885,9529,5540,32218,5947,5204,2,2,1,3,2,10,2,2
E01010890,9830,9367,10821,14267,5917,24401,8365,5292,4,3,4,5,2,8,3,2
E01010891,6716,7594,4106,4772,4980,26524,13546,10284,3,3,2,2,2,9,5,4
E01010892,19139,21423,23767,21677,12828,14053,10511,11336,6,7,8,7,4,5,4,4
E01010893,10155,11600,11693,10877,10465,32410,6597,2051,4,4,4,4,4,10,3,1
E01010894,7973,8428,7910,10350,7475,32302,13189,940,3,3,3,4,3,10,5,1
E01010895,9566,10005,6179,8582,9501,27288,13816,7789,3,4,2,3,3,9,5,3
E01010896,28256,29284,29315,22966,28402,9410,28092,18163,9,10,10,8,9,3,9,6
E01010897,23747,23727,22719,23887,27870,16008,10664,15339,8,8,7,8,9,5,4,5
E01010898,15047,19365,18367,18764,11016,30513,7153,2905,5,6,6,6,4,10,3,1
E01010899,22382,19018,15648,19387,18120,31643,26632,19953,7,6,5,6,6,10,9,7
E01010900,29748,26109,28016,22684,28868,24069,25605,22018,10,9,9,7,9,8,8,7
E01010901,22280,24143,20617,19915,20321,21629,15980,11041,7,8,7,7,7,7,5,4
E01010902,10597,7765,9984,7943,12214,29886,15262,7631,4,3,4,3,4,10,5,3
E01010903,18639,17523,17159,13474,22114,24822,14663,11841,6,6,6,5,7,8,5,4
E01010904,27192,25051,26580,24160,21035,31364,21232,12808,9,8,9,8,7,10,7,4
E01010905,26819,28598,28324,24499,28393,22274,11258,11471,9,9,9,8,9,7,4,4
E01010906,29872,30080,27249,26565,30404,31626,10374,24174,10,10,9,9,10,10,4,8
E01010907,24328,24950,27088,23673,26881,25447,6338,12152,8,8,9,8,9,8,2,4
E01010908,21101,19660,23353,22182,17485,32273,18641,4914,7,7,8,7,6,10,6,2
E01010909,20672,17443,20047,18469,21518,32094,20822,6931,7,6,7,6,7,10,7,3
E01010910,7125,7423,2773,6831,7322,30296,15815,11366,3,3,1,3,3,10,5,4
E01010911,23179,24136,23040,21928,18798,16980,16341,14532,8,8,8,7,6,6,6,5
E01010912,8653,6511,6184,8952,6164,31902,12707,14062,3,3,2,3,2,10,4,5
E01010913,24044,24961,17721,19565,13471,31093,23058,25363,8,8,6,7,5,10,8,8
E01010914,7955,7557,6690,7864,4741,32269,5920,14349,3,3,3,3,2,10,2,5
E01010915,17178,17180,16212,15680,14183,26680,12762,10684,6,6,5,5,5,9,4,4
E01010916,3494,4377,3441,2256,3558,29857,1399,12248,2,2,2,1,2,10,1,4
E01010917,21052,24839,18410,22784,25439,19232,15051,5700,7,8,6,8,8,6,5,2
E01010918,21640,22270,21771,17686,26353,13162,18471,10462,7,7,7,6,9,5,6,4
E01010919,12280,10976,8028,11055,13560,31228,13992,11881,4,4,3,4,5,10,5,4
E01010920,21347,26647,22642,21042,28973,6277,17956,7718,7,9,7,7,9,2,6,3
E01010921,14085,11531,9263,14478,18104,18061,23401,11697,5,4,3,5,6,6,8,4
E01010922,16547,20007,17910,21982,17009,13885,14414,3112,6,7,6,7,6,5,5,1
E01010923,13067,12020,10934,11846,21366,30852,10039,5131,5,4,4,4,7,10,4,2
E01010924,796,1124,118,1111,2677,29328,8322,6328,1,1,1,1,1,10,3,2
E01010925,4533,4345,4735,6542,3571,29354,1054,10819,2,2,2,3,2,10,1,4
E01010926,767,276,1445,5569,618,19185,690,15578,1,1,1,2,1,6,1,5
E01010927,16628,25401,21192,17807,17292,11609,1268,18795,6,8,7,6,6,4,1,6
E01010928,4175,4094,2844,6553,2451,29276,4602,10044,2,2,1,3,1,10,2,4
E01010929,8102,6343,10026,12263,6379,32106,11551,1506,3,2,4,4,2,10,4,1
E01010930,6785,6381,8638,8808,5082,32439,3140,4051,3,2,3,3,2,10,1,2
E01010931,21768,20645,17981,18470,20798,17924,16024,23635,7,7,6,6,7,6,5,8
E01010932,23567,22766,19083,20205,19006,30199,16105,19050,8,8,6,7,6,10,5,6
E01010933,22199,22001,24805,24028,20013,18121,10926,11517,7,7,8,8,7,6,4,4
E01010934,14208,19792,14474,13684,15427,18776,4836,7274,5,7,5,5,5,6,2,3
E01010935,29406,30817,28615,24974,25254,25694,18685,16049,10,10,9,8,8,8,6,5
E01010936,30159,30910,29419,28359,23695,26137,23814,14846,10,10,10,9,8,9,8,5
E01010937,24075,26847,23559,24428,22075,16642,14585,11245,8,9,8,8,7,6,5,4
E01010938,2242,2038,1976,4052,1664,20495,2943,11897,1,1,1,2,1,7,1,4
E01010939,19792,22524,18609,20886,17748,23065,9685,10431,7,7,6,7,6,8,3,4
E01010940,11750,14995,11593,12420,6405,27106,10646,5680,4,5,4,4,2,9,4,2
E01010941,3382,3298,3411,8042,1328,29818,1401,11327,2,2,2,3,1,10,1,4
E01010942,4856,7374,4033,3563,3307,32268,4260,5280,2,3,2,2,2,10,2,2
E01010943,1305,1041,1500,3173,666,26836,2190,15050,1,1,1,1,1,9,1,5
E01010944,1910,2048,1724,2757,1146,29005,2541,12509,1,1,1,1,1,9,1,4
E01010945,14848,15473,13963,13563,13762,29920,8286,9544,5,5,5,5,5,10,3,3
E01010946,30476,32091,28937,23447,29123,22444,27862,15963,10,10,9,8,9,7,9,5
E01010947,28726,29561,24582,23016,25999,26844,21641,17125,9,10,8,8,9,9,7,6
E01010948,17173,17121,15623,13110,15989,26353,23881,6850,6,6,5,5,5,9,8,3
E01010949,10095,15495,9836,16548,12099,30492,6178,483,4,5,4,6,4,10,2,1
E01010950,8712,9911,5499,9593,7751,28974,10839,6103,3,4,2,3,3,9,4,2
E01010951,16464,17673,15738,15799,14200,24989,14406,6716,6,6,5,5,5,8,5,3
E01010952,21304,18933,21425,14390,26473,31190,14525,10029,7,6,7,5,9,10,5,4
E01010953,27994,26410,25564,23450,26975,20821,28120,13928,9,9,8,8,9,7,9,5
E01010954,30398,30063,29796,28558,30590,17030,21405,20056,10,10,10,9,10,6,7,7
E01010955,22469,23914,22863,22986,27515,6329,25627,10299,7,8,8,8,9,2,8,4
E01010956,18403,20980,15324,21812,26382,11266,17899,6056,6,7,5,7,9,4,6,2
E01010957,23412,28296,24176,22170,24190,13070,20916,6395,8,9,8,7,8,5,7,2
E01010958,4858,4079,2909,3185,4215,26264,16559,11975,2,2,1,1,2,9,6,4
E01010959,11624,10515,8207,10926,8905,31853,19215,10103,4,4,3,4,3,10,6,4
E01010960,2330,1064,5838,6053,1701,31663,9189,215,1,1,2,2,1,10,3,1
E01010961,4808,11501,6995,7114,5768,14341,448,821,2,4,3,3,2,5,1,1
E01010962,7963,10556,8729,11218,5435,31982,5875,1504,3,4,3,4,2,10,2,1
E01010963,4526,7745,1763,3140,8224,29083,12899,1904,2,3,1,1,3,9,4,1
E01010964,546,188,854,3521,790,31211,10212,812,1,1,1,2,1,10,4,1
E01010965,1365,580,2046,2302,2687,31352,10555,1237,1,1,1,1,1,10,4,1
E01010966,1595,248,3198,3221,3369,30020,14467,1001,1,1,1,1,2,10,5,1
E01010967,4350,6356,2246,6823,8703,31906,661,5839,2,2,1,3,3,10,1,2
E01010968,25200,22914,24828,18631,31290,29331,14180,11323,8,8,8,6,10,10,5,4
E01010969,24313,23207,16549,16770,26756,31335,25113,16542,8,8,6,6,9,10,8,6
E01010970,20217,18815,18386,19421,30224,32193,11876,5808,7,6,6,6,10,10,4,2
E01010971,29097,25032,25620,26074,29974,31023,20173,17189,9,8,8,9,10,10,7,6
E01010972,25006,27021,20576,18255,28433,28801,14753,12920,8,9,7,6,9,9,5,4
E01010973,19946,20095,16934,18201,18844,19262,23967,10017,7,7,6,6,6,6,8,4
E01010974,8405,7388,9356,5750,13690,32127,7497,2911,3,3,3,2,5,10,3,1
E01010975,17101,14975,13758,17184,18518,28896,14869,10003,6,5,5,6,6,9,5,4
E01010976,24385,24911,22449,23284,20120,29602,12034,14144,8,8,7,8,7,10,4,5
E01010977,24002,25572,22712,22649,15839,28714,23797,8603,8,8,7,7,5,9,8,3
E01010978,9946,10606,10786,12912,9768,32281,6324,2320,4,4,4,4,4,10,2,1
E01010979,4614,7468,2775,3182,7304,32154,1635,7386,2,3,1,1,3,10,1,3
E01010980,8702,10107,11529,9389,7521,32171,8965,887,3,4,4,3,3,10,3,1
E01010981,9047,11231,10038,12143,7612,31927,7981,1133,3,4,4,4,3,10,3,1
E01010982,14025,17464,10928,11727,17915,30135,14077,3636,5,6,4,4,6,10,5,2
E01010983,4498,5924,2770,5406,9234,32158,2756,2165,2,2,1,2,3,10,1,1
