lsoa01_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_and_Access_rank,Crime_rank,Environment_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_and_Access_decile,Crime_decile,Environment_decile
E01015849,16230,14497,14210,15179,20688,28102,19919,4783,5,5,5,5,7,9,7,2
E01015850,24998,18705,24724,19689,23735,30045,25074,13265,8,6,8,7,8,10,8,5
E01015851,5003,7588,4176,5557,15163,13343,957,3030,2,3,2,2,5,5,1,1
E01015852,108,480,173,404,3854,13285,300,988,1,1,1,1,2,5,1,1
E01015853,12248,11770,11757,8314,22765,13603,10812,8279,4,4,4,3,8,5,4,3
E01015854,5887,5905,6210,6106,6914,20676,3119,5401,2,2,2,2,3,7,1,2
E01015855,7706,8516,6899,8229,6609,22495,8679,4342,3,3,3,3,3,7,3,2
E01015856,8888,10968,8972,5279,13743,24712,5335,4208,3,4,3,2,5,8,2,2
E01015857,27569,25257,26641,24991,22672,21879,19528,19338,9,8,9,8,7,7,7,6
E01015858,23646,21724,20931,13616,23325,25860,21053,20603,8,7,7,5,8,8,7,7
E01015859,14137,12977,12126,13596,11711,23365,13312,13491,5,4,4,5,4,8,5,5
E01015860,17972,18452,20253,16405,17695,19603,7859,11983,6,6,7,6,6,7,3,4
E01015861,4815,4372,4415,6041,6399,13728,3541,7564,2,2,2,2,2,5,2,3
E01015862,10038,10263,9117,11355,9293,24245,5671,8502,4,4,3,4,3,8,2,3
E01015863,19826,15458,20662,21587,14130,14276,23369,18351,7,5,7,7,5,5,8,6
E01015864,21855,18405,20352,23222,16784,22813,20758,14143,7,6,7,8,6,8,7,5
E01015865,15647,16185,12174,19056,9142,17773,20405,14296,5,5,4,6,3,6,7,5
E01015866,23168,18800,21898,21403,13788,23504,26561,21561,8,6,7,7,5,8,9,7
E01015867,3173,3236,2481,3032,2658,13390,13348,6888,1,1,1,1,1,5,5,3
E01015868,10240,7731,10082,11709,5691,21050,14488,14175,4,3,4,4,2,7,5,5
E01015869,10494,8835,13299,15596,5225,25290,8597,6873,4,3,5,5,2,8,3,3
E01015870,13823,14031,13064,16670,7622,26932,10237,11676,5,5,5,6,3,9,4,4
E01015871,10785,11543,10803,7607,6212,29025,12680,10049,4,4,4,3,2,9,4,4
E01015872,12407,9848,12632,13692,8517,29460,13832,8754,4,4,4,5,3,10,5,3
E01015873,11847,10059,14314,15082,7821,26610,11963,4964,4,4,5,5,3,9,4,2
E01015874,15312,12385,14556,17973,11162,13575,22859,14064,5,4,5,6,4,5,8,5
E01015875,3947,2770,1860,6299,5097,18422,11740,10226,2,1,1,2,2,6,4,4
E01015876,16908,15611,15781,14845,13734,20029,12812,18752,6,5,5,5,5,7,4,6
E01015877,7878,7038,5775,8198,4328,20447,18227,12185,3,3,2,3,2,7,6,4
E01015878,21421,15312,17280,19338,23929,14792,25431,26942,7,5,6,6,8,5,8,9
E01015879,8376,4698,8035,7347,5327,18917,17146,25111,3,2,3,3,2,6,6,8
E01015880,3910,2884,3242,4025,2568,20204,7840,16897,2,1,1,2,1,7,3,6
E01015881,18850,14898,16275,14156,13473,27103,23947,23821,6,5,6,5,5,9,8,8
E01015882,6667,6014,6132,7145,3095,19576,14907,8953,3,2,2,3,1,7,5,3
E01015883,29838,29664,29678,24690,28486,19213,26186,16096,10,10,10,8,9,6,9,5
E01015884,11102,8422,10926,10955,11121,23391,15764,6848,4,3,4,4,4,8,5,3
E01015885,31184,29092,27369,24788,28964,27892,28138,24554,10,9,9,8,9,9,9,8
E01015886,995,1262,1233,1964,991,12416,1428,16065,1,1,1,1,1,4,1,5
E01015887,3466,2242,2928,5443,3691,21550,2333,19463,2,1,1,2,2,7,1,6
E01015888,13484,13931,12454,17276,6697,19516,7148,23947,5,5,4,6,3,7,3,8
E01015889,25137,26543,24645,22097,28159,20727,17715,8078,8,9,8,7,9,7,6,3
E01015890,27461,28001,27963,24261,29470,27971,15695,8836,9,9,9,8,10,9,5,3
E01015891,10695,9269,9437,10136,14036,23127,8165,8762,4,3,3,4,5,8,3,3
E01015892,18736,15386,20214,15212,20089,30422,11093,11850,6,5,7,5,7,10,4,4
E01015893,26659,25552,22654,20568,29130,22193,14308,23996,9,8,7,7,9,7,5,8
E01015894,25151,24009,22994,18300,22252,29000,15637,18552,8,8,8,6,7,9,5,6
E01015895,542,468,162,354,3585,21458,13127,6471,1,1,1,1,2,7,5,2
E01015896,3261,2754,2967,2191,8979,23118,3382,4902,2,1,1,1,3,8,2,2
E01015897,2817,1753,1924,3245,3175,18778,9707,14628,1,1,1,1,1,6,3,5
E01015898,6395,5306,7953,5350,4425,21481,11737,4621,2,2,3,2,2,7,4,2
E01015899,8926,8924,8987,10602,10087,19181,6164,4803,3,3,3,4,4,6,2,2
E01015900,7732,6749,7696,9317,9612,25002,7195,3108,3,3,3,3,3,8,3,1
E01015901,12973,8719,14500,15053,12235,25158,17451,5980,4,3,5,5,4,8,6,2
E01015902,11020,9257,11399,12961,9756,23008,14831,4663,4,3,4,4,4,8,5,2
E01015903,13549,11358,14431,12620,8811,23975,23217,7683,5,4,5,4,3,8,8,3
E01015904,15015,12465,13120,17205,16204,24130,14330,8261,5,4,5,6,5,8,5,3
E01015905,15908,14407,13273,14628,13867,26102,24818,7899,5,5,5,5,5,9,8,3
E01015906,11214,7794,12176,12247,10262,17570,16219,8663,4,3,4,4,4,6,5,3
E01015907,13021,11353,13691,12789,10631,25320,11453,8961,5,4,5,4,4,8,4,3
E01015908,31535,30483,30236,25465,30583,28222,26385,19813,10,10,10,8,10,9,9,7
E01015909,23856,19148,26478,12954,28437,20719,27362,13223,8,6,9,4,9,7,9,5
E01015910,30585,29021,27022,24310,30083,31257,21522,21415,10,9,9,8,10,10,7,7
E01015911,31686,31580,30196,26900,28274,30011,21150,24272,10,10,10,9,9,10,7,8
E01015912,30243,25066,28561,26675,26125,26508,25361,24253,10,8,9,9,9,9,8,8
E01015913,24336,20300,20426,19316,25886,24612,28106,13464,8,7,7,6,8,8,9,5
E01015914,30645,32236,28830,27494,28585,18058,26259,18624,10,10,9,9,9,6,9,6
E01015915,22465,21306,23169,21571,22242,13650,12321,19430,7,7,8,7,7,5,4,6
E01015916,1123,396,1448,1892,1356,14479,12056,10570,1,1,1,1,1,5,4,4
E01015917,2427,1561,2164,3674,1835,21620,9405,8328,1,1,1,2,1,7,3,3
E01015918,12216,10634,11689,9540,10713,28033,12502,10795,4,4,4,3,4,9,4,4
E01015919,17928,15811,15191,13512,11859,21686,25058,23131,6,5,5,5,4,7,8,8
E01015920,23867,23375,16440,15041,23638,27047,18956,30336,8,8,6,5,8,9,6,10
E01015921,7243,10409,14540,19769,4245,1018,3590,5549,3,4,5,7,2,1,2,2
E01015922,6962,7268,6354,14961,1125,21188,11226,11033,3,3,2,5,1,7,4,4
E01015923,11369,11254,8699,18178,6341,17404,10984,15270,4,4,3,6,2,6,4,5
E01015924,9968,11368,10961,16375,3563,18918,5295,12393,4,4,4,6,2,6,2,4
E01015925,18235,20148,19132,23651,9139,15281,8454,23299,6,7,6,8,3,5,3,8
E01015926,13665,10631,14631,24394,9020,25524,10427,7234,5,4,5,8,3,8,4,3
E01015927,8776,7896,7566,14612,6078,15643,4033,19842,3,3,3,5,2,5,2,7
E01015928,13263,14045,10451,20117,5537,24365,14327,13124,5,5,4,7,2,8,5,5
E01015929,3546,4042,1726,5977,3582,19857,3411,13100,2,2,1,2,2,7,2,5
E01015930,10918,11173,10670,19816,5952,5334,8947,25154,4,4,4,7,2,2,3,8
E01015931,4684,5626,2875,10757,4476,10035,2455,12603,2,2,1,4,2,4,1,4
E01015932,3187,2342,2798,12591,2766,3037,3707,20735,1,1,1,4,1,1,2,7
E01015933,12995,10879,13023,16149,3645,25109,15228,26454,5,4,5,5,2,8,5,9
E01015934,7458,5674,8731,14564,1186,24930,7260,21212,3,2,3,5,1,8,3,7
E01015935,8610,6961,6959,15567,3614,25601,8135,16040,3,3,3,5,2,8,3,5
E01015936,11613,10785,9949,18777,3331,20880,12914,24064,4,4,4,6,2,7,4,8
E01015937,18600,20152,13860,25589,7748,16795,19429,27589,6,7,5,8,3,6,6,9
E01015938,6396,4821,3856,14675,3287,13504,9954,20932,2,2,2,5,2,5,4,7
E01015939,27709,28742,30344,29530,19388,5938,27531,27120,9,9,10,10,6,2,9,9
E01015940,30567,28373,31323,31894,21891,15769,23378,30517,10,9,10,10,7,5,8,10
E01015941,28956,27823,29797,28566,21167,14141,21436,25908,9,9,10,9,7,5,7,8
E01015942,17068,19079,23954,26149,16405,2279,8575,18360,6,6,8,9,6,1,3,6
E01015943,21617,26363,23957,28526,13261,5002,16368,21332,7,9,8,9,5,2,6,7
E01015944,27025,29814,28223,25978,14924,8050,27925,29400,9,10,9,8,5,3,9,10
E01015945,19043,16877,20639,22926,10931,18078,15490,16832,6,6,7,8,4,6,5,6
E01015946,24453,25196,21472,30912,14237,9150,26894,24837,8,8,7,10,5,3,9,8
E01015947,14282,12760,13860,23502,5465,23756,21245,9000,5,4,5,8,2,8,7,3
E01015948,17768,15651,18517,22066,10333,21222,21655,9572,6,5,6,7,4,7,7,3
E01015949,20659,19879,21853,28975,7925,22907,10923,23997,7,7,7,9,3,8,4,8
E01015950,22098,24701,22844,23907,14641,7387,23303,18364,7,8,8,8,5,3,8,6
E01015951,16298,13586,16770,27610,10458,18229,10613,12995,6,5,6,9,4,6,4,5
E01015952,12397,12664,15778,23388,8021,14377,5233,7356,4,4,5,8,3,5,2,3
E01015953,14925,13783,18748,25629,17123,15834,2170,12273,5,5,6,8,6,5,1,4
E01015954,2368,1629,2378,6030,3353,13562,2855,6239,1,1,1,2,2,5,1,2
E01015955,22196,25012,21051,30345,11588,12709,18815,16302,7,8,7,10,4,4,6,6
E01015956,9567,11847,9776,13697,10537,24195,4900,2207,3,4,4,5,4,8,2,1
E01015957,13977,12081,13477,18693,8327,9873,22384,15954,5,4,5,6,3,4,7,5
E01015958,13588,12638,14900,23687,2738,16494,21076,18079,5,4,5,8,1,6,7,6
E01015959,11948,11983,11422,14766,9590,26847,5433,10346,4,4,4,5,3,9,2,4
E01015960,25821,21265,25148,29447,16587,26322,17725,19340,8,7,8,10,6,9,6,6
E01015961,17976,16950,19644,28396,10871,26486,9156,9137,6,6,7,9,4,9,3,3
E01015962,10244,8403,13296,16100,8289,26599,3381,7111,4,3,5,5,3,9,2,3
E01015963,7837,7514,6875,9289,2647,15524,17719,14378,3,3,3,3,1,5,6,5
E01015964,24967,23047,25398,28724,13573,27150,19238,13872,8,8,8,9,5,9,6,5
E01015965,25000,26208,21429,28059,17030,18748,17567,18394,8,9,7,9,6,6,6,6
E01015966,24122,23776,23703,27277,11363,29658,11600,23718,8,8,8,9,4,10,4,8
E01015967,21137,21544,22874,26110,13797,11438,17217,14678,7,7,8,9,5,4,6,5
E01015968,26077,23849,23651,25402,18017,28660,19501,17133,9,8,8,8,6,9,7,6
E01015969,21402,22193,24757,22053,12688,25893,9561,14290,7,7,8,7,4,8,3,5
E01015970,26798,25635,26455,31543,15972,27598,17476,14621,9,8,9,10,5,9,6,5
E01015971,10802,10151,10949,21236,5483,25013,2894,17340,4,4,4,7,2,8,1,6
E01015972,10906,8146,10943,18518,6536,24193,4656,20299,4,3,4,6,3,8,2,7
E01015973,7862,6455,6280,15551,1982,16254,14805,20523,3,2,2,5,1,6,5,7
E01015974,24573,24834,26661,28093,15994,8413,16148,27932,8,8,9,9,5,3,5,9
E01015975,15141,13293,12044,21674,11980,15735,15025,15163,5,5,4,7,4,5,5,5
E01015976,3946,4414,2379,7730,2742,21202,2024,17005,2,2,1,3,1,7,1,6
E01015977,21876,23298,26043,26203,16417,14938,8614,13963,7,8,9,9,6,5,3,5
E01015978,21554,27043,26202,27480,15228,4275,19332,13327,7,9,9,9,5,2,6,5
E01015979,23519,30863,30994,30762,20199,1460,16043,23620,8,10,10,10,7,1,5,8
E01015980,29240,26677,26669,31204,22671,23619,24433,17798,10,9,9,10,7,8,8,6
E01015981,31537,28224,31582,32350,26152,24058,19984,29517,10,9,10,10,9,8,7,10
E01015982,29744,27599,30312,30816,25096,18801,16682,24393,10,9,10,10,8,6,6,8
E01015983,22807,24041,20030,24298,8916,21363,24230,23949,8,8,7,8,3,7,8,8
E01015984,24354,21628,20267,29084,10811,25257,21582,29276,8,7,7,9,4,8,7,10
E01015985,19010,17486,15776,24108,7548,24818,23201,22317,6,6,5,8,3,8,8,7
E01015986,10156,8020,10320,15993,3735,9839,21554,18322,4,3,4,5,2,4,7,6
E01015987,13898,12602,11803,26274,5358,15251,13625,22680,5,4,4,9,2,5,5,7
E01015988,10511,6519,7656,12673,7820,26617,15423,22075,4,3,3,4,3,9,5,7
E01015989,18412,17613,26674,28937,5396,24632,13004,9919,6,6,9,9,2,8,5,4
E01015990,17391,14877,15084,22824,8002,22219,18370,22578,6,5,5,8,3,7,6,7
E01015991,28358,26253,29105,30475,13469,26732,20161,24190,9,9,9,10,5,9,7,8
E01015992,16292,16199,17325,24113,8203,26074,8459,11756,6,5,6,8,3,9,3,4
E01015993,17148,13733,15507,21777,9447,26476,15750,18268,6,5,5,7,3,9,5,6
E01015994,18540,14581,17303,22362,11855,25923,16068,17790,6,5,6,7,4,8,5,6
E01015995,28541,27860,27957,26443,19035,26660,19470,19381,9,9,9,9,6,9,6,6
E01015996,12127,10467,9954,13617,5576,25281,18249,17725,4,4,4,5,2,8,6,6
E01015997,27430,30709,27882,30150,13309,14815,21959,22038,9,10,9,10,5,5,7,7
E01015998,24252,21952,22580,30668,9012,24640,23918,23353,8,7,7,10,3,8,8,8
E01015999,29554,30644,27793,31626,12522,21400,30383,26919,10,10,9,10,4,7,10,9
E01016000,21282,20681,20635,29524,12072,11343,25870,14966,7,7,7,10,4,4,8,5
E01016001,25532,26091,24809,30789,8877,20709,20372,27802,8,9,8,10,3,7,7,9
E01016002,28090,28213,29450,30975,15335,11333,22635,29977,9,9,10,10,5,4,7,10
E01016003,12661,11333,11729,21162,4412,23686,10392,19992,4,4,4,7,2,8,4,7
E01016004,3559,2822,4400,9945,854,22922,1553,18007,2,1,2,4,1,8,1,6
E01016005,9583,8649,11179,21831,2514,11150,7184,20633,3,3,4,7,1,4,3,7
E01016006,1818,1114,2035,8262,908,18527,1455,15530,1,1,1,3,1,6,1,5
E01016007,2229,2708,4753,12032,43,11747,446,13459,1,1,2,4,1,4,1,5
E01016008,14739,14370,16011,21443,5650,11976,12433,23554,5,5,5,7,2,4,4,8
E01016009,5885,6208,6854,18523,809,23436,1904,15416,2,2,3,6,1,8,1,5
E01016010,1556,1438,3001,6784,116,20877,616,15577,1,1,1,3,1,7,1,5
E01016011,12690,13301,20524,23435,9085,5363,7821,6377,4,5,7,8,3,2,3,2
E01016012,6760,6618,8984,17226,2315,8925,3439,12141,3,3,3,6,1,3,2,4
E01016013,12876,14404,13919,27681,11142,10604,6143,5828,4,5,5,9,4,4,2,2
E01016014,5692,2976,6669,12614,3835,19828,2707,15746,2,1,3,4,2,7,1,5
E01016015,13200,16378,19512,26757,7434,6191,9215,4905,5,6,7,9,3,2,3,2
E01016016,6935,8737,4974,7370,11338,18733,1927,9529,3,3,2,3,4,6,1,3
E01016017,2241,4290,2431,5259,5864,17848,363,750,1,2,1,2,2,6,1,1
E01016018,7197,5873,9299,15357,4579,25894,6065,2202,3,2,3,5,2,8,2,1
E01016019,5422,6036,9280,14808,4725,21631,1297,700,2,2,3,5,2,7,1,1
E01016020,9234,7515,9528,11255,10336,12430,10521,6948,3,3,3,4,4,4,4,3
E01016021,11907,11060,12522,17218,9203,27531,13302,3161,4,4,4,6,3,9,5,1
E01016022,8924,9449,10630,9572,7639,19220,8486,3430,3,3,4,3,3,6,3,2
E01016023,2345,1248,3998,5281,675,21996,7875,5608,1,1,2,2,1,7,3,2
E01016024,6232,5440,8250,14220,5608,21376,2837,2063,2,2,3,5,2,7,1,1
E01016025,6905,6558,6583,8176,9324,20167,2777,7221,3,3,3,3,3,7,1,3
E01016026,28794,25593,27469,23103,22585,23667,25231,22632,9,8,9,8,7,8,8,7
E01016027,29942,27367,27455,30092,20874,23486,21932,28452,10,9,9,10,7,8,7,9
E01016028,24721,22339,23056,22532,21500,26387,15335,16462,8,7,8,7,7,9,5,6
E01016029,12735,15046,16093,20501,8216,2724,24728,7370,4,5,5,7,3,1,8,3
E01016030,6882,5283,9242,7740,7282,7313,2673,22846,3,2,3,3,3,3,1,8
E01016031,1481,1615,2391,3008,5806,20475,508,1120,1,1,1,1,2,7,1,1
E01016032,1869,1147,4352,7148,1171,9010,823,9890,1,1,2,3,1,3,1,4
E01016033,2142,2545,2376,2030,2261,12254,2698,11896,1,1,1,1,1,4,1,4
E01016034,13521,16411,17663,19820,10451,6619,7106,9039,5,6,6,7,4,3,3,3
E01016035,5540,5105,9333,13035,6480,14872,839,2544,2,2,3,5,2,5,1,1
E01016036,7620,8551,7666,11352,4580,17446,9664,3626,3,3,3,4,2,6,3,2
E01016037,11344,11879,17808,11770,7151,23207,8617,3342,4,4,6,4,3,8,3,2
E01016038,8954,8997,13127,16229,8038,17419,2295,3951,3,3,5,5,3,6,1,2
E01016039,6856,8207,10353,15646,5720,24146,1189,1599,3,3,4,5,2,8,1,1
E01016040,9025,12374,10629,11718,6746,21366,3474,3800,3,4,4,4,3,7,2,2
E01016041,7728,8700,10667,8780,9646,22977,2267,2650,3,3,4,3,3,8,1,1
E01016042,8392,6608,10001,11147,8290,23641,5952,4528,3,3,4,4,3,8,2,2
E01016043,9562,9387,10223,12325,8046,28785,2610,9691,3,3,4,4,3,9,1,3
E01016044,8057,9616,10297,5627,8743,25153,6008,2549,3,3,4,2,3,8,2,1
E01016045,12026,12551,15683,18891,10932,25011,3544,4089,4,4,5,6,4,8,2,2
E01016046,12018,14715,12792,13612,10536,28424,17493,1208,4,5,4,5,4,9,6,1
E01016047,12050,14143,13869,12238,13706,25815,7039,2795,4,5,5,4,5,8,3,1
E01016048,12542,11244,13532,10530,10901,25897,14732,6485,4,4,5,4,4,8,5,2
E01016049,4534,5202,5360,6660,7954,19270,3052,800,2,2,2,3,3,6,1,1
E01016050,30886,30632,29257,26948,23064,20154,24380,30784,10,10,10,9,8,7,8,10
E01016051,31279,29451,30184,26779,27124,17855,28285,30475,10,10,10,9,9,6,9,10
E01016052,27837,31334,30202,30841,24145,3113,24740,32201,9,10,10,10,8,1,8,10
E01016053,28682,27930,26364,26399,23274,12710,24312,29397,9,9,9,9,8,4,8,10
E01016054,30891,28768,29139,30429,23370,17980,27036,30158,10,9,9,10,8,6,9,10
E01016055,15921,13982,17705,15636,6476,19478,18792,20568,5,5,6,5,2,6,6,7
E01016056,19964,14223,24721,22160,10056,18286,24492,17879,7,5,8,7,4,6,8,6
E01016057,18756,18390,21670,21195,9540,5850,21658,31131,6,6,7,7,3,2,7,10
E01016058,19394,23895,22757,20174,18454,6775,5909,25233,6,8,8,7,6,3,2,8
E01016059,10221,10149,13653,15925,5075,2772,11094,24337,4,4,5,5,2,1,4,8
E01016060,27562,25059,23787,28966,16948,28167,16774,28747,9,8,8,9,6,9,6,9
E01016061,6778,6759,8255,12540,3447,23494,8374,2019,3,3,3,4,2,8,3,1
E01016062,6442,4618,6490,15746,3809,17674,4769,8695,2,2,2,5,2,6,2,3
E01016063,1410,1863,2482,3727,1521,19711,1688,1146,1,1,1,2,1,7,1,1
E01016064,5994,4665,5650,6389,8233,20701,8313,3755,2,2,2,2,3,7,3,2
E01016065,15542,15568,14787,15265,11977,10584,17746,16833,5,5,5,5,4,4,6,6
E01016066,7532,6645,8615,8824,4492,16457,3893,17379,3,3,3,3,2,6,2,6
E01016067,11305,10224,10868,10944,6275,24611,11104,15791,4,4,4,4,2,8,4,5
E01016068,5604,3681,4411,7786,3201,20871,7069,22397,2,2,2,3,1,7,3,7
E01016069,2620,3423,2565,5095,3934,15726,4287,997,1,2,1,2,2,5,2,1
E01016070,10892,15797,12157,13976,3679,8388,10715,13574,4,5,4,5,2,3,4,5
E01016071,10109,13183,13770,12490,1040,17027,12435,18293,4,5,5,4,1,6,4,6
E01016072,11458,12434,13782,10854,11337,3175,12242,18306,4,4,5,4,4,1,4,6
E01016073,26423,29989,27422,25070,18132,5331,31511,25537,9,10,9,8,6,2,10,8
E01016074,13533,13525,14713,11847,6020,9199,24470,22188,5,5,5,4,2,3,8,7
E01016075,16661,17987,15119,22109,6605,15657,17891,18748,6,6,5,7,3,5,6,6
E01016076,25208,23058,24390,23706,15020,24258,17250,23903,8,8,8,8,5,8,6,8
E01016077,12718,13259,11155,14738,4661,24522,18842,13545,4,5,4,5,2,8,6,5
E01016078,24403,22727,29459,26737,14679,19103,9379,23559,8,7,10,9,5,6,3,8
E01016079,19984,20230,21155,22713,14596,8172,11151,30819,7,7,7,7,5,3,4,10
E01016080,16404,15444,18945,14339,13704,8875,9905,28494,6,5,6,5,5,3,4,9
E01016081,27552,26396,29426,24669,16531,17386,18900,28374,9,9,10,8,6,6,6,9
E01016082,26111,24992,26658,27822,15690,19124,15665,23097,9,8,9,9,5,6,5,8
E01016083,3787,3956,2137,5436,1497,11546,13621,21337,2,2,1,2,1,4,5,7
E01016084,9082,6533,10743,15927,2452,10138,12304,28881,3,3,4,5,1,4,4,9
E01016085,30931,27727,26099,28403,22682,26801,29450,31362,10,9,9,9,7,9,10,10
E01016086,30703,29970,30201,28760,27325,13020,24843,29777,10,10,10,9,9,5,8,10
E01016087,25104,25272,24242,21384,20782,27126,16666,12561,8,8,8,7,7,9,6,4
E01016088,17951,14746,15774,17372,12393,17513,20492,24941,6,5,5,6,4,6,7,8
E01016089,25061,21650,23517,22681,19486,19819,22278,20029,8,7,8,7,6,7,7,7
E01016090,28179,25544,27817,23779,16831,17451,30568,28254,9,8,9,8,6,6,10,9
E01016091,30054,28752,25472,26112,22308,22850,30104,26677,10,9,8,9,7,8,10,9
E01016092,28666,27155,26031,26018,18027,17558,28952,29091,9,9,9,9,6,6,9,9
E01016093,26066,29997,29578,27314,17188,9773,12508,24818,9,10,10,9,6,4,4,8
E01016094,24571,25190,24185,26312,18629,7945,27954,18419,8,8,8,9,6,3,9,6
E01016095,25148,22774,25713,22516,18565,13135,19761,26984,8,8,8,7,6,5,7,9
E01016096,26682,22173,26462,21268,15610,24514,28578,25009,9,7,9,7,5,8,9,8
E01016097,11526,11931,12385,14684,6014,14609,8335,14632,4,4,4,5,2,5,3,5
E01016098,10759,9077,12582,10086,7987,19825,19715,5278,4,3,4,4,3,7,7,2
E01016099,21049,19460,23286,19134,9436,20544,15717,28810,7,6,8,6,3,7,5,9
E01016100,14484,12321,13442,16629,11578,8913,14366,26872,5,4,5,6,4,3,5,9
E01016101,24886,21931,23659,27680,12789,16695,23704,27478,8,7,8,9,4,6,8,9
E01016102,8089,6012,6359,8775,5932,16154,11898,20101,3,2,2,3,2,5,4,7
E01016103,25081,28068,28803,25919,17398,13069,11442,18724,8,9,9,8,6,5,4,6
E01016104,29752,29902,29682,23256,16754,24983,27530,26199,10,10,10,8,6,8,9,9
E01016105,26001,22731,25582,23172,17576,26523,15701,24624,9,7,8,8,6,9,5,8
E01016106,22533,17862,21529,21604,13391,26039,16243,30324,7,6,7,7,5,9,6,10
E01016107,28910,27961,30056,24393,20344,14215,25293,27588,9,9,10,8,7,5,8,9
E01016108,27085,30587,30371,24162,24616,7577,21884,17295,9,10,10,8,8,3,7,6
E01016109,9113,6840,8365,9114,9757,16061,11604,10973,3,3,3,3,4,5,4,4
E01016110,5261,9226,4646,3714,11923,16189,1735,2807,2,3,2,2,4,5,1,1
E01016111,841,3519,248,644,7294,18541,942,2014,1,2,1,1,3,6,1,1
E01016112,32182,31301,31986,30635,26203,18448,32123,32244,10,10,10,10,9,6,10,10
E01016113,18709,18809,17774,19924,17343,27354,10211,9910,6,6,6,7,6,9,4,4
E01016114,9358,9100,9645,11271,15055,25472,3758,3592,3,3,3,4,5,8,2,2
E01016115,12633,9722,12900,15723,7290,24393,16383,10666,4,3,4,5,3,8,6,4
E01016116,12079,9328,12868,14594,6402,24827,17876,9402,4,3,4,5,2,8,6,3
E01016117,5451,5867,5130,3835,8958,20212,11775,1514,2,2,2,2,3,7,4,1
E01016118,15756,14873,21732,21670,16645,28178,6414,2941,5,5,7,7,6,9,2,1
E01016119,29313,28785,25806,20097,23537,29177,22577,25857,10,9,8,7,8,9,7,8
E01016120,9491,7032,6707,9335,6217,18614,24936,18261,3,3,3,3,2,6,8,6
E01016121,25814,24379,22375,25153,14965,25221,21357,23245,8,8,7,8,5,8,7,8
E01016122,26308,26216,23525,25631,20040,29031,16946,14514,9,9,8,8,7,9,6,5
E01016123,21777,22077,21038,26656,11081,13943,19985,20673,7,7,7,9,4,5,7,7
E01016124,21576,18799,17702,18769,17911,27290,22699,16113,7,6,6,6,6,9,7,5
E01016125,18358,15847,18796,20918,15444,24762,17728,7668,6,5,6,7,5,8,6,3
E01016126,24211,18915,22619,21653,19149,27369,24439,16271,8,6,7,7,6,9,8,6
E01016127,16637,13489,16244,20600,17665,18064,20815,6208,6,5,6,7,6,6,7,2
E01016128,17149,15453,18328,16531,12138,13599,20881,14080,6,5,6,6,4,5,7,5
E01016129,8848,6574,11074,14281,8334,9782,9966,5777,3,3,4,5,3,4,4,2
E01016130,12927,15976,13828,15587,28820,18321,2457,3633,4,5,5,5,9,6,1,2
E01016131,23170,20404,19814,20566,30212,18528,16045,16076,8,7,7,7,10,6,5,5
E01016132,28294,24772,28776,28090,25305,17238,18793,20954,9,8,9,9,8,6,6,7
E01016133,29595,30486,29099,27267,20738,14156,27556,24766,10,10,9,9,7,5,9,8
E01016134,21721,16650,21767,24054,17318,13712,18619,24536,7,6,7,8,6,5,6,8
E01016135,14956,14533,17507,13763,8375,26275,21433,5966,5,5,6,5,3,9,7,2
E01016136,4391,6838,4743,3782,6168,21643,1121,3713,2,3,2,2,2,7,1,2
E01016137,10847,9621,12676,14562,6638,25670,14699,3756,4,3,4,5,3,8,5,2
E01016138,25891,30398,27469,25275,11182,10227,26316,25533,8,10,9,8,4,4,9,8
E01016139,23844,23685,22908,23290,16089,21148,15755,18696,8,8,8,8,5,7,5,6
E01016140,6500,8898,6501,6903,9186,23046,3250,1900,3,3,3,3,3,8,2,1
E01016141,9764,10413,13123,7769,12562,26388,4297,3420,4,4,5,3,4,9,2,2
E01016142,20390,25648,27726,28534,10604,5144,12114,17190,7,8,9,9,4,2,4,6
E01016143,11555,13702,19701,18790,7247,856,14021,14243,4,5,7,6,3,1,5,5
E01016144,24704,24761,26045,24571,18493,8307,27512,18254,8,8,9,8,6,3,9,6
E01016145,25419,27317,26954,22311,14619,8236,28901,26543,8,9,9,7,5,3,9,9
E01016146,11452,13135,11852,14868,9925,3028,18260,12340,4,5,4,5,4,1,6,4
E01016147,23251,21737,22872,19472,14435,12640,26004,28639,8,7,8,6,5,4,9,9
E01016148,26766,26525,26071,27604,20795,9437,26349,22011,9,9,9,9,7,3,9,7
E01016149,9600,10749,14659,15176,4630,812,20945,17191,3,4,5,5,2,1,7,6
E01016150,7198,7581,7710,9425,1737,20418,12992,8847,3,3,3,3,1,7,4,3
E01016151,15092,16141,15040,15831,8199,16726,15353,13501,5,5,5,5,3,6,5,5
E01016152,8721,8450,4939,9985,5564,19184,22911,12570,3,3,2,4,2,6,8,4
E01016153,4988,3177,5947,13547,1414,22124,7933,6546,2,1,2,5,1,7,3,3
E01016154,8863,13217,11034,12035,4065,25285,4275,3292,3,5,4,4,2,8,2,2
E01016155,8243,7540,6226,9140,4908,18576,11290,16653,3,3,2,3,2,6,4,6
E01016156,16157,14775,18643,17151,4076,19618,23411,23847,5,5,6,6,2,7,8,8
E01016157,13122,9748,15435,15031,6122,23772,20438,10621,5,4,5,5,2,8,7,4
