lsoa_code,Education_decile,Children_and_young_people_decile,Adult_skills_decile,Housing_and_Access_decile,Geographical_barriers_decile,Wider_barriers_decile,Environment_decile,Indoors_decile,Outdoors_decile,Education_rank,Children_and_young_people_rank,Adult_skills_rank,Housing_and_Access_rank,Geographical_barriers_rank,Wider_barriers_rank,Environment_rank,Indoors_rank,Outdoors_rank
E01016395,5,5,5,2,3,2,5,5,4,15183,14654,15007,4576,9309,5488,13538,13186,10219
E01016396,1,1,2,2,6,2,7,7,5,1692,918,3871,5309,16539,3393,21970,22309,14452
E01016397,1,1,2,2,5,2,7,8,3,3049,1668,5783,4331,13402,3564,20056,23853,9554
E01016398,7,6,7,4,9,2,4,4,4,20176,18803,20258,12566,27748,4626,11966,11108,10599
E01016399,7,6,7,4,4,4,4,3,4,20349,17442,22192,9861,9955,10363,11473,9565,12811
E01016400,5,4,7,3,5,2,5,4,4,15138,10959,19910,6934,14112,5152,13182,12711,10295
E01016401,10,10,10,3,8,2,3,3,3,32020,31430,31420,9754,23351,4238,7465,7037,9099
E01016402,9,8,9,4,10,2,3,3,4,27421,25435,27536,11354,30897,3674,8950,7630,11255
E01016403,10,10,10,6,8,3,5,5,4,31652,31004,30958,17505,25753,7458,14305,13205,11828
E01016404,7,5,9,4,9,2,2,2,3,21446,15586,27525,10717,29255,3658,3858,4431,6712
E01016405,6,5,8,4,10,2,2,2,3,18978,13611,24884,10642,30201,3498,4437,4661,7840
E01016406,7,5,9,2,6,2,1,2,1,21625,16011,27286,6175,18756,3407,2868,4920,3151
E01016407,8,7,9,7,6,5,7,6,6,24219,20468,26639,21788,18547,14190,20665,18554,17349
E01016408,6,6,6,2,2,5,9,9,7,19281,18445,18955,4712,3752,13675,27326,26689,19822
E01016409,6,5,7,8,7,5,7,7,6,19362,15622,22547,24442,21614,14676,21843,19949,17766
E01016410,10,10,9,5,3,7,7,8,4,29914,29572,28366,15023,8061,19865,22735,25596,12124
E01016411,10,10,9,3,2,7,9,9,7,30919,32254,28108,8834,4551,19910,27509,26375,20793
E01016412,7,6,6,5,3,6,9,9,6,19962,19591,19099,13459,7233,19536,27869,28265,18917
E01016413,10,10,10,3,6,2,5,5,3,32415,31912,31990,8496,17869,4900,13713,14817,8314
E01016414,10,9,10,3,7,2,5,4,4,31472,29387,32213,6884,19758,3569,13220,11917,11807
E01016415,3,2,3,1,5,1,5,5,5,6589,4754,9251,2526,13193,2336,15371,13509,13724
E01016416,6,4,10,1,4,1,2,3,2,19442,11594,30459,2271,10419,2788,5374,7250,4554
E01016417,9,9,10,3,10,1,3,3,4,29542,27578,29576,9620,30761,3076,9434,8575,10046
E01016418,8,6,10,4,10,2,3,2,5,23682,16916,30707,12311,30334,4100,8297,6378,13641
E01016419,6,5,6,2,3,2,5,6,3,17305,15401,18428,4467,8268,6061,14862,17078,7801
E01016420,2,2,1,2,9,1,7,7,4,3393,4309,2805,6320,28712,2148,19758,21090,11718
E01016421,3,4,3,2,2,4,6,6,4,9322,11414,7634,3851,4437,9944,17129,18332,10096
E01016422,3,2,4,1,2,2,9,9,6,7917,6330,9967,934,4373,3891,27191,28697,16817
E01016423,2,2,2,3,6,2,6,6,5,4999,5333,4780,9377,19127,5033,19505,17569,16364
E01016424,8,9,7,6,5,5,7,7,5,25738,29138,21061,18921,13384,16090,22687,22038,16307
E01016425,10,9,10,5,3,7,9,9,6,30998,28839,31617,15948,7997,21498,28480,29181,19214
E01016426,10,10,10,5,3,8,7,7,4,32802,32825,32471,16164,7052,24652,20158,21133,12416
E01016427,10,9,10,7,5,5,7,8,3,30839,28346,31785,20512,15736,15266,20999,25884,9265
E01016428,9,9,10,7,5,6,6,8,3,29552,26732,30541,22533,14625,18911,19601,23022,9613
E01016429,10,9,10,8,5,7,6,5,4,30305,28480,30368,25828,15408,22841,16660,15763,12660
E01016430,10,10,10,5,2,9,9,9,6,31938,30782,31887,14205,5234,28173,27984,28599,18728
E01016431,6,7,6,8,8,5,7,7,6,19361,21221,16605,25632,24584,14103,22603,21539,16886
E01016432,7,7,6,8,7,4,9,9,6,20484,20312,19326,23054,22263,12832,27003,28569,16606
E01016433,4,3,5,5,8,3,6,6,5,11398,8948,14336,16385,24348,7264,18944,17303,15460
E01016434,4,3,4,6,7,4,6,6,5,10039,9305,10879,18815,20764,10271,19192,18568,13971
E01016435,3,3,3,2,3,2,8,9,5,6973,7031,7012,4254,8052,5998,24863,26563,14750
E01016436,3,2,3,5,6,3,7,6,5,7569,6305,9175,14199,16828,8953,20585,19260,15903
E01016437,2,2,3,2,4,2,6,6,4,6123,5757,6576,5667,11158,5490,18957,19080,12733
E01016438,1,2,1,1,4,1,6,7,3,2811,4364,1982,2862,11921,2886,19146,22897,9065
E01016439,3,4,2,2,4,2,7,7,5,7792,10332,5893,6411,12780,5321,22181,21301,16326
E01016440,2,2,2,4,6,2,6,6,4,4855,5709,4224,11255,19560,5938,17604,17203,12513
E01016441,1,1,1,1,3,2,8,10,4,662,635,1585,2479,9314,3390,24229,29821,10744
E01016442,2,1,4,2,4,2,7,7,5,4197,1596,10638,3970,12614,3532,19915,20090,13227
E01016443,1,1,1,2,6,1,7,8,4,1180,838,2576,5648,18951,3103,22504,24845,12499
E01016444,3,5,2,2,8,1,5,6,3,7493,14923,3719,6053,24799,2445,14776,17990,6889
E01016445,3,6,2,1,6,1,7,8,3,9449,17396,5068,2800,16479,1951,19879,25934,7797
E01016446,4,7,2,2,8,1,4,5,2,12102,22672,6230,5918,24471,2421,11564,14966,5286
E01016447,4,7,3,3,10,1,4,6,2,12455,20321,7362,7818,31827,2377,11263,17188,3648
E01016448,5,6,4,2,9,1,4,5,2,14919,18079,11752,4770,27040,1744,10921,15675,4103
E01016449,2,5,1,2,10,1,5,6,2,5806,13869,2321,5233,31054,1609,13825,18326,5487
E01016450,2,3,2,1,4,1,7,9,3,6111,8136,4617,1636,12779,1726,20428,26723,7967
E01016451,2,4,2,1,7,1,7,9,3,6483,11877,3548,2415,20114,1347,21858,27541,9241
E01016452,3,4,2,2,6,1,6,7,3,7307,10454,5135,4987,16745,3165,17608,19774,9432
E01016453,4,6,3,2,3,2,6,8,3,11894,17278,8019,3638,9237,4574,19592,23727,9017
E01016454,3,4,2,2,5,1,6,6,3,7274,10375,5138,4046,14119,3167,16935,18339,9743
E01016455,3,3,3,2,4,2,5,5,3,7837,8929,6922,4965,12350,4382,14120,14900,8935
E01016456,3,4,3,1,6,1,3,7,1,9425,11089,8052,1771,18199,1178,9787,19717,1836
E01016457,5,6,3,1,4,1,5,5,3,13622,19457,9129,1775,9859,2483,13848,15952,7357
E01016458,3,4,2,1,2,1,6,9,2,6866,10961,4324,174,6095,1490,19242,27765,6156
E01016459,4,5,3,2,9,1,3,3,3,10858,13757,8485,6006,28165,2087,8619,9188,7202
E01016460,6,7,5,4,10,1,3,7,1,17145,21021,13240,10371,32131,3180,9831,21190,1558
E01016461,6,6,5,1,5,1,2,2,2,17241,17409,16177,1544,16338,1211,4236,5829,4612
E01016462,5,4,5,1,5,1,3,4,2,13460,12142,14374,1650,14818,1446,7841,10504,4451
E01016463,2,3,2,1,7,1,5,8,1,6473,7856,5466,1738,20496,983,13891,24248,3031
E01016464,2,3,2,1,7,1,3,4,1,6512,6955,6237,1729,20660,969,7651,13040,2651
E01016465,5,5,4,1,4,1,2,2,1,14215,15217,12821,1272,12611,1458,3329,5579,3136
E01016467,5,5,5,4,8,2,4,5,3,14742,14092,14775,10417,25774,4077,12768,14440,7320
E01016468,6,6,6,3,6,2,5,5,3,19457,18166,19563,9260,16863,5680,14186,15565,8278
E01016469,6,5,5,4,9,2,3,4,2,16566,15994,16314,10863,26697,4107,9483,11218,5890
E01016470,7,7,6,4,9,2,6,7,3,20498,22815,17217,11157,28900,3882,16565,20191,7510
E01016471,4,5,4,5,8,2,6,6,3,12617,15130,10188,13996,23528,6230,16659,19706,8034
E01016472,4,5,4,4,8,2,7,8,3,12258,13919,10504,10496,25472,4158,21321,25944,9671
E01016473,7,7,7,2,4,2,7,9,3,22604,20899,22755,5068,10748,5185,20672,28136,7431
E01016474,4,3,4,2,6,1,6,7,3,10070,9533,10668,4491,18500,2567,17655,21510,7989
E01016475,5,7,3,1,4,1,5,8,1,13235,20125,8361,2295,11433,2532,13764,24624,2845
E01016476,5,3,6,4,8,2,8,10,3,13181,9217,18160,11958,25385,4811,23541,29792,9826
E01016477,6,6,6,1,4,2,7,8,4,19032,18218,18727,3197,10345,3688,20834,23523,10976
E01016478,7,7,7,1,3,2,6,9,2,22321,22685,20450,2427,8634,3616,18752,26564,6200
E01016479,6,6,5,1,4,1,4,6,2,17787,18644,16089,1930,10378,2468,12332,17364,4573
E01016480,4,3,4,1,3,1,3,5,2,9897,9824,10039,1322,9443,2120,9431,13779,3776
E01016481,4,3,5,2,7,1,4,5,2,11572,8546,15435,3753,22218,1755,10703,16321,3572
E01016482,6,5,6,1,4,1,2,2,3,16829,15120,17752,1850,13082,1838,3406,3389,8843
E01016483,4,4,3,3,9,1,5,7,2,10819,12820,9065,6829,28767,2316,15365,19974,6169
E01016484,4,5,4,2,7,1,4,4,2,11638,13443,9949,4524,20635,2281,10189,13095,5068
E01016485,3,5,2,3,9,1,5,6,3,8938,13650,5838,8623,28319,3008,14772,17075,7670
E01016486,3,5,2,1,3,1,6,8,2,7385,14940,3603,779,9640,1468,17912,25836,5709
E01016487,4,7,2,3,9,1,5,8,2,11675,21906,6051,8281,26702,3093,15613,25827,3726
E01016488,5,6,3,3,8,2,6,7,3,13269,19650,8605,8812,24678,3596,16916,20713,7567
E01016490,3,4,2,1,8,1,6,9,2,7638,11593,5051,1234,24617,532,17971,29239,4423
E01016491,7,8,6,4,8,2,5,7,2,21308,25533,16606,10537,23331,4587,15264,20504,5732
E01016492,7,7,6,1,2,2,7,9,2,20966,22647,18123,753,4078,3773,19749,28228,6411
E01016493,7,8,6,2,3,3,6,7,2,22200,24765,18534,5188,8054,7094,16767,22738,6077
E01016494,6,5,7,1,3,2,3,3,2,19005,15293,22231,2026,7045,3909,7441,9296,5153
E01016495,7,6,8,1,3,2,4,5,3,21759,18867,23472,2639,6960,4809,12869,13960,8014
E01016496,5,5,5,4,9,2,6,9,2,14154,13839,13952,10521,26998,3910,17989,26324,5561
E01016497,8,8,7,4,4,3,6,8,2,24078,24131,22324,10142,12455,8496,16492,23363,5460
E01016498,4,4,4,1,2,2,6,9,2,10944,10931,10845,1304,5765,3606,18888,27828,5776
E01016499,3,4,3,1,3,1,7,10,3,9308,11963,7253,497,7816,1530,22716,32118,7578
E01016500,8,10,7,1,2,2,5,8,2,25286,29929,19814,1252,5626,3585,15471,24567,4050
E01016501,5,8,3,1,5,1,5,8,2,14139,23821,8011,1857,14200,1667,16331,24291,4880
E01016502,6,8,5,3,7,2,5,7,2,18580,23861,13653,8077,22529,3635,14196,21404,4255
E01016503,5,7,3,2,6,1,6,8,2,13547,22857,7648,5092,18988,2812,17203,23723,6004
E01016504,9,10,8,1,2,2,5,8,2,28338,31358,23835,2080,6394,4410,14596,24848,3322
E01016505,4,5,3,1,5,1,5,7,2,11316,15627,8088,2486,15198,1959,14786,21400,4792
E01016506,7,6,7,1,4,1,6,7,3,20863,19553,20812,1654,9931,2333,17344,20529,8325
E01016507,8,9,6,1,3,2,6,7,3,23139,27699,17959,2873,9273,3799,16742,20056,7855
E01016508,8,8,7,2,5,2,7,8,3,23838,24437,21589,6160,15696,4125,19845,26054,7689
E01016509,7,8,6,4,10,2,4,5,2,22499,24759,19026,12669,30767,4169,11809,14772,5721
E01016510,9,10,8,1,2,3,6,9,2,28694,31213,24581,2647,5094,6598,19475,28849,5885
E01016511,6,7,5,1,6,1,2,3,1,18713,22148,14924,2848,18112,1773,5662,9564,2797
E01016512,6,6,6,2,8,1,2,4,1,18266,16846,18729,3729,25035,1505,5987,10334,2647
E01016513,9,10,8,1,2,3,6,8,3,29266,32062,24932,2926,5487,6608,19229,24129,8236
E01016514,5,3,8,1,6,1,3,4,1,13730,7395,24313,3222,17419,2067,7643,12489,2910
E01016515,10,10,8,1,2,2,5,8,2,30088,32472,26171,1772,4043,6267,15324,24962,3797
E01016516,3,4,2,3,9,1,3,6,1,8273,11574,5917,6912,26476,2577,9503,17111,2363
E01016517,3,3,2,2,9,1,6,7,3,6638,9813,4543,3880,27319,1402,17339,22849,6657
E01016518,5,5,5,1,3,1,6,8,3,14895,15559,13642,1310,7928,2572,19190,25436,7337
E01016519,6,6,6,1,4,1,4,4,4,19024,18824,18109,1674,11346,2022,13041,11951,11349
E01016520,3,3,2,2,8,1,6,8,2,7154,9692,5336,3994,26130,1525,17143,25863,4945
E01016521,4,7,3,1,3,1,6,6,3,13124,20225,8182,2147,8925,3182,17011,18688,9533
E01016522,10,10,10,3,1,8,9,10,6,32115,31947,31153,6904,2628,26007,29364,32136,17752
E01016523,9,7,10,3,2,7,8,8,6,27392,22863,30554,8083,3913,21080,24676,23959,17746
E01016524,10,10,10,5,3,6,9,10,5,31620,30515,31343,13165,7805,17701,27351,29740,15978
E01016525,10,10,10,9,5,8,7,7,4,32283,31166,32366,27432,15807,25363,20298,22414,11225
E01016526,10,10,10,9,7,8,7,8,3,31812,30759,31619,28969,19994,23076,20692,25301,9283
E01016527,10,10,9,9,7,7,7,7,5,30827,30758,29261,29455,22241,21783,20971,21773,13139
E01016528,8,7,10,9,8,6,5,4,4,25834,20753,29779,29435,25932,18624,13853,12048,13013
E01016529,3,2,4,7,9,3,6,7,3,9092,6389,12928,21336,28129,8996,19082,22176,9586
E01016530,5,4,6,4,2,6,7,6,7,14692,12081,17110,10940,6544,17359,21689,17750,21940
E01016531,10,10,10,4,2,9,2,2,4,31799,31077,31256,10465,3881,27077,5495,4557,11893
E01016532,10,10,10,9,6,8,7,7,4,31677,30926,31086,28093,17347,24484,21200,22772,12406
E01016533,10,10,10,9,5,9,7,6,7,32129,31633,31499,27785,14024,29386,21980,18855,20278
E01016534,10,10,10,8,4,9,9,10,4,31586,31941,29873,26207,12486,28948,26608,31837,12690
E01016535,8,8,7,8,5,7,7,9,3,24803,25565,22340,25437,16112,21230,22312,27888,9611
E01016536,8,6,9,6,5,5,2,3,2,23450,17694,28854,19291,15635,14121,6519,7915,5536
E01016537,5,4,6,5,4,5,8,9,4,14694,11625,17774,16141,11832,14844,23443,27910,11094
E01016538,8,6,9,10,8,7,4,4,4,24839,19481,29353,30130,23795,21869,12706,12052,10460
E01016539,10,10,9,3,2,8,7,9,3,31262,32231,28912,8403,3302,25484,21334,27154,8826
E01016540,9,9,9,3,2,8,7,8,4,28743,26639,28923,9677,4113,23810,22771,25664,12110
E01016541,9,9,9,3,1,9,8,10,4,29169,29155,27253,7293,2468,28929,25611,31440,11509
E01016542,7,7,6,9,8,7,9,10,6,20490,20078,19560,29507,24233,20094,28700,30559,18016
E01016543,10,9,9,3,2,8,3,3,4,30046,28969,29245,8822,3437,25729,9454,7955,11699
E01016544,10,9,10,9,10,5,3,2,4,31011,29123,31356,29271,30078,15766,6859,6025,10498
E01016545,9,7,10,9,8,5,4,3,4,27536,22915,30785,26524,25126,14781,9922,8717,10920
E01016546,10,10,10,9,7,8,5,5,4,32042,30757,32176,29512,19721,24700,15400,15067,11080
E01016547,10,10,10,10,9,7,3,3,3,31281,29622,31526,31280,27754,21964,7059,7319,7563
E01016548,10,9,9,6,4,6,9,9,6,29846,28466,29324,19316,12546,17624,27457,27442,19073
E01016549,8,7,9,8,7,5,8,8,5,25248,20551,28775,24489,20329,15674,24255,25713,14576
E01016550,8,7,9,8,5,8,8,7,7,25122,20688,28296,25449,14855,23030,23160,20284,20423
E01016551,8,8,8,10,7,8,8,9,5,24156,23225,23338,29821,21501,23365,25270,28562,13398
E01016552,10,9,10,9,9,6,5,5,3,30513,28611,30749,29305,26309,18104,14758,16286,8436
E01016553,8,9,6,7,4,7,7,7,4,24017,29022,18414,20047,11645,19932,20335,21589,12188
E01016554,4,2,6,7,7,4,8,8,6,10550,5787,18901,20856,20982,11713,24904,24837,16985
E01016555,3,2,3,8,8,5,6,5,5,7560,6428,8978,25402,25815,13190,17474,15914,14307
E01016556,4,3,4,8,7,5,8,9,5,9890,7911,12423,23081,20019,14314,24911,26562,14842
E01016557,6,5,7,7,5,5,9,9,6,16970,13792,19771,20676,15186,16003,27044,27698,17760
E01016558,3,2,5,5,3,6,9,10,6,7911,4352,14250,14240,9054,16702,28876,29947,19200
E01016559,9,10,9,7,3,9,9,10,5,29346,29948,26851,21958,9616,27497,27211,32283,13288
E01016560,4,4,3,8,7,5,6,6,4,10344,11740,9102,23595,22161,13395,19135,19404,12681
E01016561,8,8,8,9,5,8,9,10,6,25314,24430,24352,26410,15241,24147,28819,30674,18184
E01016562,9,10,8,8,4,9,7,9,4,27961,30047,24215,23413,10891,26840,22221,26686,10377
E01016563,10,10,8,6,3,9,9,10,6,29611,31329,26188,18734,7897,26664,29145,32037,17394
E01016564,6,4,9,4,3,6,2,3,2,18066,11661,26420,11497,7160,16707,5655,8642,3481
E01016565,10,10,10,6,3,8,7,9,3,31898,31673,30897,17571,7542,25622,20654,28484,7226
E01016566,4,2,7,3,2,5,4,4,4,11824,6074,22349,7601,6078,13167,11426,10566,10409
E01016567,6,4,10,3,2,5,7,9,3,17707,9903,29764,9298,5943,16203,20690,26725,8289
E01016568,5,5,6,8,6,7,7,7,5,16196,13302,18763,25764,17570,19961,20842,20066,15178
E01016569,6,5,7,7,5,6,5,5,4,18188,14049,22268,22787,14927,18862,15495,15413,10768
E01016570,10,10,10,2,1,8,10,10,6,31894,32291,30303,4785,1851,25821,29574,32307,18065
E01016571,10,10,9,8,5,8,8,10,5,29653,29739,27683,24873,13458,24324,26062,29739,13646
E01016572,9,9,9,7,4,8,8,10,4,28342,28222,26505,20805,10519,23223,26141,31601,12170
E01016573,2,2,3,6,6,4,8,8,4,6493,5527,7801,19299,17717,12463,23164,25855,12526
E01016574,4,5,4,7,6,5,6,7,4,12626,13731,11249,21805,18287,14410,18523,20082,10604
E01016575,9,8,8,3,2,8,9,9,5,26904,25800,26084,9404,3910,24248,26674,29415,15012
E01016576,7,6,8,5,3,7,5,6,2,22395,19464,23997,14023,7166,20624,14254,18396,5938
E01016577,4,3,6,1,1,6,6,6,4,12678,8790,17634,1712,1248,17010,18557,18634,12409
E01016578,9,10,8,2,1,8,1,1,4,28280,29749,25018,4288,1729,24973,2124,1931,11028
E01016579,9,8,9,1,1,7,4,3,6,27413,25143,27834,2502,1371,20381,11588,8013,18664
E01016580,3,3,3,7,5,5,9,9,6,8459,8038,9000,19812,16282,14052,28337,28565,19637
E01016581,10,10,10,2,1,8,2,2,5,30993,30684,29707,3722,1565,24244,4249,3299,13848
E01016582,6,6,6,8,7,5,8,8,5,17987,18054,16997,25071,21139,15740,24364,25324,15246
E01016583,10,10,10,4,2,9,9,10,6,31311,30185,31003,10779,4019,26992,29476,31207,19094
E01016584,6,6,7,8,7,5,8,8,5,19705,17306,21060,23497,21522,13706,23824,25340,14175
E01016585,10,10,10,6,4,7,7,8,4,31645,31210,30737,17854,9904,20089,21953,23432,13057
E01016586,10,10,10,2,1,9,9,9,6,32099,32384,30679,3322,1236,26869,27000,27815,17520
E01016587,8,9,7,10,6,8,8,9,5,25067,27880,20895,29640,19168,25756,25396,26352,16036
E01016588,6,5,6,3,2,6,7,7,6,17783,15417,19436,6608,3907,17568,22026,20990,16462
E01016589,10,9,9,8,4,9,9,9,5,30336,29438,29450,25447,12669,26944,26372,28624,15280
E01016591,10,10,10,7,3,10,8,10,4,32598,32722,31794,21058,8342,29665,25743,31216,11861
E01016592,10,10,10,4,2,7,7,7,4,31064,29723,30869,10678,5362,20446,19859,21535,11391
E01016593,3,3,3,7,7,4,7,7,4,8663,8692,8661,22841,21727,12995,20188,21585,11954
E01016594,3,3,3,6,5,5,6,7,4,8652,8965,8369,18149,15215,13411,19147,20230,11675
E01016595,8,7,8,6,4,6,6,5,6,24398,21265,25977,17609,10616,18432,17256,13381,19425
E01016596,10,9,10,4,2,7,7,7,6,31174,29275,31613,10426,4984,21397,21693,19728,17783
E01016597,10,10,10,2,1,9,10,10,6,31475,31482,30076,5742,2001,28107,29944,32061,19259
E01016598,10,10,10,10,8,9,8,10,5,31778,31493,30790,31877,23732,28384,26003,29831,13472
E01016599,2,2,3,7,7,4,9,9,6,6419,5206,8114,21530,20636,12516,26859,26699,18672
E01016600,10,10,10,2,1,9,8,8,5,32143,32113,31069,4794,1791,26575,23830,25670,13827
E01016601,9,8,9,8,6,6,8,8,4,26891,23670,28404,25990,19362,18415,23608,26049,13054
E01016602,10,10,9,8,4,9,8,10,5,31104,31767,28984,23404,10576,27597,26149,29602,13919
E01016603,10,10,10,8,5,8,7,8,4,32227,32345,31065,25326,13520,25074,21978,25398,11114
E01016604,10,9,10,4,2,8,9,9,7,30240,27450,31286,11660,4587,25856,27725,26882,20546
E01016605,8,8,8,8,5,7,7,7,6,25239,24723,23908,24984,14643,22567,21898,20123,17575
E01016606,10,10,10,10,7,9,8,9,6,31966,31630,31090,30829,20223,28118,26250,26552,17552
E01016607,10,9,10,6,3,9,10,10,7,30492,27564,31850,17176,6761,27651,30232,30396,22366
E01016608,9,8,9,9,8,6,9,9,6,28075,25888,28359,28820,24632,18475,27061,28432,16871
E01016609,6,5,7,7,5,6,9,8,7,18884,15038,22312,21208,14378,17585,27256,25710,21177
E01016610,7,6,8,2,1,7,7,6,8,22311,18293,25324,4372,2234,20459,22027,17114,24767
E01016611,7,5,9,2,1,7,8,9,5,21686,15748,27918,4222,1921,22623,25335,26603,15604
E01016612,10,10,10,3,1,10,9,10,5,32047,31719,31217,7151,2303,30094,28080,31905,15205
E01016613,6,5,6,2,2,4,10,9,8,17386,14944,19178,4161,4115,11366,29845,27535,25832
E01016614,8,8,8,2,1,6,8,9,5,24750,23705,23984,4172,2672,16886,25615,28041,14537
E01016615,3,2,3,6,7,3,8,8,6,6967,5833,8419,18079,22151,9103,24146,23802,16797
E01016616,5,4,5,8,8,5,9,9,6,13238,12247,13831,25551,24090,14310,27797,27914,19223
E01016617,7,8,7,9,7,7,8,8,6,22796,23301,20799,28118,20168,21128,25131,24795,17570
E01016618,8,7,8,4,3,4,8,9,5,24488,21311,26103,10374,8597,12596,25115,27231,14495
E01016619,10,10,10,2,1,9,10,9,8,31646,32067,29917,5955,2139,27375,30038,28456,24847
E01016620,9,9,9,2,1,8,10,10,8,28270,27944,26619,5696,2472,23301,31248,32184,23149
E01016621,7,6,7,9,7,6,9,9,6,20479,18071,21710,27929,22528,18550,27546,27556,19116
E01016622,9,9,9,9,5,9,10,10,7,29120,26818,29526,27552,15185,26619,30575,32279,20826
E01016623,7,7,8,10,7,8,9,9,6,22710,20757,23153,30219,21008,25039,27335,27720,18382
E01016624,9,9,9,9,5,8,10,10,7,29251,27651,28890,26855,15309,24947,30109,30383,22047
E01016625,10,10,10,6,3,8,10,10,7,31184,29712,31168,17419,8196,23377,30424,31683,21158
E01016626,8,7,9,6,5,5,8,10,4,24753,20460,27793,18139,14950,13641,24251,30500,10287
E01016627,9,8,10,8,5,7,10,10,7,29080,25574,30855,23564,14197,20877,29761,30535,20751
E01016628,9,9,9,7,4,8,10,10,8,29347,27511,29231,21829,10319,25466,30764,30136,24585
E01016629,10,10,10,6,3,9,10,10,7,32549,32779,31590,17998,7423,26846,31317,32605,22817
E01016630,10,10,10,4,2,8,10,10,9,31859,30772,31707,12653,5088,25540,32424,32433,28156
E01016631,9,9,8,6,4,6,10,10,8,27317,27735,25055,17115,11296,16722,31778,31969,25508
E01016632,10,10,10,2,1,7,10,10,9,32012,31432,31399,4976,2202,22972,32183,32010,27427
E01016633,10,10,10,3,2,9,10,10,8,32344,31750,31946,9450,3565,26517,31995,32405,25830
E01016634,10,9,10,3,2,7,10,10,9,31000,29312,31117,7554,3393,22579,31684,30188,28258
E01016635,10,10,10,5,3,8,10,10,8,31297,29952,31215,15459,6580,24929,31716,32784,24075
E01016636,10,10,10,4,2,8,10,10,8,32035,32249,30666,10876,4422,24974,31202,31992,23252
E01016637,10,10,10,3,2,8,10,10,9,31690,30884,31165,8096,3356,24286,32108,32144,26804
E01016638,9,7,10,4,2,9,10,10,8,26997,22891,29591,12370,4675,27023,31410,31408,24887
E01016639,10,9,10,2,1,6,10,10,9,30298,28379,30452,5418,3012,18778,32445,32628,27971
E01016640,10,10,10,8,5,7,10,9,8,31820,31338,31052,25506,15774,21789,29593,27699,24696
E01016641,10,10,9,2,1,8,8,6,8,29659,30260,27224,4714,2080,23073,23641,19597,23217
E01016642,3,1,7,6,5,5,10,10,7,7802,2941,19793,17277,14317,13351,30125,30009,22645
E01016643,10,10,10,5,2,9,10,10,8,31973,31190,31540,13990,5182,27991,31892,32724,24885
E01016644,9,9,9,5,3,7,10,10,8,28490,26503,28513,14544,7330,20986,31781,32574,24579
E01016645,10,10,9,2,2,4,7,6,7,30264,30614,28123,5336,5265,10998,22422,18727,21810
E01016646,9,9,9,2,1,7,10,10,7,28660,27579,27760,3438,1782,20627,29973,31421,20163
E01016647,9,8,9,2,1,5,10,10,7,27734,25550,28028,3338,2285,16390,31157,32767,22014
E01016648,10,10,10,2,1,5,9,9,7,31169,30803,30025,4096,2709,16418,27882,26453,21635
E01016649,10,9,10,4,3,5,8,8,7,30056,28668,29587,9893,6687,15380,26160,23874,21508
E01016651,10,10,9,4,3,5,8,7,7,31229,31705,29330,11306,7786,15145,25111,22767,20782
E01016652,10,10,10,3,2,7,10,10,7,31488,31672,29918,7360,3809,19790,30480,31360,21783
E01016653,10,10,10,2,2,6,10,10,8,31783,31304,30993,6350,3890,17015,31625,32782,23671
E01016654,10,10,9,7,5,6,10,10,8,31444,32493,29062,22897,14456,19612,31415,32377,23426
E01016655,10,10,10,8,4,8,10,10,7,30938,30424,29835,24227,11869,26209,30127,31484,20566
E01016656,7,5,9,2,1,7,5,5,5,21774,16153,27418,4278,2087,21327,16221,13491,16026
E01016657,10,10,10,3,2,9,10,10,8,32048,32381,30582,9495,3285,28652,31836,32322,25203
E01016658,9,9,9,6,3,8,10,10,8,29479,29091,27905,18837,8210,25848,31990,32323,25948
E01016659,7,5,9,10,10,7,9,10,6,21863,16381,27269,31071,29807,19787,28365,30312,17509
E01016660,7,7,7,5,3,7,10,10,7,22453,20629,22751,15317,7352,22173,30756,32007,21756
E01016661,7,6,7,9,7,7,9,10,6,19860,16573,22320,29529,21896,22302,29083,31806,17492
E01016662,3,2,4,3,4,3,8,7,7,6599,4295,10244,9678,11313,8948,24720,21482,22212
E01016663,7,7,7,6,4,6,9,9,6,21770,19932,22244,19314,11519,19174,28449,29444,18776
E01016664,10,10,10,10,8,7,10,10,7,32181,31987,31289,29922,24290,20921,30235,31310,21083
E01016665,10,10,9,7,5,7,9,8,8,29700,30431,27152,22293,13679,19874,27835,25272,23572
E01016666,10,9,9,5,3,8,10,10,6,29664,29439,27990,15772,6981,24158,29651,32168,18427
E01016668,10,10,9,5,4,5,7,9,4,30456,30720,28504,15930,11365,15205,22255,26985,10207
E01016669,9,9,9,7,5,6,7,8,4,28325,27250,27409,22048,14244,18802,21114,24781,10311
E01016670,10,9,10,7,3,8,10,10,8,30836,28999,31054,19987,9179,25059,31704,32294,24772
E01016671,10,10,10,5,4,5,8,9,5,31283,29657,31490,15008,11184,14393,26238,27458,16380
E01016672,10,10,10,5,2,9,10,9,8,30679,30018,29626,14356,5519,27109,30326,28759,25332
E01016673,3,2,4,6,8,3,8,10,5,8022,6020,10740,18037,24146,8309,26114,30290,13225
E01016674,7,6,8,7,6,5,10,9,8,20715,16773,23882,20538,16599,14503,29974,29113,23513
E01016675,9,8,10,1,1,5,4,3,6,28954,26006,30094,1464,1521,13289,10232,7311,16501
