ward_code,Proportion,Extent,Income_Proportion,Income_Extent,Employment_Proportion,Employment_Extent,Education_Proportion,Education_Extent,Health_Proportion,Health_Extent,Crime_Proportion,Crime_Extent,Housing_Proportion,Housing_Extent,Access_Proportion,Access_Extent,Environment_Proportion,Environment_Extent
W05000820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8078947368421052
W05000821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8078947368421052,1,1,0,0
W05000822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09736842105263155
W05000823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000824,0,0,0,0,0,0,0,0,0,0,0,0.8552631578947368,0,0.04999999999999993,0,0,0,0.5710526315789473
W05000825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6684052747836773
W05000826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7852416756176155
W05000828,0,0.1661176433992783,0,0.3073830409356725,0,0,0,0.213206109244743,0,0.4251042055493343,0,0,0,0,0,0.04839647878561651,0,0
W05000829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40242364939879194,1,1,0,0
W05000830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7803681825686558
W05000831,0,0,0,0,0,0,0,0.4289473684210525,0,0,0,0,0,0,0,0,1,1
W05000832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14473684210526305,0,0.95
W05000833,0.16666666666666666,0.21164020407462905,0.16666666666666666,0.17702244363353503,0,0.21656018714467107,0,0,0,0.16415739141376587,0.3333333333333333,0.3317714112492708,0.16666666666666666,0.2853927635868633,0,0.10067319461444307,0,0.48840726844278703
W05000834,0.3333333333333333,0.4639234886120911,0.3333333333333333,0.47735858113135093,0,0.32824807401540784,0.5,0.5381896944824441,0.3333333333333333,0.41018311853505174,0.5,0.5381896944824441,0,0.18312723498212014,0,0,0.5,0.9886798905608756
W05000835,0,0.17706849074092867,0.2,0.1961691734156061,0.2,0.1961691734156061,0,0.19784845840014612,0,0.06556180269416308,0,0.17535469990054192,0,0.3489594116413285,0,0,0.6,0.8725313089897904
W05000836,0.5,0.7903618911774714,0.5,0.6842893689968331,0.6666666666666666,0.7302036169488864,0.8333333333333334,0.9268117459237352,0.3333333333333333,0.8926640320343374,0.8333333333333334,0.9340901358318721,0,0,0,0.16072325891805592,0,0
W05000837,0,0.013189347871671206,0,0.09018662193331936,0,0.07735374292304466,0,0,0,0,0.16666666666666666,0.18076387150887113,0,0,0,0,0.5,0.6319181677365242
W05000838,0.16666666666666666,0.3004450891922692,0.16666666666666666,0.37175209898364997,0,0.2523844686838616,0.16666666666666666,0.30047939391120304,0.16666666666666666,0.3004450891922692,0.16666666666666666,0.5153696769542061,0,0,0,0.11394748470823543,0,0.25179838128241505
W05000839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38044389938509293
W05000840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2273365978284011,0,0.5046838407494145
W05000841,0.2857142857142857,0.32604536389142413,0.14285714285714285,0.3135642842924051,0,0.08065311534026673,0.14285714285714285,0.43255942789965707,0.14285714285714285,0.21033194740222425,0.5714285714285714,0.7999588727760312,0.14285714285714285,0.4808343380394896,0,0.16013588885508567,1,1
W05000842,0,0,0,0,0,0,0,0.1861203695489627,0,0,0,0.490230904735955,0,0,0.5,0.6445942692029858,0.5,0.6445942692029858
W05000843,0.2,0.24505676744482716,0.2,0.24505676744482716,0.2,0.24505676744482716,0.2,0.24505676744482716,0.2,0.24505676744482716,0,0.23280392907258576,0,0,0,0.07029259908285829,0,0.24939069833021124
W05000844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3242291807525314,1,1
W05000845,0.75,0.9610947106542791,0.75,0.9483620705047704,0.5,0.6032588964211955,0.5,0.9142571882607117,0.75,0.9483620705047704,1,1,0.75,0.9504359677889738,0,0.45784087324496914,0.5,0.8931417654165947
W05000846,0.6666666666666666,0.751384045954109,0.6666666666666666,0.8273763659177895,0.16666666666666666,0.5677447932758696,0.8333333333333334,0.806038097520067,0.16666666666666666,0.45870719388623704,0.6666666666666666,0.653168803162813,0,0,0,0.17838586822873642,0.5,0.786253491642128
W05000847,0,0,0,0,0,0,0,0,0,0.017924054167248356,0,0,0,0,0,0,0,0.5659481595234771
W05000848,0,0.21155435204032177,0,0.07874897014636036,0,0.12425971697198797,0,0.16115119463022196,0,0,0.3333333333333333,0.5572274522632548,0.16666666666666666,0.40768270815159446,0,0,1,1
W05000849,0.25,0.27654917566799314,0.25,0.3649576613506478,0,0.18771580742646835,0,0.1509659595264454,0,0.21265222464917266,0.25,0.32279305426727706,0,0.3998992649332256,0,0.23974447203853858,0.75,0.961408994344873
W05000850,0.3333333333333333,0.6239249591181636,0,0.5477232350150404,0.3333333333333333,0.5763657561625583,0,0.2776038196757717,0,0.19860194213958368,1,1,0.6666666666666666,0.7758135990147982,0,0.04843992893626468,0,0.5954363757495003
W05000851,0.5,0.3696537678207739,0.5,0.3696537678207739,0.5,0.3696537678207739,0.5,0.6101806195733734,0.5,0.3696537678207739,0.5,0.7893316539822061,0,0,0,0.24611158752277842,1,1
W05000852,0.75,0.9022402457043676,0,0.7733774026828748,0,0.42798016556654594,0.25,0.8483475607002058,0.5,0.6203835259351026,0.75,0.9022402457043676,1,1,0,0,1,1
W05000853,0.6,0.8166794543718694,0.2,0.6223962125142226,0.2,0.27673495010615246,0.4,0.8650727809335315,0.4,0.6035601407228831,0.4,0.7533319237794642,1,1,0,0.23608901114710074,1,1
W05000854,0.125,0.28570743056022346,0.125,0.27274708162487954,0,0.14852344782774302,0,0.09227330779054915,0.125,0.2443979520960767,0.375,0.5747757537735356,0.25,0.3070810273875408,0,0.07886297267220838,0.625,0.7725237689797076
W05000855,0.5714285714285714,0.7252072014300961,0.7142857142857143,0.7702225082024096,0.42857142857142855,0.7463593160486127,0.5714285714285714,0.8369516903332351,0.5714285714285714,0.7098861545083605,0,0.2181377565586335,0,0,0,0.09562076977472471,0.14285714285714285,0.19090729410524557
W05000856,0,0.08227286864567854,0,0.08829387980785844,0,0.03544562325050971,0,0.012032000552925318,0,0.012032000552925318,0,0.11739330269205514,0.3333333333333333,0.7270986971697134,0,0.04715243459930193,0.8888888888888888,0.9498977088157031
W05000857,0,0,0,0,0,0,0.18181818181818182,0.4527359131025118,0,0,0.18181818181818182,0.147816248019914,0.9090909090909091,0.9463880849442003,0,0.2118329938900203,0.8181818181818182,0.8950820023582376
W05000858,0,0,0,0,0,0,0,0,0,0,0,0.02400990099009898,0,0,0,0,0,0.014820544554455427
W05000860,0.8,0.8200154162384378,0.8,0.8200154162384378,0.8,0.8200154162384378,0.7,0.814735354573484,0.6,0.7990045369719262,0.4,0.6466981865635311,0.3,0.48759990128198194,0,0.27560194325742404,0.1,0.3785151390166062
W05000861,0.25,0.3765565243995716,0.375,0.43814279848312837,0.375,0.388863392993728,0,0.23191348035071616,0.125,0.3219020474545703,0,0.14176610065779408,0,0.047339838812267006,0,0.08936579631731922,0.125,0.18444824199093418
W05000862,0,0,0,0,0,0,0,0,0,0,0,0.03664717348927875,1,1,0,0.04692072060493111,0.25,0.96116359274254
W05000863,0.08333333333333333,0.4626447344674626,0.16666666666666666,0.4567366236381425,0.08333333333333333,0.11385413995193722,0,0.2279263908281803,0.08333333333333333,0.4369195186124488,0.08333333333333333,0.24311033064523785,0.5833333333333334,0.6355950616932152,0,0.027636565696862615,0.75,0.8994224869157191
W05000864,0,0,0,0,0,0,0,0,0,0,0.125,0.08634569850039463,0,0,0,0,0.25,0.6582478295185478
W05000865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.7626877651645453
W05000866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46915196441808743
W05000867,0.16666666666666666,0.3695166351652612,0.3333333333333333,0.4317052558883396,0.16666666666666666,0.3055191068139963,0,0.16569375787535134,0,0.30962791993796646,0,0.13608061936609475,0,0.30199246389454293,0,0.041207776000775416,0.6666666666666666,0.9674429945720655
W05000871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1418900604652548
W05000872,0,0,0,0,0,0,0,0,0,0,0,0.1639262488915164,0.125,0.1212496305054685,0,0,0.625,0.8437322059212471
W05000873,0.09090909090909091,0.19430009335978524,0.09090909090909091,0.12332608822499706,0.09090909090909091,0.14489657486287782,0.09090909090909091,0.1047311529933481,0.09090909090909091,0.16646706150075855,0.09090909090909091,0.26505980861244016,0.9090909090909091,0.8898558758314856,0,0.046000262574396066,0.8181818181818182,0.9747404889718753
W05000875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4035013412929308
W05000876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0.6179019115906462
W05000877,0.375,0.48668753710195894,0.25,0.40988788208017385,0.125,0.29503197768842193,0,0.24482420671811467,0.375,0.45797482107055254,0.125,0.4633720127089377,0.625,0.9100269560899482,0,0.06647887008434045,1,1
W05000879,0.5,0.6590144633752499,0.5,0.6682613119163875,0.375,0.4745655784772027,0.375,0.5115791785974418,0.625,0.6154697995629772,0.375,0.7445522442703375,0.625,0.7595915724729558,0,0.06418435889827077,1,1
W05000881,0,0.06314875895070769,0,0.034127201645701606,0.1,0.10211288681391034,0,0,0,0.058311832733206684,0,0.014779496775697537,0,0,0,0.0051056443406955095,0,0.4688171992199928
W05000889,0,0,0,0.05041466608467914,0,0.05041466608467914,0,0,0,0.2319074639895242,0,0,0,0,0,0,0.5,0.6516804888694893
W05000890,0,0.24484789339076593,0,0.2879156010230179,0,0.2879156010230179,0,0.15871247812626194,0.5,0.3030690537084399,0,0,0,0,0,0,0,0.06785906582312556
W05000891,0,0,0,0,0,0,0,0,0,0.012067307692307676,0,0,0,0,0,0,0,0.07900773568536724
W05000893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8552631578947368,0,0
W05000894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000895,0,0.09871637426900583,0,0,0,0.05966374269005844,0,0.05966374269005844,0,0,0,0,0,0,0.5,0.4122222222222222,0,0
W05000896,0.14285714285714285,0.11241131484382198,0.14285714285714285,0.11241131484382198,0.14285714285714285,0.11241131484382198,0,0.06419277716081412,0.14285714285714285,0.11241131484382198,0,0,0,0,0,0.06419277716081412,0,0.08931122609804709
W05000897,0,0.07822928061529438,0,0.07044957315078997,0,0.14046694033132973,0,0,0.16666666666666666,0.1642382686950932,0,0,0,0,0,0,0,0
W05000898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000899,0,0.24480029063520165,0,0.2622169121033187,0,0.1925504262308503,0,0,0,0.2622169121033187,0,0.1925504262308503,0.3333333333333333,0.3676842309935835,0,0.01838421154967915,0,0
W05000900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.6561500132441063
W05000903,0,0.047120514285019836,0,0.12422681038777965,0,0,0,0.13964806960833157,0,0.07796303272612377,0,0.07796303272612377,0,0.06254177350557182,0,0,0,0
W05000904,0,0,0,0,0,0,0,0.23947368421052626,0,0,0,0.23947368421052626,0,0,0,0,0,0
W05000905,0.5,0.6621155742849457,0.5,0.6224939478167308,0,0.48749215457724376,0.5,0.721548013987268,0.5,0.8800345198601273,0.5,0.8800345198601273,0,0,0,0,0,0
W05000906,0,0.1275113628878203,0,0.1908273499769448,0,0,0.3333333333333333,0.3341677096370463,0,0,0.3333333333333333,0.5280921327097468,0,0.21001031991744062,0,0,0,0
W05000907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000908,0,0,0,0,0,0,0,0.20117309418957627,0,0.09427668989696009,0,0.24067670699901658,0,0,0,0,0,0
W05000909,0,0,0,0,0,0,0,0,0,0,0.5,0.7685635709752485,0,0,0,0.620918463919477,0,0
W05000910,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156481732682221,0,0.7827048290830168,0,0
W05000911,0,0,0,0,0,0,0,0,0,0,0,0.3268488450462594,0,0,0,0,0,0
W05000912,0,0,0,0,0,0,0,0.6132613256892933,0,0,0.5,0.8825290345459381,0,0.050873252755696055,0,0.032425603593486764,0,0
W05000913,0,0,0,0,0,0.34292663706487636,0,0,0,0,0,0,0,0,0,0,0,0
W05000914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2665040481627569,0,0
W05000917,0,0,0,0,0,0,0,0.2474428270872175,0,0,0,0.083492978465012,0,0.083492978465012,0,0.14141764876930707,0,0
W05000918,0.3333333333333333,0.5169094162565933,0.3333333333333333,0.48355770331145115,0.3333333333333333,0.45020599036630915,0,0.48615338999802327,0.3333333333333333,0.5502611292017352,0.6666666666666666,0.6679185609804309,0,0,0,0.15045515548111232,0,0
W05000919,0,0.5083506846816723,0,0.5083506846816723,0,0.6379538580786357,0.5,0.7689317142118942,0,0.3035434746265026,0,0.39827347751417236,0,0.23968038056446336,0,0,0,0
W05000920,0,0.2131068511796733,0,0.17769832821443526,0,0.22490969216808596,0.25,0.2491710875331565,0,0.1540926462376099,0,0.01245855437665781,0,0.05226205849504396,0,0.08327560030713387,0.25,0.22476485062124807
W05000921,0,0.10721166756176152,0,0.19838379430719652,0,0.06162560418904402,0,0.18369416845685638,0,0.16799308539205154,0,0,0,0.07626096491228068,0,0,0,0.18892264142499104
W05000922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000923,0,0.20553280735044438,0,0.17317487266553477,0,0.14081693798062517,0.25,0.22770398481973433,0,0.21631878557874762,0,0.3670521179609364,0,0.17065671769556717,0,0.04374313392589632,0.5,0.7396206360303034
W05000924,0,0.2904884760921912,0,0.3428104575163398,0,0.3538011695906432,0,0.3101479188166494,0,0.2381664946680426,0.3333333333333333,0.5538097695218438,0,0.21540247678018576,0,0,0,0
W05000925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000926,0.125,0.2848618268879601,0.125,0.29632228218966844,0.125,0.3025879560118492,0.125,0.3130053159112121,0.125,0.26928174329424176,0,0.01213163981658077,0,0,0,0.028558211256746322,0.125,0.2748654790407012
W05000927,0,0.08377488711315603,0,0.17260673772317328,0,0.13697242991226027,0,0.023340349245585475,0,0.14853338880798833,0.2,0.28535591478114025,0,0,0,0.056021243529656484,0,0
W05000928,0,0.09079240603897515,0,0.09791635248579901,0,0.11067125789641247,0,0.13035489870808825,0,0.19484910940196717,0,0.20931232091690538,0,0,0,0.1087292012265621,0,0.09693275691616815
W05000929,0,0,0,0,0,0,0,0.03477846013297466,0,0.08553621275947823,0,0.393014261787545,0,0,0,0,0,0.5607750088818961
W05000930,0.5,0.5176991150442478,0.5,0.5176991150442478,0.5,0.5176991150442478,0.5,0.5176991150442478,0.25,0.2886617283508294,0.5,0.6943440758124038,0,0,0.25,0.34102997026262044,0.25,0.4606490272652359
W05000931,0,0,0,0,0,0,0,0,0,0,0,0.20413519434439004,0,0.10441105316918443,0,0,0.2,0.17364657814096016
W05000932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009073407030182574,0.4,0.5489210232138537
W05000933,0,0,0,0,0,0,0,0,0,0,0,0.04999999999999993,0,0,0,0,0,0
W05000934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000936,0,0,0,0.023155737704918,0,0.1328408110440034,0,0.0450927523727351,0,0.1547778257118205,0,0.023155737704918,0,0,0,0,0,0
W05000937,0,0.3014245267534741,0,0.32291415909836957,0,0.40791388554546437,0,0.4881866177918809,0.3333333333333333,0.3339397089397089,0,0.21933813874603345,0,0,0,0.28560633001422475,0,0
W05000938,0,0.3034619980486521,0,0.08188316030651505,0,0.35338087459849366,0,0.4882392922527104,0.3333333333333333,0.5130208618818447,0.3333333333333333,0.5300699415691905,0,0.27925487014766653,0,0,0,0.04052116335412577
W05000939,0,0.2629933617828354,0,0.2000962541488857,0,0.4446405879563774,0,0.28486486486486484,0,0.3257719298245614,0.25,0.49062399241346605,0,0.09520483641536272,0,0.08171123755334278,0,0.02471929824561403
W05000940,0,0.24216211037301988,0,0.22607754215636178,0,0.2878117015840572,0,0.24216211037301988,0,0.17782383750638733,0,0.3065003832396525,0,0.1134855646397547,0,0.2206502299437915,0,0.145654701073071
W05000941,0.3333333333333333,0.5530401676718804,0,0.3097888493740175,0.3333333333333333,0.5838331531009263,0.3333333333333333,0.6720582169254953,0,0.508864647320483,0,0.7279473572726562,0,0.3554114315655692,0,0.1603089220615614,0,0
W05000942,0.3333333333333333,0.5479589189433076,0.3333333333333333,0.5342031944413111,0.3333333333333333,0.6029818169512937,0.3333333333333333,0.4104016739233424,0.3333333333333333,0.47918029643332505,0.6666666666666666,0.7974823471022177,0,0.36308175604033655,0,0.32681830487062064,0,0
W05000943,0.3333333333333333,0.45329007670413424,0.3333333333333333,0.34916783250518596,0.3333333333333333,0.4779511795069709,0.3333333333333333,0.34916783250518596,0,0.26534323894061457,0.6666666666666666,0.9341502243234117,0.3333333333333333,0.6497636161898789,0,0.29553524048434554,0,0.1622413044526991
W05000944,0.3333333333333333,0.8018573209212492,0.3333333333333333,0.7673037404691587,0.3333333333333333,0.7174693721716281,0.3333333333333333,0.7755303021796008,0.6666666666666666,0.8629080435246426,0.3333333333333333,0.9164351565921417,0,0,0,0.04936386196983815,0,0
W05000945,0,0.5311795994993742,0,0.5311795994993742,0,0.4517233713194124,0.5,0.559136420525657,0,0.47820878071273304,0,0.147341248929583,0,0,0,0,0,0.20999028390751595
W05000946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000950,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6284072022160665,1,1,0,0
W05000951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22411442392072084,0.5,0.47051647010980074,0,0
W05000953,0,0,0,0,0,0,0,0.19210526315789467,0,0,0,0.381578947368421,0,0,0,0,0,0
W05000954,0,0,0,0,0,0,0,0,0,0,0,0.6657894736842105,0,0,0,0,0,0
W05000955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7605263157894736,0,0.6184210526315789
W05000956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14473684210526305,0,0
W05000957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381578947368421,1,1,0,0
W05000958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
W05000959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000960,0.25,0.47966093991455316,0.25,0.6129117632662765,0.25,0.43217259969373406,0.25,0.33492864285064994,0.25,0.6127733143140834,0,0.14115150370945298,0,0.08715396502415862,0,0,0,0.029584373448567604
W05000961,0.2,0.4175015073307745,0.2,0.36207291069248976,0.2,0.2581370862193203,0.1,0.29153615388008997,0.2,0.38554374200379404,0.5,0.685897854443317,0.4,0.5621727621652624,0,0.2183144365524036,0,0.2580704695519183
W05000962,0,0.19933225012511735,0,0.3175891075872565,0,0.36157284575252113,0,0.2081864489281037,0,0.22012162097310486,0,0,0,0.08106750855254588,0,0,0,0
W05000963,0,0.2229595094916259,0.125,0.19557139816173397,0.125,0.21457783741456776,0.125,0.19136649763944746,0.125,0.23444316047956087,0.25,0.5336726548423637,0,0,0,0.02916023628332711,0,0
W05000964,0,0.08758840907408527,0,0.10667131003573373,0,0.13595010733585017,0,0.2916648160485602,0,0.058571390117026334,0,0.08758840907408527,0.2,0.6406523597063237,0,0,0,0.3352599950201549
W05000965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000967,0,0,0,0,0,0,0,0,0,0.3310992586629096,0,0.03161249203314209,0,0,0,0,0,0
W05000968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000969,0,0.6143005438234974,0,0.6564805633453666,0.25,0.5237736857598809,0,0.307451621399687,0,0.4543257983050059,0.25,0.34788435616565694,0.25,0.8027400337759323,0,0,0,0.21380358830547072
W05000970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000971,0.125,0.1835997112447166,0.125,0.24130996554465942,0.125,0.15153845885585948,0.125,0.15795070933363092,0.125,0.24130996554465942,0.125,0.24900609594487144,0,0,0,0,0,0.14739945875821273
W05000972,0.18181818181818182,0.3290985847050963,0.18181818181818182,0.2937801513441625,0.18181818181818182,0.31969280395911726,0,0.2459438549602458,0.18181818181818182,0.3518222681163822,0.09090909090909091,0.35352800698216413,0,0.1995570609692548,0,0.016674872201459728,0,0.03035738833812344
W05000973,0.16666666666666666,0.25898430489379315,0.16666666666666666,0.31435080386038244,0.16666666666666666,0.25107480504142327,0.16666666666666666,0.28271280445090285,0.16666666666666666,0.25898430489379315,0.16666666666666666,0.28271280445090285,0,0,0,0.08054669453305466,0,0
W05000974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04712425393380357,0,0
W05000975,0.7142857142857143,0.946574335509701,0.8571428571428571,0.9901354557281702,0.7142857142857143,0.8565029221864641,1,1,0.5714285714285714,0.8942821007519947,0.42857142857142855,0.7246202768726362,0,0,0,0.23288980275744842,0,0
W05000976,0,0.15856031128404666,0,0.29863813229571984,0,0.193579766536965,0,0.0885214007782101,0,0.24610894941634243,0,0,0,0,0,0.07101167315175094,0,0
W05000977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000978,0,0.18526235937111826,0,0.19756760833303758,0.25,0.25977747808496293,0,0.06220986975192533,0,0.24678860418071474,0,0,0,0,0,0,0,0
W05000979,0.8333333333333334,0.9357380453772374,0.8333333333333334,0.9783165183788225,0.8333333333333334,0.8931595723756522,0.8333333333333334,0.9570272818780298,0.8333333333333334,0.9499308697110991,0.16666666666666666,0.5854621027177748,0,0.0913806967407527,0,0.3572662007844407,0,0
W05000980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05000981,0,0,0,0,0,0,0,0,0,0,0.25,0.17592295345104333,0,0.1421272281828166,0,0,0,0
W05000982,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.539870963007998,0,0.9192166584555393,0,0
W05000983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4747983870967742,0,0.656239388794567,0,0
W05000984,0.16666666666666666,0.5456301303718011,0.16666666666666666,0.6521437595496848,0.3333333333333333,0.6835867789367852,0,0.35662012263283566,0,0.32074803383978356,0.3333333333333333,0.5818084705290939,0,0.07769987366304411,0,0.10576354484300482,0,0
W05000985,0,0.11333821977843606,0.16666666666666666,0.15892444101773323,0,0.09075422026538975,0,0.10581021994075394,0,0.053114221076979246,0,0.2035453779978087,0,0.12439460495881181,0.16666666666666666,0.5074767682506188,0,0
W05000986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17063026001758572,0,0.24766570363857138,0,0
W05000987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18401057791537667,0.25,0.4012250601995184,0,0
W05000988,0,0,0,0,0,0,0,0.2094306680161943,0,0,0,0,0,0,0.3333333333333333,0.2226923076923077,0,0
W05000989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6539127730700458,0.75,0.8917911840161704,0,0
W05000990,0,0.034351161596806956,0,0.15133079298052793,0,0.15133079298052793,0,0,0,0,0,0,0,0.015160049457343021,0,0.44504595049927337,0,0
W05000991,0,0.28474340593854175,0,0.5251766189349317,0,0.31752198020486067,0,0.38537215207365305,0,0.23614469797730292,0,0.19620161332112687,0,0,0.25,0.3396783721693469,0,0
W05000992,0,0.469852549108825,0.2,0.4019064106301144,0,0.43545397669508085,0,0.3702848063018548,0.4,0.5118828071123371,0.2,0.4247353491116688,0,0.01721670446547274,0,0.13684032788983128,0.2,0.20424152370660542
W05000993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5477855477855478
W05000994,0,0.4243793259845004,0,0.47414367691427894,0,0.25020409773027547,0,0.3994971505196111,0,0.5252903709254403,0,0.8600550176490307,0,0,0,0,0,0
W05000995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
W05000996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6668421052631579
W05000997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010580175913396469
W05000998,0.25,0.21060794044665013,0.25,0.21060794044665013,0.25,0.247443107613948,0,0.13024438422358625,0.25,0.3318291269426668,0.25,0.40960803839623866,0,0.01577233250620345,0,0.040458893822645926,0.25,0.5191842431761786
W05000999,0,0.5236842105263158,0,0.2868421052631578,0,0.7605263157894736,0,0.4289473684210525,0,0.4289473684210525,0,0.8078947368421052,0,0,0,0,0,0.8078947368421052
W05001000,0,0.2409201351539464,0,0.3387770339529998,0,0.3369091760418116,0,0.3209305121423419,0,0.3830475443236607,0.3333333333333333,0.7524404905025246,0,0,0,0,0,0.24802773946166204
W05001001,0.2,0.5919050694220213,0.4,0.6711793671294801,0,0.4911381982563771,0.6,0.807707055214724,0.2,0.5362907652566999,0,0.44918065870196955,0,0,0,0,0,0
W05001002,0,0,0,0,0,0,0,0.023384785005512648,0,0.08984680554749605,0,0,0,0,0,0,0,0.4300458422793477
W05001003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2589191784039956
W05001004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2868421052631578
W05001005,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
W05001006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05001007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10796161674905494,0,0,0,0
W05001008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05001009,0,0,0,0,0,0,0,0,0,0,0,0.713157894736842,0,0,0,0,0,0
W05001010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W05001011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.5697683388703031
W05001012,0,0,0,0.04494571381798195,0,0.047171242647832644,0,0,0,0.0450850103485775,0,0,0,0.012460681252119403,0,0,0,0.22299298986190197
W05001013,0.2857142857142857,0.5337711807272236,0.2857142857142857,0.5514402894512113,0,0.32715200683176765,0.5714285714285714,0.6601218032271113,0.2857142857142857,0.56703424873028,0,0.49623803317003,0,0.03465998471841429,0,0,0.42857142857142855,0.7641853566452425
W05001014,0.2222222222222222,0.33520408163265303,0.3333333333333333,0.5177565798484706,0.2222222222222222,0.251543407896539,0.2222222222222222,0.2553065910221383,0.2222222222222222,0.39786438771905797,0.1111111111111111,0.213347486645665,0,0.0705226032482933,0,0,0.2222222222222222,0.7685481080457616
W05001015,0.16666666666666666,0.3532271009014248,0.16666666666666666,0.43479499854608894,0,0.24946030822913634,0.16666666666666666,0.4325728409421343,0.16666666666666666,0.2876964233788892,0.3333333333333333,0.41398662401861003,0,0.02459726664728117,0,0,0.3333333333333333,0.7215507414946205
