lsoa_code,"IMD Deciles, 1: most deprived, 10: least deprived"
W01001561,10
W01001562,6
W01001563,8
W01001564,6
W01001565,8
W01001566,4
W01001567,5
W01001568,7
W01001569,8
W01001571,7
W01001572,9
W01001573,9
W01001574,10
W01001575,7
W01001576,6
W01001577,3
W01001578,9
W01001579,8
W01001580,6
W01001581,8
W01001582,7
W01001583,8
W01001584,7
W01001585,10
W01001586,10
W01001587,6
W01001588,9
W01001589,5
W01001590,9
W01001591,10
W01001592,3
W01001593,6
W01001594,7
W01001595,8
W01001596,8
W01001597,10
W01001598,4
W01001599,6
W01001600,10
W01001601,1
W01001602,10
W01001603,5
W01001604,9
W01001605,3
W01001606,8
W01001607,1
W01001608,8
W01001609,1
W01001610,3
W01001611,5
W01001612,5
W01001613,6
W01001614,2
W01001615,5
W01001616,8
W01001617,1
W01001618,2
W01001619,1
W01001620,2
W01001621,1
W01001622,4
W01001623,8
W01001624,9
W01001625,7
W01001626,8
W01001627,10
W01001628,3
W01001629,6
W01001630,2
W01001631,8
W01001632,4
W01001633,1
W01001634,4
W01001635,9
W01001636,10
W01001637,8
W01001638,10
W01001639,9
W01001640,9
W01001641,9
W01001642,2
W01001643,1
W01001644,5
W01001645,4
W01001646,1
W01001647,4
W01001648,4
W01001649,5
W01001650,4
W01001651,9
W01001652,1
W01001653,9
W01001654,8
W01001655,9
W01001657,9
W01001658,8
W01001659,1
W01001660,2
W01001661,1
W01001662,1
W01001663,2
W01001664,1
W01001665,4
W01001666,1
W01001667,1
W01001668,1
W01001669,10
W01001670,10
W01001671,5
W01001672,7
W01001673,10
W01001674,6
W01001675,5
W01001676,2
W01001677,7
W01001678,3
W01001679,8
W01001680,6
W01001681,1
W01001682,3
W01001683,6
W01001684,5
W01001685,2
W01001686,5
W01001687,1
W01001688,4
W01001689,1
W01001690,2
W01001691,1
W01001692,1
W01001693,1
W01001694,1
W01001695,2
W01001696,1
W01001697,2
W01001698,1
W01001699,1
W01001702,3
W01001703,1
W01001704,1
W01001705,2
W01001706,4
W01001707,1
W01001708,1
W01001709,5
W01001710,4
W01001711,2
W01001712,6
W01001713,4
W01001714,9
W01001715,8
W01001716,8
W01001717,5
W01001718,5
W01001719,8
W01001720,5
W01001721,5
W01001722,7
W01001724,5
W01001725,5
W01001726,6
W01001727,10
W01001728,10
W01001729,9
W01001730,10
W01001731,10
W01001732,10
W01001733,10
W01001734,10
W01001735,10
W01001736,10
W01001737,1
W01001738,1
W01001739,1
W01001740,1
W01001741,1
W01001742,1
W01001743,8
W01001744,1
W01001745,9
W01001746,1
W01001747,8
W01001748,3
W01001749,4
W01001750,2
W01001751,1
W01001752,8
W01001753,1
W01001754,6
W01001755,8
W01001756,6
W01001757,7
W01001758,8
W01001759,5
W01001760,4
W01001761,2
W01001762,1
W01001764,2
W01001765,2
W01001766,2
W01001767,3
W01001768,2
W01001769,10
W01001770,8
W01001771,10
W01001772,9
W01001773,9
W01001774,10
W01001775,8
W01001776,10
W01001777,10
W01001778,10
W01001779,10
W01001780,10
W01001781,9
W01001782,10
W01001783,10
W01001784,9
W01001785,1
W01001786,5
W01001787,3
W01001788,2
W01001789,8
W01001790,4
W01001791,8
W01001792,4
W01001793,10
W01001794,10
W01001795,10
W01001796,9
W01001797,9
W01001798,10
W01001799,10
W01001800,4
W01001802,4
W01001803,2
W01001804,2
W01001805,3
W01001806,6
W01001807,1
W01001808,1
W01001809,5
W01001810,2
W01001811,1
W01001812,3
W01001813,1
W01001814,6
W01001815,8
W01001816,4
W01001817,5
W01001818,7
W01001819,10
W01001820,9
W01001821,9
W01001822,8
W01001823,9
W01001824,5
W01001825,5
W01001826,9
W01001827,10
W01001828,9
W01001829,4
W01001830,2
W01001831,5
W01001832,3
W01001833,4
W01001834,3
W01001835,1
W01001836,6
W01001837,4
W01001838,6
W01001839,5
W01001840,7
W01001841,9
W01001842,10
W01001843,9
W01001844,9
W01001846,10
W01001847,10
W01001848,10
W01001849,10
W01001850,10
W01001851,9
W01001852,10
W01001853,10
W01001854,10
W01001855,1
W01001856,1
W01001857,1
W01001858,7
W01001859,7
W01001860,7
W01001861,6
W01001862,2
W01001863,5
W01001864,8
W01001865,8
W01001866,2
W01001867,1
W01001868,3
W01001869,3
W01001870,3
W01001871,1
W01001872,2
W01001873,1
W01001874,1
W01001875,3
W01001876,1
W01001877,8
W01001878,6
W01001879,1
W01001880,1
W01001881,1
W01001882,7
W01001883,1
W01001884,1
W01001885,3
W01001886,1
W01001887,10
W01001888,8
W01001889,7
W01001890,9
W01001891,7
W01001892,10
W01001893,7
W01001894,10
W01001895,2
W01001896,10
W01001897,8
W01001898,3
W01001899,4
W01001900,3
W01001901,9
W01001902,3
W01001903,8
W01001904,8
W01001905,8
W01001906,6
W01001907,6
W01001908,6
W01001909,4
W01001910,2
W01001911,3
W01001912,6
W01001913,9
W01001914,10
W01001915,10
W01001916,10
W01001917,5
W01001918,10
W01001919,10
W01001920,10
W01001921,9
W01001922,5
W01001923,3
W01001924,1
W01001925,5
W01001926,8
W01001927,5
W01001928,1
W01001929,3
W01001930,6
W01001931,1
W01001932,5
W01001933,7
W01001934,9
W01001935,8
W01001936,9
W01001937,8
W01001938,6
W01001939,5
W01001940,9
W01001941,6
W01001942,2
W01001943,7
W01001944,9
W01001945,9
W01001946,3
W01001947,9
W01001948,10
W01001949,8
W01001950,10
W01001951,6
W01001952,3
W01001953,7
W01001954,10
W01001955,1
W01001956,10
W01001957,3
W01001958,6
S01006506,7
S01006507,7
S01006508,9
S01006509,7
S01006510,6
S01006511,9
S01006512,9
S01006513,9
S01006514,10
S01006515,10
S01006516,9
S01006517,9
S01006518,10
S01006519,9
S01006520,10
S01006521,10
S01006522,10
S01006523,10
S01006524,6
S01006525,9
S01006526,4
S01006527,3
S01006528,6
S01006529,6
S01006530,4
S01006531,3
S01006532,9
S01006533,10
S01006534,10
S01006535,10
S01006536,9
S01006537,10
S01006538,10
S01006539,10
S01006540,10
S01006541,10
S01006542,10
S01006543,10
S01006544,10
S01006545,10
S01006546,10
S01006547,6
S01006548,10
S01006549,10
S01006550,10
S01006551,3
S01006552,9
S01006553,8
S01006554,6
S01006555,3
S01006556,4
S01006557,3
S01006558,10
S01006559,10
S01006560,10
S01006561,10
S01006562,7
S01006563,8
S01006564,5
S01006565,6
S01006566,9
S01006567,4
S01006568,9
S01006569,8
S01006570,10
S01006571,10
S01006572,10
S01006573,10
S01006574,10
S01006575,10
S01006576,10
S01006577,10
S01006578,8
S01006579,10
S01006580,10
S01006581,10
S01006582,6
S01006583,8
S01006584,10
S01006585,4
S01006586,5
S01006587,3
S01006588,5
S01006589,5
S01006590,4
S01006591,7
S01006592,10
S01006593,10
S01006594,10
S01006595,9
S01006596,10
S01006597,6
S01006598,10
S01006599,5
S01006600,10
S01006601,8
S01006602,10
S01006603,2
S01006604,5
S01006605,3
S01006606,6
S01006607,5
S01006608,8
S01006609,5
S01006610,4
S01006611,5
S01006612,7
S01006613,10
S01006614,10
S01006615,9
S01006616,10
S01006617,8
S01006618,10
S01006619,8
S01006620,8
S01006621,8
S01006622,9
S01006623,4
S01006624,3
S01006625,5
S01006626,2
S01006627,2
S01006628,4
S01006629,2
S01006630,3
S01006631,2
S01006632,2
S01006633,1
S01006634,1
S01006635,3
S01006636,2
S01006637,4
S01006638,3
S01006639,3
S01006640,9
S01006641,6
S01006642,6
S01006643,8
S01006644,7
S01006645,2
S01006646,6
S01006647,5
S01006648,6
S01006649,4
S01006650,4
S01006651,4
S01006652,8
S01006653,8
S01006654,2
S01006655,6
S01006656,5
S01006657,4
S01006658,4
S01006659,10
S01006660,4
S01006661,8
S01006662,4
S01006663,10
S01006664,8
S01006665,8
S01006666,2
S01006667,1
S01006668,7
S01006669,4
S01006670,6
S01006671,9
S01006672,4
S01006673,4
S01006674,2
S01006675,3
S01006676,2
S01006677,2
S01006678,3
S01006679,9
S01006680,2
S01006681,3
S01006682,3
S01006683,3
S01006684,1
S01006685,2
S01006686,4
S01006687,4
S01006688,7
S01006689,10
S01006690,6
S01006691,8
S01006692,8
S01006693,6
S01006694,2
S01006695,4
S01006696,3
S01006697,4
S01006698,2
S01006699,8
S01006700,4
S01006701,2
S01006702,6
S01006703,3
S01006704,2
S01006705,3
S01006706,4
S01006707,2
S01006708,4
S01006709,4
S01006710,4
S01006711,3
S01006712,5
S01006713,3
S01006714,4
S01006715,3
S01006716,3
S01006717,3
S01006718,3
S01006719,3
S01006720,3
S01006721,3
S01006722,5
S01006723,4
S01006724,1
S01006725,3
S01006726,2
S01006727,2
S01006728,4
S01006729,2
S01006730,4
S01006731,2
S01006732,7
S01006733,10
S01006734,10
S01006735,10
S01006736,9
S01006737,9
S01006738,6
S01006739,9
S01006740,6
S01006741,5
S01006742,4
S01006743,7
S01006744,6
S01006745,4
S01006746,5
S01006747,9
S01006748,9
S01006749,6
S01006750,6
S01006751,6
S01006752,6
S01006753,9
S01006754,9
S01006755,7
S01006756,9
S01006757,10
S01006758,10
S01006759,10
S01006760,10
S01006761,10
S01006762,8
S01006763,9
S01006764,10
S01006765,9
S01006766,10
S01006767,8
S01006768,10
S01006769,7
S01006770,9
S01006771,10
S01006772,10
S01006773,9
S01006774,10
S01006775,7
S01006776,5
S01006777,10
S01006778,8
S01006779,5
S01006780,8
S01006781,10
S01006782,9
S01006783,7
S01006784,9
S01006785,10
S01006786,9
S01006787,8
S01006788,7
S01006789,9
S01006790,7
S01006791,6
S01006792,7
S01006793,9
S01006794,6
S01006795,9
S01006796,9
S01006797,8
S01006798,7
S01006799,7
S01006800,9
S01006801,9
S01006802,7
S01006803,6
S01006804,10
S01006805,7
S01006806,7
S01006807,6
S01006808,8
S01006809,5
S01006810,6
S01006811,7
S01006812,7
S01006813,7
S01006814,9
S01006815,6
S01006816,8
S01006817,8
S01006818,8
S01006819,8
S01006820,9
S01006821,9
S01006822,8
S01006823,9
S01006824,4
S01006825,8
S01006826,8
S01006827,7
S01006828,7
S01006829,10
S01006830,6
S01006831,10
S01006832,9
S01006833,10
S01006834,10
S01006835,6
S01006836,9
S01006837,9
S01006838,10
S01006839,8
S01006840,9
S01006841,8
S01006842,10
S01006843,10
S01006844,10
S01006845,10
S01006846,8
S01006847,9
S01006848,8
S01006849,9
S01006850,6
S01006851,7
S01006852,9
S01006853,8
S01006854,7
S01006855,8
S01006856,9
S01006857,8
S01006858,8
S01006859,10
S01006860,7
S01006861,10
S01006862,9
S01006863,8
S01006864,8
S01006865,10
S01006866,10
S01006867,10
S01006868,7
S01006869,8
S01006870,10
S01006871,10
S01006872,9
S01006873,9
S01006874,8
S01006875,8
S01006876,8
S01006877,8
S01006878,6
S01006879,8
S01006880,9
S01006881,9
S01006882,8
S01006883,9
S01006884,9
S01006885,8
S01006886,7
S01006887,9
S01006888,8
S01006889,4
S01006890,10
S01006891,8
S01006892,5
S01006893,7
S01006894,7
S01006895,4
S01006896,7
S01006897,8
S01006898,7
S01006899,10
S01006900,10
S01006901,6
S01006902,4
S01006903,4
S01006904,7
S01006905,8
S01006906,4
S01006907,6
S01006908,7
S01006909,9
S01006910,9
S01006911,10
S01006912,8
S01006913,8
S01006914,9
S01006915,8
S01006916,8
S01006917,10
S01006918,9
S01006919,9
S01006920,7
S01006921,10
S01006922,8
S01006923,9
S01006924,8
S01006925,8
S01006926,9
S01006927,9
S01006928,7
S01006929,10
S01006930,10
S01006931,8
S01006932,9
S01006933,10
S01006934,8
S01006935,10
S01006936,10
S01006937,10
S01006938,9
S01006939,10
S01006940,10
S01006941,9
S01006942,9
S01006943,10
S01006944,8
S01006945,10
S01006946,9
S01006947,8
S01006948,8
S01006949,8
S01006950,6
S01006951,8
S01006952,7
S01006953,9
S01006954,9
S01006955,6
S01006956,8
S01006957,9
S01006958,9
S01006959,5
S01006960,9
S01006961,10
S01006962,10
S01006963,9
S01006964,8
S01006965,9
S01006966,5
S01006967,10
S01006968,6
S01006969,7
S01006970,10
S01006971,6
S01006972,8
S01006973,8
S01006974,8
S01006975,8
S01006976,8
S01006977,7
S01006978,7
S01006979,7
S01006980,8
S01006981,7
S01006982,9
S01006983,7
S01006984,9
S01006985,9
S01006986,9
S01006987,8
S01006988,8
S01006989,9
S01006990,9
S01006991,5
S01006992,7
S01006993,6
S01006994,6
S01006995,8
S01006996,8
S01006997,9
S01006998,8
S01006999,6
S01007000,8
S01007001,7
S01007002,5
S01007003,8
S01007004,7
S01007005,9
S01007006,6
S01007007,6
S01007008,6
S01007009,7
S01007010,9
S01007011,3
S01007012,3
S01007013,8
S01007014,8
S01007015,6
S01007016,7
S01007017,5
S01007018,8
S01007019,6
S01007020,6
S01007021,7
S01007022,7
S01007023,6
S01007024,5
S01007025,4
S01007026,7
S01007027,6
S01007028,6
S01007029,6
S01007030,5
S01007031,4
S01007032,4
S01007033,5
S01007034,6
S01007035,3
S01007036,6
S01007037,5
S01007038,4
S01007039,5
S01007040,5
S01007041,5
S01007042,5
S01007043,6
S01007044,6
S01007045,5
S01007046,5
S01007047,6
S01007048,6
S01007049,4
S01007050,5
S01007051,8
S01007052,7
S01007053,7
S01007054,5
S01007055,8
S01007056,6
S01007057,8
S01007058,4
S01007059,6
S01007060,4
S01007061,8
S01007062,6
S01007063,7
S01007064,7
S01007065,6
S01007066,6
S01007067,8
S01007068,5
S01007069,6
S01007070,4
S01007071,7
S01007072,9
S01007073,8
S01007074,5
S01007075,5
S01007076,5
S01007077,7
S01007078,4
S01007079,4
S01007080,4
S01007081,3
S01007082,3
S01007083,2
S01007084,6
S01007085,4
S01007086,1
S01007087,2
S01007088,2
S01007089,9
S01007090,9
S01007091,5
S01007092,3
S01007093,9
S01007094,7
S01007095,6
S01007096,8
S01007097,8
S01007098,8
S01007099,8
S01007100,6
S01007101,3
S01007102,5
S01007103,6
S01007104,6
S01007105,5
S01007106,5
S01007107,8
S01007108,6
S01007109,4
S01007110,4
S01007111,6
S01007112,9
S01007113,7
S01007114,8
S01007115,6
S01007116,9
S01007117,10
S01007118,4
S01007119,3
S01007120,2
S01007121,2
S01007122,5
S01007123,5
S01007124,7
S01007125,4
S01007126,1
S01007127,2
S01007128,2
S01007129,9
S01007130,8
S01007131,9
S01007132,10
S01007133,6
S01007134,5
S01007135,8
S01007136,8
S01007137,9
S01007138,7
S01007139,7
S01007140,7
S01007141,8
S01007142,8
S01007143,10
S01007144,7
S01007145,8
S01007146,9
S01007147,8
S01007148,10
S01007149,9
S01007150,10
S01007151,10
S01007152,9
S01007153,8
S01007154,6
S01007155,8
S01007156,6
S01007157,5
S01007158,8
S01007159,4
S01007160,4
S01007161,5
S01007162,6
S01007163,7
S01007164,8
S01007165,9
S01007166,8
S01007167,9
S01007168,9
S01007169,8
S01007170,7
S01007171,7
S01007172,7
S01007173,8
S01007174,5
S01007175,8
S01007176,8
S01007177,3
S01007178,2
S01007179,8
S01007180,7
S01007181,7
S01007182,6
S01007183,5
S01007184,3
S01007185,2
S01007186,1
S01007187,3
S01007188,4
S01007189,3
S01007190,6
S01007191,6
S01007192,3
S01007193,4
S01007194,2
S01007195,2
S01007196,4
S01007197,2
S01007198,2
S01007199,1
S01007200,4
S01007201,4
S01007202,4
S01007203,5
S01007204,6
S01007205,6
S01007206,5
S01007207,5
S01007208,3
S01007209,5
S01007210,3
S01007211,3
S01007212,8
S01007213,7
S01007214,3
S01007215,5
S01007216,7
S01007217,3
S01007218,9
S01007219,4
S01007220,4
S01007221,8
S01007222,5
S01007223,9
S01007224,7
S01007225,7
S01007226,7
S01007227,5
S01007228,5
S01007229,6
S01007230,2
S01007231,3
S01007232,2
S01007233,5
S01007234,4
S01007235,4
S01007236,5
S01007237,8
S01007238,7
S01007239,9
S01007240,5
S01007241,7
S01007242,6
S01007243,7
S01007244,7
S01007245,5
S01007246,6
S01007247,6
S01007248,9
S01007249,6
S01007250,5
S01007251,5
S01007252,7
S01007253,8
S01007254,3
S01007255,3
S01007256,3
S01007257,2
S01007258,5
S01007259,4
S01007260,3
S01007261,7
S01007262,5
S01007263,5
S01007264,6
S01007265,4
S01007266,5
S01007267,6
S01007268,6
S01007269,7
S01007270,6
S01007271,6
S01007272,2
S01007273,6
S01007274,4
S01007275,8
S01007276,6
S01007277,9
S01007278,9
S01007279,6
S01007280,6
S01007281,6
S01007282,6
S01007283,7
S01007284,5
S01007285,6
S01007286,7
S01007287,6
S01007288,6
S01007289,7
S01007290,5
S01007291,4
S01007292,8
S01007293,4
S01007294,7
S01007295,1
S01007296,3
S01007297,8
S01007298,6
S01007299,6
S01007300,4
S01007301,7
S01007302,4
S01007303,5
S01007304,5
S01007305,8
S01007306,7
S01007307,7
S01007308,5
S01007309,6
S01007310,5
S01007311,6
S01007312,6
S01007313,6
S01007314,7
S01007315,7
S01007316,3
S01007317,4
S01007318,5
S01007319,7
S01007320,7
S01007321,6
S01007322,6
S01007323,7
S01007324,6
S01007325,6
S01007326,6
S01007327,4
S01007328,6
S01007329,5
S01007330,5
S01007331,6
S01007332,6
S01007333,7
S01007334,2
S01007335,3
S01007336,2
S01007337,4
S01007338,6
S01007339,7
S01007340,3
S01007341,7
S01007342,9
S01007343,5
S01007344,5
S01007345,1
S01007346,1
S01007347,2
S01007348,3
S01007349,3
S01007350,2
S01007351,5
S01007352,5
S01007353,6
S01007354,6
S01007355,4
S01007356,5
S01007357,6
S01007358,7
S01007359,4
S01007360,6
S01007361,6
S01007362,5
S01007363,5
S01007364,2
S01007365,5
S01007366,1
S01007367,3
S01007368,1
S01007369,3
S01007370,3
S01007371,5
S01007372,6
S01007373,7
S01007374,7
S01007375,6
S01007376,3
S01007377,8
S01007378,10
S01007379,4
S01007380,6
S01007381,8
S01007382,7
S01007383,7
S01007384,8
S01007385,7
S01007386,9
S01007387,10
S01007388,10
S01007389,5
S01007390,6
S01007391,10
S01007392,10
S01007393,9
S01007394,8
S01007395,2
S01007396,3
S01007397,7
S01007398,2
S01007399,1
S01007400,6
S01007401,9
S01007402,9
S01007403,8
S01007404,6
S01007405,9
S01007406,8
S01007407,8
S01007408,5
S01007409,5
S01007410,2
S01007411,1
S01007412,4
S01007413,9
S01007414,9
S01007415,2
S01007416,1
S01007417,9
S01007418,3
S01007419,2
S01007420,8
S01007421,6
S01007422,6
S01007423,7
S01007424,10
S01007425,5
S01007426,3
S01007427,3
S01007428,4
S01007429,5
S01007430,7
S01007431,9
S01007432,4
S01007433,5
S01007434,2
S01007435,4
S01007436,2
S01007437,3
S01007438,3
S01007439,5
S01007440,4
S01007441,9
S01007442,10
S01007443,8
S01007444,9
S01007445,10
S01007446,10
S01007447,9
S01007448,7
S01007449,3
S01007450,2
S01007451,5
S01007452,4
S01007453,9
S01007454,3
S01007455,2
S01007456,2
S01007457,3
S01007458,7
S01007459,7
S01007460,2
S01007461,1
S01007462,3
S01007463,1
S01007464,1
S01007465,1
S01007466,1
S01007467,4
S01007468,7
S01007469,3
S01007470,2
S01007471,4
S01007472,3
S01007473,2
S01007474,7
S01007475,9
S01007476,6
S01007477,8
S01007478,5
S01007479,5
S01007480,6
S01007481,8
S01007482,2
S01007483,4
S01007484,2
S01007485,1
S01007486,1
S01007487,1
S01007488,4
S01007489,5
S01007490,3
S01007491,3
S01007492,3
S01007493,4
S01007494,4
S01007495,5
S01007496,5
S01007497,4
S01007498,3
S01007499,4
S01007500,3
S01007501,4
S01007502,3
S01007503,4
S01007504,5
S01007505,5
S01007506,7
S01007507,4
S01007508,4
S01007509,5
S01007510,5
S01007511,3
S01007512,5
S01007513,3
S01007514,4
S01007515,9
S01007516,4
S01007517,5
S01007518,4
S01007519,5
S01007520,5
S01007521,7
S01007522,5
S01007523,6
S01007524,7
S01007525,6
S01007526,5
S01007527,7
S01007528,5
S01007529,8
S01007530,7
S01007531,6
S01007532,6
S01007533,7
S01007534,5
S01007535,4
S01007536,7
S01007537,5
S01007538,7
S01007539,9
S01007540,4
S01007541,8
S01007542,4
S01007543,4
S01007544,7
S01007545,8
S01007546,6
S01007547,5
S01007548,5
S01007549,6
S01007550,5
S01007551,5
S01007552,2
S01007553,2
S01007554,1
S01007555,7
S01007556,4
S01007557,4
S01007558,5
S01007559,6
S01007560,6
S01007561,6
S01007562,6
S01007563,6
S01007564,6
S01007565,5
S01007566,7
S01007567,7
S01007568,7
S01007569,6
S01007570,5
S01007571,6
S01007572,5
S01007573,9
S01007574,4
S01007575,1
S01007576,1
S01007577,1
S01007578,1
S01007579,1
S01007580,2
S01007581,3
S01007582,2
S01007583,1
S01007584,4
S01007585,6
S01007586,3
S01007587,7
S01007588,9
S01007589,6
S01007590,10
S01007591,6
S01007592,3
S01007593,6
S01007594,6
S01007595,5
S01007596,5
S01007597,6
S01007598,6
S01007599,5
S01007600,6
S01007601,7
S01007602,9
S01007603,10
S01007604,9
S01007605,8
S01007606,8
S01007607,9
S01007608,9
S01007609,3
S01007610,3
S01007611,3
S01007612,1
S01007613,6
S01007614,10
S01007615,5
S01007616,3
S01007617,3
S01007618,4
S01007619,4
S01007620,9
S01007621,8
S01007622,5
S01007623,9
S01007624,8
S01007625,8
S01007626,8
S01007627,10
S01007628,8
S01007629,6
S01007630,7
S01007631,6
S01007632,6
S01007633,5
S01007634,6
S01007635,7
S01007636,5
S01007637,5
S01007638,5
S01007639,4
S01007640,5
S01007641,5
S01007642,6
S01007643,8
S01007644,6
S01007645,7
S01007646,4
S01007647,8
S01007648,8
S01007649,7
S01007650,7
S01007651,6
S01007652,5
S01007653,6
S01007654,5
S01007655,5
S01007656,5
S01007657,6
S01007658,7
S01007659,5
S01007660,3
S01007661,4
S01007662,3
S01007663,6
S01007664,3
S01007665,5
S01007666,7
S01007667,8
S01007668,4
S01007669,2
S01007670,2
S01007671,6
S01007672,10
S01007673,8
S01007674,3
S01007675,7
S01007676,8
S01007677,9
S01007678,4
S01007679,3
S01007680,10
S01007681,6
S01007682,8
S01007683,10
S01007684,9
S01007685,10
S01007686,9
S01007687,10
S01007688,7
S01007689,8
S01007690,6
S01007691,6
S01007692,7
S01007693,5
S01007694,3
S01007695,6
S01007696,3
S01007697,5
S01007698,3
S01007699,2
S01007700,7
S01007701,1
S01007702,9
S01007703,5
S01007704,1
S01007705,3
S01007706,7
S01007707,8
S01007708,1
S01007709,2
S01007710,4
S01007711,2
S01007712,4
S01007713,2
S01007714,3
S01007715,1
S01007716,1
S01007717,1
S01007718,1
S01007719,2
S01007720,3
S01007721,3
S01007722,1
S01007723,1
S01007724,1
S01007725,1
S01007726,1
S01007727,1
S01007728,2
S01007729,2
S01007730,3
S01007731,4
S01007732,3
S01007733,6
S01007734,8
S01007735,8
S01007736,7
S01007737,6
S01007738,7
S01007739,4
S01007740,6
S01007741,3
S01007742,4
S01007743,2
S01007744,1
S01007745,2
S01007746,2
S01007747,2
S01007748,1
S01007749,8
S01007750,9
S01007751,8
S01007752,7
S01007753,2
S01007754,1
S01007755,1
S01007756,2
S01007757,9
S01007758,9
S01007759,5
S01007760,10
S01007761,10
S01007762,7
S01007763,3
S01007764,10
S01007765,10
S01007766,10
S01007767,10
S01007768,8
S01007769,9
S01007770,10
S01007771,10
S01007772,3
S01007773,9
S01007774,9
S01007775,9
S01007776,10
S01007777,9
S01007778,6
S01007779,6
S01007780,8
S01007781,7
S01007782,1
S01007783,1
S01007784,4
S01007785,1
S01007786,3
S01007787,3
S01007788,1
S01007789,1
S01007790,1
S01007791,7
S01007792,3
S01007793,1
S01007794,4
S01007795,4
S01007796,3
S01007797,1
S01007798,7
S01007799,8
S01007800,1
S01007801,1
S01007802,7
S01007803,1
S01007804,1
S01007805,1
S01007806,3
S01007807,7
S01007808,2
S01007809,9
S01007810,1
S01007811,2
S01007812,1
S01007813,2
S01007814,4
S01007815,8
S01007816,8
S01007817,5
S01007818,7
S01007819,6
S01007820,3
S01007821,5
S01007822,6
S01007823,8
S01007824,7
S01007825,7
S01007826,1
S01007827,5
S01007828,2
S01007829,3
S01007830,2
S01007831,2
S01007832,2
S01007833,3
S01007834,2
S01007835,6
S01007836,6
S01007837,9
S01007838,9
S01007839,4
S01007840,3
S01007841,3
S01007842,1
S01007843,3
S01007844,1
S01007845,1
S01007846,3
S01007847,1
S01007848,1
S01007849,2
S01007850,1
S01007851,5
S01007852,1
S01007853,1
S01007854,1
S01007855,1
S01007856,4
S01007857,2
S01007858,2
S01007859,1
S01007860,4
S01007861,2
S01007862,3
S01007863,1
S01007864,3
S01007865,9
S01007866,8
S01007867,8
S01007868,10
S01007869,9
S01007870,4
S01007871,1
S01007872,1
S01007873,3
S01007874,2
S01007875,3
S01007876,5
S01007877,2
S01007878,2
S01007879,1
S01007880,6
S01007881,3
S01007882,7
S01007883,6
S01007884,4
S01007885,1
S01007886,2
S01007887,7
S01007888,2
S01007889,3
S01007890,4
S01007891,5
S01007892,6
S01007893,9
S01007894,5
S01007895,6
S01007896,2
S01007897,6
S01007898,7
S01007899,6
S01007900,2
S01007901,2
S01007902,1
S01007903,2
S01007904,6
S01007905,1
S01007906,1
S01007907,3
S01007908,5
S01007909,4
S01007910,2
S01007911,4
S01007912,3
S01007913,1
S01007914,2
S01007915,4
S01007916,3
S01007917,3
S01007918,3
S01007919,10
S01007920,8
S01007921,1
S01007922,1
S01007923,6
S01007924,2
S01007925,8
S01007926,7
S01007927,7
S01007928,7
S01007929,8
S01007930,8
S01007931,7
S01007932,10
S01007933,7
S01007934,5
S01007935,4
S01007936,10
S01007937,8
S01007938,4
S01007939,3
S01007940,4
S01007941,9
S01007942,5
S01007943,4
S01007944,4
S01007945,2
S01007946,3
S01007947,5
S01007948,1
S01007949,7
S01007950,8
S01007951,5
S01007952,1
S01007953,4
S01007954,1
S01007955,2
S01007956,2
S01007957,3
S01007958,2
S01007959,6
S01007960,4
S01007961,5
S01007962,2
S01007963,1
S01007964,2
S01007965,1
S01007966,1
S01007967,1
S01007968,4
S01007969,3
S01007970,3
S01007971,2
S01007972,4
S01007973,8
S01007974,2
S01007975,3
S01007976,1
S01007977,8
S01007978,3
S01007979,6
S01007980,7
S01007981,8
S01007982,8
S01007983,2
S01007984,5
S01007985,3
S01007986,5
S01007987,5
S01007988,4
S01007989,2
S01007990,4
S01007991,9
S01007992,9
S01007993,9
S01007994,8
S01007995,9
S01007996,9
S01007997,8
S01007998,7
S01007999,2
S01008000,2
S01008001,1
S01008002,1
S01008003,3
S01008004,7
S01008005,5
S01008006,1
S01008007,1
S01008008,1
S01008009,1
S01008010,2
S01008011,1
S01008012,2
S01008013,3
S01008014,7
S01008015,3
S01008016,4
S01008017,10
S01008018,9
S01008019,10
S01008020,7
S01008021,10
S01008022,10
S01008023,10
S01008024,9
S01008025,7
S01008026,4
S01008027,3
S01008028,6
S01008029,6
S01008030,6
S01008031,4
S01008032,5
S01008033,9
S01008034,10
S01008035,7
S01008036,9
S01008037,4
S01008038,5
S01008039,6
S01008040,9
S01008041,7
S01008042,9
S01008043,10
S01008044,10
S01008045,8
S01008046,3
S01008047,10
S01008048,10
S01008049,10
S01008050,9
S01008051,10
S01008052,10
S01008053,10
S01008054,9
S01008055,10
S01008056,9
S01008057,9
S01008058,10
S01008059,10
S01008060,9
S01008061,8
S01008062,9
S01008063,10
S01008064,4
S01008065,10
S01008066,10
S01008067,10
S01008068,10
S01008069,9
S01008070,7
S01008071,8
S01008072,8
S01008073,9
S01008074,9
S01008075,10
S01008076,10
S01008077,10
S01008078,10
S01008079,10
S01008080,9
S01008081,10
S01008082,9
S01008083,10
S01008084,7
S01008085,8
S01008086,7
S01008087,9
S01008088,8
S01008089,9
S01008090,8
S01008091,8
S01008092,10
S01008093,10
S01008094,9
S01008095,7
S01008096,9
S01008097,9
S01008098,9
S01008099,6
S01008100,8
S01008101,7
S01008102,7
S01008103,3
S01008104,3
S01008105,3
S01008106,3
S01008107,9
S01008108,9
S01008109,10
S01008110,10
