lsoa_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile
W01000780,1792,1896,1896,1891,1771,357,558,1414,1519,10,10,10,10,10,2,3,8,9
W01000781,1894,1852,1802.5,1853,1835,1850,1072,1598,1654,10,10,10,10,10,10,6,9,9
W01000782,1773,1467,1503,1638,1419,1644,1204,1590,1678,10,8,8,9,8,9,7,9,9
W01000783,1671,1463,1386.5,1154,1484,1621,1344,1217,1379,9,8,7,7,8,9,8,7,8
W01000784,1327,1174,981,898,1279,1721,1408,731,1290,7,7,5,5,7,10,8,4,7
W01000785,1787,1889,1616,1440,1650,1830,629,1194,1759,10,10,9,8,9,10,4,7,10
W01000786,1445,1587,1503,896,1408,1495,362,931,1495,8,9,8,5,8,8,2,5,8
W01000787,570,530,821,771,377,626,862,212,492,4,3,5,5,2,4,5,2,3
W01000788,374,464,553,289,281,388,1705,128,181,2,3,3,2,2,3,9,1,1
W01000789,233,257,237.5,210,252,314,1812,247,468,2,2,2,2,2,2,10,2,3
W01000790,302,227,553,574,202,39,1781,421,368,2,2,3,4,2,1,10,3,2
W01000791,1691,1607,1503,1763,1502,1464,549,1048,1690,9,9,8,10,8,8,3,6,9
W01000792,1612,1635,1503,1592,1657,1727,277,1297,1353,9,9,8,9,9,10,2,7,8
W01000793,1696,1788,1802.5,1780,1587,1445,240,1238,1534,9,10,10,10,9,8,2,7,9
W01000794,866,1024,1165.5,214,996,1209,666,763,1177,5,6,6,2,6,7,4,5,7
W01000795,1604,1768,1386.5,1407,1496,1095,519,1007,1410,9,10,7,8,8,6,3,6,8
W01000796,1251,1340,1386.5,1046,1067,1461,372,575,1134,7,8,7,6,6,8,2,4,6
W01000797,1549,1372,1165.5,1424,1238,1490,975,1589,1326,9,8,6,8,7,8,6,9,7
W01000798,1036,1001,744.5,905,624,1588,1562,1526,821,6,6,4,5,4,9,9,9,5
W01000799,305,245,488.5,423,108,1098,1160,1489,195,2,2,3,3,1,6,7,8,2
W01000800,1574,1694,1616,951,1558,1785,430,767,1700,9,9,9,6,9,10,3,5,9
W01000801,317,221,373,338,248,769,823,1628,897,2,2,2,2,2,5,5,9,5
W01000802,891,784,821,791,1074,1599,589,590,1093,5,5,5,5,6,9,4,4,6
W01000803,943,1167,981,1141,1085,1037,177,436,1299,5,7,5,7,6,6,1,3,7
W01000804,1721,1614,1616,1812,1802,1716,411,902,1676,10,9,9,10,10,10,3,5,9
W01000805,1825,1888,1802.5,1720,1876,1863,314,1758,1892,10,10,10,10,10,10,2,10,10
W01000806,929,863,1066,965,864,721,579,440,1251,5,5,6,6,5,4,4,3,7
W01000807,1650,1716,1616,1524,1303,1116,781,537,1502,9,10,9,9,7,6,5,3,8
W01000808,1163,1276,821,768,1258,1557,1085,350,1503,7,7,5,5,7,9,6,2,8
W01000809,804,698,981,745,634,981,1753,152,633,5,4,5,4,4,6,10,1,4
W01000810,133,120,167.5,252,88,886,1194,214,215,1,1,1,2,1,5,7,2,2
W01000811,552,384,488.5,978,422,735,1473,1008,427,3,3,3,6,3,4,8,6,3
W01000812,178,161,237.5,274,135,524,1728,121,218,1,1,2,2,1,3,10,1,2
W01000813,1462,1187,1273.5,1465,1098,1146,1508,837,691,8,7,7,8,6,7,8,5,4
W01000814,226,250,373,56,394,684,796,571,263,2,2,2,1,3,4,5,4,2
W01000815,1526,1667,1503,1435,1414,1649,499,338,1158,9,9,8,8,8,9,3,2,7
W01000816,1627,1670,1716.5,1681,1406,1313,457,426,1622,9,9,9,9,8,7,3,3,9
W01000817,49,44,53.5,94,43,1256,1115,1150,117,1,1,1,1,1,7,6,7,1
W01000818,492,360,488.5,589,365,1279,1284,1553,289,3,2,3,4,2,7,7,9,2
W01000819,1710,1597,1503,1408,1476,1846,776,1306,1414,10,9,8,8,8,10,5,7,8
W01000820,961,985,900.5,747,580,1177,1241,1438,622,6,6,5,4,4,7,7,8,4
W01000821,714,750,681,810,459,1107,1082,945,388,4,4,4,5,3,6,6,5,3
W01000822,1338,1285,981,1385,987,1642,824,764,1682,8,7,5,8,6,9,5,5,9
W01000823,1854,1843,1802.5,1773,1872,1798,438,1848,1811,10,10,10,10,10,10,3,10,10
W01000824,1714,1600,1616,1606,1794,1440,357,1860,1711,10,9,9,9,10,8,2,10,10
W01000825,1668,1299,1503,1501,1603,920,1575,1162,770,9,7,8,8,9,5,9,7,5
W01000826,1733,1793,1503,1774,1842,1218,348,1855,1627,10,10,8,10,10,7,2,10,9
W01000827,1875,1660,1802.5,1351,1744,1114,1654,1840,1527,10,9,10,8,10,6,9,10,9
W01000828,1582,1553,1386.5,1438,1610,1667,333,1299,1776,9,9,7,8,9,9,2,7,10
W01000829,809,998,900.5,213,1035,1546,717,861,1034,5,6,5,2,6,9,4,5,6
W01000830,19,16,53.5,20,7,1377,1131,1413,34,1,1,1,1,1,8,6,8,1
W01000831,228,175,273.5,476,80,662,1528,1527,161,2,1,2,3,1,4,9,9,1
W01000832,33,59,24,42,28,1183,1374,1424,62,1,1,1,1,1,7,8,8,1
W01000833,29,38,30,43,35,900,1346,1065,67,1,1,1,1,1,5,8,6,1
W01000834,190,107,373,468,29,1017,1145,1513,200,1,1,2,3,1,6,7,8,2
W01000835,253,261,320.5,181,115,782,1658,1592,339,2,2,2,1,1,5,9,9,2
W01000836,90,93,237.5,142,14,649,561,1659,91,1,1,2,1,1,4,3,9,1
W01000837,1746,1875,1716.5,1452,1777,1860,263,1879,1750,10,10,9,8,10,10,2,10,10
W01000838,299,305,373,262,211,1278,461,1285,974,2,2,2,2,2,7,3,7,6
W01000839,1688,1690,1503,1644,1616,1469,370,1506,1814,9,9,8,9,9,8,2,8,10
W01000840,1827,1879,1716.5,1802,1834,1623,395,1668,1819,10,10,9,10,10,9,3,9,10
W01000841,774,548,744.5,786,540,1547,1025,1660,893,5,3,4,5,3,9,6,9,5
W01000842,1038,1359,1165.5,573,866,1224,326,1160,1325,6,8,6,4,5,7,2,7,7
W01000843,1542,1466,1165.5,1640,977,1833,1001,1262,1139,9,8,6,9,6,10,6,7,7
W01000844,402,428,373,396,326,874,573,1272,634,3,3,2,3,2,5,4,7,4
W01000845,1499,1456,1273.5,1099,1415,1601,648,921,1553,8,8,7,6,8,9,4,5,9
W01000846,749,680,681,867,727,1176,1716,143,513,4,4,4,5,4,7,10,1,3
W01000847,828,879,744.5,826,984,1262,720,235,813,5,5,4,5,6,7,4,2,5
W01000848,367,259,427.5,445,388,931,812,445,478,2,2,3,3,3,5,5,3,3
W01000849,180,244,273.5,110,209,215,856,322,367,1,2,2,1,2,2,5,2,2
W01000850,361,300,553,359,294,401,1478,201,338,2,2,3,2,2,3,8,2,2
W01000851,534,543.5,488.5,632,389,604,957,1266,595,3,3,3,4,3,4,6,7,4
W01000852,796,826,821,629,471,478,1744,766,958,5,5,5,4,3,3,10,5,6
W01000853,1849,1651,1503,1705,1709,1731,1362,1241,1707,10,9,8,9,10,10,8,7,9
W01000854,1562,1739,1616,566,1775,1719,464,1480,1868,9,10,9,3,10,10,3,8,10
W01000855,1698,1545,1616,869,1711,1839,844,1627,1768,9,9,9,5,10,10,5,9,10
W01000856,244,176,53.5,661,767,1136,1339,903,654,2,1,1,4,5,6,8,5,4
W01000857,1135,665,900.5,999,1423,1243,1543,915,1358,6,4,5,6,8,7,9,5,8
W01000858,1760,1630,1616,1077,1772,1577,1541,822,1185,10,9,9,6,10,9,9,5,7
W01000859,1681,1560,1165.5,1736,1867,1802,865,698,1681,9,9,6,10,10,10,5,4,9
W01000860,1784,1873,1883.5,1799,1883,1845,318,639,1822,10,10,10,10,10,10,2,4,10
W01000861,1723,1822,1883.5,662,1660,834,1471,738,1772,10,10,10,4,9,5,8,4,10
W01000862,6,3,18,23,4,677,1185,1460,19,1,1,1,1,1,4,7,8,1
W01000863,32,20,30,97,42,348,1438,1774,146,1,1,1,1,1,2,8,10,1
W01000864,14,17,36.5,32,6,503,1342,925,38,1,1,1,1,1,3,8,5,1
W01000865,433,262,488.5,776,147,1010,1612,1547,588,3,2,3,5,1,6,9,9,4
W01000866,87,74,136,144,18,474,1651,1618,260,1,1,1,1,1,3,9,9,2
W01000867,77,62,136,70,23,808,1455,1736,438,1,1,1,1,1,5,8,10,3
W01000868,1838,1749,1616,1635,1447,1776,1038,1785,1432,10,10,9,9,8,10,6,10,8
W01000869,922,831,619.5,777,1319,491,1516,1711,578,5,5,4,5,7,3,8,10,4
W01000870,1727,1495,1386.5,1492,1849,530,1688,1386,1166,10,8,7,8,10,3,9,8,7
W01000871,626,559,681,592,511,172,1807,1387,477,4,3,4,4,3,1,10,8,3
W01000872,1878,1731,1802.5,1777,1758,1407,1156,1207,1607,10,10,10,10,10,8,7,7,9
W01000873,1396,1458,1386.5,673,1692,246,1420,1381,732,8,8,7,4,9,2,8,8,4
W01000874,1781,1474,1802.5,1511,1698,574,1722,1351,840,10,8,10,8,9,4,10,8,5
W01000875,1112,1106.5,1165.5,1003,785,149,1523,1645,717,6,6,6,6,5,1,9,9,4
W01000876,1628,1669,1802.5,1240,1438,115,1465,1113,1116,9,9,10,7,8,1,8,6,6
W01000877,1333,1524,1165.5,1244,1299,1503,537,289,1345,8,9,6,7,7,8,3,2,8
W01000878,1168,1221,900.5,1339,900,1161,506,1560,1020,7,7,5,8,5,7,3,9,6
W01000879,1821,1769,1616,1750,1786,1792,884,640,1838,10,10,9,10,10,10,5,4,10
W01000880,1844,1679,1503,1529,1728,1598,1361,1429,1687,10,9,8,9,10,9,8,8,9
W01000881,472,344,273.5,379,815,1530,982,1709,1170,3,2,2,2,5,9,6,10,7
W01000882,777,473,619.5,778,922,1592,870,1821,1331,5,3,4,5,5,9,5,10,8
W01000883,1473,1811,1273.5,1753,1210,1331,724,86,1496,8,10,7,10,7,8,4,1,8
W01000884,164,140,202.5,315,122,896,1587,91,281,1,1,1,2,1,5,9,1,2
W01000885,101,166,84.5,80,165,875,1476,73,397,1,1,1,1,1,5,8,1,3
W01000886,46,57,84.5,64,105,531,1754,79,17,1,1,1,1,1,3,10,1,1
W01000887,858,797,744.5,819,989,1434,612,553,1070,5,5,4,5,6,8,4,3,6
W01000888,1044,872,981,703,1125,1627,704,1342,1140,6,5,5,4,6,9,4,8,7
W01000889,1127,1381,744.5,1247,1249,1542,878,254,699,6,8,4,7,7,9,5,2,4
W01000890,1757,1778,1273.5,1636,1625,1876,871,1112,1765,10,10,7,9,9,10,5,6,10
W01000891,522,602,553,327,467,1073,694,665,993,3,4,3,2,3,6,4,4,6
W01000892,1286,1291,981,1259,971,1673,1045,489,1106,7,7,5,7,6,9,6,3,6
W01000893,654,512,427.5,859,740,1381,952,878,1108,4,3,3,5,4,8,6,5,6
W01000894,1010,909,744.5,1307,915,1500,1041,535,767,6,5,4,7,5,8,6,3,5
W01000895,346,310,167.5,634,594,884,1878,645,104,2,2,1,4,4,5,10,4,1
W01000896,105,37,65.5,635,138,1245,1255,416,481,1,1,1,4,1,7,7,3,3
W01000897,645,581,619.5,653,647,590,1579,260,772,4,4,4,4,4,4,9,2,5
W01000898,819,886,619.5,721,911,1280,416,1518,1412,5,5,4,4,5,7,3,9,8
W01000899,1498,1502,1165.5,1084,1405,1762,864,753,1369,8,8,6,6,8,10,5,4,8
W01000900,222,222,167.5,78,549,779,1263,920,589,2,2,1,1,3,5,7,5,4
W01000901,542,641,553,207,764,943,543,1473,899,3,4,3,2,5,5,3,8,5
W01000902,1420,1493,1066,1033,1395,1841,458,1658,1656,8,8,6,6,8,10,3,9,9
W01000903,1774,1862,1616,1389,1774,1854,434,1854,1842,10,10,9,8,10,10,3,10,10
W01000904,1834,1855,1802.5,1699,1759,1890,402,1807,1742,10,10,10,9,10,10,3,10,10
W01000905,1177,1138,900.5,1025,1335,1717,377,1801,1171,7,6,5,6,8,10,2,10,7
W01000906,1466,1294,1066,1717,1578,1703,557,798,1292,8,7,6,10,9,9,3,5,7
W01000907,505,461,488.5,341,567,1674,478,1729,957,3,3,3,2,3,9,3,10,6
W01000908,1722,1561,1503,1589,1532,1710,619,1521,1787,10,9,8,9,9,10,4,9,10
W01000909,775,862,619.5,515,469,1383,989,1802,1447,5,5,4,3,3,8,6,10,8
W01000910,1554,1574,1165.5,1277,1441,1685,595,1720,1370,9,9,6,7,8,9,4,10,8
W01000911,1640,1612,1273.5,1621,1361,1778,520,1701,1817,9,9,7,9,8,10,3,9,10
W01000912,909,810,681,607,988,1526,1673,610,1006,5,5,4,4,6,9,9,4,6
W01000913,935,869,681,1005,667,1096,1846,876,646,5,5,4,6,4,6,10,5,4
W01000914,234,194,373,198,234,1188,610,413,491,2,2,2,2,2,7,4,3,3
W01000915,1159,1141,900.5,928,642,1466,1553,1119,1008,7,7,5,5,4,8,9,6,6
W01000916,962,1081,900.5,621,814,1372,531,1434,1240,6,6,5,4,5,8,3,8,7
W01000917,1221,1308,1066,1361,1170,1608,397,506,1081,7,7,6,8,7,9,3,3,6
W01000918,991,946,821,469,1250,1327,1084,825,1561,6,5,5,3,7,7,6,5,9
W01000919,716,837,553,463,929,1570,437,1203,1574,4,5,3,3,5,9,3,7,9
W01000920,446,597,373,199,380,1375,846,1644,643,3,4,2,2,2,8,5,9,4
W01000921,25,48,11,11,34,1192,1265,1862,81,1,1,1,1,1,7,7,10,1
W01000922,551,538,427.5,598,726,1191,582,555,1004,3,3,3,4,4,7,4,3,6
W01000923,1315,1364,981,1482,1177,1562,586,540,1391,7,8,5,8,7,9,4,3,8
W01000924,168,254,136,176,104,587,1365,504,603,1,2,1,1,1,4,8,3,4
W01000925,268,272,237.5,386,348,903,832,106,901,2,2,2,3,2,5,5,1,5
W01000926,1160,1121,821,1156,972,1432,1098,562,1197,7,6,5,7,6,8,6,3,7
W01000927,642,727,488.5,748,731,1506,307,819,1257,4,4,3,4,4,8,2,5,7
W01000928,497,440,427.5,337,527,1337,1067,759,1274,3,3,3,2,3,8,6,4,7
W01000929,475,547,373,393,596,1261,424,832,1043,3,3,2,3,4,7,3,5,6
W01000930,193,299,84.5,291,101,858,1493,1697,485,2,2,1,2,1,5,8,9,3
W01000931,627,654,488.5,679,653,990,663,805,1035,4,4,3,4,4,6,4,5,6
W01000932,583,644,488.5,1031,485,1512,768,64,1109,4,4,3,6,3,8,5,1,6
W01000933,1429,1549,1616,1187,1500,1112,266,561,1605,8,9,9,7,8,6,2,3,9
W01000934,167,206,136,261,241,853,1356,80,224,1,2,1,2,2,5,8,1,2
W01000935,141,178,36.5,317,318,641,1706,285,318,1,1,1,2,2,4,9,2,2
W01000936,201,205,136,146,641,1255,889,281,417,2,2,1,1,4,7,5,2,3
W01000937,196,323,108,156,430,751,1091,217,354,2,2,1,1,3,4,6,2,2
W01000938,1465,1225,981,1224,1448,1606,1674,594,1280,8,7,5,7,8,9,9,4,7
W01000939,92,139,13.5,148,460,420,1888,447,98,1,1,1,1,3,3,10,3,1
W01000940,271,173,320.5,268,357,905,906,1043,549,2,1,2,2,2,5,5,6,3
W01000941,364,354,320.5,180,468,1368,1189,729,534,2,2,2,1,3,8,7,4,3
W01000942,176,187,167.5,89,197,879,791,1722,826,1,1,1,1,2,5,5,10,5
W01000943,1765,1663,1503,1449,1380,1653,1054,1622,1540,10,9,8,8,8,9,6,9,9
W01000944,516,632,320.5,698,502,1069,379,1612,1237,3,4,2,4,3,6,2,9,7
W01000945,601,820,619.5,408,275,1630,563,1741,1102,4,5,4,3,2,9,3,10,6
W01000946,725,802,744.5,395,1010,1427,334,1102,1296,4,5,4,3,6,8,2,6,7
W01000947,447,339,427.5,271,552,1431,654,1830,1054,3,2,3,2,3,8,4,10,6
W01000948,846,731,619.5,674,1157,1336,1646,599,489,5,4,4,4,7,8,9,4,3
W01000949,1022,984,981,922,892,1446,538,900,1145,6,6,5,5,5,8,3,5,7
W01000950,617,609,553,818,470,868,1588,414,319,4,4,3,5,3,5,9,3,2
W01000951,357,557,373,69,912,1075,1591,208,70,2,3,2,1,5,6,9,2,1
W01000952,718,894,744.5,184,1204,1156,1582,269,751,4,5,4,1,7,7,9,2,4
W01000953,603,580,553,702,707,803,525,619,1072,4,4,3,4,4,5,3,4,6
W01000954,901,937,900.5,649,886,1409,762,291,1419,5,5,5,4,5,8,5,2,8
W01000955,1214,1142,900.5,1164,1478,1679,359,1210,1592,7,7,5,7,8,9,2,7,9
W01000956,1623,1728,1273.5,1211,1580,1857,429,1769,1870,9,10,7,7,9,10,3,10,10
W01000957,219,171,108,358,404,1057,1423,1195,222,2,1,1,2,3,6,8,7,2
W01000958,67,85,65.5,27,59,1091,1768,974,214,1,1,1,1,1,6,10,6,2
W01000959,960,919,821,963,770,1184,1061,847,686,6,5,5,6,5,7,6,5,4
W01000960,303,349,237.5,281,283,1292,1383,263,853,2,2,2,2,2,7,8,2,5
W01000961,416,519,373,187,421,772,1446,597,539,3,3,2,1,3,5,8,4,3
W01000962,58,89,65.5,28,44,728,1567,684,330,1,1,1,1,1,4,9,4,2
W01000963,124,142,84.5,129,141,1000,1372,870,314,1,1,1,1,1,6,8,5,2
W01000964,135,143,65.5,191,167,1135,1136,770,599,1,1,1,2,1,6,6,5,4
W01000965,500,616,373,303,488,1049,837,1292,1085,3,4,2,2,3,6,5,7,6
W01000966,619,585,427.5,841,787,1244,741,415,1049,4,4,3,5,5,7,4,3,6
W01000967,283,297,237.5,373,426,725,1614,157,202,2,2,2,2,3,4,9,1,2
W01000968,622,630,488.5,720,859,1045,715,360,771,4,4,3,4,5,6,4,2,5
W01000969,1563,1623,1273.5,1334,1494,1692,515,954,1598,9,9,7,8,8,9,3,6,9
W01000970,661,882,900.5,100,697,1260,831,791,1509,4,5,5,1,4,7,5,5,8
W01000971,703,720,744.5,363,890,1308,507,986,1304,4,4,4,2,5,7,3,6,7
W01000972,487,505,202.5,983,592,1038,834,935,863,3,3,1,6,4,6,5,5,5
W01000973,318,345,202.5,211,602,1158,1425,264,895,2,2,1,2,4,7,8,2,5
W01000974,903,1020,900.5,691,1002,1172,624,361,867,5,6,5,4,6,7,4,2,5
W01000975,56,63,84.5,12,58,1012,915,1661,380,1,1,1,1,1,6,5,9,2
W01000976,210,386,136,329,99,429,635,1809,596,2,3,1,2,1,3,4,10,4
W01000977,203,389,237.5,205,100,709,327,964,425,2,3,2,2,1,4,2,6,3
W01000978,735,712,553,672,637,1221,900,1883,870,4,4,3,4,4,7,5,10,5
W01000979,1262,1058,1273.5,1469,1218,608,636,855,888,7,6,7,8,7,4,4,5,5
W01000980,624,915,900.5,93,953,675,969,374,952,4,5,5,1,6,4,6,2,6
W01000981,95,43,108,161,256,1581,835,854,140,1,1,1,1,2,9,5,5,1
W01000982,1472,1229,1273.5,1483,1086,1597,1299,548,972,8,7,7,8,6,9,7,3,6
W01000983,1485,1377,1616,1662,1321,1398,358,428,1514,8,8,9,9,7,8,2,3,8
W01000984,1345,983,1386.5,1624,1596,1189,692,265,1175,8,6,7,9,9,7,4,2,7
W01000985,1789,1803,1802.5,1884,1761,1884,381,985,1590,10,10,10,10,10,10,3,6,9
W01000986,1062,1273,1165.5,555,1124,1457,439,629,1277,6,7,6,3,6,8,3,4,7
W01000987,350,391,488.5,334,263,157,1349,270,472,2,3,3,2,2,1,8,2,3
W01000988,1780,1622,1716.5,1798,1763,1862,465,1360,1549,10,9,9,10,10,10,3,8,9
W01000989,1541,1460,1386.5,1664,1708,1584,375,1220,812,9,8,7,9,10,9,2,7,5
W01000990,296,408,136,325,533,298,1106,1349,694,2,3,1,2,3,2,6,8,4
W01000991,8,42,8,15,1,628,675,1502,13,1,1,1,1,1,4,4,8,1
W01000992,38,115,18,41,68,359,738,1443,47,1,1,1,1,1,2,4,8,1
W01000993,162,232,108,158,127,838,1380,1727,198,1,2,1,1,1,5,8,10,2
W01000994,215,365,167.5,86,220,1133,786,1237,570,2,2,1,1,2,6,5,7,4
W01000995,847,768,619.5,459,845,1430,1633,1564,1014,5,5,4,3,5,8,9,9,6
W01000996,646,651,553,750,559,1335,364,1777,964,4,4,3,4,3,8,2,10,6
W01000997,1301,1352.5,900.5,1208,1169,1126,866,1019,1121,7,8,5,7,7,6,5,6,6
W01000998,1670,1806,1802.5,1460,1654,1819,267,1020,1247,9,10,10,8,9,10,2,6,7
W01000999,326,374,320.5,225,324,377,1108,913,574,2,2,2,2,2,2,6,5,4
W01001000,723,929,900.5,235,802,954,575,1243,911,4,5,5,2,5,6,4,7,5
W01001001,740,599,619.5,1305,588,1068,965,522,857,4,4,4,7,4,6,6,3,5
W01001002,73,90,108,74,96,363,1199,224,143,1,1,1,1,1,2,7,2,1
W01001003,1386,1526,1165.5,1100,1704,1879,447,326,1781,8,9,6,6,9,10,3,2,10
W01001004,450,515,427.5,402,338,481,1835,505,296,3,3,3,3,2,3,10,3,2
W01001005,1289,1483,1273.5,500,1371,1671,1137,219,1551,7,8,7,3,8,9,6,2,9
W01001006,1732,1621,1616,1722,1291,1806,571,1500,1730,10,9,9,10,7,10,4,8,10
W01001007,588,491,681,746,395,479,1290,706,435,4,3,4,4,3,3,7,4,3
W01001008,1707,1756,1386.5,1733,1656,1749,555,1030,1356,9,10,7,10,9,10,3,6,8
W01001009,562,739,488.5,415,415,1502,539,1279,759,3,4,3,3,3,8,3,7,4
W01001010,844,741,821,985,717,1572,419,1261,949,5,4,5,6,4,9,3,7,6
W01001011,1320,1109,1066,1498,1164,1419,613,1328,1133,7,6,6,8,7,8,4,7,6
W01001012,1467,1399,1273.5,1476,1399,1683,374,940,1552,8,8,7,8,8,9,2,5,9
W01001013,675,755,488.5,537,716,1113,617,1445,1243,4,4,3,3,4,6,4,8,7
W01001014,319,350,237.5,194,454,783,1757,886,279,2,2,2,2,3,5,10,5,2
W01001015,245,420,202.5,98,296,1328,475,1737,656,2,3,1,1,2,7,3,10,4
W01001016,900,1085,553,1098,701,1109,645,1449,1172,5,6,3,6,4,6,4,8,7
W01001017,1363,1272,821,1072,1181,1536,1775,1839,768,8,7,5,6,7,9,10,10,5
W01001018,463,564,237.5,299,593,850,1837,1395,424,3,3,2,2,4,5,10,8,3
W01001019,280,277,237.5,133,378,1607,811,1468,930,2,2,2,1,2,9,5,8,5
W01001020,339,399,202.5,419,300,1178,1039,471,872,2,3,1,3,2,7,6,3,5
W01001021,325,463,273.5,290,578,412,1436,238,76,2,3,2,2,4,3,8,2,1
W01001022,140,116,136,556,120,1076,929,324,93,1,1,1,3,1,6,5,2,1
W01001023,306,390,237.5,585,260,1074,992,258,234,2,3,2,4,2,6,6,2,2
W01001024,460,556,373,488,159,1119,1112,1791,761,3,3,2,3,1,6,6,10,5
W01001025,706,891,553,306,489,1302,1887,1692,757,4,5,3,2,3,7,10,9,4
W01001026,363,247,273.5,608,429,655,1424,598,445,2,2,2,4,3,4,8,4,3
W01001027,1469,1280,981,1245,1479,1823,905,1219,1464,8,7,5,7,8,10,5,7,8
W01001028,1364,1307,981,1512,1390,1162,1286,354,907,8,7,5,8,8,7,7,2,5
W01001029,1419,1539,1165.5,1352,1594,1677,244,1055,1785,8,9,6,8,9,9,2,6,10
W01001030,1282,1309,1273.5,766,1529,1648,482,741,989,7,7,7,5,9,9,3,4,6
W01001031,1609,1646,1503,1065,1803,1822,292,1818,1847,9,9,8,6,10,10,2,10,10
W01001032,1497,1362,1273.5,1192,1592,1626,473,1411,1413,8,8,7,7,9,9,3,8,8
W01001033,941,925,821,861,676,1733,1179,681,708,5,5,5,5,4,10,7,4,4
W01001034,469,613.5,273.5,526,412,921,1180,623,675,3,4,2,3,3,5,7,4,4
W01001035,288,286,273.5,179,574,288,1412,998,310,2,2,2,1,4,2,8,6,2
W01001036,1846,1750,1616,1464,1787,1603,1293,1180,1382,10,10,9,8,10,9,7,7,8
W01001037,1543,1485,1165.5,1009,1658,1665,899,1066,1538,9,8,6,6,9,9,5,6,9
W01001038,1120,1103,981,1159,880,1338,755,636,1073,6,6,5,7,5,8,4,4,6
W01001039,1232,1092,1066,1060,948,1612,1004,830,1045,7,6,6,6,5,9,6,5,6
W01001040,1210,1264,1066,1048,933,1266,676,589,1640,7,7,6,6,5,7,4,4,9
W01001041,1613,1760,1165.5,1323,1764,1790,509,1075,1705,9,10,6,7,10,10,3,6,9
W01001042,611,684,619.5,391,333,831,1533,1858,508,4,4,4,3,2,5,9,10,3
W01001043,604,745,373,355,519,1111,1451,1700,1147,4,4,2,2,3,6,8,9,7
W01001044,521,450,427.5,475,809,441,621,1814,1124,3,3,3,3,5,3,4,10,6
W01001045,560,493,373,583,965,703,1232,877,390,3,3,2,4,6,4,7,5,3
W01001046,548,617,167.5,736,1159,947,1880,1666,194,3,4,1,4,7,5,10,9,2
W01001047,1402,1102,821,1453,1631,1247,1426,1246,1021,8,6,5,8,9,7,8,7,6
W01001048,1570,1530,1273.5,1213,1306,1800,1557,394,1052,9,9,7,7,7,10,9,3,6
W01001049,175,234,136,398,162,546,1413,50,356,1,2,1,3,1,3,8,1,2
W01001050,564,490,553,460,663,869,1691,205,627,3,3,3,3,4,5,9,2,4
W01001051,702,513,681,694,850,1376,1120,451,703,4,3,4,4,5,8,6,3,4
W01001052,485,486,488.5,501,446,568,1367,239,638,3,3,3,3,3,3,8,2,4
W01001053,1634,1616,1165.5,1618,1738,1891,410,1810,1758,9,9,6,9,10,10,3,10,10
W01001054,1716,1481,1616,1119,1799,1872,665,1630,1798,10,8,9,6,10,10,4,9,10
W01001055,172,269,84.5,166,196,477,1463,483,896,1,2,1,1,2,3,8,3,5
W01001056,629,873,427.5,538,486,1351,1064,425,1163,4,5,3,3,3,8,6,3,7
W01001057,251,444,202.5,72,796,1046,953,49,729,2,3,1,1,5,6,6,1,4
W01001058,957,1127,1165.5,529,1092,1230,637,145,1390,6,6,6,3,6,7,4,1,8
W01001059,1573,1337,1273.5,1611,1537,1453,631,1633,1064,9,8,7,9,9,8,4,9,6
W01001060,1818,1837,1802.5,1784,1782,1809,355,1804,1679,10,10,10,10,10,10,2,10,9
W01001061,687,683,744.5,793,757,321,946,1410,152,4,4,4,5,4,2,5,8,1
W01001062,1264,1013,900.5,969,1548,1023,1690,1267,526,7,6,5,6,9,6,9,7,3
W01001063,732,608,744.5,571,882,566,1860,469,542,4,4,4,4,5,3,10,3,3
W01001064,290,287,136,410,448,854,1542,1110,515,2,2,1,3,3,5,9,6,3
W01001065,884,867,981,756,776,1227,1866,105,439,5,5,5,4,5,7,10,1,3
W01001066,785,766,900.5,360,769,936,1702,892,378,5,5,5,2,5,5,9,5,2
W01001067,186,233,136,567,282,699,919,5,358,1,2,1,3,2,4,5,1,2
W01001068,712,718,981,1371,698,760,542,15,939,4,4,5,8,4,5,3,1,5
W01001069,365,313,273.5,1035,518,561,1770,81,94,2,2,2,6,3,3,10,1,1
W01001070,114,125,84.5,448,277,189,1555,66,31,1,1,1,3,2,1,9,1,1
W01001071,526,702,744.5,389,474,885,968,18,865,3,4,4,3,3,5,6,1,5
W01001072,1510,1480,1616,1581,1462,1758,428,284,1173,8,8,9,9,8,10,3,2,7
W01001073,187,186,202.5,272,265,335,1337,101,322,1,1,1,2,2,2,8,1,2
W01001074,348,318,320.5,612,450,346,1827,102,233,2,2,2,4,3,2,10,1,2
W01001075,1770,1420,1503,1631,1669,1016,1759,1649,844,10,8,8,9,9,6,10,9,5
W01001076,923,850,981,656,709,559,1730,1314,454,5,5,5,4,4,3,10,7,3
W01001077,1237,1131,1165.5,651,1193,1248,977,1200,1189,7,6,6,4,7,7,6,7,7
W01001078,1751,1457,1503,1478,1520,1379,1184,1757,1422,10,8,8,8,9,8,7,10,8
W01001079,442,396,619.5,616,369,737,1703,38,236,3,3,4,4,2,4,9,1,2
