lsoa_code,IMD_rank,Income_rank,Employment_rank,Health_rank,Education_rank,Housing_rank,Access_rank,Environment_rank,Crime_rank,IMD_decile,Income_decile,Employment_decile,Health_decile,Education_decile,Housing_decile,Access_decile,Environment_decile,Crime_decile
W01001682,632,421,821,1104,506,1499,808,139,877,4,3,5,6,3,8,5,1,5
W01001683,1086,1047,1165.5,1050,1175,797,1079,131,900,6,6,6,6,7,5,6,1,5
W01001684,1097,1135,1165.5,1006,934,926,1708,171,412,6,6,6,6,5,5,10,1,3
W01001685,462,392,553,804,565,405,1840,146,49,3,3,3,5,3,3,10,1,1
W01001686,833,972,981,260,1364,1323,1171,94,1063,5,6,5,2,8,7,7,1,6
W01001687,224,240,167.5,313,686,233,1794,82,102,2,2,1,2,4,2,10,1,1
W01001688,436,427,900.5,427,355,1141,719,9,551,3,3,5,3,2,7,4,1,3
W01001689,40,25,84.5,171,37,727,916,6,386,1,1,1,1,1,4,5,1,3
W01001690,478,413,821,688,441,569,1684,7,191,3,3,5,4,3,3,9,1,2
W01001691,413,410,488.5,217,856,639,1740,126,130,3,3,3,2,5,4,10,1,1
W01001692,345,256,619.5,368,583,155,1847,43,176,2,2,4,2,4,1,10,1,1
W01001693,179,203,202.5,300,600,66,1795,71,9,1,2,1,2,4,1,10,1,1
W01001694,148,83,373,228,364,169,1891,55,15,1,1,2,2,2,1,10,1,1
W01001695,536,600,1165.5,828,216,27,1585,104,726,3,4,6,5,2,1,9,1,4
W01001696,78,104,273.5,34,64,99,1826,159,86,1,1,2,1,1,1,10,1,1
W01001697,294,238,553,230,582,247,1689,113,100,2,2,3,2,4,2,9,1,1
W01001698,122,113,273.5,54,386,35,1869,166,75,1,1,2,1,3,1,10,1,1
W01001699,42,13,108,132,144,117,1681,35,105,1,1,1,1,1,1,9,1,1
W01001700,68,121,202.5,21,111,43,1192,22,219,1,1,1,1,1,1,7,1,2
W01001701,1079,1394,1716.5,1844,522,260,861,33,754,6,8,9,10,3,2,5,1,4
W01001702,639,465,744.5,1163,410,792,877,1077,327,4,3,4,7,3,5,5,6,2
W01001703,154,124,273.5,195,114,73,1525,977,349,1,1,2,2,1,1,9,6,2
W01001704,57,30,167.5,103,69,108,1369,1231,4,1,1,1,1,1,1,8,7,1
W01001705,277,127,619.5,481,184,193,981,1173,416,2,1,4,3,1,2,6,7,3
W01001706,761,730,744.5,1064,843,678,1643,95,297,5,4,4,6,5,4,9,1,2
W01001707,227,213,373,277,151,151,1576,919,89,2,2,2,2,1,1,9,5,1
W01001708,170,137,136,406,293,170,1701,1039,55,1,1,1,3,2,1,9,6,1
W01001709,930,782,900.5,1222,895,424,1629,384,506,5,5,5,7,5,3,9,3,3
W01001710,1013,871,1066,1229,711,414,1791,516,519,6,5,6,7,4,3,10,3,3
W01001711,489,436,619.5,996,347,200,1234,161,523,3,3,4,6,2,2,7,1,3
W01001712,889,948,1066,288,1036,668,1830,514,614,5,5,6,2,6,4,10,3,4
W01001713,904,789,1066,1102,1005,254,1821,147,419,5,5,6,6,6,2,10,1,3
W01001714,1749,1647,1716.5,1792,1649,1726,1195,190,1203,10,9,9,10,9,10,7,1,7
W01001715,1404,1236,1386.5,1166,1608,403,1074,689,947,8,7,7,7,9,3,6,4,5
W01001716,1260,1275,1273.5,1086,1470,1309,1240,56,714,7,7,7,6,8,7,7,1,4
W01001717,770,735,1066,432,752,258,1445,375,969,5,4,6,3,4,2,8,2,6
W01001718,1340,1203,1716.5,1205,730,580,1844,373,630,8,7,9,7,4,4,10,2,4
W01001719,1848,1816,1883.5,1692,1369,1213,1804,859,698,10,10,10,9,8,7,10,5,4
W01001720,1205,1642,1802.5,536,703,75,1868,806,641,7,9,10,3,4,1,10,5,4
W01001721,1479,1797,1883.5,509,1639,113,1104,1018,1302,8,10,10,3,9,1,6,6,7
W01001722,1572,1691,1883.5,881,1072,102,1828,1415,1169,9,9,10,5,6,1,10,8,7
W01001723,921,1776,1858.5,839,306,22,1720,130,342,5,10,10,5,2,1,10,1,2
W01001724,1330,1764,1883.5,876,409,122,1659,1380,891,8,10,10,5,3,1,9,8,5
W01001725,1598,1818,1883.5,1688,696,69,1645,1273,1089,9,10,10,9,4,1,9,7,6
W01001726,1233,1427,1802.5,550,713,400,1666,554,662,7,8,10,3,4,3,9,3,4
W01001727,1552,1783,1616,787,1861,1728,282,1320,1525,9,10,9,5,10,10,2,7,9
W01001728,1815,1886,1858.5,1890,1870,1895,283,1281,1736,10,10,10,10,10,10,2,7,10
W01001729,1481,1730,1716.5,690,1705,1793,262,989,1275,8,10,9,4,9,10,2,6,7
W01001730,1885,1893,1883.5,1825,1895,1848,667,1396,1748,10,10,10,10,10,10,4,8,10
W01001731,1889,1765,1716.5,1883,1865,1844,1176,1556,1559,10,10,9,10,10,10,7,9,9
W01001732,1890,1848,1802.5,1856,1818,1743,1279,1035,1528,10,10,10,10,10,10,7,6,9
W01001733,1850,1624,1716.5,1746,1856,862,1288,1417,1357,10,9,9,10,10,5,7,8,8
W01001734,1877,1673,1802.5,1824,1869,1885,1097,1064,1365,10,9,10,10,10,10,6,6,8
W01001735,1840,1777,1802.5,1456,1879,1433,894,1141,1343,10,10,10,8,10,8,5,7,8
W01001736,1883,1858,1802.5,1870,1882,1878,783,1609,1336,10,10,10,10,10,10,5,9,8
W01001737,63,32,108,167,91,228,1622,1072,5,1,1,1,1,1,2,9,6,1
W01001738,23,14,108,22,22,135,932,1347,61,1,1,1,1,1,1,5,8,1
W01001739,45,19,136,491,9,52,1364,723,6,1,1,1,3,1,1,8,4,1
W01001740,59,46,108,104,77,109,1599,1223,36,1,1,1,1,1,1,9,7,1
W01001741,43,4,108,342,21,100,1578,1672,69,1,1,1,2,1,1,9,9,1
W01001742,120,41,320.5,433,63,46,1751,1653,53,1,1,2,3,1,1,10,9,1
W01001743,1545,1465,1386.5,1421,1282,1555,672,1733,668,9,8,7,8,7,9,4,10,4
W01001744,104,49,202.5,259,137,71,1333,1650,71,1,1,1,2,1,1,8,9,1
W01001745,1685,1514,1716.5,1603,1226,1753,529,1702,1314,9,8,9,9,7,10,3,9,7
W01001746,85,100,167.5,79,129,185,1806,273,10,1,1,1,1,1,1,10,2,1
W01001747,1295,1119,1273.5,1029,1246,320,1395,1345,645,7,6,7,6,7,2,8,8,4
W01001748,578,337,744.5,534,484,672,1679,988,561,4,2,4,3,3,4,9,6,3
W01001749,618,403,619.5,942,570,658,1226,1408,359,4,3,4,5,4,4,7,8,2
W01001750,206,128,167.5,542,451,446,1724,591,25,2,1,1,3,3,3,10,4,1
W01001751,111,99,84.5,279,239,206,1417,1046,26,1,1,1,2,2,2,8,6,1
W01001752,1451,1414,1386.5,1140,1151,1009,1664,341,722,8,8,7,7,7,6,9,2,4
W01001753,232,179,320.5,414,190,211,780,1031,348,2,1,2,3,1,2,5,6,2
W01001754,1106,1093,1066,1285,1219,536,1509,84,780,6,6,6,7,7,3,8,1,5
W01001755,1865,1729,1802.5,1787,1747,1171,1882,441,1282,10,10,10,10,10,7,10,3,7
W01001756,1350,1501,1802.5,1586,374,218,1570,716,1053,8,8,10,9,2,2,9,4,6
W01001757,1653,1405,1616,1647,1342,773,1864,602,661,9,8,9,9,8,5,10,4,4
W01001758,1754,1686,1858.5,1823,1270,616,1765,329,1094,10,9,10,10,7,4,10,2,6
W01001759,886,843,1066,960,842,814,1227,47,951,5,5,6,6,5,5,7,1,6
W01001760,493,351,821,856,577,280,1695,10,366,3,2,5,5,4,2,9,1,2
W01001761,212,118,373,535,387,162,1874,20,114,2,1,2,3,3,1,10,1,1
W01001762,106,84,273.5,87,308,111,1670,31,80,1,1,2,1,2,1,9,1,1
W01001763,503,658,1066,561,285,459,553,93,269,3,4,6,3,2,3,3,1,2
W01001764,396,312,821,630,373,51,1801,48,271,3,2,5,4,2,1,10,1,2
W01001765,553,429,821,1045,350,501,1842,32,543,3,3,5,6,2,3,10,1,3
W01001766,264,201,744.5,353,222,17,1811,60,487,2,2,4,2,2,1,10,1,3
W01001767,381,283,821,1011,189,81,1879,67,203,3,2,5,6,1,1,10,1,2
W01001768,354,169,744.5,601,477,299,1873,16,223,2,1,4,4,3,2,10,1,2
W01001769,1884,1870,1802.5,1706,1851,1829,1330,647,1717,10,10,10,9,10,10,8,4,10
W01001770,1791,1508,1503,1747,1629,1725,1254,858,1769,10,8,8,10,9,10,7,5,10
W01001771,1873,1844,1716.5,1728,1748,1672,1323,660,1543,10,10,9,10,10,9,7,4,9
W01001772,1752,1593,1386.5,1761,1542,1698,1347,875,1044,10,9,7,10,9,9,8,5,6
W01001773,1616,1313,1616,1604,1104,956,1154,1051,1186,9,7,9,9,6,6,7,6,7
W01001774,1893,1856,1883.5,1786,1844,1752,1517,794,1311,10,10,10,10,10,10,8,5,7
W01001775,1501,1295,1386.5,1202,1189,1004,1669,852,619,8,7,7,7,7,6,9,5,4
W01001776,1858,1687,1616,1545,1680,1574,1603,1337,1266,10,9,9,9,9,9,9,8,7
W01001777,1842,1850,1802.5,1889,1855,1855,423,1715,1322,10,10,10,10,10,10,3,10,7
W01001778,1856,1891,1883.5,1881,1893,1888,385,1302,1800,10,10,10,10,10,10,3,7,10
W01001779,1862,1825,1716.5,1562,1874,1615,1321,831,1128,10,10,9,9,10,9,7,5,6
W01001780,1807,1698.5,1802.5,1718,1644,883,1375,453,1660,10,9,10,10,9,5,8,3,9
W01001781,1522,1376,1165.5,1279,1857,1277,1128,501,1057,9,8,6,7,10,7,6,3,6
W01001782,1831,1790,1716.5,1467,1750,1696,1162,727,1313,10,10,9,8,10,9,7,4,7
W01001783,1896,1801,1858.5,1895,1785,1650,1571,891,1720,10,10,10,10,10,9,9,5,10
W01001784,1866,1774,1716.5,1793,1607,1008,1600,841,1593,10,10,9,10,9,6,9,5,9
W01001785,272,157,488.5,511,206,410,1467,372,209,2,1,3,3,2,3,8,2,2
W01001786,669,710,1165.5,257,478,434,1475,510,581,4,4,6,2,3,3,8,3,4
W01001787,443,462,619.5,382,302,644,769,366,655,3,3,4,3,2,4,5,2,4
W01001788,220,237,427.5,310,79,177,1439,369,210,2,2,3,2,1,1,8,2,2
W01001789,1434,1150,1273.5,1274,1197,929,1861,757,635,8,7,7,7,7,5,10,4,4
W01001790,694,471,900.5,1175,268,462,1596,910,988,4,3,5,7,2,3,9,5,6
W01001791,1646,1162,1386.5,1782,1615,740,1764,1098,986,9,7,7,10,9,4,10,6,6
W01001792,408,243,488.5,212,714,430,1351,962,789,3,2,3,2,4,3,8,6,5
W01001793,1845,1767,1802.5,1896,1781,1780,587,1026,1777,10,10,10,10,10,10,4,6,10
W01001794,1871,1726,1802.5,1843,1823,1539,945,1023,1610,10,10,10,10,10,9,5,6,9
W01001795,1843,1787,1802.5,1893,1852,1788,622,923,1461,10,10,10,10,10,10,4,5,8
W01001796,1800,1462,1503,1871,1734,1559,1318,1004,1429,10,8,8,10,10,9,7,6,8
W01001797,1705,1368,1503,1615,1591,984,1545,816,1150,9,8,8,9,9,6,9,5,7
W01001798,1828,1718,1716.5,1814,1703,1669,708,1148,1537,10,10,9,10,9,9,4,7,9
W01001799,1869,1795,1802.5,1315,1892,1871,1101,1073,1751,10,10,10,7,10,10,6,6,10
W01001800,722,510,821,684,768,402,1641,693,755,4,3,5,4,5,3,9,4,4
W01001801,1266,864,1273.5,1174,924,1093,1505,682,1202,7,5,7,7,5,6,8,4,7
W01001802,724,640,744.5,671,683,690,1723,905,243,4,4,4,4,4,4,10,5,2
W01001803,310,264,488.5,587,199,182,1305,478,228,2,2,3,4,2,1,7,3,2
W01001804,392,385,744.5,421,210,214,1275,306,265,3,3,4,3,2,2,7,2,2
W01001805,284,214,373,564,423,241,1080,297,139,2,2,2,3,3,2,6,2,1
W01001806,1049,1037,981,1333,909,959,1609,158,415,6,6,5,8,5,6,9,1,3
W01001807,132,86,273.5,416,82,97,1023,431,142,1,1,2,3,1,1,6,3,1
W01001808,103,55,320.5,267,60,84,1558,359,110,1,1,2,2,1,1,9,2,1
W01001809,1147,975,1066,893,1064,1265,1414,662,569,7,6,6,5,6,7,8,4,3
W01001810,261,131,427.5,439,173,1605,1421,718,136,2,1,3,3,1,9,8,4,1
W01001811,89,12,273.5,568,27,1354,1652,466,16,1,1,2,3,1,8,9,3,1
W01001812,945,621,1066,994,516,1617,1628,1332,565,5,4,6,6,3,9,9,8,3
W01001813,149,108,136,172,271,1007,1863,934,65,1,1,1,1,2,6,10,5,1
W01001814,1223,1051,981,1220,1030,415,1856,1005,834,7,6,5,7,6,3,10,6,5
W01001815,1283,1023,1273.5,1523,1009,1281,1182,392,613,7,6,7,9,6,7,7,3,4
W01001816,298,182,488.5,340,298,784,1499,232,426,2,1,3,2,2,5,8,2,3
W01001817,1061,866,1066,1580,805,1130,1212,399,422,6,5,6,9,5,6,7,3,3
W01001818,966,663,1066,1121,1068,979,1348,313,546,6,4,6,6,6,6,8,2,3
W01001819,1816,1644,1716.5,1813,1780,1678,630,1488,1441,10,9,9,10,10,9,4,8,8
W01001820,1699,1510,1386.5,1461,1746,1610,1247,456,1741,9,8,7,8,10,9,7,3,10
W01001821,1794,1689,1883.5,1237,1773,1150,1215,577,1563,10,9,10,7,10,7,7,4,9
W01001822,1517,1134,1386.5,1827,1755,1353,1169,180,1078,8,6,7,10,10,8,7,1,6
W01001823,1745,1535,1802.5,1496,1754,1318,1697,155,1363,10,9,10,8,10,7,9,1,8
W01001824,1057,1176,1273.5,1028,1686,68,1857,70,457,6,7,7,6,9,1,10,1,3
W01001825,911,908,900.5,1165,1495,452,1653,26,398,5,5,5,7,8,3,9,1,3
W01001826,1806,1692,1716.5,1801,1701,1493,1147,520,1236,10,9,9,10,9,8,7,3,7
W01001827,1785,1707,1802.5,1703,1877,1763,851,315,1446,10,9,10,9,10,10,5,2,8
W01001828,1786,1743,1616,1740,1646,1738,888,833,1160,10,10,9,10,9,10,5,5,7
W01001829,1352,1074,1616,1355,1089,130,1886,1569,377,8,6,9,8,6,1,10,9,2
W01001830,655,724,619.5,604,1339,16,1749,1101,167,4,4,4,4,8,1,10,6,1
W01001831,1506,1244,1616,1376,1099,142,1881,1446,999,8,7,9,8,6,1,10,8,6
W01001832,662,1432,1386.5,188,207,25,1829,1497,343,4,8,7,1,2,1,10,8,2
W01001833,682,647,744.5,430,1564,175,1662,539,171,4,4,4,3,9,1,9,3,1
W01001834,915,969,1273.5,668,538,106,1824,1015,685,5,6,7,4,3,1,10,6,4
W01001835,275,346,320.5,36,1110,50,1859,550,735,2,2,2,1,6,1,10,3,4
W01001836,1411,1297,1716.5,968,1733,156,1538,581,536,8,7,9,6,10,1,9,4,3
W01001837,1436,1325,1616,1013,1133,181,1640,1125,976,8,7,9,6,6,1,9,6,6
W01001838,1529,1332,1716.5,1068,1521,144,1825,1078,846,9,8,9,6,9,1,10,6,5
W01001839,1303,1166,1802.5,584,935,327,1851,1483,566,7,7,10,4,5,2,10,8,3
W01001840,1090,1198,1066,801,1143,1137,634,944,533,6,7,6,5,7,6,4,5,3
W01001841,1810,1375,1802.5,1888,1687,1781,807,1755,1285,10,8,10,10,9,10,5,10,7
W01001842,1887,1813,1883.5,1846,1721,1869,917,1683,1472,10,10,10,10,10,10,5,9,8
W01001843,1729,1807,1883.5,1737,1604,1483,426,735,977,10,10,10,10,9,8,3,4,6
W01001844,1620,1235,1616,1557,1384,1341,857,1204,1066,9,7,9,9,8,8,5,7,6
W01001845,1864,1615,1716.5,1781,1889,1805,1431,582,1518,10,9,9,10,10,10,8,4,9
W01001846,1736,1678,1802.5,1826,1779,1600,550,348,1594,10,9,10,10,10,9,3,2,9
W01001847,1852,1789,1802.5,1885,1888,1894,1075,303,1584,10,10,10,10,10,10,6,2,9
W01001848,1888,1815,1802.5,1783,1752,1808,1216,1176,1763,10,10,10,10,10,10,7,7,10
W01001849,1735,1872,1802.5,1613,1810,1847,382,474,1665,10,10,10,9,10,10,3,3,9
W01001850,1895,1881,1802.5,1849,1838,1875,1458,904,1507,10,10,10,10,10,10,8,5,8
W01001851,1801,1655,1616,1656,1723,1742,1368,513,1317,10,9,9,9,10,10,8,3,7
W01001852,1859,1868,1858.5,1865,1820,1795,562,1025,1595,10,10,10,10,10,10,3,6,9
W01001853,1891,1830,1716.5,1800,1766,1705,1266,1543,1752,10,10,9,10,10,9,7,9,10
W01001854,1886,1705,1802.5,1712,1862,1771,1328,1439,1458,10,9,10,10,10,10,7,8,8
W01001855,223,126,373,275,331,74,1729,438,324,2,1,2,2,2,1,10,3,2
W01001856,51,77,108,16,231,33,1818,207,28,1,1,1,1,2,1,10,2,1
W01001857,71,54,108,71,174,118,1788,280,225,1,1,1,1,1,1,10,2,2
W01001858,1299,1075,1386.5,1008,1474,161,1761,958,598,7,6,7,6,8,1,10,6,4
W01001859,1041,1028,1165.5,331,1519,350,1756,880,805,6,6,6,2,9,2,10,5,5
W01001860,1553,1302,1386.5,1494,1584,328,1871,724,868,9,7,7,8,9,2,10,4,5
W01001861,1029,1323,1503,141,1602,341,1803,670,590,6,7,8,1,9,2,10,4,4
W01001862,398,202,619.5,993,437,24,1714,652,235,3,2,4,6,3,1,10,4,2
W01001863,1078,856,1066,1542,876,732,1745,176,745,6,5,6,9,5,4,10,1,4
W01001864,1389,1327,1503,764,1041,1215,1682,486,848,8,7,8,5,6,7,9,3,5
W01001865,1173,1389,1386.5,697,969,1346,911,181,843,7,8,7,4,6,8,5,1,5
W01001866,321,372,553,196,204,723,1141,709,112,2,2,3,2,2,4,7,4,1
W01001867,80,69,202.5,240,39,176,1044,576,22,1,1,1,2,1,1,6,4,1
W01001868,334,278,488.5,462,188,912,1491,410,108,2,2,3,3,1,5,8,3,1
W01001869,441,521,744.5,185,581,184,1784,36,733,3,3,4,1,4,1,10,1,4
W01001870,494,552,821,429,542,461,1686,17,193,3,3,5,3,3,3,9,1,2
W01001871,82,61,273.5,204,85,150,1452,11,54,1,1,2,2,1,1,8,1,1
W01001872,276,268,553,242,420,255,1896,19,113,2,2,3,2,3,2,10,1,1
W01001873,204,185,427.5,369,229,317,1852,13,30,2,1,3,2,2,2,10,1,1
W01001874,36,28,108,26,132,41,1782,46,270,1,1,1,1,1,1,10,1,2
W01001875,417,362,981,895,272,173,620,41,300,3,2,5,5,2,1,4,1,2
W01001876,84,65,202.5,344,71,93,1477,54,58,1,1,1,2,1,1,8,1,1
W01001877,1287,1301,1386.5,1565,877,975,609,418,904,7,7,7,9,5,6,4,3,5
W01001878,1030,903,1273.5,891,1046,383,1157,790,357,6,5,7,5,6,3,7,5,2
W01001879,218,159,373,241,142,557,1464,785,153,2,1,2,2,1,3,8,5,1
W01001880,125,35,427.5,229,89,647,939,463,157,1,1,3,2,1,4,5,3,1
W01001881,241,197,273.5,362,290,878,1334,1044,32,2,2,2,2,2,5,8,6,1
W01001882,1523,1361,1802.5,1805,943,1712,716,231,1269,9,8,10,10,5,10,4,2,7
W01001883,110,130,108,124,168,303,1535,750,63,1,1,1,1,1,2,9,4,1
W01001884,55,21,167.5,85,66,813,988,720,18,1,1,1,1,1,5,6,4,1
W01001885,517,492,981,901,232,560,479,244,616,3,3,5,5,2,3,3,2,4
W01001886,113,95,202.5,326,116,235,1086,100,74,1,1,1,2,1,2,6,1,1
W01001887,1882,1887,1883.5,1721,1871,1730,1580,407,1182,10,10,10,10,10,10,9,3,7
W01001888,1302,1269,1503,1280,1262,1131,876,61,1159,7,7,8,7,7,6,5,1,7
W01001889,1372,1322,1165.5,1251,1517,969,1613,266,576,8,7,6,7,8,6,9,2,4
W01001890,1687,1619,1616,1509,1418,1624,1262,408,838,9,9,9,8,8,9,7,3,5
W01001891,1263,875,1165.5,1243,1433,1030,1710,454,522,7,5,6,7,8,6,10,3,3
W01001892,1796,1832,1716.5,1764,1682,1786,848,442,1351,10,10,9,10,9,10,5,3,8
W01001893,1098,973,1165.5,1377,1215,404,1229,164,781,6,6,6,8,7,3,7,1,5
W01001894,1674,1717,1616,1521,1569,1631,1007,141,1692,9,10,9,9,9,9,6,1,9
W01001895,390,483,136,496,1105,542,1219,203,981,3,3,1,3,6,3,7,2,6
W01001896,1861,1839,1802.5,1514,1831,1586,1635,432,1233,10,10,10,8,10,9,9,3,7
