lsoa_code,IMD_decile,Income_decile,Employment_decile,Education_decile,Health_decile,Crime_decile,Housing_and_Access_decile,Environment_decile,IMD_rank,Income_rank,Employment_rank,Education_rank,Health_rank,Crime_rank,Housing_and_Access_rank,Environment_rank
E01006237,10,10,9,10,6,10,8,10,31515,30369,29462,29887,17843,30226,24319,31623
E01006238,2,2,1,3,1,7,9,7,6124,4532,3276,8437,3193,20336,29331,21330
E01006239,1,1,1,2,1,1,8,9,1397,1571,693,4162,762,1508,25891,27119
E01006240,1,1,1,1,1,1,7,10,458,349,414,398,1625,1206,21222,31134
E01006241,1,2,1,1,1,2,7,8,3257,3713,1734,2814,3060,6403,22213,24293
E01006242,4,5,4,5,4,2,10,3,12555,14563,12598,13733,10655,4195,30468,8379
E01006243,8,9,8,7,5,6,6,5,23185,26280,24487,20372,14484,16629,16926,14438
E01006244,2,2,2,2,1,1,9,2,3398,5484,3446,6335,1978,1412,28505,5630
E01006245,6,6,6,6,5,4,7,8,19401,17352,16806,18253,13995,12043,22098,24961
E01006246,3,3,2,4,2,2,5,7,6810,7829,3537,12719,4637,6390,16072,22177
E01006247,5,6,4,4,5,2,10,7,16385,18934,12471,12307,14065,5915,32383,21706
E01006248,1,1,1,1,1,1,7,9,135,347,257,269,250,116,22020,27483
E01006249,1,1,1,1,1,2,5,8,2825,2881,2400,2482,2977,3681,15193,23228
E01006250,9,8,7,8,6,8,10,7,27723,25730,22363,23122,19646,23469,32264,21641
E01006251,7,9,8,6,6,3,4,6,21364,26768,23234,18431,19643,6800,12746,17435
E01006252,7,8,7,6,5,5,7,5,22479,26142,22828,16460,14457,15651,22486,14168
E01006253,2,3,2,2,2,1,8,9,6286,7760,5673,4372,4928,2550,24398,26551
E01006254,2,2,1,1,2,1,8,10,3721,3780,3083,3138,3651,2221,24768,29794
E01006255,7,7,5,6,5,4,10,6,19768,21673,14635,19061,13800,10078,32733,18714
E01006256,5,5,5,3,4,3,9,6,13906,15616,13514,8825,10091,6867,27959,19194
E01006257,6,7,6,6,4,5,10,2,19129,21791,19438,19215,11021,15141,32284,6267
E01006258,5,5,4,6,3,5,10,5,15060,14657,11037,17327,7808,13749,32201,16287
E01006259,6,6,5,7,4,7,7,9,19381,16930,13688,21507,11376,20169,21125,28548
E01006260,3,2,2,2,2,4,9,8,6683,4636,5279,5747,4321,12567,29345,24829
E01006261,4,3,3,4,3,7,9,9,12567,9437,8284,12437,7829,19736,29172,26793
E01006262,2,2,1,2,2,1,5,9,4485,5854,3257,5438,4075,2248,13739,26294
E01006263,8,8,5,9,6,10,8,9,25521,23889,15346,26400,16575,31118,25508,28199
E01006264,9,10,8,9,7,8,7,9,29558,31248,23224,27845,20007,25319,21461,26788
E01006265,5,5,4,5,4,2,10,4,13228,15390,11520,13831,10891,4933,32312,10624
E01006266,7,7,6,6,3,6,10,7,19797,20812,17705,18453,6955,17976,31376,21634
E01006267,1,1,1,2,1,3,7,9,2930,2960,1739,5165,980,7286,21503,28595
E01006268,5,5,4,5,3,6,10,5,16038,14916,11614,16325,9624,19126,31241,14153
E01006269,4,4,3,4,3,2,10,8,11689,12674,9062,11631,7421,5317,30085,24577
E01006270,1,1,1,2,1,3,5,9,3107,3029,1876,6064,1302,7470,14859,29316
E01006271,6,6,5,6,3,5,9,7,17831,19186,13319,19282,8092,14418,28373,21256
E01006272,3,4,4,4,1,2,10,4,9414,12485,9944,10705,2984,5452,31844,11879
E01006273,3,3,2,3,2,5,8,7,7896,6593,5729,7073,4846,16030,24845,19769
E01006274,2,2,2,2,1,3,10,7,4588,4328,3289,4448,2880,6767,29686,21274
E01006275,1,1,1,1,1,2,8,7,1420,1962,987,774,765,6537,25913,21429
E01006276,6,6,5,6,4,7,8,6,18202,17495,14308,18105,10552,19898,24664,16773
E01006277,9,10,7,7,7,6,7,10,27825,30137,22133,22701,21200,16749,20350,32049
E01006278,4,4,3,3,3,4,10,5,10905,10635,8137,8365,8855,11980,32400,13840
E01006279,8,8,7,5,5,8,10,7,23748,23008,20871,15609,13592,23501,31710,22748
E01006280,3,3,2,3,2,6,10,6,8590,7977,5381,7965,4592,18743,30149,18896
E01006281,8,8,7,6,5,6,10,7,24504,24581,20417,17495,16206,19535,30284,22632
E01006282,3,2,2,3,2,1,8,10,6606,6214,5770,7255,5337,2195,26033,29781
E01006283,1,1,1,2,1,1,8,5,2080,2182,2281,3447,2283,400,25291,15051
E01006284,2,2,1,2,2,2,9,8,5274,4851,3163,5859,4296,5771,26993,25945
E01006285,8,8,6,7,4,9,8,10,24061,23076,17886,19899,12663,29133,24423,30258
E01006286,4,5,3,4,3,5,6,8,12057,14276,8573,10376,6898,13317,18616,23328
E01006287,7,9,7,6,4,2,7,9,21580,28551,21594,19064,12486,5286,21856,26513
E01006288,1,1,1,1,2,3,3,10,3049,2354,2674,2728,4026,6769,7909,30634
E01006289,1,1,1,1,1,1,6,8,1406,1809,944,2130,783,2695,18592,25971
E01006290,8,7,7,8,5,7,9,5,23004,22336,19830,23004,13458,19754,29354,14982
E01006291,3,4,3,3,2,2,10,3,8200,10568,6690,8772,5143,5531,31126,9630
E01006292,5,6,5,5,4,4,9,4,15277,16520,13637,13770,11523,10411,27450,10397
E01006293,3,3,2,5,2,2,8,8,8691,9283,5762,13996,6079,3343,26006,23080
E01006294,4,4,4,6,2,3,10,3,11332,12496,10409,18675,5678,7827,31098,6677
E01006295,2,3,2,3,2,1,9,2,5804,7872,5548,8693,5195,2602,28890,4110
E01006296,1,1,1,2,1,3,6,8,2292,2263,1228,3291,1682,6967,16643,23616
E01006297,2,2,2,2,1,3,9,6,4520,4121,3674,4075,2951,7086,27459,18939
E01006298,2,2,1,2,2,2,9,6,4796,3808,3079,5967,5064,5777,28815,16970
E01006299,8,8,7,7,6,4,7,6,23207,23133,21353,22974,18262,11124,21704,19394
E01006300,10,9,7,9,6,9,10,8,29605,29499,22309,29023,17049,28999,29737,25888
E01006301,10,9,8,10,6,9,8,10,29983,28403,23349,29779,19134,27815,24557,30696
E01006302,7,6,6,7,5,8,8,7,22240,19572,17978,20572,14270,23421,24301,21150
E01006303,7,8,6,8,4,6,6,7,21335,23246,17478,23628,11510,17487,16949,21682
E01006304,6,6,4,5,4,8,10,9,18002,16486,11062,14769,10215,24235,31813,29019
E01006305,1,1,1,1,1,2,4,10,2612,3115,2258,1017,2806,6306,11904,30752
E01006306,1,1,1,1,1,1,7,4,1319,2136,1147,3089,520,1435,19895,12861
E01006307,2,2,2,2,1,1,9,6,4099,5767,4765,5040,1744,1072,26711,19587
E01006308,2,2,2,1,1,1,9,4,3370,4610,4073,1917,3283,1671,29323,11981
E01006309,2,2,2,1,1,1,8,7,4128,5624,3435,3133,2944,3162,23884,20199
E01006310,2,2,1,2,2,2,8,6,3711,3317,2746,4148,4275,3759,25426,17081
E01006311,2,2,2,2,2,3,7,9,5777,6024,4953,3638,3327,8303,20250,29193
E01006312,9,9,9,9,5,9,10,7,29042,26437,26585,26970,15295,28978,31175,21770
E01006313,3,2,2,3,2,3,9,8,7569,6525,6102,7798,3633,9278,27888,24793
E01006314,9,8,7,8,6,7,9,9,27387,25756,20888,24327,19027,19830,28786,29022
E01006315,8,9,9,9,4,8,4,8,25824,28091,26369,26576,12635,23094,11756,24529
E01006316,9,9,8,9,7,6,4,9,27033,27183,25790,29480,21077,16990,10826,26611
E01006317,7,6,6,5,4,9,10,8,21604,18575,17583,15427,11668,27920,30444,26059
E01006318,8,8,7,9,5,8,5,9,25146,23670,22283,26527,13806,24228,16186,26908
E01006319,9,9,9,9,4,6,8,10,28209,27160,27517,29418,12044,18333,25983,31189
E01006320,9,9,7,7,4,10,10,9,26702,27222,20138,22216,12442,29778,30839,27708
E01006321,10,9,8,10,5,10,10,9,30242,27218,25818,29705,15839,30568,31929,27763
E01006322,2,2,2,3,2,2,8,4,5600,5594,4208,6860,6034,3760,25301,12629
E01006323,2,2,2,2,2,1,8,2,3623,4967,3560,3902,4312,2513,24812,5077
E01006324,1,2,1,1,2,1,6,6,3157,4253,2688,2641,3516,1894,19487,17656
E01006325,3,3,3,3,3,1,8,3,7214,9302,7390,6635,9246,2109,26107,7057
E01006326,1,2,1,3,1,1,10,1,2389,5402,3008,6943,1829,66,31443,1854
E01006327,1,1,1,2,1,2,3,8,1296,975,1702,3727,475,3448,7603,25441
E01006328,1,2,2,2,1,1,10,1,2537,5863,4519,4703,3086,46,30032,755
E01006329,2,2,2,1,1,2,5,7,4619,6231,5269,3161,2177,4592,16155,19811
E01006330,8,8,5,8,5,5,10,8,23301,24196,16327,23738,15031,13485,32082,24274
E01006331,9,9,8,7,6,7,9,10,27671,27020,23672,22276,16794,19893,26460,31218
E01006332,4,4,4,5,1,3,9,6,10847,12724,11664,16243,2073,7382,26962,19234
E01006333,1,2,2,3,2,1,10,1,3190,5120,4352,6633,3295,415,31699,2119
E01006334,1,1,1,1,2,1,10,1,1408,2523,1700,2710,3498,581,30189,794
E01006335,3,3,3,4,3,3,10,3,9328,8518,8414,10977,8567,7780,31556,6596
E01006336,1,1,1,1,1,1,8,9,833,724,508,1007,1460,2389,23467,26825
E01006337,5,6,4,5,4,2,7,8,13197,17233,10330,14646,10150,3400,19955,23981
E01006338,2,3,3,2,2,1,10,4,6233,7831,6605,6496,4533,1495,32218,13119
E01006339,8,7,5,7,5,8,10,9,23812,21961,15057,21816,14664,25261,32322,28957
E01006340,3,3,3,3,2,5,7,9,9220,8652,6954,7405,4925,13948,22860,26890
E01006341,3,2,2,6,2,4,8,9,9453,6370,6241,18876,4556,12175,23293,28486
E01006342,2,2,2,2,2,4,10,6,5917,4803,4046,5275,4403,11741,31028,18295
E01006343,10,10,9,9,7,9,9,10,31694,30802,26931,28643,21892,27143,28739,31445
E01006344,2,2,2,2,2,6,9,8,6089,4447,4084,4159,5160,16703,27161,24126
E01006345,8,7,6,8,4,8,10,9,24477,21682,16923,25972,13010,23480,32661,28536
E01006346,5,5,5,5,4,4,9,5,15478,13470,13183,15610,10379,12789,28591,15688
E01006347,10,9,9,8,6,9,10,10,30744,29123,27623,25594,17054,28190,31768,31149
E01006348,8,9,8,9,6,3,6,8,26171,29428,25944,27859,18226,9384,17414,23677
E01006349,5,5,6,5,3,2,4,4,13448,16122,17183,14952,9185,6166,10379,11948
E01006350,1,1,1,1,1,1,8,10,908,829,1336,561,465,2933,23073,29829
E01006351,1,1,1,1,1,2,8,10,1339,903,1230,620,1711,5146,23283,30426
E01006352,2,3,2,3,2,1,10,3,5649,7404,6065,7679,3313,2027,31162,8244
E01006353,3,4,4,3,3,1,9,6,9692,10552,10101,7649,8445,3036,26708,17267
E01006354,2,2,2,2,1,2,9,6,5699,6319,5914,4553,1989,6547,29454,19583
E01006355,5,6,4,3,3,4,9,6,14035,16869,12382,8869,7597,12507,29291,16824
E01006356,1,2,1,1,2,1,8,10,2700,3844,2372,1297,3773,878,24846,29875
E01006357,1,1,1,1,1,1,6,10,300,556,813,65,476,180,19660,31870
E01006358,3,3,2,3,2,1,9,7,6705,7630,5023,7850,5352,2653,28222,19889
E01006359,2,3,2,2,2,1,9,5,5251,6737,4540,4486,4913,2255,26564,15257
E01006360,1,1,1,1,1,1,8,10,1318,2010,1627,186,1692,1196,23065,30139
E01006361,1,1,1,1,1,3,8,9,1636,1875,1185,506,1290,7478,24804,28123
E01006362,8,9,7,8,6,5,6,7,25128,28121,21167,25904,16595,14001,19311,22925
E01006363,7,8,6,8,4,7,5,8,22848,23178,19362,24836,12193,21363,15111,25337
E01006364,6,4,4,5,5,4,9,8,16836,12444,12996,16127,13941,12801,28597,25567
E01006365,9,8,7,10,7,6,10,8,27996,23874,22154,30429,20178,16725,32700,26176
E01006366,5,5,3,7,3,5,9,7,14699,14552,7384,20891,9853,13646,27811,22792
E01006367,10,9,8,9,7,8,9,10,29889,27687,23630,27821,21506,22995,27535,30641
E01006368,8,8,7,6,6,7,7,5,23677,25540,20134,19454,16690,22437,20959,16087
E01006369,1,1,1,3,1,1,9,2,1991,3137,1457,7269,1153,1424,26627,4181
E01006370,3,3,2,8,2,2,9,4,8131,8298,5170,24482,4446,4659,29071,9940
E01006371,5,6,5,5,4,3,10,2,13821,17414,13304,14940,10141,6898,31504,5920
E01006372,10,10,9,10,6,8,6,10,30903,32007,29233,32151,18964,23159,18227,30498
E01006373,9,8,8,9,7,7,9,5,27804,25670,23887,26684,21959,22393,28259,15813
E01006374,9,10,8,9,6,4,10,7,28289,31108,25619,29103,18713,10276,31019,21936
E01006375,5,6,5,9,6,1,10,2,14421,17991,14888,27696,16677,2019,31783,3447
E01006376,3,3,2,3,2,4,9,8,8787,7345,5908,8352,5749,11257,28939,26068
E01006377,9,9,8,7,8,7,8,10,29051,26808,24806,21587,24849,21438,23154,31296
E01006378,8,8,7,8,6,5,5,10,24445,25379,20691,25517,16667,14662,14711,30231
E01006379,7,6,6,7,5,4,9,7,21157,18976,19095,20630,15463,10318,29538,20435
E01006380,2,2,2,3,2,3,6,8,6454,5994,4906,8884,3316,8248,17090,25083
E01006381,10,10,9,9,8,6,9,10,31277,30271,28984,27788,24015,18178,28623,30244
E01006382,10,10,9,9,7,10,5,10,30416,30913,28831,26953,20805,30265,13967,30403
E01006383,8,7,6,8,4,7,10,10,23907,20903,17527,23689,12584,22419,30914,30792
E01006384,9,9,8,8,6,10,6,5,26338,27978,24146,23913,17833,31330,17179,13342
E01006385,9,10,7,8,6,8,8,8,28844,29774,22842,24249,18769,25307,25783,25952
E01006386,1,1,1,1,1,1,7,7,77,143,113,505,85,361,22915,22896
E01006387,4,5,4,4,3,2,10,3,11019,13406,9982,11707,7385,6413,30437,8327
E01006388,3,3,2,3,2,5,4,9,7874,9085,5348,9023,3691,13998,10532,29219
E01006389,6,7,5,4,5,5,8,9,18701,19945,14390,12066,13283,14211,23882,28692
E01006390,4,4,4,5,3,4,10,5,12976,13011,9886,13152,8725,10403,29660,15570
E01006391,5,5,3,5,3,5,10,8,13948,13822,8775,13419,8091,14028,31310,24595
E01006392,1,1,1,1,1,1,7,6,2113,2901,2929,1678,1426,824,20640,19305
E01006393,9,8,8,7,6,5,10,9,26319,24365,23126,21195,18088,13603,32753,29014
E01006394,9,9,7,8,6,6,10,9,28244,28864,22695,24511,17392,18392,30079,28777
E01006395,10,10,9,9,7,8,9,10,31654,31426,28016,28068,21464,23948,28431,32380
E01006396,7,8,7,5,4,8,5,8,20724,23601,19937,15478,10134,23588,13309,24206
E01006397,2,3,2,2,1,4,5,8,4834,6773,3682,5547,989,12234,15121,25264
E01006398,2,3,2,2,1,3,7,7,5934,8089,3862,6359,2468,7205,22407,22810
E01006399,4,3,3,4,2,3,9,6,10164,9407,7912,10416,6471,8854,27946,19020
E01006400,9,9,8,7,6,4,9,9,26320,27838,23866,20915,17472,11563,28352,28301
E01006401,8,8,7,6,5,7,6,8,23527,26169,20058,16633,15738,20134,18583,24600
E01006402,9,9,8,7,4,6,10,9,27100,29321,23871,22501,13104,17137,31045,28152
E01006403,8,8,8,6,5,7,10,9,25605,24385,23262,16617,14093,21888,32798,27680
E01006404,2,2,2,3,2,3,8,6,6525,4775,6414,7055,3938,8679,25821,17199
E01006405,2,2,2,2,1,2,6,9,3820,5770,3859,5761,511,3766,17674,27827
E01006406,5,6,3,4,3,2,10,7,13664,19529,9821,12156,8655,4122,32372,22710
E01006407,8,7,6,7,6,8,10,8,24429,20868,18099,20013,17812,25892,29758,24244
E01006408,2,3,2,2,2,1,10,8,6343,7146,6353,4983,5012,1695,29825,25338
E01006409,8,7,6,6,6,9,9,8,23668,20991,16485,18982,17020,29447,27504,24436
E01006410,8,8,6,7,5,8,6,10,24108,24412,19140,19896,14867,23456,17269,31885
E01006411,1,1,1,1,1,1,7,9,356,690,308,331,342,1944,19721,27812
E01006412,1,1,1,1,1,7,3,6,264,101,267,572,169,21431,6711,16637
E01006413,1,1,1,1,1,4,2,6,97,111,29,381,91,12194,5364,16902
E01006414,1,1,1,1,1,6,5,5,1297,1312,850,2665,223,17522,15298,13981
E01006415,2,2,1,2,1,4,7,4,3757,4205,2944,5051,1854,10000,20133,10362
E01006416,1,1,1,1,1,7,6,3,625,644,387,567,820,22656,16436,6825
E01006417,1,1,1,1,1,1,6,4,103,258,47,480,104,2753,16864,10081
E01006418,1,1,1,1,1,4,4,2,662,1097,636,1321,423,10986,11076,4306
E01006419,5,7,5,7,3,5,2,6,16152,20800,16126,20442,9066,15363,4852,19003
E01006420,6,7,7,8,5,2,4,2,17269,21454,21963,25161,16001,5933,10486,5860
E01006421,7,8,9,8,3,10,2,8,21555,24147,26449,23156,9225,30419,4030,25896
E01006422,5,5,5,5,2,8,10,5,16206,15567,13719,15809,5685,24049,32251,16005
E01006423,6,8,6,6,4,6,4,4,19493,25293,17606,19677,12852,17056,12921,11435
E01006424,6,7,6,7,4,5,5,5,19338,22620,17406,21983,11615,14884,13287,15778
E01006425,3,3,3,4,2,6,3,8,9341,9394,6910,11077,5759,18635,8389,23204
E01006426,1,1,1,1,1,3,7,5,639,760,403,816,392,8369,22774,14685
E01006427,5,5,4,4,3,7,10,6,14187,13286,11495,11113,6933,21039,30639,18345
E01006428,2,1,1,2,2,7,8,4,4117,2958,2665,4536,3579,22026,23444,10759
E01006429,1,1,1,1,1,6,5,2,865,672,629,1551,863,19547,15823,5604
E01006430,1,1,1,1,1,6,7,6,1132,807,1169,783,377,19144,21790,18183
E01006431,3,3,3,4,2,3,7,4,8172,8024,7121,10077,5651,8120,21001,11386
E01006432,1,1,1,1,1,4,4,5,1352,1233,702,3091,854,12634,12163,13544
E01006433,3,3,2,3,1,6,7,4,6626,7263,4181,8954,3033,16896,21549,12272
E01006434,1,1,1,1,1,4,8,2,694,850,706,1002,310,11387,23079,5483
E01006435,1,1,1,1,1,3,9,3,684,708,752,849,537,6616,26497,7332
E01006436,1,1,1,1,1,2,6,3,162,551,181,222,175,3392,17328,7185
E01006437,1,1,1,1,1,3,7,3,889,1512,412,1545,504,9691,20188,7253
E01006438,5,6,4,6,2,10,9,7,15982,16519,10490,17016,5396,30948,27801,20151
E01006439,2,2,2,3,1,7,9,1,4755,5508,3850,7470,1956,19777,27114,3135
E01006440,1,1,1,1,1,5,4,2,396,236,462,1681,264,14809,10784,5816
E01006441,2,2,2,3,1,4,5,6,4683,5152,4618,8790,782,12341,13250,16675
E01006442,1,1,1,1,1,3,4,4,267,454,99,311,635,8187,10865,10128
E01006443,1,1,1,1,1,1,6,4,141,194,81,710,184,2707,19208,11743
E01006444,1,1,1,1,1,2,5,2,348,309,481,270,1601,5752,15277,5631
E01006445,1,1,1,1,1,4,6,2,371,344,568,719,415,10603,18118,3832
E01006446,1,1,1,1,1,8,4,2,465,336,464,1401,352,24092,12303,3865
E01006447,1,1,1,1,1,3,8,4,481,277,371,2498,51,8222,24417,11140
E01006448,1,1,1,1,1,2,7,3,89,20,151,152,177,5721,22224,8320
E01006449,2,3,2,3,1,3,7,4,5687,6643,6377,8842,1014,8943,21092,12718
E01006450,1,1,1,1,1,2,8,2,880,1027,1367,1800,236,4110,23122,5857
E01006451,2,2,1,2,1,3,8,2,3377,3650,3084,5743,2089,7319,23500,5102
E01006452,2,2,3,2,2,5,9,1,5573,5079,7541,5661,3734,14240,26955,2364
E01006453,1,1,1,1,1,2,7,2,317,244,183,2012,389,5926,22541,4948
E01006454,4,4,3,3,2,7,4,5,10077,11166,9797,9407,3737,22696,12629,15370
E01006455,1,1,1,1,1,2,7,2,238,200,277,1073,287,3945,20901,5522
E01006456,2,3,2,3,1,5,3,5,6358,7296,6286,8622,2395,13620,9422,14259
E01006457,4,4,2,4,2,8,7,5,9956,11473,6264,10161,4657,23798,21746,13822
E01006458,1,1,1,1,1,5,4,4,1566,2276,978,2041,662,14762,10453,12283
E01006459,3,4,3,5,1,3,9,3,8653,9988,8206,13250,3215,8186,27433,8498
E01006460,1,1,1,1,1,1,7,4,153,215,215,493,157,1830,21773,13058
E01006461,1,1,1,1,1,3,8,2,955,1736,585,1046,918,7816,23026,4870
E01006462,5,5,4,5,3,7,9,3,13539,14192,12213,13552,6580,20008,27707,8418
E01006463,1,2,1,3,1,2,8,1,1958,3657,1618,6859,276,5201,23669,2777
E01006464,2,3,2,4,2,3,4,3,5444,7726,3343,11776,3429,7769,13105,7800
E01006465,5,6,5,7,3,7,6,5,16357,16935,13266,20721,7148,20630,17644,16034
E01006466,3,3,3,5,2,6,9,2,9734,8760,9798,15613,3636,16925,26939,6463
E01006467,1,1,1,1,1,2,5,2,106,214,67,541,187,5149,13374,5696
E01006470,1,1,1,1,1,2,5,3,277,467,213,441,397,5699,15841,8119
E01006471,7,8,6,6,3,5,9,4,20025,23493,19530,19638,8521,15684,27884,12517
E01006472,5,7,5,7,4,4,2,4,16107,20712,16390,22300,11836,12222,6138,10790
E01006473,5,7,6,7,3,2,3,3,15079,22807,18296,20229,9258,6016,8310,9044
E01006474,4,5,4,6,2,5,10,4,12673,14317,11089,18981,3324,14574,30870,11772
E01006475,5,5,5,6,2,5,9,5,13557,13485,13565,17629,3352,14950,29542,16246
E01006476,8,8,7,8,4,8,5,8,23844,23677,22578,24280,11420,24555,14934,25089
E01006477,2,1,1,2,1,5,9,2,3349,3065,3094,3732,2371,13914,27849,4773
E01006478,1,1,1,2,1,4,6,4,1648,830,729,5280,1638,13127,18927,11725
E01006479,2,2,2,2,2,6,9,3,5054,3374,3822,5958,4050,17035,27755,9781
E01006480,1,1,1,1,1,5,6,4,634,295,316,2252,487,16251,16874,12324
E01006481,1,1,1,2,1,4,8,4,2196,2698,1909,3456,237,10181,24047,12447
E01006482,2,2,2,2,1,4,8,4,4562,4568,4198,3671,2692,11271,24615,10763
E01006483,1,1,1,1,1,6,8,3,2276,1837,1257,3051,2040,17495,25888,7328
E01006484,1,1,1,1,1,3,6,4,2217,2282,2011,2051,1354,8538,19132,11602
E01006485,4,4,4,4,2,6,10,2,11122,11159,11426,11653,6019,18102,30146,4871
E01006486,4,5,4,6,3,5,10,1,13019,14625,12697,19272,8001,13612,32539,2787
E01006487,5,6,5,6,3,6,10,2,13969,16602,13245,17236,7135,17945,32081,3613
E01006488,5,7,5,5,3,4,10,2,14883,20237,14878,14146,8342,12004,31015,4662
E01006489,4,5,4,5,2,5,10,2,12730,14861,12811,15262,5802,16416,32030,4193
E01006490,5,6,5,4,2,8,8,5,16336,17957,16018,11601,6544,23263,23015,15546
E01006491,5,5,5,4,2,8,4,7,15057,16317,15634,12193,6390,24298,10870,20093
E01006492,2,2,2,2,1,7,8,3,5188,6067,4518,4790,1519,21961,24455,8800
E01006493,1,1,1,1,1,3,4,6,82,5,82,309,80,6620,9898,19304
E01006494,1,1,1,1,1,2,5,6,66,12,88,48,87,5681,14752,17668
E01006495,1,1,1,1,1,2,4,4,2057,1606,2759,2177,1605,6550,11503,12004
E01006496,2,3,2,2,1,8,7,3,5716,7027,5338,6299,1286,23884,20991,8146
E01006497,3,3,2,4,1,3,10,3,7102,9705,5028,11712,2777,9460,30772,6633
E01006498,7,8,6,8,3,9,5,8,21111,24408,18824,23712,6596,27770,14294,23839
E01006499,5,6,5,7,4,8,7,2,16002,17046,14786,19718,10862,23038,20988,4300
E01006500,1,1,1,1,1,6,8,4,2373,2587,1378,2987,808,17069,25258,12710
E01006501,4,4,5,5,2,5,3,7,12128,12156,13875,15734,4923,13802,8845,20095
E01006502,4,5,4,4,2,9,7,2,12478,14893,11341,12547,5507,27517,21930,6064
E01006503,6,7,4,8,3,3,10,5,17795,22803,12761,24271,8275,8738,32037,15238
E01006504,1,1,1,1,1,5,2,7,1389,1074,1261,1954,1030,15900,5033,20846
E01006505,1,1,1,1,1,4,4,5,1840,2000,1501,1417,1479,11517,11988,13851
E01006506,1,2,2,2,1,4,2,1,2983,5825,3475,5712,1771,11180,5005,1690
E01006507,1,1,1,1,1,4,8,3,551,456,377,1585,270,10234,24611,8389
E01006508,2,2,2,3,1,2,4,4,4519,6270,3884,8090,1815,6238,12344,11425
E01006509,1,1,1,1,1,2,6,4,704,582,789,2553,150,5104,18776,11382
E01006510,2,3,3,2,2,1,4,2,5076,8784,7804,5488,4064,2832,10176,3547
E01006512,5,7,8,6,2,7,6,1,14664,22314,25368,16992,5284,22148,18005,959
E01006513,4,10,10,2,4,1,6,1,11173,31498,32529,4633,10341,3160,18553,128
E01006514,2,2,2,7,1,2,6,1,3299,3433,4308,22666,768,3534,18062,2391
E01006515,1,1,2,2,1,1,7,3,1875,1153,3318,5291,830,2100,20337,8788
E01006518,1,1,1,1,1,1,6,2,330,436,328,2244,253,3153,18073,4663
E01006519,8,9,9,10,4,5,8,2,24274,28392,27302,31313,12202,15969,26266,6493
E01006520,2,2,2,7,1,1,7,1,3448,5335,4233,22955,530,1555,22550,2867
E01006521,3,4,3,5,2,2,8,5,9780,10118,7632,16153,4893,6393,24721,15720
E01006522,2,2,2,6,1,2,8,1,3648,5490,3879,17694,515,3734,24457,3170
E01006523,2,2,2,9,1,2,8,2,5210,4696,3724,29301,2499,5593,24223,3889
E01006524,9,9,10,10,4,6,9,7,27925,27689,31745,30380,9993,19180,27376,21335
E01006525,8,8,8,10,5,8,9,3,25797,25681,24227,30780,14587,24015,29269,9338
E01006526,4,5,4,9,2,3,10,1,11662,14811,12842,27177,5341,8698,31091,1746
E01006527,5,4,4,8,2,7,10,5,14462,11880,10522,24433,4981,22757,30564,16074
E01006528,3,4,4,6,2,4,6,1,8753,10940,11200,19341,5702,10101,18364,842
E01006529,5,6,5,9,3,8,10,1,15598,17262,15803,27185,8391,24401,32352,1368
E01006530,8,8,7,9,4,5,10,5,23398,23986,20054,28274,13041,14785,32062,13622
E01006531,7,6,6,9,3,8,10,5,21586,17800,18906,27126,9550,25823,30021,15486
E01006532,8,9,7,10,6,4,5,5,23114,26710,21908,31404,17815,10351,14209,13239
E01006533,3,4,3,7,2,3,5,5,9749,11633,7851,22201,3986,7496,13587,13375
E01006534,3,3,2,4,1,4,9,3,7047,8093,5200,12518,2922,10096,26737,8100
E01006535,2,3,2,4,1,2,8,1,5200,8388,5454,12418,1718,3560,25975,3264
E01006536,2,2,1,2,1,4,9,2,3954,5127,2875,6016,2183,10057,28604,4446
E01006537,4,4,5,4,3,5,6,1,11474,12582,14017,12698,8886,14841,19582,2686
E01006538,5,5,4,5,3,6,10,2,13396,13412,12975,15898,7040,17429,31520,5478
E01006539,8,8,8,10,6,7,7,3,24374,24410,23939,29828,16706,20588,20579,9163
E01006540,1,1,1,1,1,1,6,1,30,146,152,1508,36,1571,16729,317
E01006541,1,1,1,2,1,1,9,1,1942,3045,1662,5124,1159,2503,26559,2925
E01006542,1,1,1,2,1,1,8,1,1029,2529,1281,4288,1012,453,24478,974
E01006543,3,5,4,3,2,3,10,1,9246,14224,11927,8551,5768,7572,31616,1768
E01006544,1,1,1,1,1,1,8,1,288,518,453,1516,241,2873,24800,1657
E01006545,1,2,1,2,1,2,10,1,2151,3301,2171,5272,1850,6314,30961,250
E01006546,1,1,1,2,1,1,10,1,331,967,532,3344,920,464,29690,71
E01006547,1,1,1,1,1,1,9,1,10,123,86,367,46,526,27122,111
E01006548,1,1,1,1,1,2,8,1,287,451,899,2973,47,3661,25093,107
E01006549,1,2,1,6,1,2,3,1,2628,4743,3151,16659,885,5951,7746,640
E01006550,3,5,6,9,1,3,8,1,9528,13519,17218,28827,1322,8534,24999,1230
E01006551,2,1,2,3,1,4,5,3,3714,2223,4397,9745,1603,11631,13761,9484
E01006552,1,1,1,2,1,2,3,1,1686,1656,2547,4121,1924,6244,8031,1935
E01006553,5,6,8,6,3,4,9,1,13148,17760,23106,19094,7388,11891,27726,365
E01006554,3,5,4,9,1,4,7,1,8733,14212,11221,28104,3274,12798,22355,115
E01006556,1,1,1,1,1,1,5,1,275,420,1156,1380,646,1046,15939,602
