lsoa_code,IMD_decile,Income_decile,Employment_decile,Education_decile,Health_decile,Crime_decile,Housing_and_Access_decile,Environment_decile,IMD_rank,Income_rank,Employment_rank,Education_rank,Health_rank,Crime_rank,Housing_and_Access_rank,Environment_rank
E01032798,5,5,6,5,5,3,3,6,14168,13301,17050,15622,13527,8462,7341,16887
E01032799,2,4,3,2,2,1,5,2,6523,9925,8665,5475,6510,2581,14658,5927
E01032800,5,5,7,4,6,1,7,7,14851,15421,20075,10877,17862,1355,21848,22495
E01032802,5,7,8,5,2,2,6,3,14009,20021,25611,15821,5613,3754,16534,6945
E01032803,6,6,9,10,4,6,3,2,17880,18347,28160,30293,11084,17793,6654,4283
E01032805,2,2,2,5,4,2,2,2,4985,4010,6061,14062,11525,4186,3955,3704
E01032807,7,9,9,9,7,1,5,3,19875,27685,29204,28889,20025,1384,14697,8578
E01032808,5,5,7,3,7,1,2,6,13550,16213,21631,9764,21122,3000,4445,17613
E01032809,10,10,10,9,10,9,2,7,29794,32373,32642,28532,32062,29543,4761,21427
E01032810,3,2,3,4,4,7,4,10,9569,5175,7175,10463,10106,22015,11401,31547
E01032811,7,6,6,6,8,7,3,10,21854,16809,19383,18052,25208,21384,9449,31967
E01032812,9,10,10,9,10,7,2,7,28481,29981,29920,27156,32116,20697,6327,21516
E01032813,9,7,9,5,9,5,6,10,26358,20816,27689,15598,28770,16182,19107,31958
E01032814,7,6,7,7,9,4,3,6,20820,17176,22317,20548,29496,11916,8249,18552
E01032815,2,3,2,2,5,1,2,9,6544,7258,5122,6277,13669,2517,6493,28901
E01032816,8,8,9,6,9,7,3,10,25668,25397,28270,16989,27011,19873,6610,32451
E01032817,7,5,7,6,7,6,7,7,21393,15594,20872,16730,22383,17118,21003,19837
E01032818,9,8,9,7,6,8,3,10,26408,23923,29149,21953,19320,26062,8418,31170
E01032819,8,6,8,6,9,6,4,10,24800,19516,25085,19071,28528,19007,10024,32338
E01032820,7,6,9,7,9,6,1,10,21636,18371,26555,21181,26790,19374,2551,29797
E01032821,9,7,9,7,10,6,3,9,26786,22985,28807,22309,30690,16881,9361,27989
E01032822,7,6,7,6,6,5,5,9,21106,17313,20578,18789,19100,14440,13795,27043
E01032823,5,5,6,1,7,6,2,10,14121,14453,17167,3096,22956,18304,6206,32057
E01032824,6,6,6,4,7,5,6,4,17929,17975,17334,11449,20837,14930,19267,10713
E01032825,8,8,7,7,8,10,3,10,26069,25077,22000,20654,25748,30566,7751,31999
E01032826,10,10,10,9,10,10,7,10,32702,31090,32569,27858,31488,31213,22917,31977
E01032827,10,9,10,9,10,10,4,10,31445,28610,30867,29012,31935,31337,10261,32157
E01032828,10,10,10,9,10,10,4,10,32284,32360,32617,29330,32108,32699,10913,32002
E01032829,5,8,9,8,10,1,1,2,15908,25071,27245,23362,31629,2177,1706,6203
E01032830,3,3,3,1,4,3,3,8,7156,8484,7934,1507,12361,7849,9587,25653
E01032831,7,8,7,6,8,10,2,9,22553,23268,20169,17499,24066,32248,4077,29162
E01032832,2,2,2,1,5,6,1,7,5418,6280,4237,3273,14013,17978,1258,22075
E01032833,6,7,8,5,8,10,1,9,19348,21805,23434,15719,25778,31180,653,27659
E01032834,8,10,10,10,8,8,4,1,25667,32770,32781,30260,26134,24082,11860,2320
E01032835,8,7,10,6,6,6,3,9,23354,22598,29899,18332,16498,18563,7480,26480
E01032836,5,4,4,4,7,4,4,9,13782,12161,10150,9884,21617,13029,10321,26378
E01032837,9,8,10,9,8,10,3,10,28644,24937,30414,27671,23908,29890,7315,31261
E01032838,9,8,10,7,10,9,3,9,27731,23726,30537,20141,30542,28811,7022,29346
E01032839,10,10,10,10,10,9,4,8,31747,30319,32232,31494,31496,28517,11887,25724
E01032840,6,7,6,5,4,6,2,10,18777,21164,19269,14484,12942,17287,6372,30971
E01032841,8,8,8,5,9,4,4,9,23362,24651,25663,15111,26525,10366,9880,28100
E01032842,9,10,10,9,8,6,5,4,28520,32247,32457,26738,25646,16432,15266,11266
E01032843,8,7,9,6,6,5,4,10,24554,21806,26967,19177,18993,15957,12884,31279
E01032844,5,5,6,4,4,2,6,8,15272,14884,17912,10502,11773,6216,18006,24952
E01032845,7,7,7,8,7,5,4,3,20156,21484,19824,24290,21551,13169,10295,9824
E01032846,6,7,7,5,6,6,2,3,17171,21864,22979,14677,19110,17178,3519,8194
E01032847,3,3,2,5,3,3,1,7,6649,7764,4045,15026,8580,7269,2734,22472
E01032848,9,7,9,7,10,10,3,9,27386,22734,27562,22358,29658,31147,7324,29258
E01032849,9,8,8,8,8,10,2,9,26492,24821,24755,25162,25636,31725,5448,29521
E01032850,10,10,10,9,9,7,3,10,30063,31582,30783,26591,29300,21789,8147,30434
E01032851,3,3,3,1,5,3,3,10,8546,7939,8853,2825,14977,8519,9506,30616
E01032852,9,7,9,8,10,7,4,9,27907,22316,27881,24510,31723,20607,11227,28534
E01032853,10,10,10,10,10,10,6,10,32667,32536,32557,31413,32760,29850,16478,30941
E01032854,10,10,10,9,10,10,2,10,30739,30873,32604,27828,32728,31064,5642,30728
E01032855,8,10,10,7,10,9,1,6,25550,31095,31692,22680,32696,26482,1909,16470
E01032856,10,10,10,9,10,10,3,10,31785,32837,32813,29550,32329,32794,6894,32200
E01032857,10,10,10,10,10,9,5,5,31467,31451,31841,32004,31769,29303,15180,15166
E01032858,4,4,4,3,4,6,5,7,12610,10023,12626,6821,13079,18192,14808,21029
E01032859,9,9,9,9,10,10,2,8,28814,28338,28954,27463,31101,32165,5531,23120
E01032860,9,10,10,6,10,8,2,10,27979,31636,31460,18893,32499,25940,3771,29682
E01032862,5,4,5,6,4,7,3,9,15174,9885,15751,16725,11985,20877,7936,29148
E01032863,7,6,6,7,5,8,5,9,21764,17392,18239,22203,14269,26001,15482,28078
E01032865,8,6,8,6,7,7,8,9,26109,19544,25279,18236,20940,22901,24448,29452
E01032867,3,7,8,5,3,1,3,1,9456,20912,24492,15879,6806,471,7177,2009
E01032868,5,10,10,4,3,2,3,2,15286,32194,32628,11584,7140,3955,7843,5380
E01032870,10,10,10,9,10,10,3,9,30723,32316,32138,27277,31017,30098,6684,27698
E01032871,8,7,8,7,7,10,2,9,23229,21573,23499,20749,21820,32176,4049,29080
E01032872,4,7,6,5,2,1,2,3,10685,20404,19546,13242,6114,1872,6541,7051
E01032873,2,3,3,4,1,1,3,4,5785,8150,8200,11427,2008,2691,9103,11237
E01032875,6,8,8,6,2,3,5,4,16554,23674,25813,16461,4495,7961,14779,13001
E01032876,9,10,10,9,7,5,3,6,27187,31698,32046,28774,22540,15632,6953,18050
E01032877,9,9,9,9,9,7,3,7,27810,26904,27951,27438,28933,21226,9023,20357
E01032878,2,3,3,1,2,1,3,7,4950,7079,7335,2165,5901,1852,8318,21674
E01032879,2,2,1,2,2,1,4,4,3843,5251,2791,4528,6421,2853,10005,12201
E01032880,10,9,10,9,7,9,8,10,31014,27302,31081,26848,20717,27250,24066,29866
E01032881,8,8,9,6,6,9,2,9,24834,26209,27404,19514,19612,26852,5219,28752
E01032882,2,2,3,1,6,1,2,6,4313,5315,8065,785,16832,963,6366,18922
E01032883,5,4,4,4,4,6,5,6,13774,12642,11489,10234,11569,19343,14850,19661
E01032884,6,8,8,3,6,3,5,4,17564,23739,25342,6590,18320,6763,15620,12805
E01032885,10,10,10,8,9,10,2,10,29964,30141,32385,26060,29544,31114,5206,31335
E01032886,9,10,10,9,9,3,3,8,27499,30887,31194,28637,28524,8583,8264,25374
E01032887,1,1,2,1,2,4,4,2,2884,2976,3739,1235,6018,10446,10213,4602
E01032888,1,1,1,1,1,2,5,3,954,817,1810,266,2245,3844,14513,9469
E01032889,1,1,1,1,1,1,6,3,352,118,1492,18,1385,2212,18283,8827
E01032890,1,1,2,1,2,1,4,6,1762,2079,3745,52,5783,922,12974,16474
E01032891,10,10,10,10,9,9,2,9,30030,30707,31945,31419,27374,28835,5778,26564
E01032892,7,8,9,9,8,7,1,3,21511,25459,27916,28121,25658,22361,2211,7759
E01032893,10,10,10,10,8,7,6,10,31814,30107,31150,31514,25103,22939,19573,31078
E01032894,9,8,10,8,10,5,6,9,29272,25051,29966,25903,30231,14052,17936,28818
E01032895,10,9,9,7,8,7,9,9,29985,28216,27062,21575,23333,22338,29334,27268
E01032896,2,3,2,3,2,3,6,1,6080,8316,6021,7458,5414,8520,18860,2502
E01032897,4,5,5,4,3,7,3,2,12436,14511,15805,12762,8883,20728,7086,5770
E01032898,1,2,2,1,1,1,5,1,2685,5421,5039,3201,1341,1912,15686,2380
E01032899,6,5,6,8,4,5,5,8,18978,14804,19100,25066,11754,13512,14852,23996
E01032900,8,7,7,8,9,9,3,8,24614,20150,21707,25651,28151,27234,6893,26203
E01032901,7,6,8,6,6,8,4,9,22953,18592,25720,17776,17855,23151,10675,27538
E01032902,6,8,7,4,6,5,4,3,18770,24571,21987,12171,16998,15169,12054,8223
E01032903,1,1,1,1,1,2,10,2,637,973,605,1773,128,5976,30351,4270
E01032904,8,9,8,8,4,5,7,8,24849,26276,24088,24805,11891,14376,22849,25068
E01032905,5,5,5,9,2,4,4,10,15034,15204,13347,28592,4079,13137,12439,29730
E01032906,2,3,4,3,2,1,4,1,4912,8379,10250,8427,4227,1252,9977,1545
E01032907,2,2,2,3,1,2,5,5,4982,5507,4986,8341,2364,4338,16327,13263
E01032909,5,10,10,6,5,1,5,1,15494,32595,32815,18722,14780,2063,13947,732
E01032911,5,9,10,7,3,1,3,1,13408,27912,32324,21667,6680,2539,9231,1243
E01032912,1,1,2,1,1,2,2,5,2121,2168,3569,3035,860,5015,5850,14797
E01032914,4,5,7,3,2,6,1,6,10158,15848,20372,7440,3288,18457,1337,18985
E01032915,1,1,2,2,1,2,2,6,2324,2729,4901,3346,837,3660,3308,17657
E01032917,4,5,7,8,2,2,2,2,10880,15515,21141,23998,4139,4957,6133,4104
E01032919,2,3,4,2,1,1,6,2,4392,7307,12246,3976,2478,318,18179,5143
E01032920,1,2,1,1,1,1,10,2,2399,3795,2685,2469,2575,819,30838,6281
E01032921,1,1,1,1,1,1,7,2,1275,1349,1602,2635,1912,827,21326,6476
E01032922,8,7,6,8,7,8,10,5,24241,20510,17517,24953,21278,23407,30537,15362
E01032923,2,3,2,2,2,4,10,1,5457,7128,4574,5083,5917,10127,31117,2168
E01032924,7,7,7,6,3,6,9,9,21372,22588,22389,17088,6765,18085,26557,27114
E01032925,3,4,4,2,1,5,9,9,9285,10883,10686,5891,1648,14007,28265,27297
E01032926,9,9,9,8,4,8,5,9,26614,28175,26586,24781,11471,25937,15132,28241
E01032927,5,5,4,6,3,3,6,7,13877,15947,11078,17831,6644,8977,18196,22576
E01032928,8,8,8,8,7,7,5,3,23293,23127,25479,24921,20556,22200,13196,7958
E01032929,6,6,5,5,5,9,6,3,17788,17072,16303,14862,13813,27857,17387,9661
E01032930,4,4,4,4,3,2,8,3,10818,12204,12099,12932,6776,6362,24165,6976
E01032931,4,5,3,9,2,3,9,2,12312,14919,9564,26799,5996,8614,28891,5756
E01032932,2,3,3,1,1,3,1,4,5109,6815,9447,3178,3184,9608,3009,13059
E01032933,6,7,8,4,6,7,1,10,19164,20272,25175,10915,19244,22303,2630,32031
E01032934,6,5,5,4,4,7,3,10,16444,15988,15944,11431,12412,19852,7872,31056
E01032935,6,4,6,5,5,7,4,10,17155,12363,16532,15695,13520,20253,10733,31456
E01032936,6,5,6,4,7,5,6,10,19017,13278,18806,12396,21240,13872,17260,32543
E01032937,1,2,1,3,1,1,3,4,1579,3634,1641,7910,373,375,9075,10760
E01032938,8,8,8,7,8,8,2,7,24545,23381,25875,20025,24582,25947,6464,22666
E01032939,9,9,10,8,10,10,3,9,28820,26433,29622,23631,29776,30553,7441,27382
E01032940,10,10,10,7,10,10,4,10,31122,29825,32333,21422,30359,31904,12263,30775
E01032941,2,2,2,1,2,5,5,6,4883,4915,4719,1844,3807,16356,16102,18968
E01032942,4,4,5,2,3,4,5,4,10471,11882,15221,3289,8721,12807,16410,11397
E01032943,7,7,8,6,8,7,1,9,20564,21302,25072,17020,24760,22039,1727,28482
E01032944,7,6,7,4,7,5,4,8,19834,19081,20315,11139,22169,16102,11017,24178
E01032945,7,9,10,8,3,3,6,2,20203,28730,32102,23599,9075,8665,19093,4378
E01032946,7,9,10,10,3,5,4,1,19849,26325,32244,31864,8742,15620,12061,2597
E01032947,9,8,9,5,10,10,4,10,27834,23937,27861,16189,29619,31326,11664,30017
E01032948,10,10,10,8,10,10,4,10,31550,30442,29846,26162,31514,32334,11989,31153
E01032949,10,8,10,7,10,10,7,10,31404,25560,29729,22519,30462,31906,22329,31927
E01032950,9,8,9,8,9,10,4,10,28982,24596,27644,24601,26637,29951,10893,32426
E01032951,8,8,8,4,8,8,5,10,25603,25583,23478,12929,24399,24081,15344,30317
E01032952,9,8,8,9,9,10,4,10,28910,24833,25470,28429,26576,30556,10923,29911
E01032953,9,9,9,6,9,8,6,10,28675,27702,26799,16575,27621,23420,16757,32221
E01032954,8,9,9,7,10,10,2,5,26205,28330,28844,21432,31274,31323,4839,14219
E01032955,5,6,6,8,5,6,1,5,15553,17410,17074,25032,13217,16457,2335,14566
E01032956,10,10,10,7,10,8,3,10,30417,31787,31850,19789,32342,25779,9352,32010
E01032957,9,9,9,7,8,6,4,10,28106,28506,29212,20738,25713,18780,10903,29713
E01032958,8,10,9,9,9,10,3,2,25547,30178,28753,28726,26595,30217,7855,5010
E01032959,7,5,7,5,8,6,5,10,21561,15615,21648,14232,23356,17485,15188,31127
E01032960,6,9,9,6,10,9,1,1,16946,29106,27380,19201,31640,29013,132,3179
E01032961,5,5,6,4,7,2,4,5,15712,15723,19670,11415,19898,5566,11305,16062
E01032962,10,10,10,6,9,8,8,10,31647,31306,32176,19393,28887,23020,24383,31343
E01032963,7,8,8,6,6,5,2,9,22379,25600,24895,18781,16441,14984,6408,28612
E01032964,6,7,8,5,4,5,2,9,18832,20847,25516,13774,12543,14540,4922,28448
E01032965,9,10,10,7,8,8,2,10,28542,31902,31672,22455,23120,26240,5807,29971
E01032966,8,8,9,6,6,7,3,10,24685,25470,27541,18749,17270,22846,7678,29754
E01032967,7,8,9,5,6,8,2,10,22975,24605,27214,16235,18886,24437,4092,30550
E01032968,6,9,8,5,5,4,1,6,18349,26373,25509,14858,15065,10520,2870,19569
E01032969,8,7,8,5,6,6,4,9,23024,19973,26144,15686,19541,17028,12826,27259
E01032970,6,6,7,3,4,6,8,9,19111,18345,20704,7331,13122,19417,23603,27309
E01032971,4,4,4,4,2,4,9,3,11938,12248,12715,11012,6089,12775,26730,9467
E01032972,8,8,8,7,7,6,6,3,23617,24235,24021,22921,21766,16540,17932,9773
E01032973,10,9,10,8,8,10,9,9,32071,29459,31017,26205,23860,31797,26743,29456
E01032974,7,8,9,7,6,6,3,4,21232,23928,26602,22059,17196,17488,7280,9916
E01032975,6,5,7,8,4,2,5,10,17225,15657,19908,23058,10714,4845,13204,31048
E01032976,4,5,9,5,1,4,2,8,12637,14905,26477,14915,2626,10751,3865,25360
E01032977,5,4,6,3,6,3,4,10,15872,11932,19027,9129,19632,8791,12035,31207
E01032978,2,3,3,2,2,1,2,5,4685,7223,7181,5742,4387,899,5462,15553
E01032979,1,1,1,2,1,1,2,4,1372,1770,2851,4003,2457,127,3336,9950
E01032980,4,5,6,3,3,1,1,7,10300,15640,17580,8796,9047,3038,2612,20007
E01032981,4,6,7,3,4,1,3,5,12306,16461,20738,8032,11692,2820,9046,14436
E01032982,10,10,10,9,8,7,3,10,29716,29911,31599,27589,23408,21875,9238,32457
E01032983,10,9,10,9,10,10,4,10,31833,29502,31987,29011,30082,29875,12235,32720
E01032984,10,10,10,9,9,10,3,10,30759,30575,30467,28231,29076,32580,7243,32797
E01032985,8,8,8,9,9,6,3,8,26035,25949,23537,26488,26960,16568,9507,24339
E01032986,4,4,3,5,2,6,9,2,10974,10604,9568,15774,6044,16659,29298,5357
E01032987,5,5,4,5,3,6,10,6,15624,14396,11204,15625,8062,19257,31864,18156
E01032988,6,5,5,5,6,9,5,8,18532,14449,13787,13719,19700,27475,15345,24031
E01032989,7,6,6,7,7,9,3,8,22420,17836,18815,22790,20909,29462,9808,24652
E01032990,9,10,10,7,10,10,2,9,29357,31624,31851,22774,31208,31961,4368,29106
E01032991,8,7,6,6,8,10,8,7,25669,21077,18990,19345,25684,31471,25528,19932
E01032992,8,7,7,5,6,9,9,8,24270,20261,20283,15766,18333,28728,26307,25783
E01032993,10,9,8,7,9,10,8,10,30600,28444,24846,22330,27543,30548,23428,30470
E01032994,8,8,8,8,10,10,1,5,24358,24777,25578,25168,29868,31804,3238,15924
E01032995,5,6,6,2,6,2,5,7,14108,18776,17213,5563,18519,3398,16213,20788
E01032996,8,7,6,6,7,9,8,10,25897,21264,19568,17966,22469,29411,23598,30785
E01032997,8,7,9,6,6,10,4,10,25184,21117,29191,17131,16731,31644,10362,31618
E01032998,9,8,9,7,8,10,4,10,28151,23822,28751,21931,23140,31500,10318,32724
E01032999,9,8,8,8,8,10,5,10,28852,23242,26113,23550,24085,30753,16417,32170
E01033000,2,2,2,3,3,4,1,5,5512,4539,6242,7633,9725,10453,2014,13720
E01033002,3,4,6,5,2,1,6,1,9616,10842,19237,14711,6553,2220,18685,3194
E01033003,2,1,2,4,2,2,5,1,3415,2938,5819,11227,3831,6556,14533,347
E01033005,3,5,6,5,1,2,7,1,8913,14181,18749,14527,3170,3325,22733,1335
E01033006,5,9,9,4,3,6,4,1,15095,26337,29549,12262,6970,19320,11483,1136
E01033008,5,10,10,6,2,6,3,1,13916,32753,32755,16662,5291,18524,9372,35
E01033010,5,10,10,10,5,1,4,1,14222,32703,32666,30489,13525,1071,12090,213
E01033011,3,9,8,5,1,1,5,1,8973,26548,25106,14155,3076,975,15742,444
E01033013,2,3,4,4,1,1,5,1,5062,7029,10552,10403,2991,2547,13650,1214
E01033015,8,10,10,8,6,7,5,1,23910,32699,32690,25916,17036,20198,14165,2916
E01033016,7,10,9,10,4,2,7,2,20160,30337,28466,29580,11188,5581,22502,3421
E01033018,5,10,10,6,5,3,2,1,16129,32763,32790,16533,14968,7738,6246,809
E01033019,6,10,10,4,6,6,2,2,19592,32759,32801,11195,18465,19093,3910,5178
E01033021,1,2,3,1,1,1,3,3,2845,5053,6888,1834,2010,1247,9043,6619
E01033022,9,8,9,7,10,9,4,9,28368,23540,28968,20686,30905,26750,10549,29486
E01033023,7,6,7,5,7,4,4,6,19922,19660,21690,16087,22864,11821,9879,17046
E01033024,10,10,10,9,10,10,3,10,30923,31560,31598,28239,30436,31968,6640,31181
E01033025,10,9,9,7,9,9,4,10,29880,29193,29138,22225,27473,26995,12068,30338
E01033026,8,8,8,7,7,8,2,9,23936,23065,25925,21202,20906,23786,5135,29513
E01033027,8,7,9,6,9,8,3,10,25951,22004,26514,17785,27948,25757,8781,31027
E01033028,8,7,7,5,10,6,5,8,24353,22213,21925,16367,29577,19035,13759,24008
E01033029,8,7,9,7,10,6,2,8,24035,21235,27121,20310,30971,19076,5221,24617
E01033030,5,7,8,7,5,6,2,1,15806,20100,25045,21027,15507,18287,4754,1952
E01033031,2,2,3,3,2,1,6,1,3583,6247,8817,8035,3658,101,16467,1129
E01033032,5,6,7,6,4,5,6,1,15926,18233,22651,18941,12511,15207,17134,1819
E01033033,6,8,10,4,4,6,2,2,16613,25720,29759,11911,10619,17229,5948,4068
E01033034,6,10,10,3,6,4,6,1,16741,32530,32782,7340,16845,12786,19492,523
E01033035,1,1,1,1,1,1,7,1,355,539,1647,1809,2175,42,22903,77
E01033036,6,5,5,5,4,7,6,8,17107,15533,14778,13141,10390,20404,18014,26076
E01033037,5,4,4,3,4,8,3,9,13741,11693,13082,9532,11744,26024,7017,28617
E01033038,3,3,4,2,3,6,6,3,9472,8868,11155,4409,8250,18988,18828,9178
E01033039,6,5,6,6,4,5,8,6,18156,14699,18195,17070,11135,15827,25209,17430
E01033040,2,3,3,2,1,3,1,7,3859,6650,8131,3372,2060,7635,453,21762
E01033041,3,5,4,1,5,7,1,4,8291,16211,10640,2509,13807,20761,826,12712
E01033042,5,7,7,4,7,10,2,1,16294,22487,21645,11125,22653,32016,3635,3105
E01033043,6,5,6,7,6,5,5,7,18782,13295,16427,22712,17184,15228,15560,22988
E01033044,8,7,9,8,7,10,2,10,25888,22671,26338,26067,21811,30646,5237,32638
E01033045,9,8,10,7,9,9,3,10,28944,24997,31574,21691,26800,27788,9490,32721
E01033046,3,3,2,6,2,3,2,4,6729,8883,5280,19384,3782,9441,4459,10325
E01033047,8,8,7,9,8,5,7,4,24227,24119,19717,27809,23332,14983,22055,12506
E01033048,4,4,3,5,4,8,3,5,12433,10217,9075,15763,12446,25106,8707,15801
E01033049,6,7,6,9,5,3,4,5,18760,21753,19111,27483,13999,7116,11218,14304
E01033050,10,8,8,9,7,10,8,10,29836,25653,24371,26938,21187,29702,23302,32652
E01033051,3,2,3,2,2,4,7,5,6947,5896,7389,3551,6141,11855,22370,14713
E01033052,8,7,8,5,10,7,3,7,23749,21661,24980,16260,30578,22807,7392,21614
E01033053,10,9,10,7,10,10,5,9,31571,29473,31509,22363,32157,29692,16261,29357
E01033054,6,5,5,5,8,9,3,9,18656,14495,15619,13519,26019,26291,7245,27905
E01033055,10,10,10,8,10,8,5,10,31639,30381,31799,26146,32246,23571,14515,31187
E01033056,7,6,7,5,8,6,2,8,19947,17092,21423,14574,25751,18582,5885,25426
E01033057,7,6,5,5,9,7,5,10,21734,18675,16385,14732,27588,20096,13931,30243
E01033058,6,6,7,5,4,10,3,5,17768,17200,22351,14793,10955,29602,6661,14976
E01033059,10,10,10,9,10,10,2,10,30728,31683,31066,29166,30178,30945,6124,31581
E01033060,4,9,9,4,1,3,1,2,10095,27327,29465,11038,3067,8616,623,4307
E01033061,10,10,10,10,10,10,5,10,32443,32611,31558,31949,30110,31393,13858,31344
E01033062,10,10,9,10,10,9,5,10,31615,31759,26861,29896,30489,27921,14222,32104
E01033063,9,7,9,6,10,5,6,7,26324,22736,26849,18840,30136,15252,18502,21405
E01033064,6,6,5,6,5,6,6,5,18718,16893,16113,18043,15922,16758,18807,15379
E01033065,8,9,8,7,9,10,2,5,24890,27311,23150,21459,27149,31877,6142,15665
E01033066,10,10,10,6,9,10,6,4,30053,32503,32227,19422,28865,32842,17786,12480
E01033067,3,3,3,2,2,5,6,6,8128,8549,8431,3949,4946,15263,16756,18768
E01033068,7,7,9,6,7,4,6,2,20442,22666,26953,18631,22729,12354,17222,3853
E01033069,6,7,6,10,5,3,6,1,16801,21906,18610,31103,13262,7558,16658,2989
E01033070,7,8,9,5,4,3,7,3,20366,25391,29167,14737,12944,9530,20766,8270
E01033071,4,6,7,6,2,3,7,1,12010,19633,21901,16509,5416,7463,22820,810
E01033072,3,4,3,4,2,6,3,4,8330,12495,7143,10094,3685,16671,7772,10891
E01033073,5,6,6,9,3,3,8,1,14337,19205,17572,29305,7624,8233,25054,1679
E01033074,3,2,2,3,2,6,9,10,7995,4814,4456,8911,6389,17016,28484,32318
E01033075,1,1,1,1,1,1,9,9,790,557,586,1365,1530,1175,27468,26321
E01033076,1,1,1,1,1,3,5,10,1073,814,783,528,1745,7601,14619,32218
E01033077,4,3,3,3,4,6,8,10,11681,8981,6727,9838,10668,17695,23990,32776
E01033078,9,10,10,10,10,7,3,4,28395,31131,30472,30867,32545,21829,7103,12421
E01033079,7,9,9,9,10,6,4,1,22711,28478,27074,27329,30301,18255,10684,2199
E01033080,6,6,6,7,7,4,7,2,18210,19255,18169,22054,21881,10093,21508,4256
E01033081,4,3,4,7,4,2,2,6,11177,8965,12310,20910,12381,6228,5817,16590
E01033082,4,4,4,7,5,2,1,4,10592,9912,12465,20886,15374,5762,2937,11838
E01033083,5,8,10,10,8,2,1,1,14649,24919,30736,30245,23803,4699,1559,1050
E01033084,4,5,5,7,8,1,1,3,9962,13881,16100,20779,25146,1800,727,7066
E01033085,3,4,6,6,5,4,1,1,8816,10885,17589,19589,14033,13025,112,3188
E01033086,2,1,2,3,2,3,2,5,3764,2499,3644,6946,6067,8646,4351,14342
E01033087,5,5,6,8,6,2,2,7,15904,15174,16792,23406,17207,5941,5801,22384
E01033088,8,9,6,9,6,6,3,9,23026,26333,18704,27907,17150,16867,7449,28216
E01033089,5,4,4,4,7,6,3,7,13683,10374,11807,12569,20533,16642,7782,19944
E01033090,3,3,3,4,4,1,3,1,6699,8166,9027,13119,10785,1929,9242,2873
E01033091,5,7,7,7,7,3,4,2,16269,19779,19719,20672,19866,8252,11298,3405
E01033092,3,2,2,5,3,5,4,3,7750,6279,6197,13753,7918,13467,10052,9147
E01033093,7,7,9,9,10,5,6,1,21599,21442,27568,28247,29672,14068,18356,1916
E01033094,1,1,1,3,1,1,8,1,782,1923,295,8109,678,1634,24219,1055
E01033095,5,5,5,4,4,4,10,1,13328,15577,13424,12872,11077,12564,31630,3210
E01033096,5,5,2,6,3,9,8,7,13534,16008,5294,19241,7214,27415,23415,20619
E01033097,1,2,1,5,1,3,9,1,2947,4839,2767,13502,983,6738,27874,457
E01033098,6,10,10,7,10,9,1,1,16588,32767,32732,21874,31236,29140,551,276
E01033099,5,4,7,9,8,4,1,2,13403,11555,21062,28024,23158,10826,2387,3643
E01033100,3,3,4,7,5,3,2,1,9545,8338,12813,22019,13884,9750,5558,2268
E01033101,9,8,10,10,10,7,6,2,26739,24260,31412,31629,30662,20158,16473,5492
E01033102,8,7,8,6,5,6,4,10,23205,20861,25147,19244,15098,16945,13137,30942
E01033103,10,10,10,7,9,8,8,10,31818,31044,30089,21967,29313,25754,23895,30954
E01033104,2,4,4,5,2,1,3,1,5294,10469,11867,15790,4532,1314,7051,304
E01033105,7,8,8,8,4,5,2,7,20657,24036,23962,23262,11397,15666,6070,21817
E01033106,8,9,9,8,5,6,5,7,25878,27551,28616,24943,13455,18963,13819,22429
E01033107,9,10,10,6,6,6,8,6,28611,32154,30881,18090,19705,18877,23524,19680
E01033108,8,9,9,6,6,6,3,8,24054,28655,28000,18231,18109,16607,6624,25905
E01033109,2,2,2,3,2,5,2,1,4390,5063,5846,9180,3759,13539,6281,1534
E01033110,1,1,1,1,1,1,4,2,297,801,540,757,1006,348,10935,6161
E01033111,2,3,2,1,2,4,3,2,4321,7879,6300,804,4711,12125,9168,5834
E01033112,2,3,3,1,1,1,6,3,3986,9043,6745,1742,2762,1396,17675,6838
E01033113,6,5,6,5,8,3,9,10,19642,14789,17476,14079,23173,8091,27200,31462
E01033114,10,9,9,10,10,9,9,10,32360,28030,28834,29881,30282,27987,29128,30645
E01033115,9,7,8,10,10,10,5,10,29225,22291,23012,30815,30392,30393,14343,31816
E01033116,9,8,9,10,10,6,3,5,27110,25259,28975,30115,31412,19131,8759,14716
E01033117,10,9,9,9,9,9,4,10,30154,26798,28775,27588,28859,27153,11614,30677
E01033118,7,9,8,10,8,5,1,5,22151,27001,25073,30224,25353,15707,2298,14629
E01033119,9,6,7,9,9,7,9,9,28055,18444,22027,28802,28822,22966,26419,29499
E01033120,5,5,6,4,9,2,2,8,15854,13872,18544,12358,27322,5988,6453,24499
E01033121,5,5,6,7,4,2,4,9,16033,15278,18242,22425,10988,4415,11403,26797
E01033122,2,2,4,1,2,3,2,4,5253,6081,10465,1940,5670,9596,4478,9974
E01033123,3,4,4,3,3,2,5,3,9700,11933,12146,9233,8936,4602,14426,7376
E01033124,3,5,4,3,3,1,2,2,7540,13353,12965,8134,9575,2988,3683,3686
E01033125,2,3,3,4,1,2,2,3,5982,8196,7786,11645,3077,5398,5439,7959
E01033126,6,8,9,5,6,2,5,1,16693,25165,29135,15229,18402,3851,15014,2433
E01033127,5,4,6,3,3,8,5,7,14957,12498,17373,9650,7514,23436,16308,21549
